iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.02128005027770996, -1, -1, -1, (0, 1))","('UNSAT', 0.021169662475585938, -1, -1, -1, (0, 1))","('UNSAT', 0.0215151309967041, -1, -1, -1, (0, 1))","('UNSAT', 0.026311874389648438, -1, -1, -1, (0, 1))","('UNSAT', 0.02431035041809082, -1, -1, -1, (0, 1))","('UNSAT', 0.02670145034790039, -1, -1, -1, (0, 1))","('UNSAT', 0.03415226936340332, -1, -1, -1, (0, 1))","('UNSAT', 0.03201746940612793, -1, -1, -1, (0, 1))","('UNSAT', 0.03276801109313965, -1, -1, -1, (0, 1))","('UNSAT', 0.03272223472595215, -1, -1, -1, (0, 1))","('UNSAT', 0.032430410385131836, -1, -1, -1, (0, 1))","('UNSAT', 0.03224921226501465, -1, -1, -1, (0, 1))","('UNSAT', 0.03242897987365723, -1, -1, -1, (0, 1))","('UNSAT', 0.03255033493041992, -1, -1, -1, (0, 1))","('UNSAT', 0.03232836723327637, -1, -1, -1, (0, 1))","('UNSAT', 0.03523826599121094, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.0692284107208252, -1, -1, -1, (1, 1))","('UNSAT', 0.4420013427734375, -1, -1, -1, (1, 1))","('UNSAT', 0.19381070137023926, -1, -1, -1, (1, 1))","('UNSAT', 0.6127011775970459, -1, -1, -1, (1, 1))","('UNSAT', 0.37302160263061523, -1, -1, -1, (1, 1))","('UNSAT', 0.1899271011352539, -1, -1, -1, (1, 1))","('UNSAT', 0.03449821472167969, -1, -1, -1, (1, 1))","('UNSAT', 0.03442645072937012, -1, -1, -1, (1, 1))","('UNSAT', 0.033821821212768555, -1, -1, -1, (1, 1))","('UNSAT', 0.03609514236450195, -1, -1, -1, (1, 1))","('UNSAT', 0.03714799880981445, -1, -1, -1, (1, 1))","('UNSAT', 0.03511834144592285, -1, -1, -1, (1, 1))","('UNSAT', 0.042130470275878906, -1, -1, -1, (1, 1))","('UNSAT', 0.03644609451293945, -1, -1, -1, (1, 1))","('UNSAT', 0.03501248359680176, -1, -1, -1, (1, 1))","('UNSAT', 0.03525352478027344, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.12392354011535645, -1, -1, -1, (2, 1))","('UNSAT', 0.2248826026916504, -1, -1, -1, (2, 1))","('UNSAT', 0.2561323642730713, -1, -1, -1, (2, 1))","('UNSAT', 1.8588733673095703, -1, -1, -1, (2, 1))","('UNSAT', 0.8701016902923584, -1, -1, -1, (2, 1))","('UNSAT', 0.08423256874084473, -1, -1, -1, (2, 1))","('UNSAT', 0.8870344161987305, -1, -1, -1, (2, 1))","('UNSAT', 0.884157657623291, -1, -1, -1, (2, 1))","('UNSAT', 0.8836774826049805, -1, -1, -1, (2, 1))","('UNSAT', 0.9068002700805664, -1, -1, -1, (2, 1))","('UNSAT', 0.9198369979858398, -1, -1, -1, (2, 1))","('UNSAT', 0.861461877822876, -1, -1, -1, (2, 1))","('UNSAT', 0.9020049571990967, -1, -1, -1, (2, 1))","('UNSAT', 0.8877413272857666, -1, -1, -1, (2, 1))","('UNSAT', 0.879753589630127, -1, -1, -1, (2, 1))","('UNSAT', 0.8860800266265869, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.23189067840576172, -1, -1, -1, (3, 1))","('UNSAT', 0.06044769287109375, -1, -1, -1, (3, 1))","('UNSAT', 0.2527744770050049, -1, -1, -1, (3, 1))","('UNSAT', 0.7587924003601074, -1, -1, -1, (3, 1))","('UNSAT', 0.5452980995178223, -1, -1, -1, (3, 1))","('UNSAT', 0.3052234649658203, -1, -1, -1, (3, 1))","('UNSAT', 0.11146831512451172, -1, -1, -1, (3, 1))","('UNSAT', 0.10866641998291016, -1, -1, -1, (3, 1))","('UNSAT', 0.10830974578857422, -1, -1, -1, (3, 1))","('UNSAT', 0.11355233192443848, -1, -1, -1, (3, 1))","('UNSAT', 0.11203408241271973, -1, -1, -1, (3, 1))","('UNSAT', 0.11218118667602539, -1, -1, -1, (3, 1))","('UNSAT', 0.11075448989868164, -1, -1, -1, (3, 1))","('UNSAT', 0.10948967933654785, -1, -1, -1, (3, 1))","('UNSAT', 0.1283552646636963, -1, -1, -1, (3, 1))","('UNSAT', 0.11484503746032715, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.24099469184875488, -1, -1, -1, (4, 1))","('UNSAT', 0.06262826919555664, -1, -1, -1, (4, 1))","('UNSAT', 0.19005823135375977, -1, -1, -1, (4, 1))","('UNSAT', 2.2404887676239014, -1, -1, -1, (4, 1))","('UNSAT', 0.044467926025390625, -1, -1, -1, (4, 1))","('UNSAT', 0.4315226078033447, -1, -1, -1, (4, 1))","('UNSAT', 0.5637249946594238, -1, -1, -1, (4, 1))","('UNSAT', 0.5816733837127686, -1, -1, -1, (4, 1))","('UNSAT', 0.5651454925537109, -1, -1, -1, (4, 1))","('UNSAT', 0.582474946975708, -1, -1, -1, (4, 1))","('UNSAT', 0.5945141315460205, -1, -1, -1, (4, 1))","('UNSAT', 0.5629312992095947, -1, -1, -1, (4, 1))","('UNSAT', 0.5742647647857666, -1, -1, -1, (4, 1))","('UNSAT', 0.5695357322692871, -1, -1, -1, (4, 1))","('UNSAT', 0.5773336887359619, -1, -1, -1, (4, 1))","('UNSAT', 0.5995848178863525, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.11033344268798828, -1, -1, -1, (5, 1))","('UNSAT', 0.06206202507019043, -1, -1, -1, (5, 1))","('UNSAT', 0.2458972930908203, -1, -1, -1, (5, 1))","('UNSAT', 2.2292916774749756, -1, -1, -1, (5, 1))","('UNSAT', 0.18956923484802246, -1, -1, -1, (5, 1))","('UNSAT', 0.573256254196167, -1, -1, -1, (5, 1))","('UNSAT', 0.7234151363372803, -1, -1, -1, (5, 1))","('UNSAT', 0.7391617298126221, -1, -1, -1, (5, 1))","('UNSAT', 0.7258915901184082, -1, -1, -1, (5, 1))","('UNSAT', 0.7321949005126953, -1, -1, -1, (5, 1))","('UNSAT', 0.7305240631103516, -1, -1, -1, (5, 1))","('UNSAT', 0.7030289173126221, -1, -1, -1, (5, 1))","('UNSAT', 0.6918435096740723, -1, -1, -1, (5, 1))","('UNSAT', 0.7178177833557129, -1, -1, -1, (5, 1))","('UNSAT', 0.7340822219848633, -1, -1, -1, (5, 1))","('UNSAT', 0.7429244518280029, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.11226773262023926, -1, -1, -1, (6, 1))","('UNSAT', 0.061223506927490234, -1, -1, -1, (6, 1))","('UNSAT', 0.0477747917175293, -1, -1, -1, (6, 1))","('UNSAT', 2.308830976486206, -1, -1, -1, (6, 1))","('UNSAT', 0.8651132583618164, -1, -1, -1, (6, 1))","('UNSAT', 0.4596564769744873, -1, -1, -1, (6, 1))","('UNSAT', 0.4530313014984131, -1, -1, -1, (6, 1))","('UNSAT', 0.4589362144470215, -1, -1, -1, (6, 1))","('UNSAT', 0.4671139717102051, -1, -1, -1, (6, 1))","('UNSAT', 0.45923447608947754, -1, -1, -1, (6, 1))","('UNSAT', 0.4594728946685791, -1, -1, -1, (6, 1))","('UNSAT', 0.45745229721069336, -1, -1, -1, (6, 1))","('UNSAT', 0.4493076801300049, -1, -1, -1, (6, 1))","('UNSAT', 0.448275089263916, -1, -1, -1, (6, 1))","('UNSAT', 0.46268701553344727, -1, -1, -1, (6, 1))","('UNSAT', 0.4691929817199707, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.10863041877746582, -1, -1, -1, (7, 1))","('UNSAT', 0.06373095512390137, -1, -1, -1, (7, 1))","('UNSAT', 0.0469205379486084, -1, -1, -1, (7, 1))","('UNSAT', 2.2761244773864746, -1, -1, -1, (7, 1))","('UNSAT', 0.8693747520446777, -1, -1, -1, (7, 1))","('UNSAT', 0.46745896339416504, -1, -1, -1, (7, 1))","('UNSAT', 0.44780993461608887, -1, -1, -1, (7, 1))","('UNSAT', 0.4543774127960205, -1, -1, -1, (7, 1))","('UNSAT', 0.45623183250427246, -1, -1, -1, (7, 1))","('UNSAT', 0.46626877784729004, -1, -1, -1, (7, 1))","('UNSAT', 0.45206212997436523, -1, -1, -1, (7, 1))","('UNSAT', 0.44347071647644043, -1, -1, -1, (7, 1))","('UNSAT', 0.45413923263549805, -1, -1, -1, (7, 1))","('UNSAT', 0.44148802757263184, -1, -1, -1, (7, 1))","('UNSAT', 0.4576122760772705, -1, -1, -1, (7, 1))","('UNSAT', 0.47306108474731445, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.11095404624938965, -1, -1, -1, (8, 1))","('UNSAT', 0.06090807914733887, -1, -1, -1, (8, 1))","('UNSAT', 0.04906058311462402, -1, -1, -1, (8, 1))","('UNSAT', 2.2809324264526367, -1, -1, -1, (8, 1))","('UNSAT', 0.8606195449829102, -1, -1, -1, (8, 1))","('UNSAT', 0.46021032333374023, -1, -1, -1, (8, 1))","('UNSAT', 0.453005313873291, -1, -1, -1, (8, 1))","('UNSAT', 0.45250606536865234, -1, -1, -1, (8, 1))","('UNSAT', 0.4577794075012207, -1, -1, -1, (8, 1))","('UNSAT', 0.44199156761169434, -1, -1, -1, (8, 1))","('UNSAT', 0.44935083389282227, -1, -1, -1, (8, 1))","('UNSAT', 0.4553334712982178, -1, -1, -1, (8, 1))","('UNSAT', 0.4476156234741211, -1, -1, -1, (8, 1))","('UNSAT', 0.4531877040863037, -1, -1, -1, (8, 1))","('UNSAT', 0.4523916244506836, -1, -1, -1, (8, 1))","('UNSAT', 0.46413278579711914, -1, -1, -1, (8, 1))"
