iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.018992900848388672, -1, -1, -1, (0, 1))","('UNSAT', 0.02392888069152832, -1, -1, -1, (0, 1))","('UNSAT', 0.025164365768432617, -1, -1, -1, (0, 1))","('UNSAT', 0.06402778625488281, -1, -1, -1, (0, 1))","('UNSAT', 0.0314021110534668, -1, -1, -1, (0, 1))","('UNSAT', 0.031940460205078125, -1, -1, -1, (0, 1))","('UNSAT', 0.03180694580078125, -1, -1, -1, (0, 1))","('UNSAT', 0.03252243995666504, -1, -1, -1, (0, 1))","('UNSAT', 0.031041383743286133, -1, -1, -1, (0, 1))","('UNSAT', 0.031168699264526367, -1, -1, -1, (0, 1))","('UNSAT', 0.03154897689819336, -1, -1, -1, (0, 1))","('UNSAT', 0.03197050094604492, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.03652453422546387, -1, -1, -1, (1, 1))","('UNSAT', 0.03392767906188965, -1, -1, -1, (1, 1))","('UNSAT', 0.03582882881164551, -1, -1, -1, (1, 1))","('UNSAT', 0.1791837215423584, -1, -1, -1, (1, 1))","('UNSAT', 0.0337376594543457, -1, -1, -1, (1, 1))","('UNSAT', 0.03207230567932129, -1, -1, -1, (1, 1))","('UNSAT', 0.033254384994506836, -1, -1, -1, (1, 1))","('UNSAT', 0.03239607810974121, -1, -1, -1, (1, 1))","('UNSAT', 0.03174328804016113, -1, -1, -1, (1, 1))","('UNSAT', 0.032022953033447266, -1, -1, -1, (1, 1))","('UNSAT', 0.03425455093383789, -1, -1, -1, (1, 1))","('UNSAT', 0.03584909439086914, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.04829263687133789, -1, -1, -1, (2, 1))","('UNSAT', 0.024930477142333984, -1, -1, -1, (2, 1))","('UNSAT', 0.03287839889526367, -1, -1, -1, (2, 1))","('SAT', 0.2800421714782715, 24.4036, 0.103124, 4.969182100466999e-06, (2, 1))","('UNSAT', 0.04236435890197754, -1, -1, -1, (2, 1))","('UNSAT', 0.03382754325866699, -1, -1, -1, (2, 1))","('UNSAT', 0.03240036964416504, -1, -1, -1, (2, 1))","('UNSAT', 0.03389334678649902, -1, -1, -1, (2, 1))","('UNSAT', 0.03217506408691406, -1, -1, -1, (2, 1))","('UNSAT', 0.03197288513183594, -1, -1, -1, (2, 1))","('UNSAT', 0.03225231170654297, -1, -1, -1, (2, 1))","('UNSAT', 0.03281426429748535, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.048227548599243164, -1, -1, -1, (3, 1))","('UNSAT', 0.03472113609313965, -1, -1, -1, (3, 1))","('UNSAT', 0.04851365089416504, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05846261978149414, -1, -1, -1, (3, 1))","('UNSAT', 0.05678415298461914, -1, -1, -1, (3, 1))","('UNSAT', 0.05639243125915527, -1, -1, -1, (3, 1))","('UNSAT', 0.05805850028991699, -1, -1, -1, (3, 1))","('UNSAT', 0.05600786209106445, -1, -1, -1, (3, 1))","('UNSAT', 0.06038832664489746, -1, -1, -1, (3, 1))","('UNSAT', 0.06024742126464844, -1, -1, -1, (3, 1))","('UNSAT', 0.06070065498352051, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.03627324104309082, -1, -1, -1, (4, 1))","('UNSAT', 0.04475116729736328, -1, -1, -1, (4, 1))","('UNSAT', 0.06516385078430176, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06886649131774902, -1, -1, -1, (4, 1))","('UNSAT', 0.05861783027648926, -1, -1, -1, (4, 1))","('UNSAT', 0.05978894233703613, -1, -1, -1, (4, 1))","('UNSAT', 0.057361602783203125, -1, -1, -1, (4, 1))","('UNSAT', 0.05848360061645508, -1, -1, -1, (4, 1))","('UNSAT', 0.05799555778503418, -1, -1, -1, (4, 1))","('UNSAT', 0.05784344673156738, -1, -1, -1, (4, 1))","('UNSAT', 0.059600114822387695, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.04718160629272461, -1, -1, -1, (5, 1))","('UNSAT', 0.045172691345214844, -1, -1, -1, (5, 1))","('UNSAT', 0.06455731391906738, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05687689781188965, -1, -1, -1, (5, 1))","('UNSAT', 0.05847048759460449, -1, -1, -1, (5, 1))","('UNSAT', 0.059854984283447266, -1, -1, -1, (5, 1))","('UNSAT', 0.060029029846191406, -1, -1, -1, (5, 1))","('UNSAT', 0.05750298500061035, -1, -1, -1, (5, 1))","('UNSAT', 0.06082773208618164, -1, -1, -1, (5, 1))","('UNSAT', 0.060346126556396484, -1, -1, -1, (5, 1))","('UNSAT', 0.059892892837524414, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.04770088195800781, -1, -1, -1, (6, 1))","('UNSAT', 0.0449831485748291, -1, -1, -1, (6, 1))","('UNSAT', 0.06762814521789551, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06115102767944336, -1, -1, -1, (6, 1))","('UNSAT', 0.05879521369934082, -1, -1, -1, (6, 1))","('UNSAT', 0.057741641998291016, -1, -1, -1, (6, 1))","('UNSAT', 0.05950617790222168, -1, -1, -1, (6, 1))","('UNSAT', 0.05807209014892578, -1, -1, -1, (6, 1))","('UNSAT', 0.059227705001831055, -1, -1, -1, (6, 1))","('UNSAT', 0.0568845272064209, -1, -1, -1, (6, 1))","('UNSAT', 0.060372352600097656, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.07029414176940918, -1, -1, -1, (1, 2))","('UNSAT', 0.025840282440185547, -1, -1, -1, (1, 2))","('UNSAT', 0.026171445846557617, -1, -1, -1, (1, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.033318519592285156, -1, -1, -1, (1, 2))","('UNSAT', 0.034180402755737305, -1, -1, -1, (1, 2))","('UNSAT', 0.034494638442993164, -1, -1, -1, (1, 2))","('UNSAT', 0.035629987716674805, -1, -1, -1, (1, 2))","('UNSAT', 0.034085988998413086, -1, -1, -1, (1, 2))","('UNSAT', 0.036630868911743164, -1, -1, -1, (1, 2))","('UNSAT', 0.03509879112243652, -1, -1, -1, (1, 2))","('UNSAT', 0.03424715995788574, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.1866438388824463, -1, -1, -1, (2, 2))","('UNSAT', 0.03538012504577637, -1, -1, -1, (2, 2))","('UNSAT', 0.08979511260986328, -1, -1, -1, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04789423942565918, -1, -1, -1, (2, 2))","('UNSAT', 0.04753446578979492, -1, -1, -1, (2, 2))","('UNSAT', 0.04621315002441406, -1, -1, -1, (2, 2))","('UNSAT', 0.05062150955200195, -1, -1, -1, (2, 2))","('UNSAT', 0.04778766632080078, -1, -1, -1, (2, 2))","('UNSAT', 0.049791812896728516, -1, -1, -1, (2, 2))","('UNSAT', 0.048416852951049805, -1, -1, -1, (2, 2))","('UNSAT', 0.05057382583618164, -1, -1, -1, (2, 2))"
