iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.029285907745361328, -1, -1, -1, (0, 1))","('UNSAT', 0.03657817840576172, -1, -1, -1, (0, 1))","('UNSAT', 0.027309894561767578, -1, -1, -1, (0, 1))","('UNSAT', 0.01797199249267578, -1, -1, -1, (0, 1))","('UNSAT', 0.016783714294433594, -1, -1, -1, (0, 1))","('UNSAT', 0.020772218704223633, -1, -1, -1, (0, 1))","('UNSAT', 0.03824734687805176, -1, -1, -1, (0, 1))","('UNSAT', 0.02117133140563965, -1, -1, -1, (0, 1))","('UNSAT', 0.03757762908935547, -1, -1, -1, (0, 1))","('UNSAT', 0.020537853240966797, -1, -1, -1, (0, 1))","('UNSAT', 0.035927534103393555, -1, -1, -1, (0, 1))","('UNSAT', 0.0208585262298584, -1, -1, -1, (0, 1))","('UNSAT', 0.0364534854888916, -1, -1, -1, (0, 1))","('UNSAT', 0.020714282989501953, -1, -1, -1, (0, 1))","('UNSAT', 0.05505681037902832, -1, -1, -1, (0, 1))","('UNSAT', 0.019582509994506836, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.08012056350708008, -1, -1, -1, (1, 1))","('SAT', 3.878634452819824, 25.8115, 0.11319, 7.820837709005e-06, (1, 1))","('UNSAT', 0.02973484992980957, -1, -1, -1, (1, 1))","('SAT', 3.3597218990325928, 17.8334, 0.114543, 4.863657522947e-06, (1, 1))","('UNSAT', 0.021609783172607422, -1, -1, -1, (1, 1))","('UNSAT', 0.0511164665222168, -1, -1, -1, (1, 1))","('UNSAT', 0.02094578742980957, -1, -1, -1, (1, 1))","('UNSAT', 0.03854680061340332, -1, -1, -1, (1, 1))","('UNSAT', 0.020911216735839844, -1, -1, -1, (1, 1))","('UNSAT', 0.03939342498779297, -1, -1, -1, (1, 1))","('UNSAT', 0.020973682403564453, -1, -1, -1, (1, 1))","('UNSAT', 0.037262916564941406, -1, -1, -1, (1, 1))","('UNSAT', 0.020714998245239258, -1, -1, -1, (1, 1))","('UNSAT', 0.03580474853515625, -1, -1, -1, (1, 1))","('UNSAT', 0.02165985107421875, -1, -1, -1, (1, 1))","('UNSAT', 0.03625226020812988, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.17221522331237793, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06597566604614258, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02150726318359375, -1, -1, -1, (2, 1))","('UNSAT', 0.1480417251586914, -1, -1, -1, (2, 1))","('UNSAT', 0.021206140518188477, -1, -1, -1, (2, 1))","('UNSAT', 0.07080578804016113, -1, -1, -1, (2, 1))","('UNSAT', 0.020359277725219727, -1, -1, -1, (2, 1))","('UNSAT', 0.06938576698303223, -1, -1, -1, (2, 1))","('UNSAT', 0.020726680755615234, -1, -1, -1, (2, 1))","('UNSAT', 0.06953859329223633, -1, -1, -1, (2, 1))","('UNSAT', 0.02075481414794922, -1, -1, -1, (2, 1))","('UNSAT', 0.06946897506713867, -1, -1, -1, (2, 1))","('UNSAT', 0.02040243148803711, -1, -1, -1, (2, 1))","('UNSAT', 0.06859040260314941, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.0766761302947998, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02629876136779785, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.022064924240112305, -1, -1, -1, (3, 1))","('UNSAT', 0.048941850662231445, -1, -1, -1, (3, 1))","('UNSAT', 0.1545555591583252, -1, -1, -1, (3, 1))","('UNSAT', 0.05358242988586426, -1, -1, -1, (3, 1))","('UNSAT', 0.15056777000427246, -1, -1, -1, (3, 1))","('UNSAT', 0.04965972900390625, -1, -1, -1, (3, 1))","('UNSAT', 0.15136218070983887, -1, -1, -1, (3, 1))","('UNSAT', 0.048757314682006836, -1, -1, -1, (3, 1))","('UNSAT', 0.14808917045593262, -1, -1, -1, (3, 1))","('UNSAT', 0.05044126510620117, -1, -1, -1, (3, 1))","('UNSAT', 0.16476035118103027, -1, -1, -1, (3, 1))","('UNSAT', 0.04749274253845215, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.19710135459899902, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08831095695495605, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.021268367767333984, -1, -1, -1, (4, 1))","('UNSAT', 0.051349639892578125, -1, -1, -1, (4, 1))","('UNSAT', 0.039339303970336914, -1, -1, -1, (4, 1))","('UNSAT', 0.0692129135131836, -1, -1, -1, (4, 1))","('UNSAT', 0.03801250457763672, -1, -1, -1, (4, 1))","('UNSAT', 0.06832647323608398, -1, -1, -1, (4, 1))","('UNSAT', 0.036968231201171875, -1, -1, -1, (4, 1))","('UNSAT', 0.06701231002807617, -1, -1, -1, (4, 1))","('UNSAT', 0.03642845153808594, -1, -1, -1, (4, 1))","('UNSAT', 0.06434321403503418, -1, -1, -1, (4, 1))","('UNSAT', 0.03638267517089844, -1, -1, -1, (4, 1))","('UNSAT', 0.0646355152130127, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.06118512153625488, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03660702705383301, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.020912885665893555, -1, -1, -1, (5, 1))","('UNSAT', 0.049413204193115234, -1, -1, -1, (5, 1))","('UNSAT', 0.036779165267944336, -1, -1, -1, (5, 1))","('UNSAT', 0.06889796257019043, -1, -1, -1, (5, 1))","('UNSAT', 0.0375213623046875, -1, -1, -1, (5, 1))","('UNSAT', 0.06583499908447266, -1, -1, -1, (5, 1))","('UNSAT', 0.03599905967712402, -1, -1, -1, (5, 1))","('UNSAT', 0.06635928153991699, -1, -1, -1, (5, 1))","('UNSAT', 0.03695082664489746, -1, -1, -1, (5, 1))","('UNSAT', 0.06487917900085449, -1, -1, -1, (5, 1))","('UNSAT', 0.038587331771850586, -1, -1, -1, (5, 1))","('UNSAT', 0.06683015823364258, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.08952140808105469, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.049112558364868164, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.021112442016601562, -1, -1, -1, (6, 1))","('UNSAT', 0.05225348472595215, -1, -1, -1, (6, 1))","('UNSAT', 0.15491700172424316, -1, -1, -1, (6, 1))","('UNSAT', 0.06775164604187012, -1, -1, -1, (6, 1))","('UNSAT', 0.15176820755004883, -1, -1, -1, (6, 1))","('UNSAT', 0.06653380393981934, -1, -1, -1, (6, 1))","('UNSAT', 0.14574575424194336, -1, -1, -1, (6, 1))","('UNSAT', 0.06836152076721191, -1, -1, -1, (6, 1))","('UNSAT', 0.1502399444580078, -1, -1, -1, (6, 1))","('UNSAT', 0.06552314758300781, -1, -1, -1, (6, 1))","('UNSAT', 0.15315937995910645, -1, -1, -1, (6, 1))","('UNSAT', 0.06375336647033691, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.11531567573547363, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03646588325500488, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.020998001098632812, -1, -1, -1, (7, 1))","('UNSAT', 0.04990983009338379, -1, -1, -1, (7, 1))","('UNSAT', 0.14957618713378906, -1, -1, -1, (7, 1))","('UNSAT', 0.06720280647277832, -1, -1, -1, (7, 1))","('UNSAT', 0.1500992774963379, -1, -1, -1, (7, 1))","('UNSAT', 0.06874942779541016, -1, -1, -1, (7, 1))","('UNSAT', 0.14815640449523926, -1, -1, -1, (7, 1))","('UNSAT', 0.06471395492553711, -1, -1, -1, (7, 1))","('UNSAT', 0.1495521068572998, -1, -1, -1, (7, 1))","('UNSAT', 0.06784820556640625, -1, -1, -1, (7, 1))","('UNSAT', 0.15257000923156738, -1, -1, -1, (7, 1))","('UNSAT', 0.06587982177734375, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.10800385475158691, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.040107011795043945, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02105998992919922, -1, -1, -1, (8, 1))","('UNSAT', 0.04981231689453125, -1, -1, -1, (8, 1))","('UNSAT', 0.03682875633239746, -1, -1, -1, (8, 1))","('UNSAT', 0.06969952583312988, -1, -1, -1, (8, 1))","('UNSAT', 0.036920785903930664, -1, -1, -1, (8, 1))","('UNSAT', 0.06354403495788574, -1, -1, -1, (8, 1))","('UNSAT', 0.03672432899475098, -1, -1, -1, (8, 1))","('UNSAT', 0.06296110153198242, -1, -1, -1, (8, 1))","('UNSAT', 0.0371699333190918, -1, -1, -1, (8, 1))","('UNSAT', 0.06432795524597168, -1, -1, -1, (8, 1))","('UNSAT', 0.03787088394165039, -1, -1, -1, (8, 1))","('UNSAT', 0.061944007873535156, -1, -1, -1, (8, 1))"
