iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01722574234008789, -1, -1, -1, (0, 1))","('UNSAT', 0.018450021743774414, -1, -1, -1, (0, 1))","('UNSAT', 0.019506216049194336, -1, -1, -1, (0, 1))","('UNSAT', 0.018520355224609375, -1, -1, -1, (0, 1))","('UNSAT', 0.020076513290405273, -1, -1, -1, (0, 1))","('UNSAT', 0.019929170608520508, -1, -1, -1, (0, 1))","('UNSAT', 0.019617557525634766, -1, -1, -1, (0, 1))","('UNSAT', 0.01947164535522461, -1, -1, -1, (0, 1))","('UNSAT', 0.016080379486083984, -1, -1, -1, (0, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X1),"('UNSAT', 0.028541088104248047, -1, -1, -1, (1, 1))","('UNSAT', 0.026669979095458984, -1, -1, -1, (1, 1))","('UNSAT', 0.025492429733276367, -1, -1, -1, (1, 1))","('UNSAT', 0.03353428840637207, -1, -1, -1, (1, 1))","('UNSAT', 0.025218486785888672, -1, -1, -1, (1, 1))","('UNSAT', 0.025604248046875, -1, -1, -1, (1, 1))","('UNSAT', 0.02527475357055664, -1, -1, -1, (1, 1))","('UNSAT', 0.0269622802734375, -1, -1, -1, (1, 1))","('UNSAT', 0.021152019500732422, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X1),"('UNSAT', 0.03060770034790039, -1, -1, -1, (2, 1))","('UNSAT', 0.034372806549072266, -1, -1, -1, (2, 1))","('UNSAT', 0.03633689880371094, -1, -1, -1, (2, 1))","('UNSAT', 0.03163456916809082, -1, -1, -1, (2, 1))","('UNSAT', 0.043070077896118164, -1, -1, -1, (2, 1))","('UNSAT', 0.04924607276916504, -1, -1, -1, (2, 1))","('UNSAT', 0.03356647491455078, -1, -1, -1, (2, 1))","('UNSAT', 0.0488433837890625, -1, -1, -1, (2, 1))","('UNSAT', 0.026675939559936523, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X1),"('UNSAT', 0.020806312561035156, -1, -1, -1, (3, 1))","('UNSAT', 0.03306150436401367, -1, -1, -1, (3, 1))","('UNSAT', 0.031656503677368164, -1, -1, -1, (3, 1))","('UNSAT', 0.038622379302978516, -1, -1, -1, (3, 1))","('UNSAT', 0.032774925231933594, -1, -1, -1, (3, 1))","('UNSAT', 0.025794267654418945, -1, -1, -1, (3, 1))","('UNSAT', 0.03194618225097656, -1, -1, -1, (3, 1))","('UNSAT', 0.02601933479309082, -1, -1, -1, (3, 1))","('UNSAT', 0.03833198547363281, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('UNSAT', 0.04257917404174805, -1, -1, -1, (4, 1))","('UNSAT', 0.031426191329956055, -1, -1, -1, (4, 1))","('UNSAT', 0.03338980674743652, -1, -1, -1, (4, 1))","('UNSAT', 0.03002786636352539, -1, -1, -1, (4, 1))","('UNSAT', 0.04552721977233887, -1, -1, -1, (4, 1))","('UNSAT', 0.046080827713012695, -1, -1, -1, (4, 1))","('UNSAT', 0.033367156982421875, -1, -1, -1, (4, 1))","('UNSAT', 0.04971432685852051, -1, -1, -1, (4, 1))","('UNSAT', 0.0289156436920166, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('UNSAT', 0.029502153396606445, -1, -1, -1, (5, 1))","('UNSAT', 0.045327186584472656, -1, -1, -1, (5, 1))","('UNSAT', 0.03180646896362305, -1, -1, -1, (5, 1))","('UNSAT', 0.03798103332519531, -1, -1, -1, (5, 1))","('UNSAT', 0.03287672996520996, -1, -1, -1, (5, 1))","('UNSAT', 0.030298471450805664, -1, -1, -1, (5, 1))","('UNSAT', 0.024103164672851562, -1, -1, -1, (5, 1))","('UNSAT', 0.03104114532470703, -1, -1, -1, (5, 1))","('UNSAT', 0.020023107528686523, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('UNSAT', 0.029755592346191406, -1, -1, -1, (6, 1))","('UNSAT', 0.032041072845458984, -1, -1, -1, (6, 1))","('UNSAT', 0.030035734176635742, -1, -1, -1, (6, 1))","('UNSAT', 0.022588491439819336, -1, -1, -1, (6, 1))","('UNSAT', 0.030933618545532227, -1, -1, -1, (6, 1))","('UNSAT', 0.04136371612548828, -1, -1, -1, (6, 1))","('UNSAT', 0.040032148361206055, -1, -1, -1, (6, 1))","('UNSAT', 0.044669151306152344, -1, -1, -1, (6, 1))","('UNSAT', 0.019431352615356445, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X2),"('UNSAT', 0.08661198616027832, -1, -1, -1, (1, 2))","('UNSAT', 0.04751181602478027, -1, -1, -1, (1, 2))","('UNSAT', 0.047408342361450195, -1, -1, -1, (1, 2))","('UNSAT', 0.048264503479003906, -1, -1, -1, (1, 2))","('UNSAT', 0.047899484634399414, -1, -1, -1, (1, 2))","('UNSAT', 0.04816102981567383, -1, -1, -1, (1, 2))","('UNSAT', 0.12333369255065918, -1, -1, -1, (1, 2))","('UNSAT', 0.04766106605529785, -1, -1, -1, (1, 2))","('UNSAT', 0.06062197685241699, -1, -1, -1, (1, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X2),"('UNSAT', 0.09486269950866699, -1, -1, -1, (2, 2))","('UNSAT', 0.10017704963684082, -1, -1, -1, (2, 2))","('UNSAT', 0.12154078483581543, -1, -1, -1, (2, 2))","('UNSAT', 0.10111427307128906, -1, -1, -1, (2, 2))","('UNSAT', 0.12045478820800781, -1, -1, -1, (2, 2))","('UNSAT', 0.11190915107727051, -1, -1, -1, (2, 2))","('UNSAT', 0.135772705078125, -1, -1, -1, (2, 2))","('UNSAT', 0.11751222610473633, -1, -1, -1, (2, 2))","('UNSAT', 0.08348250389099121, -1, -1, -1, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
