iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.0311279296875, -1, -1, -1, (0, 1))","('UNSAT', 0.018449783325195312, -1, -1, -1, (0, 1))","('UNSAT', 0.02230048179626465, -1, -1, -1, (0, 1))","('UNSAT', 0.02781510353088379, -1, -1, -1, (0, 1))","('UNSAT', 0.020775556564331055, -1, -1, -1, (0, 1))","('UNSAT', 0.022266387939453125, -1, -1, -1, (0, 1))","('UNSAT', 0.022120952606201172, -1, -1, -1, (0, 1))","('UNSAT', 0.026363611221313477, -1, -1, -1, (0, 1))","('UNSAT', 0.0213167667388916, -1, -1, -1, (0, 1))","('UNSAT', 0.02142930030822754, -1, -1, -1, (0, 1))","('UNSAT', 0.02198195457458496, -1, -1, -1, (0, 1))","('UNSAT', 0.03346729278564453, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.0363163948059082, -1, -1, -1, (1, 1))","('UNSAT', 0.060537099838256836, -1, -1, -1, (1, 1))","('UNSAT', 0.041243791580200195, -1, -1, -1, (1, 1))","('UNSAT', 0.032678842544555664, -1, -1, -1, (1, 1))","('UNSAT', 0.04149746894836426, -1, -1, -1, (1, 1))","('UNSAT', 0.055588483810424805, -1, -1, -1, (1, 1))","('UNSAT', 0.03001093864440918, -1, -1, -1, (1, 1))","('UNSAT', 0.04393434524536133, -1, -1, -1, (1, 1))","('UNSAT', 0.03298592567443848, -1, -1, -1, (1, 1))","('UNSAT', 0.041229248046875, -1, -1, -1, (1, 1))","('UNSAT', 0.0447392463684082, -1, -1, -1, (1, 1))","('UNSAT', 0.0289461612701416, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.049422502517700195, -1, -1, -1, (2, 1))","('UNSAT', 0.0477907657623291, -1, -1, -1, (2, 1))","('UNSAT', 0.06275391578674316, -1, -1, -1, (2, 1))","('UNSAT', 0.08501458168029785, -1, -1, -1, (2, 1))","('UNSAT', 0.0644381046295166, -1, -1, -1, (2, 1))","('UNSAT', 0.08510971069335938, -1, -1, -1, (2, 1))","('UNSAT', 0.04066205024719238, -1, -1, -1, (2, 1))","('UNSAT', 0.05355238914489746, -1, -1, -1, (2, 1))","('UNSAT', 0.047551870346069336, -1, -1, -1, (2, 1))","('UNSAT', 0.07906985282897949, -1, -1, -1, (2, 1))","('UNSAT', 0.04317140579223633, -1, -1, -1, (2, 1))","('UNSAT', 0.027205467224121094, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.046675682067871094, -1, -1, -1, (3, 1))","('UNSAT', 0.05767393112182617, -1, -1, -1, (3, 1))","('UNSAT', 0.061331987380981445, -1, -1, -1, (3, 1))","('UNSAT', 0.057752132415771484, -1, -1, -1, (3, 1))","('UNSAT', 0.05870342254638672, -1, -1, -1, (3, 1))","('UNSAT', 0.07915139198303223, -1, -1, -1, (3, 1))","('UNSAT', 0.051999807357788086, -1, -1, -1, (3, 1))","('UNSAT', 0.05356144905090332, -1, -1, -1, (3, 1))","('UNSAT', 0.047806739807128906, -1, -1, -1, (3, 1))","('UNSAT', 0.04199099540710449, -1, -1, -1, (3, 1))","('UNSAT', 0.04582500457763672, -1, -1, -1, (3, 1))","('UNSAT', 0.03548312187194824, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.046977996826171875, -1, -1, -1, (4, 1))","('UNSAT', 0.08494138717651367, -1, -1, -1, (4, 1))","('UNSAT', 0.05821824073791504, -1, -1, -1, (4, 1))","('UNSAT', 0.04560685157775879, -1, -1, -1, (4, 1))","('UNSAT', 0.041651010513305664, -1, -1, -1, (4, 1))","('UNSAT', 0.06285524368286133, -1, -1, -1, (4, 1))","('UNSAT', 0.08245635032653809, -1, -1, -1, (4, 1))","('UNSAT', 0.0681467056274414, -1, -1, -1, (4, 1))","('UNSAT', 0.05452442169189453, -1, -1, -1, (4, 1))","('UNSAT', 0.0830230712890625, -1, -1, -1, (4, 1))","('UNSAT', 0.055341243743896484, -1, -1, -1, (4, 1))","('UNSAT', 0.026338577270507812, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.04714465141296387, -1, -1, -1, (5, 1))","('UNSAT', 0.08021712303161621, -1, -1, -1, (5, 1))","('UNSAT', 0.06514811515808105, -1, -1, -1, (5, 1))","('UNSAT', 0.058304786682128906, -1, -1, -1, (5, 1))","('UNSAT', 0.06851601600646973, -1, -1, -1, (5, 1))","('UNSAT', 0.0847311019897461, -1, -1, -1, (5, 1))","('UNSAT', 0.05714821815490723, -1, -1, -1, (5, 1))","('UNSAT', 0.05729866027832031, -1, -1, -1, (5, 1))","('UNSAT', 0.04045820236206055, -1, -1, -1, (5, 1))","('UNSAT', 0.04286623001098633, -1, -1, -1, (5, 1))","('UNSAT', 0.05901980400085449, -1, -1, -1, (5, 1))","('UNSAT', 0.04708695411682129, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.04686260223388672, -1, -1, -1, (6, 1))","('UNSAT', 0.07712984085083008, -1, -1, -1, (6, 1))","('UNSAT', 0.06443142890930176, -1, -1, -1, (6, 1))","('UNSAT', 0.05969548225402832, -1, -1, -1, (6, 1))","('UNSAT', 0.05472970008850098, -1, -1, -1, (6, 1))","('UNSAT', 0.04252791404724121, -1, -1, -1, (6, 1))","('UNSAT', 0.04604744911193848, -1, -1, -1, (6, 1))","('UNSAT', 0.04070281982421875, -1, -1, -1, (6, 1))","('UNSAT', 0.05418539047241211, -1, -1, -1, (6, 1))","('UNSAT', 0.04107332229614258, -1, -1, -1, (6, 1))","('UNSAT', 0.07766270637512207, -1, -1, -1, (6, 1))","('UNSAT', 0.04789328575134277, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.09714770317077637, -1, -1, -1, (1, 2))","('UNSAT', 0.07969951629638672, -1, -1, -1, (1, 2))","('UNSAT', 0.059561967849731445, -1, -1, -1, (1, 2))","('UNSAT', 0.09911131858825684, -1, -1, -1, (1, 2))","('UNSAT', 0.06323385238647461, -1, -1, -1, (1, 2))","('UNSAT', 0.04405546188354492, -1, -1, -1, (1, 2))","('UNSAT', 0.11219930648803711, -1, -1, -1, (1, 2))","('UNSAT', 0.048635244369506836, -1, -1, -1, (1, 2))","('UNSAT', 0.10191941261291504, -1, -1, -1, (1, 2))","('UNSAT', 0.06351423263549805, -1, -1, -1, (1, 2))","('UNSAT', 0.13003945350646973, -1, -1, -1, (1, 2))","('UNSAT', 0.04056286811828613, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.17934918403625488, -1, -1, -1, (2, 2))","('UNSAT', 0.39457225799560547, -1, -1, -1, (2, 2))","('UNSAT', 0.3625349998474121, -1, -1, -1, (2, 2))","('UNSAT', 0.35524749755859375, -1, -1, -1, (2, 2))","('UNSAT', 0.3427743911743164, -1, -1, -1, (2, 2))","('UNSAT', 0.3423652648925781, -1, -1, -1, (2, 2))","('UNSAT', 0.34189558029174805, -1, -1, -1, (2, 2))","('UNSAT', 0.3075077533721924, -1, -1, -1, (2, 2))","('UNSAT', 0.34383225440979004, -1, -1, -1, (2, 2))","('UNSAT', 0.331082820892334, -1, -1, -1, (2, 2))","('UNSAT', 0.34731364250183105, -1, -1, -1, (2, 2))","('UNSAT', 0.22924232482910156, -1, -1, -1, (2, 2))"
