iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 3.414963722229004, 22.5264, 0.089545, 7.755313163215999e-06, (0, 1))","('SAT', 2.637708902359009, 6.5702, 0.061174, 1.2772717354889998e-06, (0, 1))","('UNSAT', 0.017804861068725586, -1, -1, -1, (0, 1))","('UNSAT', 0.017760276794433594, -1, -1, -1, (0, 1))","('UNSAT', 0.017647504806518555, -1, -1, -1, (0, 1))","('UNSAT', 0.01831960678100586, -1, -1, -1, (0, 1))","('UNSAT', 0.01947021484375, -1, -1, -1, (0, 1))","('UNSAT', 0.017945528030395508, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04117894172668457, -1, -1, -1, (1, 1))","('UNSAT', 0.04275941848754883, -1, -1, -1, (1, 1))","('UNSAT', 0.04192996025085449, -1, -1, -1, (1, 1))","('UNSAT', 0.044269561767578125, -1, -1, -1, (1, 1))","('UNSAT', 0.04528069496154785, -1, -1, -1, (1, 1))","('UNSAT', 0.04363441467285156, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.15042805671691895, -1, -1, -1, (2, 1))","('UNSAT', 0.15765810012817383, -1, -1, -1, (2, 1))","('UNSAT', 0.15980815887451172, -1, -1, -1, (2, 1))","('UNSAT', 0.16179800033569336, -1, -1, -1, (2, 1))","('UNSAT', 0.16477370262145996, -1, -1, -1, (2, 1))","('UNSAT', 0.16225171089172363, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14428305625915527, -1, -1, -1, (3, 1))","('UNSAT', 0.1593770980834961, -1, -1, -1, (3, 1))","('UNSAT', 0.15851640701293945, -1, -1, -1, (3, 1))","('UNSAT', 0.15953278541564941, -1, -1, -1, (3, 1))","('UNSAT', 0.15276432037353516, -1, -1, -1, (3, 1))","('UNSAT', 0.14735865592956543, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.44805026054382324, -1, -1, -1, (4, 1))","('UNSAT', 0.4549574851989746, -1, -1, -1, (4, 1))","('UNSAT', 0.454437255859375, -1, -1, -1, (4, 1))","('UNSAT', 0.4652543067932129, -1, -1, -1, (4, 1))","('UNSAT', 0.42585062980651855, -1, -1, -1, (4, 1))","('UNSAT', 0.4158601760864258, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14326977729797363, -1, -1, -1, (5, 1))","('UNSAT', 0.14500975608825684, -1, -1, -1, (5, 1))","('UNSAT', 0.15368151664733887, -1, -1, -1, (5, 1))","('UNSAT', 0.17002296447753906, -1, -1, -1, (5, 1))","('UNSAT', 0.14700913429260254, -1, -1, -1, (5, 1))","('UNSAT', 0.1535205841064453, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.4473133087158203, -1, -1, -1, (6, 1))","('UNSAT', 0.44457149505615234, -1, -1, -1, (6, 1))","('UNSAT', 0.4505443572998047, -1, -1, -1, (6, 1))","('UNSAT', 0.4850647449493408, -1, -1, -1, (6, 1))","('UNSAT', 0.43140554428100586, -1, -1, -1, (6, 1))","('UNSAT', 0.42154645919799805, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14483976364135742, -1, -1, -1, (7, 1))","('UNSAT', 0.14838576316833496, -1, -1, -1, (7, 1))","('UNSAT', 0.16402196884155273, -1, -1, -1, (7, 1))","('UNSAT', 0.16442227363586426, -1, -1, -1, (7, 1))","('UNSAT', 0.16072535514831543, -1, -1, -1, (7, 1))","('UNSAT', 0.14549756050109863, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.15006351470947266, -1, -1, -1, (8, 1))","('UNSAT', 0.14377760887145996, -1, -1, -1, (8, 1))","('UNSAT', 0.1655588150024414, -1, -1, -1, (8, 1))","('UNSAT', 0.15253567695617676, -1, -1, -1, (8, 1))","('UNSAT', 0.15602803230285645, -1, -1, -1, (8, 1))","('UNSAT', 0.14605927467346191, -1, -1, -1, (8, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.518491268157959, -1, -1, -1, (1, 2))","('UNSAT', 0.5368609428405762, -1, -1, -1, (1, 2))","('UNSAT', 0.5478420257568359, -1, -1, -1, (1, 2))","('UNSAT', 0.563734769821167, -1, -1, -1, (1, 2))","('UNSAT', 0.5697307586669922, -1, -1, -1, (1, 2))","('UNSAT', 0.5251791477203369, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 2.315143585205078, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))","('SAT', 2.314493179321289, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))","('SAT', 2.426496982574463, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))","('SAT', 2.4441893100738525, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))","('SAT', 2.281832218170166, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))","('SAT', 2.334383487701416, 6.5702, 0.061174, 1.2772717354889998e-06, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
