iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.27975893020629883, 13.6097, 0.083222, 2.977315034514e-06, (0, 1))","('SAT', 0.2096269130706787, 3.2851, 0.038257, 3.567429303075e-07, (0, 1))","('UNSAT', 0.12952756881713867, -1, -1, -1, (0, 1))","('UNSAT', 0.12830305099487305, -1, -1, -1, (0, 1))","('UNSAT', 0.13184905052185059, -1, -1, -1, (0, 1))","('UNSAT', 0.13659882545471191, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0767824649810791, -1, -1, -1, (1, 1))","('UNSAT', 0.07873749732971191, -1, -1, -1, (1, 1))","('UNSAT', 0.07621359825134277, -1, -1, -1, (1, 1))","('UNSAT', 0.08213591575622559, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.125654935836792, -1, -1, -1, (2, 1))","('UNSAT', 0.12910771369934082, -1, -1, -1, (2, 1))","('UNSAT', 0.13135433197021484, -1, -1, -1, (2, 1))","('UNSAT', 0.13232016563415527, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.12583231925964355, -1, -1, -1, (3, 1))","('UNSAT', 0.12291598320007324, -1, -1, -1, (3, 1))","('UNSAT', 0.13163208961486816, -1, -1, -1, (3, 1))","('UNSAT', 0.13634920120239258, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1261425018310547, -1, -1, -1, (4, 1))","('UNSAT', 0.12924933433532715, -1, -1, -1, (4, 1))","('UNSAT', 0.13401126861572266, -1, -1, -1, (4, 1))","('UNSAT', 0.13805747032165527, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1225287914276123, -1, -1, -1, (5, 1))","('UNSAT', 0.12913823127746582, -1, -1, -1, (5, 1))","('UNSAT', 0.1433713436126709, -1, -1, -1, (5, 1))","('UNSAT', 0.1375870704650879, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.12320399284362793, -1, -1, -1, (6, 1))","('UNSAT', 0.13245105743408203, -1, -1, -1, (6, 1))","('UNSAT', 0.1317734718322754, -1, -1, -1, (6, 1))","('UNSAT', 0.13634467124938965, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09947824478149414, -1, -1, -1, (1, 2))","('UNSAT', 0.10540366172790527, -1, -1, -1, (1, 2))","('UNSAT', 0.10126519203186035, -1, -1, -1, (1, 2))","('UNSAT', 0.10675430297851562, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.222015380859375, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.21149468421936035, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.20436620712280273, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.20977330207824707, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))"
