iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.1043546199798584, -1, -1, -1, (0, 1))","('SAT', 0.2349092960357666, 10.7939, 0.063761, 1.674672148511e-06, (0, 1))","('UNSAT', 0.012001514434814453, -1, -1, -1, (0, 1))","('UNSAT', 0.012343645095825195, -1, -1, -1, (0, 1))","('UNSAT', 0.012053728103637695, -1, -1, -1, (0, 1))","('UNSAT', 0.011943340301513672, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.28058528900146484, 29.0966, 0.127498, 7.103680218278999e-06, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02147364616394043, -1, -1, -1, (1, 1))","('UNSAT', 0.016139984130859375, -1, -1, -1, (1, 1))","('UNSAT', 0.01638936996459961, -1, -1, -1, (1, 1))","('UNSAT', 0.016380786895751953, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0605015754699707, -1, -1, -1, (2, 1))","('UNSAT', 0.04993939399719238, -1, -1, -1, (2, 1))","('UNSAT', 0.047708749771118164, -1, -1, -1, (2, 1))","('UNSAT', 0.04942822456359863, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10617494583129883, -1, -1, -1, (3, 1))","('UNSAT', 0.029784679412841797, -1, -1, -1, (3, 1))","('UNSAT', 0.029389142990112305, -1, -1, -1, (3, 1))","('UNSAT', 0.029051542282104492, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10815238952636719, -1, -1, -1, (4, 1))","('UNSAT', 0.07940387725830078, -1, -1, -1, (4, 1))","('UNSAT', 0.08068680763244629, -1, -1, -1, (4, 1))","('UNSAT', 0.08152651786804199, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10690999031066895, -1, -1, -1, (5, 1))","('UNSAT', 0.029623031616210938, -1, -1, -1, (5, 1))","('UNSAT', 0.029514551162719727, -1, -1, -1, (5, 1))","('UNSAT', 0.02925395965576172, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10638189315795898, -1, -1, -1, (6, 1))","('UNSAT', 0.030012845993041992, -1, -1, -1, (6, 1))","('UNSAT', 0.029541015625, -1, -1, -1, (6, 1))","('UNSAT', 0.028888940811157227, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.029803037643432617, -1, -1, -1, (1, 2))","('UNSAT', 0.017533540725708008, -1, -1, -1, (1, 2))","('UNSAT', 0.017407894134521484, -1, -1, -1, (1, 2))","('UNSAT', 0.016448259353637695, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08673834800720215, -1, -1, -1, (2, 2))","('UNSAT', 0.04769492149353027, -1, -1, -1, (2, 2))","('UNSAT', 0.04730939865112305, -1, -1, -1, (2, 2))","('UNSAT', 0.04790139198303223, -1, -1, -1, (2, 2))"
