iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01466512680053711, -1, -1, -1, (0, 1))","('UNSAT', 0.017848491668701172, -1, -1, -1, (0, 1))","('UNSAT', 0.016036510467529297, -1, -1, -1, (0, 1))","('UNSAT', 0.016000747680664062, -1, -1, -1, (0, 1))","('UNSAT', 0.01654362678527832, -1, -1, -1, (0, 1))","('UNSAT', 0.016066551208496094, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.036783695220947266, -1, -1, -1, (1, 1))","('UNSAT', 0.06568694114685059, -1, -1, -1, (1, 1))","('UNSAT', 0.038681983947753906, -1, -1, -1, (1, 1))","('UNSAT', 0.03977680206298828, -1, -1, -1, (1, 1))","('UNSAT', 0.039392948150634766, -1, -1, -1, (1, 1))","('UNSAT', 0.05178213119506836, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.10492253303527832, -1, -1, -1, (2, 1))","('UNSAT', 0.08589291572570801, -1, -1, -1, (2, 1))","('UNSAT', 0.0677175521850586, -1, -1, -1, (2, 1))","('UNSAT', 0.11610579490661621, -1, -1, -1, (2, 1))","('UNSAT', 0.08434653282165527, -1, -1, -1, (2, 1))","('UNSAT', 0.06636238098144531, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.09874701499938965, -1, -1, -1, (3, 1))","('UNSAT', 0.08766841888427734, -1, -1, -1, (3, 1))","('UNSAT', 0.08720016479492188, -1, -1, -1, (3, 1))","('UNSAT', 0.11458230018615723, -1, -1, -1, (3, 1))","('UNSAT', 0.10779833793640137, -1, -1, -1, (3, 1))","('UNSAT', 0.06810522079467773, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.1289834976196289, -1, -1, -1, (4, 1))","('UNSAT', 0.10051941871643066, -1, -1, -1, (4, 1))","('UNSAT', 0.08794403076171875, -1, -1, -1, (4, 1))","('UNSAT', 0.09033393859863281, -1, -1, -1, (4, 1))","('UNSAT', 0.11335277557373047, -1, -1, -1, (4, 1))","('UNSAT', 0.09352898597717285, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.1626265048980713, -1, -1, -1, (5, 1))","('UNSAT', 0.0868983268737793, -1, -1, -1, (5, 1))","('UNSAT', 0.08474564552307129, -1, -1, -1, (5, 1))","('UNSAT', 0.08950662612915039, -1, -1, -1, (5, 1))","('UNSAT', 0.1131906509399414, -1, -1, -1, (5, 1))","('UNSAT', 0.09174585342407227, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.1705002784729004, -1, -1, -1, (6, 1))","('UNSAT', 0.08614897727966309, -1, -1, -1, (6, 1))","('UNSAT', 0.08349323272705078, -1, -1, -1, (6, 1))","('UNSAT', 0.08769941329956055, -1, -1, -1, (6, 1))","('UNSAT', 0.10967659950256348, -1, -1, -1, (6, 1))","('UNSAT', 0.0887150764465332, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.04795432090759277, -1, -1, -1, (1, 2))","('UNSAT', 0.07446432113647461, -1, -1, -1, (1, 2))","('UNSAT', 0.05077099800109863, -1, -1, -1, (1, 2))","('UNSAT', 0.040261268615722656, -1, -1, -1, (1, 2))","('UNSAT', 0.053992271423339844, -1, -1, -1, (1, 2))","('UNSAT', 0.030650615692138672, -1, -1, -1, (1, 2))"
(2X2),"('SAT', 0.30031394958496094, 28.6273, 0.109024, 6.981109891057999e-06, (2, 2))","('UNSAT', 0.15346503257751465, -1, -1, -1, (2, 2))","('UNSAT', 0.11239314079284668, -1, -1, -1, (2, 2))","('UNSAT', 0.11946439743041992, -1, -1, -1, (2, 2))","('UNSAT', 0.11546659469604492, -1, -1, -1, (2, 2))","('UNSAT', 0.11265134811401367, -1, -1, -1, (2, 2))"
