iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.024233102798461914, -1, -1, -1, (0, 1))","('UNSAT', 0.025244474411010742, -1, -1, -1, (0, 1))","('UNSAT', 0.024189233779907227, -1, -1, -1, (0, 1))","('UNSAT', 0.024581193923950195, -1, -1, -1, (0, 1))","('UNSAT', 0.024898052215576172, -1, -1, -1, (0, 1))","('UNSAT', 0.025072097778320312, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.055954933166503906, -1, -1, -1, (1, 1))","('UNSAT', 0.05856966972351074, -1, -1, -1, (1, 1))","('UNSAT', 0.055945634841918945, -1, -1, -1, (1, 1))","('UNSAT', 0.0595090389251709, -1, -1, -1, (1, 1))","('UNSAT', 0.05561518669128418, -1, -1, -1, (1, 1))","('UNSAT', 0.05635523796081543, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.03310418128967285, -1, -1, -1, (2, 1))","('UNSAT', 0.03418779373168945, -1, -1, -1, (2, 1))","('UNSAT', 0.03265500068664551, -1, -1, -1, (2, 1))","('UNSAT', 0.0327916145324707, -1, -1, -1, (2, 1))","('UNSAT', 0.03345942497253418, -1, -1, -1, (2, 1))","('UNSAT', 0.033705711364746094, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.032598257064819336, -1, -1, -1, (3, 1))","('UNSAT', 0.03411436080932617, -1, -1, -1, (3, 1))","('UNSAT', 0.03350377082824707, -1, -1, -1, (3, 1))","('UNSAT', 0.032785892486572266, -1, -1, -1, (3, 1))","('UNSAT', 0.03292965888977051, -1, -1, -1, (3, 1))","('UNSAT', 0.03358626365661621, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.03226137161254883, -1, -1, -1, (4, 1))","('UNSAT', 0.03461933135986328, -1, -1, -1, (4, 1))","('UNSAT', 0.034216880798339844, -1, -1, -1, (4, 1))","('UNSAT', 0.03316450119018555, -1, -1, -1, (4, 1))","('UNSAT', 0.03324389457702637, -1, -1, -1, (4, 1))","('UNSAT', 0.03351855278015137, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.0327606201171875, -1, -1, -1, (5, 1))","('UNSAT', 0.03399658203125, -1, -1, -1, (5, 1))","('UNSAT', 0.033820390701293945, -1, -1, -1, (5, 1))","('UNSAT', 0.032389163970947266, -1, -1, -1, (5, 1))","('UNSAT', 0.034584760665893555, -1, -1, -1, (5, 1))","('UNSAT', 0.0330195426940918, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.03241610527038574, -1, -1, -1, (6, 1))","('UNSAT', 0.03265643119812012, -1, -1, -1, (6, 1))","('UNSAT', 0.033701181411743164, -1, -1, -1, (6, 1))","('UNSAT', 0.034450531005859375, -1, -1, -1, (6, 1))","('UNSAT', 0.03491473197937012, -1, -1, -1, (6, 1))","('UNSAT', 0.032791852951049805, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.03304743766784668, -1, -1, -1, (1, 2))","('UNSAT', 0.03492236137390137, -1, -1, -1, (1, 2))","('UNSAT', 0.03541922569274902, -1, -1, -1, (1, 2))","('UNSAT', 0.033762216567993164, -1, -1, -1, (1, 2))","('UNSAT', 0.032794952392578125, -1, -1, -1, (1, 2))","('UNSAT', 0.03299736976623535, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.12650585174560547, -1, -1, -1, (2, 2))","('UNSAT', 0.12915277481079102, -1, -1, -1, (2, 2))","('UNSAT', 0.14330697059631348, -1, -1, -1, (2, 2))","('UNSAT', 0.13064837455749512, -1, -1, -1, (2, 2))","('UNSAT', 0.12522411346435547, -1, -1, -1, (2, 2))","('UNSAT', 0.12984752655029297, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.02764153480529785, -1, -1, -1, (3, 2))","('UNSAT', 0.026238679885864258, -1, -1, -1, (3, 2))","('UNSAT', 0.027760744094848633, -1, -1, -1, (3, 2))","('UNSAT', 0.026645898818969727, -1, -1, -1, (3, 2))","('UNSAT', 0.026820659637451172, -1, -1, -1, (3, 2))","('UNSAT', 0.0271909236907959, -1, -1, -1, (3, 2))"
