iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.011739492416381836, -1, -1, -1, (0, 1))","('UNSAT', 0.011878013610839844, -1, -1, -1, (0, 1))","('UNSAT', 0.011858463287353516, -1, -1, -1, (0, 1))","('UNSAT', 0.01159358024597168, -1, -1, -1, (0, 1))","('UNSAT', 0.011786222457885742, -1, -1, -1, (0, 1))","('UNSAT', 0.011614561080932617, -1, -1, -1, (0, 1))","('UNSAT', 0.011519908905029297, -1, -1, -1, (0, 1))","('UNSAT', 0.01153111457824707, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.018149852752685547, -1, -1, -1, (1, 1))","('UNSAT', 0.01468515396118164, -1, -1, -1, (1, 1))","('UNSAT', 0.018238067626953125, -1, -1, -1, (1, 1))","('UNSAT', 0.014446496963500977, -1, -1, -1, (1, 1))","('UNSAT', 0.018327951431274414, -1, -1, -1, (1, 1))","('UNSAT', 0.014348506927490234, -1, -1, -1, (1, 1))","('UNSAT', 0.01802849769592285, -1, -1, -1, (1, 1))","('UNSAT', 0.014595985412597656, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.023756742477416992, -1, -1, -1, (2, 1))","('UNSAT', 0.014407873153686523, -1, -1, -1, (2, 1))","('UNSAT', 0.023746490478515625, -1, -1, -1, (2, 1))","('UNSAT', 0.01442265510559082, -1, -1, -1, (2, 1))","('UNSAT', 0.023320436477661133, -1, -1, -1, (2, 1))","('UNSAT', 0.014197826385498047, -1, -1, -1, (2, 1))","('UNSAT', 0.023403167724609375, -1, -1, -1, (2, 1))","('UNSAT', 0.014268636703491211, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.023449182510375977, -1, -1, -1, (3, 1))","('UNSAT', 0.014420270919799805, -1, -1, -1, (3, 1))","('UNSAT', 0.02350926399230957, -1, -1, -1, (3, 1))","('UNSAT', 0.014228343963623047, -1, -1, -1, (3, 1))","('UNSAT', 0.0233151912689209, -1, -1, -1, (3, 1))","('UNSAT', 0.014337778091430664, -1, -1, -1, (3, 1))","('UNSAT', 0.023238420486450195, -1, -1, -1, (3, 1))","('UNSAT', 0.014538764953613281, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.023447036743164062, -1, -1, -1, (4, 1))","('UNSAT', 0.014477014541625977, -1, -1, -1, (4, 1))","('UNSAT', 0.023751497268676758, -1, -1, -1, (4, 1))","('UNSAT', 0.01404571533203125, -1, -1, -1, (4, 1))","('UNSAT', 0.023332595825195312, -1, -1, -1, (4, 1))","('UNSAT', 0.014257669448852539, -1, -1, -1, (4, 1))","('UNSAT', 0.023389339447021484, -1, -1, -1, (4, 1))","('UNSAT', 0.014262914657592773, -1, -1, -1, (4, 1))"
(1X2),"('UNSAT', 0.024614334106445312, -1, -1, -1, (1, 2))","('UNSAT', 0.024528026580810547, -1, -1, -1, (1, 2))","('UNSAT', 0.02487659454345703, -1, -1, -1, (1, 2))","('UNSAT', 0.02476358413696289, -1, -1, -1, (1, 2))","('UNSAT', 0.024561405181884766, -1, -1, -1, (1, 2))","('UNSAT', 0.024815797805786133, -1, -1, -1, (1, 2))","('UNSAT', 0.024806737899780273, -1, -1, -1, (1, 2))","('UNSAT', 0.024849891662597656, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.020238161087036133, -1, -1, -1, (2, 2))","('UNSAT', 0.025243520736694336, -1, -1, -1, (2, 2))","('UNSAT', 0.02000737190246582, -1, -1, -1, (2, 2))","('UNSAT', 0.025365352630615234, -1, -1, -1, (2, 2))","('UNSAT', 0.019876480102539062, -1, -1, -1, (2, 2))","('UNSAT', 0.0253145694732666, -1, -1, -1, (2, 2))","('UNSAT', 0.020339012145996094, -1, -1, -1, (2, 2))","('UNSAT', 0.025437355041503906, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.025048494338989258, -1, -1, -1, (3, 2))","('UNSAT', 0.024796724319458008, -1, -1, -1, (3, 2))","('UNSAT', 0.025247812271118164, -1, -1, -1, (3, 2))","('UNSAT', 0.0244748592376709, -1, -1, -1, (3, 2))","('UNSAT', 0.025324583053588867, -1, -1, -1, (3, 2))","('UNSAT', 0.02472233772277832, -1, -1, -1, (3, 2))","('UNSAT', 0.02529597282409668, -1, -1, -1, (3, 2))","('UNSAT', 0.02509331703186035, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.02504730224609375, -1, -1, -1, (4, 2))","('UNSAT', 0.024210691452026367, -1, -1, -1, (4, 2))","('UNSAT', 0.025495529174804688, -1, -1, -1, (4, 2))","('UNSAT', 0.02486109733581543, -1, -1, -1, (4, 2))","('UNSAT', 0.02494645118713379, -1, -1, -1, (4, 2))","('UNSAT', 0.024581432342529297, -1, -1, -1, (4, 2))","('UNSAT', 0.02552485466003418, -1, -1, -1, (4, 2))","('UNSAT', 0.02504277229309082, -1, -1, -1, (4, 2))"
