iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.014305830001831055, -1, -1, -1, (0, 1))","('UNSAT', 0.01504373550415039, -1, -1, -1, (0, 1))","('UNSAT', 0.014202594757080078, -1, -1, -1, (0, 1))","('UNSAT', 0.015116453170776367, -1, -1, -1, (0, 1))","('UNSAT', 0.015313863754272461, -1, -1, -1, (0, 1))","('UNSAT', 0.015434741973876953, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.014348745346069336, -1, -1, -1, (1, 1))","('UNSAT', 0.015530824661254883, -1, -1, -1, (1, 1))","('UNSAT', 0.01502847671508789, -1, -1, -1, (1, 1))","('UNSAT', 0.01515340805053711, -1, -1, -1, (1, 1))","('UNSAT', 0.015451908111572266, -1, -1, -1, (1, 1))","('UNSAT', 0.015394210815429688, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.014749526977539062, -1, -1, -1, (2, 1))","('UNSAT', 0.025825977325439453, -1, -1, -1, (2, 1))","('UNSAT', 0.019989967346191406, -1, -1, -1, (2, 1))","('UNSAT', 0.026470661163330078, -1, -1, -1, (2, 1))","('UNSAT', 0.01983046531677246, -1, -1, -1, (2, 1))","('UNSAT', 0.026819467544555664, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.03406715393066406, -1, -1, -1, (3, 1))","('UNSAT', 0.01941394805908203, -1, -1, -1, (3, 1))","('UNSAT', 0.020240068435668945, -1, -1, -1, (3, 1))","('UNSAT', 0.01954936981201172, -1, -1, -1, (3, 1))","('UNSAT', 0.019709348678588867, -1, -1, -1, (3, 1))","('UNSAT', 0.01991891860961914, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.03371691703796387, -1, -1, -1, (4, 1))","('UNSAT', 0.0204923152923584, -1, -1, -1, (4, 1))","('UNSAT', 0.01912522315979004, -1, -1, -1, (4, 1))","('UNSAT', 0.019561767578125, -1, -1, -1, (4, 1))","('UNSAT', 0.018907785415649414, -1, -1, -1, (4, 1))","('UNSAT', 0.0194394588470459, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.03284287452697754, -1, -1, -1, (5, 1))","('UNSAT', 0.02045917510986328, -1, -1, -1, (5, 1))","('UNSAT', 0.019709348678588867, -1, -1, -1, (5, 1))","('UNSAT', 0.020513296127319336, -1, -1, -1, (5, 1))","('UNSAT', 0.018785953521728516, -1, -1, -1, (5, 1))","('UNSAT', 0.0191497802734375, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.03239321708679199, -1, -1, -1, (6, 1))","('UNSAT', 0.020998001098632812, -1, -1, -1, (6, 1))","('UNSAT', 0.019228458404541016, -1, -1, -1, (6, 1))","('UNSAT', 0.020406723022460938, -1, -1, -1, (6, 1))","('UNSAT', 0.019028902053833008, -1, -1, -1, (6, 1))","('UNSAT', 0.020012855529785156, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.03558659553527832, -1, -1, -1, (1, 2))","('UNSAT', 0.016617774963378906, -1, -1, -1, (1, 2))","('UNSAT', 0.020262956619262695, -1, -1, -1, (1, 2))","('UNSAT', 0.01674342155456543, -1, -1, -1, (1, 2))","('UNSAT', 0.020375728607177734, -1, -1, -1, (1, 2))","('UNSAT', 0.016663789749145508, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.036812782287597656, -1, -1, -1, (2, 2))","('UNSAT', 0.0396580696105957, -1, -1, -1, (2, 2))","('UNSAT', 0.03846478462219238, -1, -1, -1, (2, 2))","('UNSAT', 0.0384221076965332, -1, -1, -1, (2, 2))","('UNSAT', 0.03833413124084473, -1, -1, -1, (2, 2))","('UNSAT', 0.03968167304992676, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.0470433235168457, -1, -1, -1, (3, 2))","('UNSAT', 0.08168768882751465, -1, -1, -1, (3, 2))","('UNSAT', 0.02772688865661621, -1, -1, -1, (3, 2))","('UNSAT', 0.08114767074584961, -1, -1, -1, (3, 2))","('UNSAT', 0.027746915817260742, -1, -1, -1, (3, 2))","('UNSAT', 0.08310127258300781, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.047144412994384766, -1, -1, -1, (4, 2))","('UNSAT', 0.04835247993469238, -1, -1, -1, (4, 2))","('UNSAT', 0.027808189392089844, -1, -1, -1, (4, 2))","('UNSAT', 0.04840207099914551, -1, -1, -1, (4, 2))","('UNSAT', 0.027817964553833008, -1, -1, -1, (4, 2))","('UNSAT', 0.05003166198730469, -1, -1, -1, (4, 2))"
(5X2),"('UNSAT', 0.0471949577331543, -1, -1, -1, (5, 2))","('UNSAT', 0.04821133613586426, -1, -1, -1, (5, 2))","('UNSAT', 0.028046846389770508, -1, -1, -1, (5, 2))","('UNSAT', 0.052484750747680664, -1, -1, -1, (5, 2))","('UNSAT', 0.029481887817382812, -1, -1, -1, (5, 2))","('UNSAT', 0.05065298080444336, -1, -1, -1, (5, 2))"
(6X2),"('UNSAT', 0.046350955963134766, -1, -1, -1, (6, 2))","('UNSAT', 0.04812455177307129, -1, -1, -1, (6, 2))","('UNSAT', 0.028202056884765625, -1, -1, -1, (6, 2))","('UNSAT', 0.055726051330566406, -1, -1, -1, (6, 2))","('UNSAT', 0.02774953842163086, -1, -1, -1, (6, 2))","('UNSAT', 0.05137205123901367, -1, -1, -1, (6, 2))"
(1X3),"('UNSAT', 0.02151203155517578, -1, -1, -1, (1, 3))","('UNSAT', 0.017527103424072266, -1, -1, -1, (1, 3))","('UNSAT', 0.021054983139038086, -1, -1, -1, (1, 3))","('UNSAT', 0.017932891845703125, -1, -1, -1, (1, 3))","('UNSAT', 0.020604848861694336, -1, -1, -1, (1, 3))","('UNSAT', 0.017354488372802734, -1, -1, -1, (1, 3))"
(2X3),"('UNSAT', 0.048116445541381836, -1, -1, -1, (2, 3))","('UNSAT', 0.07169032096862793, -1, -1, -1, (2, 3))","('UNSAT', 0.08642292022705078, -1, -1, -1, (2, 3))","('UNSAT', 0.07220268249511719, -1, -1, -1, (2, 3))","('UNSAT', 0.08585572242736816, -1, -1, -1, (2, 3))","('UNSAT', 0.0695502758026123, -1, -1, -1, (2, 3))"
(3X3),"('UNSAT', 0.13123774528503418, -1, -1, -1, (3, 3))","('UNSAT', 0.12351465225219727, -1, -1, -1, (3, 3))","('UNSAT', 0.09231925010681152, -1, -1, -1, (3, 3))","('UNSAT', 0.11927366256713867, -1, -1, -1, (3, 3))","('UNSAT', 0.08503270149230957, -1, -1, -1, (3, 3))","('UNSAT', 0.11973428726196289, -1, -1, -1, (3, 3))"
(4X3),"('UNSAT', 0.13503766059875488, -1, -1, -1, (4, 3))","('UNSAT', 0.14628863334655762, -1, -1, -1, (4, 3))","('UNSAT', 0.08745646476745605, -1, -1, -1, (4, 3))","('UNSAT', 0.14505982398986816, -1, -1, -1, (4, 3))","('UNSAT', 0.08328056335449219, -1, -1, -1, (4, 3))","('UNSAT', 0.14016103744506836, -1, -1, -1, (4, 3))"
(5X3),"('UNSAT', 0.13974738121032715, -1, -1, -1, (5, 3))","('UNSAT', 0.14704370498657227, -1, -1, -1, (5, 3))","('UNSAT', 0.08837318420410156, -1, -1, -1, (5, 3))","('UNSAT', 0.14275026321411133, -1, -1, -1, (5, 3))","('UNSAT', 0.08563518524169922, -1, -1, -1, (5, 3))","('UNSAT', 0.17803239822387695, -1, -1, -1, (5, 3))"
