iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.04478049278259277, -1, -1, -1, (0, 1))","('SAT', 125.78444576263428, 62.8862, 0.287319, 2.9987197194710003e-05, (0, 1))","('UNSAT', 0.04421114921569824, -1, -1, -1, (0, 1))","('SAT', 107.16936945915222, 52.5616, 0.247724, 2.4195400328610005e-05, (0, 1))","('SAT', 116.46169710159302, 47.3993, 0.202543, 2.105836574628e-05, (0, 1))","('UNSAT', 0.04121804237365723, -1, -1, -1, (0, 1))","('UNSAT', 0.03776383399963379, -1, -1, -1, (0, 1))","('UNSAT', 0.040081024169921875, -1, -1, -1, (0, 1))","('UNSAT', 0.0401461124420166, -1, -1, -1, (0, 1))","('UNSAT', 0.06812191009521484, -1, -1, -1, (0, 1))","('UNSAT', 0.04823780059814453, -1, -1, -1, (0, 1))","('UNSAT', 0.06380701065063477, -1, -1, -1, (0, 1))","('UNSAT', 0.038599491119384766, -1, -1, -1, (0, 1))","('UNSAT', 0.04883146286010742, -1, -1, -1, (0, 1))","('UNSAT', 0.04997873306274414, -1, -1, -1, (0, 1))","('UNSAT', 0.03814578056335449, -1, -1, -1, (0, 1))","('UNSAT', 0.03176736831665039, -1, -1, -1, (0, 1))","('UNSAT', 0.03143119812011719, -1, -1, -1, (0, 1))","('UNSAT', 0.04867911338806152, -1, -1, -1, (0, 1))","('UNSAT', 0.053282737731933594, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.06951403617858887, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16893935203552246, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.053907155990600586, -1, -1, -1, (1, 1))","('UNSAT', 0.062456369400024414, -1, -1, -1, (1, 1))","('UNSAT', 0.052396297454833984, -1, -1, -1, (1, 1))","('UNSAT', 0.052316904067993164, -1, -1, -1, (1, 1))","('UNSAT', 0.08762907981872559, -1, -1, -1, (1, 1))","('UNSAT', 0.048560380935668945, -1, -1, -1, (1, 1))","('UNSAT', 0.07959938049316406, -1, -1, -1, (1, 1))","('UNSAT', 0.06369566917419434, -1, -1, -1, (1, 1))","('UNSAT', 0.04837322235107422, -1, -1, -1, (1, 1))","('UNSAT', 0.04819774627685547, -1, -1, -1, (1, 1))","('UNSAT', 0.06407427787780762, -1, -1, -1, (1, 1))","('UNSAT', 0.39908266067504883, -1, -1, -1, (1, 1))","('UNSAT', 0.3785386085510254, -1, -1, -1, (1, 1))","('UNSAT', 0.04897022247314453, -1, -1, -1, (1, 1))","('UNSAT', 0.05320024490356445, -1, -1, -1, (1, 1))"
(2X1),"('SAT', 109.67384266853333, 67.5792, 0.287319, 3.142913192278e-05, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16944599151611328, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 91.64157485961914, 48.8072, 0.227598, 2.044089524134e-05, (2, 1))","('UNSAT', 0.06277012825012207, -1, -1, -1, (2, 1))","('SAT', 116.05198574066162, 48.8072, 0.227598, 2.044089524134e-05, (2, 1))","('SAT', 94.70533204078674, 48.8072, 0.227598, 2.044089524134e-05, (2, 1))","('UNSAT', 0.06413793563842773, -1, -1, -1, (2, 1))","('UNSAT', 0.12421751022338867, -1, -1, -1, (2, 1))","('UNSAT', 0.06438946723937988, -1, -1, -1, (2, 1))","('UNSAT', 0.06491518020629883, -1, -1, -1, (2, 1))","('UNSAT', 0.04841303825378418, -1, -1, -1, (2, 1))","('UNSAT', 0.10681986808776855, -1, -1, -1, (2, 1))","('UNSAT', 0.06651854515075684, -1, -1, -1, (2, 1))","('SAT', 117.27796387672424, 48.8072, 0.227598, 2.044089524134e-05, (2, 1))","('SAT', 97.5091643333435, 48.8072, 0.227598, 2.044089524134e-05, (2, 1))","('UNSAT', 0.048876285552978516, -1, -1, -1, (2, 1))","('UNSAT', 0.053272247314453125, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16907477378845215, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0629432201385498, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06361079216003418, -1, -1, -1, (3, 1))","('UNSAT', 0.10506701469421387, -1, -1, -1, (3, 1))","('UNSAT', 0.06382203102111816, -1, -1, -1, (3, 1))","('UNSAT', 0.06374192237854004, -1, -1, -1, (3, 1))","('UNSAT', 0.04815673828125, -1, -1, -1, (3, 1))","('UNSAT', 0.10908651351928711, -1, -1, -1, (3, 1))","('UNSAT', 0.06554317474365234, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04892706871032715, -1, -1, -1, (3, 1))","('UNSAT', 0.05410933494567871, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16956186294555664, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06258630752563477, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06464385986328125, -1, -1, -1, (4, 1))","('UNSAT', 0.10527372360229492, -1, -1, -1, (4, 1))","('UNSAT', 0.06361961364746094, -1, -1, -1, (4, 1))","('UNSAT', 0.06334352493286133, -1, -1, -1, (4, 1))","('UNSAT', 0.04835009574890137, -1, -1, -1, (4, 1))","('UNSAT', 0.10439944267272949, -1, -1, -1, (4, 1))","('UNSAT', 0.06462478637695312, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04889512062072754, -1, -1, -1, (4, 1))","('UNSAT', 0.05358290672302246, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16997742652893066, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06289815902709961, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06378769874572754, -1, -1, -1, (5, 1))","('UNSAT', 0.10505437850952148, -1, -1, -1, (5, 1))","('UNSAT', 0.06322097778320312, -1, -1, -1, (5, 1))","('UNSAT', 0.06326627731323242, -1, -1, -1, (5, 1))","('UNSAT', 0.04821324348449707, -1, -1, -1, (5, 1))","('UNSAT', 0.1106259822845459, -1, -1, -1, (5, 1))","('UNSAT', 0.0656747817993164, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.049887657165527344, -1, -1, -1, (5, 1))","('UNSAT', 0.05328965187072754, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1684553623199463, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06543874740600586, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06385922431945801, -1, -1, -1, (6, 1))","('UNSAT', 0.10499954223632812, -1, -1, -1, (6, 1))","('UNSAT', 0.06282687187194824, -1, -1, -1, (6, 1))","('UNSAT', 0.0637364387512207, -1, -1, -1, (6, 1))","('UNSAT', 0.04834151268005371, -1, -1, -1, (6, 1))","('UNSAT', 0.11700010299682617, -1, -1, -1, (6, 1))","('UNSAT', 0.06604170799255371, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04947066307067871, -1, -1, -1, (6, 1))","('UNSAT', 0.05321669578552246, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16829490661621094, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0625925064086914, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06825852394104004, -1, -1, -1, (7, 1))","('UNSAT', 0.10791516304016113, -1, -1, -1, (7, 1))","('UNSAT', 0.06697607040405273, -1, -1, -1, (7, 1))","('UNSAT', 0.06292390823364258, -1, -1, -1, (7, 1))","('UNSAT', 0.04920625686645508, -1, -1, -1, (7, 1))","('UNSAT', 0.1130073070526123, -1, -1, -1, (7, 1))","('UNSAT', 0.06610465049743652, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05021238327026367, -1, -1, -1, (7, 1))","('UNSAT', 0.053215980529785156, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16933560371398926, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06238150596618652, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06886076927185059, -1, -1, -1, (8, 1))","('UNSAT', 0.10598039627075195, -1, -1, -1, (8, 1))","('UNSAT', 0.06360101699829102, -1, -1, -1, (8, 1))","('UNSAT', 0.06320786476135254, -1, -1, -1, (8, 1))","('UNSAT', 0.048805952072143555, -1, -1, -1, (8, 1))","('UNSAT', 0.10432076454162598, -1, -1, -1, (8, 1))","('UNSAT', 0.06647515296936035, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04971027374267578, -1, -1, -1, (8, 1))","('UNSAT', 0.053368568420410156, -1, -1, -1, (8, 1))"
