iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.031995534896850586, -1, -1, -1, (0, 1))","('UNSAT', 0.05312371253967285, -1, -1, -1, (0, 1))","('UNSAT', 0.04973793029785156, -1, -1, -1, (0, 1))","('UNSAT', 0.04846906661987305, -1, -1, -1, (0, 1))","('UNSAT', 0.05006837844848633, -1, -1, -1, (0, 1))","('UNSAT', 0.048980712890625, -1, -1, -1, (0, 1))","('UNSAT', 0.04955768585205078, -1, -1, -1, (0, 1))","('UNSAT', 0.05105304718017578, -1, -1, -1, (0, 1))","('UNSAT', 0.04664945602416992, -1, -1, -1, (0, 1))","('UNSAT', 0.04889631271362305, -1, -1, -1, (0, 1))","('UNSAT', 0.051471710205078125, -1, -1, -1, (0, 1))","('UNSAT', 0.04899740219116211, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.24654889106750488, 8.9167, 0.040805, 1.900904976537e-06, (1, 1))","('UNSAT', 0.04841351509094238, -1, -1, -1, (1, 1))","('UNSAT', 0.04850411415100098, -1, -1, -1, (1, 1))","('UNSAT', 0.049712181091308594, -1, -1, -1, (1, 1))","('UNSAT', 0.04793596267700195, -1, -1, -1, (1, 1))","('UNSAT', 0.04872941970825195, -1, -1, -1, (1, 1))","('UNSAT', 0.04855942726135254, -1, -1, -1, (1, 1))","('UNSAT', 0.04798173904418945, -1, -1, -1, (1, 1))","('UNSAT', 0.048386573791503906, -1, -1, -1, (1, 1))","('UNSAT', 0.050383806228637695, -1, -1, -1, (1, 1))","('UNSAT', 0.04872608184814453, -1, -1, -1, (1, 1))","('UNSAT', 0.049722909927368164, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11281180381774902, -1, -1, -1, (2, 1))","('UNSAT', 0.11000561714172363, -1, -1, -1, (2, 1))","('UNSAT', 0.12234854698181152, -1, -1, -1, (2, 1))","('UNSAT', 0.10979104042053223, -1, -1, -1, (2, 1))","('UNSAT', 0.10962986946105957, -1, -1, -1, (2, 1))","('UNSAT', 0.10899138450622559, -1, -1, -1, (2, 1))","('UNSAT', 0.11163115501403809, -1, -1, -1, (2, 1))","('UNSAT', 0.10831236839294434, -1, -1, -1, (2, 1))","('UNSAT', 0.10981178283691406, -1, -1, -1, (2, 1))","('UNSAT', 0.10921239852905273, -1, -1, -1, (2, 1))","('UNSAT', 0.11221194267272949, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1112518310546875, -1, -1, -1, (3, 1))","('UNSAT', 0.1103212833404541, -1, -1, -1, (3, 1))","('UNSAT', 0.10879039764404297, -1, -1, -1, (3, 1))","('UNSAT', 0.10607504844665527, -1, -1, -1, (3, 1))","('UNSAT', 0.1110389232635498, -1, -1, -1, (3, 1))","('UNSAT', 0.10613274574279785, -1, -1, -1, (3, 1))","('UNSAT', 0.11001467704772949, -1, -1, -1, (3, 1))","('UNSAT', 0.10754537582397461, -1, -1, -1, (3, 1))","('UNSAT', 0.1122286319732666, -1, -1, -1, (3, 1))","('UNSAT', 0.10903263092041016, -1, -1, -1, (3, 1))","('UNSAT', 0.1098318099975586, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10945630073547363, -1, -1, -1, (4, 1))","('UNSAT', 0.10866570472717285, -1, -1, -1, (4, 1))","('UNSAT', 0.10827326774597168, -1, -1, -1, (4, 1))","('UNSAT', 0.10877847671508789, -1, -1, -1, (4, 1))","('UNSAT', 0.10939645767211914, -1, -1, -1, (4, 1))","('UNSAT', 0.10945677757263184, -1, -1, -1, (4, 1))","('UNSAT', 0.11208415031433105, -1, -1, -1, (4, 1))","('UNSAT', 0.10686612129211426, -1, -1, -1, (4, 1))","('UNSAT', 0.11084938049316406, -1, -1, -1, (4, 1))","('UNSAT', 0.10790491104125977, -1, -1, -1, (4, 1))","('UNSAT', 0.10807323455810547, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11058163642883301, -1, -1, -1, (5, 1))","('UNSAT', 0.11342310905456543, -1, -1, -1, (5, 1))","('UNSAT', 0.10768985748291016, -1, -1, -1, (5, 1))","('UNSAT', 0.10956740379333496, -1, -1, -1, (5, 1))","('UNSAT', 0.11025714874267578, -1, -1, -1, (5, 1))","('UNSAT', 0.10973191261291504, -1, -1, -1, (5, 1))","('UNSAT', 0.11098265647888184, -1, -1, -1, (5, 1))","('UNSAT', 0.10660767555236816, -1, -1, -1, (5, 1))","('UNSAT', 0.11021542549133301, -1, -1, -1, (5, 1))","('UNSAT', 0.10497283935546875, -1, -1, -1, (5, 1))","('UNSAT', 0.10832715034484863, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10887455940246582, -1, -1, -1, (6, 1))","('UNSAT', 0.10844540596008301, -1, -1, -1, (6, 1))","('UNSAT', 0.10887742042541504, -1, -1, -1, (6, 1))","('UNSAT', 0.11024641990661621, -1, -1, -1, (6, 1))","('UNSAT', 0.10855245590209961, -1, -1, -1, (6, 1))","('UNSAT', 0.10770440101623535, -1, -1, -1, (6, 1))","('UNSAT', 0.11046338081359863, -1, -1, -1, (6, 1))","('UNSAT', 0.10517263412475586, -1, -1, -1, (6, 1))","('UNSAT', 0.10984277725219727, -1, -1, -1, (6, 1))","('UNSAT', 0.11044478416442871, -1, -1, -1, (6, 1))","('UNSAT', 0.1132364273071289, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06893157958984375, -1, -1, -1, (1, 2))","('UNSAT', 0.0657801628112793, -1, -1, -1, (1, 2))","('UNSAT', 0.06731390953063965, -1, -1, -1, (1, 2))","('UNSAT', 0.0675806999206543, -1, -1, -1, (1, 2))","('UNSAT', 0.06679248809814453, -1, -1, -1, (1, 2))","('UNSAT', 0.0685722827911377, -1, -1, -1, (1, 2))","('UNSAT', 0.06982541084289551, -1, -1, -1, (1, 2))","('UNSAT', 0.06548714637756348, -1, -1, -1, (1, 2))","('UNSAT', 0.06923866271972656, -1, -1, -1, (1, 2))","('UNSAT', 0.06949377059936523, -1, -1, -1, (1, 2))","('UNSAT', 0.06725239753723145, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.2201981544494629, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21953630447387695, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21801519393920898, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.2180490493774414, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.2187199592590332, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21918725967407227, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21671342849731445, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21509695053100586, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.22176027297973633, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21059346199035645, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))","('SAT', 0.21705055236816406, 8.9167, 0.040805, 1.900904976537e-06, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
