iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.0350039005279541, -1, -1, -1, (0, 1))","('UNSAT', 0.02715921401977539, -1, -1, -1, (0, 1))","('UNSAT', 0.03341031074523926, -1, -1, -1, (0, 1))","('UNSAT', 0.025954008102416992, -1, -1, -1, (0, 1))","('UNSAT', 0.019614458084106445, -1, -1, -1, (0, 1))","('UNSAT', 0.019434213638305664, -1, -1, -1, (0, 1))","('UNSAT', 0.031980276107788086, -1, -1, -1, (0, 1))","('UNSAT', 0.020118236541748047, -1, -1, -1, (0, 1))","('UNSAT', 0.03137969970703125, -1, -1, -1, (0, 1))","('UNSAT', 0.032100677490234375, -1, -1, -1, (0, 1))","('UNSAT', 0.014118671417236328, -1, -1, -1, (0, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X1),"('UNSAT', 0.03714895248413086, -1, -1, -1, (1, 1))","('UNSAT', 0.04850029945373535, -1, -1, -1, (1, 1))","('UNSAT', 0.05431509017944336, -1, -1, -1, (1, 1))","('UNSAT', 0.037628889083862305, -1, -1, -1, (1, 1))","('UNSAT', 0.02889227867126465, -1, -1, -1, (1, 1))","('UNSAT', 0.06476855278015137, -1, -1, -1, (1, 1))","('UNSAT', 0.03684544563293457, -1, -1, -1, (1, 1))","('UNSAT', 0.04663228988647461, -1, -1, -1, (1, 1))","('UNSAT', 0.06120800971984863, -1, -1, -1, (1, 1))","('UNSAT', 0.046277761459350586, -1, -1, -1, (1, 1))","('UNSAT', 0.04258584976196289, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X1),"('UNSAT', 0.06549382209777832, -1, -1, -1, (2, 1))","('UNSAT', 0.047971487045288086, -1, -1, -1, (2, 1))","('UNSAT', 0.0490727424621582, -1, -1, -1, (2, 1))","('UNSAT', 0.04674363136291504, -1, -1, -1, (2, 1))","('UNSAT', 0.04922175407409668, -1, -1, -1, (2, 1))","('UNSAT', 0.04901123046875, -1, -1, -1, (2, 1))","('UNSAT', 0.04753684997558594, -1, -1, -1, (2, 1))","('UNSAT', 0.04875016212463379, -1, -1, -1, (2, 1))","('UNSAT', 0.06367874145507812, -1, -1, -1, (2, 1))","('UNSAT', 0.06200051307678223, -1, -1, -1, (2, 1))","('UNSAT', 0.04297494888305664, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X1),"('UNSAT', 0.0674889087677002, -1, -1, -1, (3, 1))","('UNSAT', 0.08686542510986328, -1, -1, -1, (3, 1))","('UNSAT', 0.03644561767578125, -1, -1, -1, (3, 1))","('UNSAT', 0.04912257194519043, -1, -1, -1, (3, 1))","('UNSAT', 0.10710668563842773, -1, -1, -1, (3, 1))","('UNSAT', 0.02156686782836914, -1, -1, -1, (3, 1))","('UNSAT', 0.05191850662231445, -1, -1, -1, (3, 1))","('UNSAT', 0.05046558380126953, -1, -1, -1, (3, 1))","('UNSAT', 0.08242464065551758, -1, -1, -1, (3, 1))","('UNSAT', 0.03418421745300293, -1, -1, -1, (3, 1))","('UNSAT', 0.07603597640991211, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('UNSAT', 0.08310675621032715, -1, -1, -1, (4, 1))","('UNSAT', 0.050173282623291016, -1, -1, -1, (4, 1))","('UNSAT', 0.03808712959289551, -1, -1, -1, (4, 1))","('UNSAT', 0.06475138664245605, -1, -1, -1, (4, 1))","('UNSAT', 0.06538581848144531, -1, -1, -1, (4, 1))","('UNSAT', 0.0211184024810791, -1, -1, -1, (4, 1))","('UNSAT', 0.04603409767150879, -1, -1, -1, (4, 1))","('UNSAT', 0.04516434669494629, -1, -1, -1, (4, 1))","('UNSAT', 0.04832935333251953, -1, -1, -1, (4, 1))","('UNSAT', 0.03379058837890625, -1, -1, -1, (4, 1))","('UNSAT', 0.07113289833068848, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('UNSAT', 0.08298492431640625, -1, -1, -1, (5, 1))","('UNSAT', 0.049034833908081055, -1, -1, -1, (5, 1))","('UNSAT', 0.06468439102172852, -1, -1, -1, (5, 1))","('UNSAT', 0.04773545265197754, -1, -1, -1, (5, 1))","('UNSAT', 0.08211660385131836, -1, -1, -1, (5, 1))","('UNSAT', 0.020673513412475586, -1, -1, -1, (5, 1))","('UNSAT', 0.04823470115661621, -1, -1, -1, (5, 1))","('UNSAT', 0.06466436386108398, -1, -1, -1, (5, 1))","('UNSAT', 0.04987764358520508, -1, -1, -1, (5, 1))","('UNSAT', 0.04598593711853027, -1, -1, -1, (5, 1))","('UNSAT', 0.07445502281188965, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('UNSAT', 0.08719873428344727, -1, -1, -1, (6, 1))","('UNSAT', 0.08817529678344727, -1, -1, -1, (6, 1))","('UNSAT', 0.06229543685913086, -1, -1, -1, (6, 1))","('UNSAT', 0.048603057861328125, -1, -1, -1, (6, 1))","('UNSAT', 0.0832366943359375, -1, -1, -1, (6, 1))","('UNSAT', 0.021094799041748047, -1, -1, -1, (6, 1))","('UNSAT', 0.04932093620300293, -1, -1, -1, (6, 1))","('UNSAT', 0.061467885971069336, -1, -1, -1, (6, 1))","('UNSAT', 0.0478358268737793, -1, -1, -1, (6, 1))","('UNSAT', 0.04587244987487793, -1, -1, -1, (6, 1))","('UNSAT', 0.07365155220031738, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X2),"('UNSAT', 0.09782528877258301, -1, -1, -1, (1, 2))","('UNSAT', 0.059592247009277344, -1, -1, -1, (1, 2))","('UNSAT', 0.06488156318664551, -1, -1, -1, (1, 2))","('UNSAT', 0.06138968467712402, -1, -1, -1, (1, 2))","('UNSAT', 0.046010494232177734, -1, -1, -1, (1, 2))","('UNSAT', 0.06480216979980469, -1, -1, -1, (1, 2))","('UNSAT', 0.05823779106140137, -1, -1, -1, (1, 2))","('UNSAT', 0.08720803260803223, -1, -1, -1, (1, 2))","('UNSAT', 0.06789302825927734, -1, -1, -1, (1, 2))","('UNSAT', 0.08443880081176758, -1, -1, -1, (1, 2))","('UNSAT', 0.03476071357727051, -1, -1, -1, (1, 2))","('Unexplored', None, None, None, None, (-1, -1))"
(2X2),"('UNSAT', 0.1954021453857422, -1, -1, -1, (2, 2))","('UNSAT', 0.18765783309936523, -1, -1, -1, (2, 2))","('UNSAT', 0.1629652976989746, -1, -1, -1, (2, 2))","('UNSAT', 0.16399931907653809, -1, -1, -1, (2, 2))","('UNSAT', 0.20076227188110352, -1, -1, -1, (2, 2))","('UNSAT', 0.16297268867492676, -1, -1, -1, (2, 2))","('UNSAT', 0.1253361701965332, -1, -1, -1, (2, 2))","('UNSAT', 0.1952505111694336, -1, -1, -1, (2, 2))","('UNSAT', 0.15114474296569824, -1, -1, -1, (2, 2))","('UNSAT', 0.11223888397216797, -1, -1, -1, (2, 2))","('UNSAT', 0.09927535057067871, -1, -1, -1, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))"
(3X2),"('SAT', 0.3930683135986328, 20.1799, 0.073271, 3.908679445885e-06, (3, 2))","('SAT', 0.38047218322753906, 20.6492, 0.101842, 4.409546363604e-06, (3, 2))","('SAT', 0.3571288585662842, 21.5878, 0.113673, 4.84269730805e-06, (3, 2))","('SAT', 0.35704684257507324, 20.1799, 0.081012, 4.363032985565999e-06, (3, 2))","('SAT', 0.3540835380554199, 18.3027, 0.074277, 3.591226459321e-06, (3, 2))","('SAT', 0.37865138053894043, 20.1799, 0.106823, 4.062706921104e-06, (3, 2))","('SAT', 0.3586275577545166, 18.772, 0.080619, 4.002768491773e-06, (3, 2))","('SAT', 0.31191134452819824, 20.1799, 0.098792, 4.834210812987e-06, (3, 2))","('SAT', 0.29171061515808105, 16.8948, 0.068776, 3.438756266405e-06, (3, 2))","('SAT', 0.2846870422363281, 15.4869, 0.096233, 3.7937006709399998e-06, (3, 2))","('SAT', 0.2585921287536621, 15.4869, 0.096233, 3.7937006709399998e-06, (3, 2))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
