iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.03403115272521973, -1, -1, -1, (0, 1))","('SAT', 5.637565851211548, 56.316, 0.286018, 1.94907970581e-05, (0, 1))","('UNSAT', 0.0331265926361084, -1, -1, -1, (0, 1))","('UNSAT', 0.03568863868713379, -1, -1, -1, (0, 1))","('UNSAT', 0.03479146957397461, -1, -1, -1, (0, 1))","('UNSAT', 0.03496861457824707, -1, -1, -1, (0, 1))","('UNSAT', 0.03519940376281738, -1, -1, -1, (0, 1))","('UNSAT', 0.035939693450927734, -1, -1, -1, (0, 1))","('UNSAT', 0.03515219688415527, -1, -1, -1, (0, 1))","('UNSAT', 0.0445857048034668, -1, -1, -1, (0, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X1),"('UNSAT', 0.05224442481994629, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.034040212631225586, -1, -1, -1, (1, 1))","('UNSAT', 0.04615283012390137, -1, -1, -1, (1, 1))","('UNSAT', 0.04586076736450195, -1, -1, -1, (1, 1))","('UNSAT', 0.04744982719421387, -1, -1, -1, (1, 1))","('UNSAT', 0.04661226272583008, -1, -1, -1, (1, 1))","('UNSAT', 0.04727315902709961, -1, -1, -1, (1, 1))","('UNSAT', 0.045885324478149414, -1, -1, -1, (1, 1))","('UNSAT', 0.061691999435424805, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X1),"('UNSAT', 0.05286908149719238, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04469633102416992, -1, -1, -1, (2, 1))","('UNSAT', 0.04695940017700195, -1, -1, -1, (2, 1))","('UNSAT', 0.0456240177154541, -1, -1, -1, (2, 1))","('UNSAT', 0.05982661247253418, -1, -1, -1, (2, 1))","('UNSAT', 0.046869516372680664, -1, -1, -1, (2, 1))","('UNSAT', 0.04675769805908203, -1, -1, -1, (2, 1))","('UNSAT', 0.047333478927612305, -1, -1, -1, (2, 1))","('UNSAT', 0.08130908012390137, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X1),"('UNSAT', 0.05250859260559082, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.033270835876464844, -1, -1, -1, (3, 1))","('UNSAT', 0.046503543853759766, -1, -1, -1, (3, 1))","('UNSAT', 0.06354928016662598, -1, -1, -1, (3, 1))","('UNSAT', 0.06300115585327148, -1, -1, -1, (3, 1))","('UNSAT', 0.04436683654785156, -1, -1, -1, (3, 1))","('UNSAT', 0.04463839530944824, -1, -1, -1, (3, 1))","('UNSAT', 0.04705548286437988, -1, -1, -1, (3, 1))","('UNSAT', 0.0627908706665039, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('UNSAT', 0.06910347938537598, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.045378923416137695, -1, -1, -1, (4, 1))","('UNSAT', 0.048802852630615234, -1, -1, -1, (4, 1))","('UNSAT', 0.046776533126831055, -1, -1, -1, (4, 1))","('UNSAT', 0.04465532302856445, -1, -1, -1, (4, 1))","('UNSAT', 0.045909881591796875, -1, -1, -1, (4, 1))","('UNSAT', 0.04580974578857422, -1, -1, -1, (4, 1))","('UNSAT', 0.04565834999084473, -1, -1, -1, (4, 1))","('UNSAT', 0.04779648780822754, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('UNSAT', 0.05231499671936035, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03394055366516113, -1, -1, -1, (5, 1))","('UNSAT', 0.04590296745300293, -1, -1, -1, (5, 1))","('UNSAT', 0.047646522521972656, -1, -1, -1, (5, 1))","('UNSAT', 0.05933094024658203, -1, -1, -1, (5, 1))","('UNSAT', 0.04551839828491211, -1, -1, -1, (5, 1))","('UNSAT', 0.04655313491821289, -1, -1, -1, (5, 1))","('UNSAT', 0.04614591598510742, -1, -1, -1, (5, 1))","('UNSAT', 0.047295331954956055, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('UNSAT', 0.05190110206604004, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03421163558959961, -1, -1, -1, (6, 1))","('UNSAT', 0.046169281005859375, -1, -1, -1, (6, 1))","('UNSAT', 0.04586482048034668, -1, -1, -1, (6, 1))","('UNSAT', 0.06025552749633789, -1, -1, -1, (6, 1))","('UNSAT', 0.04543590545654297, -1, -1, -1, (6, 1))","('UNSAT', 0.06067538261413574, -1, -1, -1, (6, 1))","('UNSAT', 0.04735851287841797, -1, -1, -1, (6, 1))","('UNSAT', 0.04720044136047363, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(7X1),"('UNSAT', 0.05092787742614746, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03502607345581055, -1, -1, -1, (7, 1))","('UNSAT', 0.046980857849121094, -1, -1, -1, (7, 1))","('UNSAT', 0.044478654861450195, -1, -1, -1, (7, 1))","('UNSAT', 0.06051349639892578, -1, -1, -1, (7, 1))","('UNSAT', 0.046469926834106445, -1, -1, -1, (7, 1))","('UNSAT', 0.06369709968566895, -1, -1, -1, (7, 1))","('UNSAT', 0.04517006874084473, -1, -1, -1, (7, 1))","('UNSAT', 0.046979665756225586, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(8X1),"('UNSAT', 0.05068540573120117, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.033910512924194336, -1, -1, -1, (8, 1))","('UNSAT', 0.04691457748413086, -1, -1, -1, (8, 1))","('UNSAT', 0.04684853553771973, -1, -1, -1, (8, 1))","('UNSAT', 0.05980253219604492, -1, -1, -1, (8, 1))","('UNSAT', 0.046564340591430664, -1, -1, -1, (8, 1))","('UNSAT', 0.060621023178100586, -1, -1, -1, (8, 1))","('UNSAT', 0.04661679267883301, -1, -1, -1, (8, 1))","('UNSAT', 0.04494786262512207, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
