iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.23775744438171387, 11.2632, 0.061174, 2.719208623603e-06, (0, 1))","('SAT', 0.18039989471435547, 6.5702, 0.061174, 1.2772717354889998e-06, (0, 1))","('SAT', 0.16965222358703613, 2.8158, 0.041962, 5.377947900341999e-07, (0, 1))","('UNSAT', 0.02195429801940918, -1, -1, -1, (0, 1))","('UNSAT', 0.021935224533081055, -1, -1, -1, (0, 1))","('UNSAT', 0.022017717361450195, -1, -1, -1, (0, 1))","('UNSAT', 0.02392721176147461, -1, -1, -1, (0, 1))","('UNSAT', 0.02219104766845703, -1, -1, -1, (0, 1))","('UNSAT', 0.021910429000854492, -1, -1, -1, (0, 1))","('UNSAT', 0.02159905433654785, -1, -1, -1, (0, 1))","('UNSAT', 0.022216320037841797, -1, -1, -1, (0, 1))","('UNSAT', 0.022323131561279297, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10766267776489258, -1, -1, -1, (1, 1))","('UNSAT', 0.10714387893676758, -1, -1, -1, (1, 1))","('UNSAT', 0.10691714286804199, -1, -1, -1, (1, 1))","('UNSAT', 0.1144416332244873, -1, -1, -1, (1, 1))","('UNSAT', 0.10892653465270996, -1, -1, -1, (1, 1))","('UNSAT', 0.10892343521118164, -1, -1, -1, (1, 1))","('UNSAT', 0.1069023609161377, -1, -1, -1, (1, 1))","('UNSAT', 0.10696601867675781, -1, -1, -1, (1, 1))","('UNSAT', 0.10721540451049805, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1023111343383789, -1, -1, -1, (2, 1))","('UNSAT', 0.10244321823120117, -1, -1, -1, (2, 1))","('UNSAT', 0.10270428657531738, -1, -1, -1, (2, 1))","('UNSAT', 0.10346627235412598, -1, -1, -1, (2, 1))","('UNSAT', 0.10875630378723145, -1, -1, -1, (2, 1))","('UNSAT', 0.1020803451538086, -1, -1, -1, (2, 1))","('UNSAT', 0.10452771186828613, -1, -1, -1, (2, 1))","('UNSAT', 0.10324645042419434, -1, -1, -1, (2, 1))","('UNSAT', 0.10383439064025879, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10432147979736328, -1, -1, -1, (3, 1))","('UNSAT', 0.10308122634887695, -1, -1, -1, (3, 1))","('UNSAT', 0.10378217697143555, -1, -1, -1, (3, 1))","('UNSAT', 0.10361838340759277, -1, -1, -1, (3, 1))","('UNSAT', 0.10400557518005371, -1, -1, -1, (3, 1))","('UNSAT', 0.11105728149414062, -1, -1, -1, (3, 1))","('UNSAT', 0.10216307640075684, -1, -1, -1, (3, 1))","('UNSAT', 0.10241365432739258, -1, -1, -1, (3, 1))","('UNSAT', 0.10289573669433594, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10291242599487305, -1, -1, -1, (4, 1))","('UNSAT', 0.10387182235717773, -1, -1, -1, (4, 1))","('UNSAT', 0.10252165794372559, -1, -1, -1, (4, 1))","('UNSAT', 0.10293722152709961, -1, -1, -1, (4, 1))","('UNSAT', 0.10239124298095703, -1, -1, -1, (4, 1))","('UNSAT', 0.10333585739135742, -1, -1, -1, (4, 1))","('UNSAT', 0.11062359809875488, -1, -1, -1, (4, 1))","('UNSAT', 0.10209941864013672, -1, -1, -1, (4, 1))","('UNSAT', 0.10303330421447754, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10982203483581543, -1, -1, -1, (5, 1))","('UNSAT', 0.10332846641540527, -1, -1, -1, (5, 1))","('UNSAT', 0.10339641571044922, -1, -1, -1, (5, 1))","('UNSAT', 0.10277962684631348, -1, -1, -1, (5, 1))","('UNSAT', 0.10274839401245117, -1, -1, -1, (5, 1))","('UNSAT', 0.10376405715942383, -1, -1, -1, (5, 1))","('UNSAT', 0.10308837890625, -1, -1, -1, (5, 1))","('UNSAT', 0.10960173606872559, -1, -1, -1, (5, 1))","('UNSAT', 0.10240769386291504, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10430550575256348, -1, -1, -1, (6, 1))","('UNSAT', 0.10943889617919922, -1, -1, -1, (6, 1))","('UNSAT', 0.10245299339294434, -1, -1, -1, (6, 1))","('UNSAT', 0.10225677490234375, -1, -1, -1, (6, 1))","('UNSAT', 0.10256671905517578, -1, -1, -1, (6, 1))","('UNSAT', 0.10291051864624023, -1, -1, -1, (6, 1))","('UNSAT', 0.10336017608642578, -1, -1, -1, (6, 1))","('UNSAT', 0.10337662696838379, -1, -1, -1, (6, 1))","('UNSAT', 0.10366988182067871, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10242795944213867, -1, -1, -1, (7, 1))","('UNSAT', 0.10727834701538086, -1, -1, -1, (7, 1))","('UNSAT', 0.10915756225585938, -1, -1, -1, (7, 1))","('UNSAT', 0.10308837890625, -1, -1, -1, (7, 1))","('UNSAT', 0.10406494140625, -1, -1, -1, (7, 1))","('UNSAT', 0.10231590270996094, -1, -1, -1, (7, 1))","('UNSAT', 0.10271477699279785, -1, -1, -1, (7, 1))","('UNSAT', 0.10268950462341309, -1, -1, -1, (7, 1))","('UNSAT', 0.10897135734558105, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10250735282897949, -1, -1, -1, (8, 1))","('UNSAT', 0.10373401641845703, -1, -1, -1, (8, 1))","('UNSAT', 0.10622000694274902, -1, -1, -1, (8, 1))","('UNSAT', 0.10217714309692383, -1, -1, -1, (8, 1))","('UNSAT', 0.10430383682250977, -1, -1, -1, (8, 1))","('UNSAT', 0.10164737701416016, -1, -1, -1, (8, 1))","('UNSAT', 0.10221004486083984, -1, -1, -1, (8, 1))","('UNSAT', 0.10292291641235352, -1, -1, -1, (8, 1))","('UNSAT', 0.10399842262268066, -1, -1, -1, (8, 1))"
