iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.2773902416229248, 29.5659, 0.11319, 9.623631740395999e-06, (0, 1))","('SAT', 0.2676997184753418, 24.8729, 0.11319, 8.181695193343e-06, (0, 1))","('UNSAT', 0.11449551582336426, -1, -1, -1, (0, 1))","('UNSAT', 0.11435508728027344, -1, -1, -1, (0, 1))","('SAT', 0.2564241886138916, 21.5878, 0.11319, 7.392506631732e-06, (0, 1))","('UNSAT', 0.015769243240356445, -1, -1, -1, (0, 1))","('UNSAT', 0.01732182502746582, -1, -1, -1, (0, 1))","('UNSAT', 0.016310691833496094, -1, -1, -1, (0, 1))","('UNSAT', 0.01766037940979004, -1, -1, -1, (0, 1))","('UNSAT', 0.01677680015563965, -1, -1, -1, (0, 1))","('UNSAT', 0.01822352409362793, -1, -1, -1, (0, 1))","('UNSAT', 0.01720905303955078, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11519932746887207, -1, -1, -1, (1, 1))","('UNSAT', 0.11373639106750488, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.038099050521850586, -1, -1, -1, (1, 1))","('UNSAT', 0.040888071060180664, -1, -1, -1, (1, 1))","('UNSAT', 0.017444133758544922, -1, -1, -1, (1, 1))","('UNSAT', 0.017593860626220703, -1, -1, -1, (1, 1))","('UNSAT', 0.016797304153442383, -1, -1, -1, (1, 1))","('UNSAT', 0.016101360321044922, -1, -1, -1, (1, 1))","('UNSAT', 0.017075538635253906, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11616730690002441, -1, -1, -1, (2, 1))","('UNSAT', 0.11387085914611816, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05091595649719238, -1, -1, -1, (2, 1))","('UNSAT', 0.0536494255065918, -1, -1, -1, (2, 1))","('SAT', 0.25228023529052734, 21.5878, 0.11319, 7.392506631732e-06, (2, 1))","('SAT', 0.2579183578491211, 21.5878, 0.11319, 7.392507086479e-06, (2, 1))","('SAT', 0.2440962791442871, 21.5878, 0.11319, 7.392507086479e-06, (2, 1))","('SAT', 0.24031448364257812, 21.5878, 0.11319, 7.392507086479e-06, (2, 1))","('SAT', 0.23958683013916016, 21.5878, 0.11319, 7.392507086479e-06, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11693310737609863, -1, -1, -1, (3, 1))","('UNSAT', 0.1224815845489502, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05344438552856445, -1, -1, -1, (3, 1))","('UNSAT', 0.05523109436035156, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11514830589294434, -1, -1, -1, (4, 1))","('UNSAT', 0.13798928260803223, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05115199089050293, -1, -1, -1, (4, 1))","('UNSAT', 0.053331613540649414, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.12095522880554199, -1, -1, -1, (5, 1))","('UNSAT', 0.11791038513183594, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05286264419555664, -1, -1, -1, (5, 1))","('UNSAT', 0.05333209037780762, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11647176742553711, -1, -1, -1, (6, 1))","('UNSAT', 0.13366985321044922, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05379223823547363, -1, -1, -1, (6, 1))","('UNSAT', 0.054110050201416016, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11523890495300293, -1, -1, -1, (7, 1))","('UNSAT', 0.11562347412109375, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05190277099609375, -1, -1, -1, (7, 1))","('UNSAT', 0.05362057685852051, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11557531356811523, -1, -1, -1, (8, 1))","('UNSAT', 0.1176602840423584, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05536365509033203, -1, -1, -1, (8, 1))","('UNSAT', 0.05357480049133301, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
