iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.10259842872619629, -1, -1, -1, (0, 1))","('SAT', 0.23988747596740723, 10.7939, 0.063761, 1.674672148511e-06, (0, 1))","('UNSAT', 0.011811971664428711, -1, -1, -1, (0, 1))","('UNSAT', 0.011506080627441406, -1, -1, -1, (0, 1))","('UNSAT', 0.011836528778076172, -1, -1, -1, (0, 1))","('UNSAT', 0.012858390808105469, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.26323628425598145, 29.0966, 0.127498, 7.103680218278999e-06, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.020708799362182617, -1, -1, -1, (1, 1))","('UNSAT', 0.015107393264770508, -1, -1, -1, (1, 1))","('UNSAT', 0.016546964645385742, -1, -1, -1, (1, 1))","('UNSAT', 0.014997243881225586, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05972433090209961, -1, -1, -1, (2, 1))","('UNSAT', 0.04705476760864258, -1, -1, -1, (2, 1))","('UNSAT', 0.04866147041320801, -1, -1, -1, (2, 1))","('UNSAT', 0.04685473442077637, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10996460914611816, -1, -1, -1, (3, 1))","('UNSAT', 0.028044939041137695, -1, -1, -1, (3, 1))","('UNSAT', 0.02840709686279297, -1, -1, -1, (3, 1))","('UNSAT', 0.02756643295288086, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10478329658508301, -1, -1, -1, (4, 1))","('UNSAT', 0.07842826843261719, -1, -1, -1, (4, 1))","('UNSAT', 0.07734060287475586, -1, -1, -1, (4, 1))","('UNSAT', 0.0768897533416748, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10524392127990723, -1, -1, -1, (5, 1))","('UNSAT', 0.02873063087463379, -1, -1, -1, (5, 1))","('UNSAT', 0.02772808074951172, -1, -1, -1, (5, 1))","('UNSAT', 0.03025341033935547, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1009671688079834, -1, -1, -1, (6, 1))","('UNSAT', 0.027680635452270508, -1, -1, -1, (6, 1))","('UNSAT', 0.02731013298034668, -1, -1, -1, (6, 1))","('UNSAT', 0.030375957489013672, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.028917789459228516, -1, -1, -1, (1, 2))","('UNSAT', 0.01692962646484375, -1, -1, -1, (1, 2))","('UNSAT', 0.01599717140197754, -1, -1, -1, (1, 2))","('UNSAT', 0.017311811447143555, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07978153228759766, -1, -1, -1, (2, 2))","('UNSAT', 0.04903244972229004, -1, -1, -1, (2, 2))","('UNSAT', 0.04641246795654297, -1, -1, -1, (2, 2))","('UNSAT', 0.04771542549133301, -1, -1, -1, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.20205259323120117, 13.1404, 0.077329, 3.02206399283e-06, (3, 2))","('SAT', 0.195051908493042, 13.1404, 0.077329, 3.02206399283e-06, (3, 2))","('SAT', 0.19567227363586426, 13.1404, 0.077329, 3.02206399283e-06, (3, 2))","('SAT', 0.20162653923034668, 13.1404, 0.077329, 3.02206399283e-06, (3, 2))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
