iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.34983205795288086, 30.5045, 0.10483, 6.620246495004e-06, (0, 1))","('UNSAT', 0.026281118392944336, -1, -1, -1, (0, 1))","('UNSAT', 0.0252687931060791, -1, -1, -1, (0, 1))","('UNSAT', 0.0318446159362793, -1, -1, -1, (0, 1))","('UNSAT', 0.0319826602935791, -1, -1, -1, (0, 1))","('UNSAT', 0.034862518310546875, -1, -1, -1, (0, 1))","('UNSAT', 0.03189516067504883, -1, -1, -1, (0, 1))","('UNSAT', 0.03260636329650879, -1, -1, -1, (0, 1))","('UNSAT', 0.03270769119262695, -1, -1, -1, (0, 1))","('UNSAT', 0.033074378967285156, -1, -1, -1, (0, 1))","('UNSAT', 0.03274178504943848, -1, -1, -1, (0, 1))","('UNSAT', 0.03155827522277832, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.018619298934936523, -1, -1, -1, (1, 1))","('UNSAT', 0.019930601119995117, -1, -1, -1, (1, 1))","('UNSAT', 0.03372788429260254, -1, -1, -1, (1, 1))","('UNSAT', 0.0333559513092041, -1, -1, -1, (1, 1))","('UNSAT', 0.03158402442932129, -1, -1, -1, (1, 1))","('UNSAT', 0.03459286689758301, -1, -1, -1, (1, 1))","('UNSAT', 0.0326082706451416, -1, -1, -1, (1, 1))","('UNSAT', 0.035228729248046875, -1, -1, -1, (1, 1))","('UNSAT', 0.03421211242675781, -1, -1, -1, (1, 1))","('UNSAT', 0.03155803680419922, -1, -1, -1, (1, 1))","('UNSAT', 0.03241419792175293, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06455230712890625, -1, -1, -1, (2, 1))","('UNSAT', 0.02639174461364746, -1, -1, -1, (2, 1))","('UNSAT', 0.04308581352233887, -1, -1, -1, (2, 1))","('UNSAT', 0.04178571701049805, -1, -1, -1, (2, 1))","('UNSAT', 0.04373741149902344, -1, -1, -1, (2, 1))","('UNSAT', 0.043715476989746094, -1, -1, -1, (2, 1))","('UNSAT', 0.044550418853759766, -1, -1, -1, (2, 1))","('UNSAT', 0.04461240768432617, -1, -1, -1, (2, 1))","('UNSAT', 0.04497361183166504, -1, -1, -1, (2, 1))","('UNSAT', 0.044925689697265625, -1, -1, -1, (2, 1))","('UNSAT', 0.044286251068115234, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07870984077453613, -1, -1, -1, (3, 1))","('UNSAT', 0.08149051666259766, -1, -1, -1, (3, 1))","('UNSAT', 0.07768869400024414, -1, -1, -1, (3, 1))","('UNSAT', 0.07452869415283203, -1, -1, -1, (3, 1))","('UNSAT', 0.07279801368713379, -1, -1, -1, (3, 1))","('UNSAT', 0.07706570625305176, -1, -1, -1, (3, 1))","('UNSAT', 0.07574987411499023, -1, -1, -1, (3, 1))","('UNSAT', 0.07738399505615234, -1, -1, -1, (3, 1))","('UNSAT', 0.07933473587036133, -1, -1, -1, (3, 1))","('UNSAT', 0.0745699405670166, -1, -1, -1, (3, 1))","('UNSAT', 0.07561230659484863, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08529829978942871, -1, -1, -1, (4, 1))","('UNSAT', 0.10641789436340332, -1, -1, -1, (4, 1))","('UNSAT', 0.0742650032043457, -1, -1, -1, (4, 1))","('UNSAT', 0.0732264518737793, -1, -1, -1, (4, 1))","('UNSAT', 0.07616567611694336, -1, -1, -1, (4, 1))","('UNSAT', 0.07602643966674805, -1, -1, -1, (4, 1))","('UNSAT', 0.07611417770385742, -1, -1, -1, (4, 1))","('UNSAT', 0.07817935943603516, -1, -1, -1, (4, 1))","('UNSAT', 0.0783085823059082, -1, -1, -1, (4, 1))","('UNSAT', 0.076995849609375, -1, -1, -1, (4, 1))","('UNSAT', 0.07759737968444824, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.13735079765319824, -1, -1, -1, (5, 1))","('UNSAT', 0.1024928092956543, -1, -1, -1, (5, 1))","('UNSAT', 0.05927872657775879, -1, -1, -1, (5, 1))","('UNSAT', 0.05252838134765625, -1, -1, -1, (5, 1))","('UNSAT', 0.05430793762207031, -1, -1, -1, (5, 1))","('UNSAT', 0.05821681022644043, -1, -1, -1, (5, 1))","('UNSAT', 0.0573728084564209, -1, -1, -1, (5, 1))","('UNSAT', 0.05860400199890137, -1, -1, -1, (5, 1))","('UNSAT', 0.058977365493774414, -1, -1, -1, (5, 1))","('UNSAT', 0.05897259712219238, -1, -1, -1, (5, 1))","('UNSAT', 0.05668830871582031, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.13274526596069336, -1, -1, -1, (6, 1))","('UNSAT', 0.062262773513793945, -1, -1, -1, (6, 1))","('UNSAT', 0.05593061447143555, -1, -1, -1, (6, 1))","('UNSAT', 0.05291938781738281, -1, -1, -1, (6, 1))","('UNSAT', 0.05830502510070801, -1, -1, -1, (6, 1))","('UNSAT', 0.06007671356201172, -1, -1, -1, (6, 1))","('UNSAT', 0.058843374252319336, -1, -1, -1, (6, 1))","('UNSAT', 0.05556440353393555, -1, -1, -1, (6, 1))","('UNSAT', 0.05803346633911133, -1, -1, -1, (6, 1))","('UNSAT', 0.0570986270904541, -1, -1, -1, (6, 1))","('UNSAT', 0.06854510307312012, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.028304100036621094, -1, -1, -1, (1, 2))","('UNSAT', 0.021732568740844727, -1, -1, -1, (1, 2))","('UNSAT', 0.04714798927307129, -1, -1, -1, (1, 2))","('UNSAT', 0.0434725284576416, -1, -1, -1, (1, 2))","('UNSAT', 0.0433804988861084, -1, -1, -1, (1, 2))","('UNSAT', 0.04378962516784668, -1, -1, -1, (1, 2))","('UNSAT', 0.044946908950805664, -1, -1, -1, (1, 2))","('UNSAT', 0.04774594306945801, -1, -1, -1, (1, 2))","('UNSAT', 0.048454999923706055, -1, -1, -1, (1, 2))","('UNSAT', 0.04628896713256836, -1, -1, -1, (1, 2))","('UNSAT', 0.04483294486999512, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03836679458618164, -1, -1, -1, (2, 2))","('UNSAT', 0.06348943710327148, -1, -1, -1, (2, 2))","('UNSAT', 0.03313326835632324, -1, -1, -1, (2, 2))","('UNSAT', 0.03217029571533203, -1, -1, -1, (2, 2))","('UNSAT', 0.03315019607543945, -1, -1, -1, (2, 2))","('UNSAT', 0.036238670349121094, -1, -1, -1, (2, 2))","('UNSAT', 0.03364443778991699, -1, -1, -1, (2, 2))","('UNSAT', 0.03264760971069336, -1, -1, -1, (2, 2))","('UNSAT', 0.03416085243225098, -1, -1, -1, (2, 2))","('UNSAT', 0.03382110595703125, -1, -1, -1, (2, 2))","('UNSAT', 0.03301692008972168, -1, -1, -1, (2, 2))"
