iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.03578805923461914, -1, -1, -1, (0, 1))","('SAT', 5.499650478363037, 56.316, 0.286018, 1.94907970581e-05, (0, 1))","('UNSAT', 0.03415989875793457, -1, -1, -1, (0, 1))","('UNSAT', 0.03497958183288574, -1, -1, -1, (0, 1))","('UNSAT', 0.03475499153137207, -1, -1, -1, (0, 1))","('UNSAT', 0.036408424377441406, -1, -1, -1, (0, 1))","('UNSAT', 0.036066532135009766, -1, -1, -1, (0, 1))","('UNSAT', 0.035263776779174805, -1, -1, -1, (0, 1))","('UNSAT', 0.03484225273132324, -1, -1, -1, (0, 1))","('UNSAT', 0.0445404052734375, -1, -1, -1, (0, 1))","('UNSAT', 0.0454404354095459, -1, -1, -1, (0, 1))","('UNSAT', 0.04430246353149414, -1, -1, -1, (0, 1))","('UNSAT', 0.04404258728027344, -1, -1, -1, (0, 1))","('UNSAT', 0.04397892951965332, -1, -1, -1, (0, 1))","('UNSAT', 0.04373669624328613, -1, -1, -1, (0, 1))","('UNSAT', 0.04474997520446777, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.05491209030151367, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0344843864440918, -1, -1, -1, (1, 1))","('UNSAT', 0.046370744705200195, -1, -1, -1, (1, 1))","('UNSAT', 0.04906105995178223, -1, -1, -1, (1, 1))","('UNSAT', 0.046350717544555664, -1, -1, -1, (1, 1))","('UNSAT', 0.04657149314880371, -1, -1, -1, (1, 1))","('UNSAT', 0.05046558380126953, -1, -1, -1, (1, 1))","('UNSAT', 0.0476222038269043, -1, -1, -1, (1, 1))","('UNSAT', 0.06132864952087402, -1, -1, -1, (1, 1))","('UNSAT', 0.06326651573181152, -1, -1, -1, (1, 1))","('UNSAT', 0.0804896354675293, -1, -1, -1, (1, 1))","('UNSAT', 0.047791481018066406, -1, -1, -1, (1, 1))","('UNSAT', 0.04642319679260254, -1, -1, -1, (1, 1))","('UNSAT', 0.06085634231567383, -1, -1, -1, (1, 1))","('UNSAT', 0.04658699035644531, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.05416607856750488, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04722189903259277, -1, -1, -1, (2, 1))","('UNSAT', 0.0475916862487793, -1, -1, -1, (2, 1))","('UNSAT', 0.04634213447570801, -1, -1, -1, (2, 1))","('UNSAT', 0.06406903266906738, -1, -1, -1, (2, 1))","('UNSAT', 0.045649051666259766, -1, -1, -1, (2, 1))","('UNSAT', 0.04707598686218262, -1, -1, -1, (2, 1))","('UNSAT', 0.04849839210510254, -1, -1, -1, (2, 1))","('UNSAT', 0.09246587753295898, -1, -1, -1, (2, 1))","('UNSAT', 0.08400344848632812, -1, -1, -1, (2, 1))","('UNSAT', 0.08087563514709473, -1, -1, -1, (2, 1))","('UNSAT', 0.06152224540710449, -1, -1, -1, (2, 1))","('UNSAT', 0.06312966346740723, -1, -1, -1, (2, 1))","('UNSAT', 0.06308603286743164, -1, -1, -1, (2, 1))","('UNSAT', 0.06129598617553711, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.05183076858520508, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03371453285217285, -1, -1, -1, (3, 1))","('UNSAT', 0.04702591896057129, -1, -1, -1, (3, 1))","('UNSAT', 0.06289196014404297, -1, -1, -1, (3, 1))","('UNSAT', 0.06134223937988281, -1, -1, -1, (3, 1))","('UNSAT', 0.046349525451660156, -1, -1, -1, (3, 1))","('UNSAT', 0.04877209663391113, -1, -1, -1, (3, 1))","('UNSAT', 0.05425834655761719, -1, -1, -1, (3, 1))","('UNSAT', 0.06032586097717285, -1, -1, -1, (3, 1))","('UNSAT', 0.0634305477142334, -1, -1, -1, (3, 1))","('UNSAT', 0.08496832847595215, -1, -1, -1, (3, 1))","('UNSAT', 0.08542823791503906, -1, -1, -1, (3, 1))","('UNSAT', 0.08345651626586914, -1, -1, -1, (3, 1))","('UNSAT', 0.06350350379943848, -1, -1, -1, (3, 1))","('UNSAT', 0.061890363693237305, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.07056498527526855, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04618120193481445, -1, -1, -1, (4, 1))","('UNSAT', 0.0460972785949707, -1, -1, -1, (4, 1))","('UNSAT', 0.04878044128417969, -1, -1, -1, (4, 1))","('UNSAT', 0.046327829360961914, -1, -1, -1, (4, 1))","('UNSAT', 0.04630231857299805, -1, -1, -1, (4, 1))","('UNSAT', 0.04790520668029785, -1, -1, -1, (4, 1))","('UNSAT', 0.048547983169555664, -1, -1, -1, (4, 1))","('UNSAT', 0.0458979606628418, -1, -1, -1, (4, 1))","('UNSAT', 0.04567670822143555, -1, -1, -1, (4, 1))","('UNSAT', 0.045929670333862305, -1, -1, -1, (4, 1))","('UNSAT', 0.04645991325378418, -1, -1, -1, (4, 1))","('UNSAT', 0.04581594467163086, -1, -1, -1, (4, 1))","('UNSAT', 0.045409202575683594, -1, -1, -1, (4, 1))","('UNSAT', 0.04664254188537598, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.053006649017333984, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03395843505859375, -1, -1, -1, (5, 1))","('UNSAT', 0.045566558837890625, -1, -1, -1, (5, 1))","('UNSAT', 0.04677248001098633, -1, -1, -1, (5, 1))","('UNSAT', 0.06412887573242188, -1, -1, -1, (5, 1))","('UNSAT', 0.04678654670715332, -1, -1, -1, (5, 1))","('UNSAT', 0.0469815731048584, -1, -1, -1, (5, 1))","('UNSAT', 0.046260833740234375, -1, -1, -1, (5, 1))","('UNSAT', 0.04680371284484863, -1, -1, -1, (5, 1))","('UNSAT', 0.04689908027648926, -1, -1, -1, (5, 1))","('UNSAT', 0.048082828521728516, -1, -1, -1, (5, 1))","('UNSAT', 0.04704761505126953, -1, -1, -1, (5, 1))","('UNSAT', 0.047898292541503906, -1, -1, -1, (5, 1))","('UNSAT', 0.04684638977050781, -1, -1, -1, (5, 1))","('UNSAT', 0.049610137939453125, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.05574965476989746, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03507089614868164, -1, -1, -1, (6, 1))","('UNSAT', 0.04787325859069824, -1, -1, -1, (6, 1))","('UNSAT', 0.04589080810546875, -1, -1, -1, (6, 1))","('UNSAT', 0.06141495704650879, -1, -1, -1, (6, 1))","('UNSAT', 0.04805278778076172, -1, -1, -1, (6, 1))","('UNSAT', 0.06696701049804688, -1, -1, -1, (6, 1))","('UNSAT', 0.046034812927246094, -1, -1, -1, (6, 1))","('UNSAT', 0.04471421241760254, -1, -1, -1, (6, 1))","('UNSAT', 0.047356605529785156, -1, -1, -1, (6, 1))","('UNSAT', 0.04792380332946777, -1, -1, -1, (6, 1))","('UNSAT', 0.04884457588195801, -1, -1, -1, (6, 1))","('UNSAT', 0.048891544342041016, -1, -1, -1, (6, 1))","('UNSAT', 0.046111106872558594, -1, -1, -1, (6, 1))","('UNSAT', 0.047492265701293945, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.05276322364807129, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0343470573425293, -1, -1, -1, (7, 1))","('UNSAT', 0.04581284523010254, -1, -1, -1, (7, 1))","('UNSAT', 0.0469965934753418, -1, -1, -1, (7, 1))","('UNSAT', 0.06134629249572754, -1, -1, -1, (7, 1))","('UNSAT', 0.04627656936645508, -1, -1, -1, (7, 1))","('UNSAT', 0.06407952308654785, -1, -1, -1, (7, 1))","('UNSAT', 0.0459136962890625, -1, -1, -1, (7, 1))","('UNSAT', 0.046988487243652344, -1, -1, -1, (7, 1))","('UNSAT', 0.04725503921508789, -1, -1, -1, (7, 1))","('UNSAT', 0.047261953353881836, -1, -1, -1, (7, 1))","('UNSAT', 0.046479225158691406, -1, -1, -1, (7, 1))","('UNSAT', 0.04720711708068848, -1, -1, -1, (7, 1))","('UNSAT', 0.047141313552856445, -1, -1, -1, (7, 1))","('UNSAT', 0.04769015312194824, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.05203962326049805, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.035692691802978516, -1, -1, -1, (8, 1))","('UNSAT', 0.04613614082336426, -1, -1, -1, (8, 1))","('UNSAT', 0.046547889709472656, -1, -1, -1, (8, 1))","('UNSAT', 0.06260895729064941, -1, -1, -1, (8, 1))","('UNSAT', 0.047171831130981445, -1, -1, -1, (8, 1))","('UNSAT', 0.06536197662353516, -1, -1, -1, (8, 1))","('UNSAT', 0.045794010162353516, -1, -1, -1, (8, 1))","('UNSAT', 0.04846620559692383, -1, -1, -1, (8, 1))","('UNSAT', 0.04677844047546387, -1, -1, -1, (8, 1))","('UNSAT', 0.047049760818481445, -1, -1, -1, (8, 1))","('UNSAT', 0.08057069778442383, -1, -1, -1, (8, 1))","('UNSAT', 0.04685187339782715, -1, -1, -1, (8, 1))","('UNSAT', 0.04775595664978027, -1, -1, -1, (8, 1))","('UNSAT', 0.048043012619018555, -1, -1, -1, (8, 1))"
