iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01543116569519043, -1, -1, -1, (0, 1))","('UNSAT', 0.019742488861083984, -1, -1, -1, (0, 1))","('UNSAT', 0.021191835403442383, -1, -1, -1, (0, 1))","('UNSAT', 0.01501321792602539, -1, -1, -1, (0, 1))","('UNSAT', 0.016512155532836914, -1, -1, -1, (0, 1))","('UNSAT', 0.015038728713989258, -1, -1, -1, (0, 1))","('UNSAT', 0.015658140182495117, -1, -1, -1, (0, 1))","('UNSAT', 0.01550436019897461, -1, -1, -1, (0, 1))","('UNSAT', 0.015235424041748047, -1, -1, -1, (0, 1))","('UNSAT', 0.015929460525512695, -1, -1, -1, (0, 1))","('UNSAT', 0.01573014259338379, -1, -1, -1, (0, 1))","('UNSAT', 0.014994144439697266, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.027303695678710938, -1, -1, -1, (1, 1))","('UNSAT', 0.027525663375854492, -1, -1, -1, (1, 1))","('UNSAT', 0.06162118911743164, -1, -1, -1, (1, 1))","('UNSAT', 0.04503679275512695, -1, -1, -1, (1, 1))","('UNSAT', 0.035891056060791016, -1, -1, -1, (1, 1))","('UNSAT', 0.02628350257873535, -1, -1, -1, (1, 1))","('UNSAT', 0.026765823364257812, -1, -1, -1, (1, 1))","('UNSAT', 0.02552008628845215, -1, -1, -1, (1, 1))","('UNSAT', 0.027834653854370117, -1, -1, -1, (1, 1))","('UNSAT', 0.03651762008666992, -1, -1, -1, (1, 1))","('UNSAT', 0.038297414779663086, -1, -1, -1, (1, 1))","('UNSAT', 0.0359494686126709, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.020237445831298828, -1, -1, -1, (2, 1))","('UNSAT', 0.03603339195251465, -1, -1, -1, (2, 1))","('UNSAT', 0.07288742065429688, -1, -1, -1, (2, 1))","('UNSAT', 0.019421100616455078, -1, -1, -1, (2, 1))","('UNSAT', 0.028230667114257812, -1, -1, -1, (2, 1))","('UNSAT', 0.020148754119873047, -1, -1, -1, (2, 1))","('UNSAT', 0.01965022087097168, -1, -1, -1, (2, 1))","('UNSAT', 0.019620180130004883, -1, -1, -1, (2, 1))","('UNSAT', 0.026798725128173828, -1, -1, -1, (2, 1))","('UNSAT', 0.025920867919921875, -1, -1, -1, (2, 1))","('UNSAT', 0.03631234169006348, -1, -1, -1, (2, 1))","('UNSAT', 0.03507494926452637, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.0352938175201416, -1, -1, -1, (3, 1))","('UNSAT', 0.026268959045410156, -1, -1, -1, (3, 1))","('UNSAT', 0.07468628883361816, -1, -1, -1, (3, 1))","('UNSAT', 0.02015852928161621, -1, -1, -1, (3, 1))","('UNSAT', 0.03599381446838379, -1, -1, -1, (3, 1))","('UNSAT', 0.02002882957458496, -1, -1, -1, (3, 1))","('UNSAT', 0.019896745681762695, -1, -1, -1, (3, 1))","('UNSAT', 0.020697832107543945, -1, -1, -1, (3, 1))","('UNSAT', 0.026152849197387695, -1, -1, -1, (3, 1))","('UNSAT', 0.026142358779907227, -1, -1, -1, (3, 1))","('UNSAT', 0.027138710021972656, -1, -1, -1, (3, 1))","('UNSAT', 0.027744293212890625, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.026423215866088867, -1, -1, -1, (4, 1))","('UNSAT', 0.026754379272460938, -1, -1, -1, (4, 1))","('UNSAT', 0.07329130172729492, -1, -1, -1, (4, 1))","('UNSAT', 0.02625417709350586, -1, -1, -1, (4, 1))","('UNSAT', 0.049072980880737305, -1, -1, -1, (4, 1))","('UNSAT', 0.035312652587890625, -1, -1, -1, (4, 1))","('UNSAT', 0.035013675689697266, -1, -1, -1, (4, 1))","('UNSAT', 0.03541064262390137, -1, -1, -1, (4, 1))","('UNSAT', 0.03540992736816406, -1, -1, -1, (4, 1))","('UNSAT', 0.026751041412353516, -1, -1, -1, (4, 1))","('UNSAT', 0.026238203048706055, -1, -1, -1, (4, 1))","('UNSAT', 0.0267331600189209, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.026426315307617188, -1, -1, -1, (5, 1))","('UNSAT', 0.026578426361083984, -1, -1, -1, (5, 1))","('UNSAT', 0.07444286346435547, -1, -1, -1, (5, 1))","('UNSAT', 0.027689695358276367, -1, -1, -1, (5, 1))","('UNSAT', 0.049570560455322266, -1, -1, -1, (5, 1))","('UNSAT', 0.03494834899902344, -1, -1, -1, (5, 1))","('UNSAT', 0.03769111633300781, -1, -1, -1, (5, 1))","('UNSAT', 0.03568243980407715, -1, -1, -1, (5, 1))","('UNSAT', 0.038112640380859375, -1, -1, -1, (5, 1))","('UNSAT', 0.027297496795654297, -1, -1, -1, (5, 1))","('UNSAT', 0.026189327239990234, -1, -1, -1, (5, 1))","('UNSAT', 0.026624441146850586, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.02597355842590332, -1, -1, -1, (6, 1))","('UNSAT', 0.02633357048034668, -1, -1, -1, (6, 1))","('UNSAT', 0.10262870788574219, -1, -1, -1, (6, 1))","('UNSAT', 0.026765108108520508, -1, -1, -1, (6, 1))","('UNSAT', 0.06514239311218262, -1, -1, -1, (6, 1))","('UNSAT', 0.03720521926879883, -1, -1, -1, (6, 1))","('UNSAT', 0.03455090522766113, -1, -1, -1, (6, 1))","('UNSAT', 0.035637617111206055, -1, -1, -1, (6, 1))","('UNSAT', 0.03591299057006836, -1, -1, -1, (6, 1))","('UNSAT', 0.026412010192871094, -1, -1, -1, (6, 1))","('UNSAT', 0.028207063674926758, -1, -1, -1, (6, 1))","('UNSAT', 0.02851700782775879, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.03784751892089844, -1, -1, -1, (1, 2))","('UNSAT', 0.05524182319641113, -1, -1, -1, (1, 2))","('UNSAT', 0.11839818954467773, -1, -1, -1, (1, 2))","('UNSAT', 0.04918980598449707, -1, -1, -1, (1, 2))","('UNSAT', 0.028482913970947266, -1, -1, -1, (1, 2))","('UNSAT', 0.028533935546875, -1, -1, -1, (1, 2))","('UNSAT', 0.028238296508789062, -1, -1, -1, (1, 2))","('UNSAT', 0.028464794158935547, -1, -1, -1, (1, 2))","('UNSAT', 0.03992629051208496, -1, -1, -1, (1, 2))","('UNSAT', 0.030362844467163086, -1, -1, -1, (1, 2))","('UNSAT', 0.028885364532470703, -1, -1, -1, (1, 2))","('UNSAT', 0.04984283447265625, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.08564591407775879, -1, -1, -1, (2, 2))","('UNSAT', 0.10082077980041504, -1, -1, -1, (2, 2))","('SAT', 0.4054293632507324, 19.7106, 0.116779, 3.804017296716e-06, (2, 2))","('UNSAT', 0.08499550819396973, -1, -1, -1, (2, 2))","('UNSAT', 0.0795142650604248, -1, -1, -1, (2, 2))","('UNSAT', 0.031152963638305664, -1, -1, -1, (2, 2))","('UNSAT', 0.03993964195251465, -1, -1, -1, (2, 2))","('UNSAT', 0.030766725540161133, -1, -1, -1, (2, 2))","('UNSAT', 0.029997587203979492, -1, -1, -1, (2, 2))","('UNSAT', 0.07106757164001465, -1, -1, -1, (2, 2))","('UNSAT', 0.059105634689331055, -1, -1, -1, (2, 2))","('UNSAT', 0.09564018249511719, -1, -1, -1, (2, 2))"
