iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.49498677253723145, 38.4826, 0.127923, 1.2096485988880001e-05, (0, 1))","('SAT', 0.38463783264160156, 20.1799, 0.079457, 4.362781965027999e-06, (0, 1))","('SAT', 0.3469200134277344, 8.9167, 0.039476, 1.1780682598329999e-06, (0, 1))","('UNSAT', 0.01660323143005371, -1, -1, -1, (0, 1))","('UNSAT', 0.016607046127319336, -1, -1, -1, (0, 1))","('UNSAT', 0.18960142135620117, -1, -1, -1, (0, 1))","('UNSAT', 0.016246557235717773, -1, -1, -1, (0, 1))","('UNSAT', 0.016133546829223633, -1, -1, -1, (0, 1))","('UNSAT', 0.015886306762695312, -1, -1, -1, (0, 1))","('UNSAT', 0.016022682189941406, -1, -1, -1, (0, 1))","('UNSAT', 0.015470027923583984, -1, -1, -1, (0, 1))","('UNSAT', 0.015459299087524414, -1, -1, -1, (0, 1))","('UNSAT', 0.015561103820800781, -1, -1, -1, (0, 1))","('UNSAT', 0.016159772872924805, -1, -1, -1, (0, 1))","('UNSAT', 0.016227245330810547, -1, -1, -1, (0, 1))","('UNSAT', 0.016563892364501953, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06863570213317871, -1, -1, -1, (1, 1))","('UNSAT', 0.09644460678100586, -1, -1, -1, (1, 1))","('UNSAT', 0.1858816146850586, -1, -1, -1, (1, 1))","('UNSAT', 0.09762835502624512, -1, -1, -1, (1, 1))","('UNSAT', 0.029661178588867188, -1, -1, -1, (1, 1))","('UNSAT', 0.029366254806518555, -1, -1, -1, (1, 1))","('UNSAT', 0.028967857360839844, -1, -1, -1, (1, 1))","('UNSAT', 0.02810049057006836, -1, -1, -1, (1, 1))","('UNSAT', 0.028167009353637695, -1, -1, -1, (1, 1))","('UNSAT', 0.028475284576416016, -1, -1, -1, (1, 1))","('UNSAT', 0.028612613677978516, -1, -1, -1, (1, 1))","('UNSAT', 0.028606653213500977, -1, -1, -1, (1, 1))","('UNSAT', 0.029620885848999023, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.32381749153137207, 8.9167, 0.050388, 1.2490473864089998e-06, (2, 1))","('SAT', 0.3201603889465332, 7.9781, 0.039476, 9.722145932755998e-07, (2, 1))","('SAT', 0.30835866928100586, 7.5088, 0.061931, 9.993412959375e-07, (2, 1))","('SAT', 0.32040977478027344, 5.6316, 0.061931, 8.075144251052e-07, (2, 1))","('UNSAT', 0.07065868377685547, -1, -1, -1, (2, 1))","('UNSAT', 0.07073593139648438, -1, -1, -1, (2, 1))","('UNSAT', 0.06805253028869629, -1, -1, -1, (2, 1))","('UNSAT', 0.0660562515258789, -1, -1, -1, (2, 1))","('UNSAT', 0.06803178787231445, -1, -1, -1, (2, 1))","('UNSAT', 0.06502795219421387, -1, -1, -1, (2, 1))","('UNSAT', 0.06686758995056152, -1, -1, -1, (2, 1))","('UNSAT', 0.06674003601074219, -1, -1, -1, (2, 1))","('UNSAT', 0.07242345809936523, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.3116569519042969, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.31126999855041504, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.30260396003723145, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.30336666107177734, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.29557132720947266, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.29758739471435547, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.30425047874450684, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.3093700408935547, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))","('SAT', 0.31898927688598633, 5.6316, 0.061931, 8.075144251052e-07, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
