iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 3.4587576389312744, 22.5264, 0.089545, 7.755313163215999e-06, (0, 1))","('SAT', 2.667029619216919, 6.5702, 0.061174, 1.2772717354889998e-06, (0, 1))","('UNSAT', 0.017882108688354492, -1, -1, -1, (0, 1))","('UNSAT', 0.01737236976623535, -1, -1, -1, (0, 1))","('UNSAT', 0.016498804092407227, -1, -1, -1, (0, 1))","('UNSAT', 0.017453432083129883, -1, -1, -1, (0, 1))","('UNSAT', 0.01653456687927246, -1, -1, -1, (0, 1))","('UNSAT', 0.016788959503173828, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.042594194412231445, -1, -1, -1, (1, 1))","('UNSAT', 0.05911087989807129, -1, -1, -1, (1, 1))","('UNSAT', 0.03981661796569824, -1, -1, -1, (1, 1))","('UNSAT', 0.04246664047241211, -1, -1, -1, (1, 1))","('UNSAT', 0.040244102478027344, -1, -1, -1, (1, 1))","('UNSAT', 0.03967905044555664, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1481766700744629, -1, -1, -1, (2, 1))","('UNSAT', 0.1503000259399414, -1, -1, -1, (2, 1))","('UNSAT', 0.14046692848205566, -1, -1, -1, (2, 1))","('UNSAT', 0.1616809368133545, -1, -1, -1, (2, 1))","('UNSAT', 0.1405925750732422, -1, -1, -1, (2, 1))","('UNSAT', 0.14013338088989258, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.15198254585266113, -1, -1, -1, (3, 1))","('UNSAT', 0.1492919921875, -1, -1, -1, (3, 1))","('UNSAT', 0.1509096622467041, -1, -1, -1, (3, 1))","('UNSAT', 0.13993334770202637, -1, -1, -1, (3, 1))","('UNSAT', 0.14027976989746094, -1, -1, -1, (3, 1))","('UNSAT', 0.14864778518676758, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.5031914710998535, -1, -1, -1, (4, 1))","('UNSAT', 0.4453282356262207, -1, -1, -1, (4, 1))","('UNSAT', 0.40007472038269043, -1, -1, -1, (4, 1))","('UNSAT', 0.3996872901916504, -1, -1, -1, (4, 1))","('UNSAT', 0.39786648750305176, -1, -1, -1, (4, 1))","('UNSAT', 0.40071558952331543, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.15294361114501953, -1, -1, -1, (5, 1))","('UNSAT', 0.155961275100708, -1, -1, -1, (5, 1))","('UNSAT', 0.13952183723449707, -1, -1, -1, (5, 1))","('UNSAT', 0.13972163200378418, -1, -1, -1, (5, 1))","('UNSAT', 0.1483781337738037, -1, -1, -1, (5, 1))","('UNSAT', 0.13957524299621582, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.4504661560058594, -1, -1, -1, (6, 1))","('UNSAT', 0.39901089668273926, -1, -1, -1, (6, 1))","('UNSAT', 0.4209301471710205, -1, -1, -1, (6, 1))","('UNSAT', 0.4201195240020752, -1, -1, -1, (6, 1))","('UNSAT', 0.3993368148803711, -1, -1, -1, (6, 1))","('UNSAT', 0.3991117477416992, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14982271194458008, -1, -1, -1, (7, 1))","('UNSAT', 0.13985252380371094, -1, -1, -1, (7, 1))","('UNSAT', 0.13997149467468262, -1, -1, -1, (7, 1))","('UNSAT', 0.1410505771636963, -1, -1, -1, (7, 1))","('UNSAT', 0.1400003433227539, -1, -1, -1, (7, 1))","('UNSAT', 0.13979649543762207, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.14935898780822754, -1, -1, -1, (8, 1))","('UNSAT', 0.1399822235107422, -1, -1, -1, (8, 1))","('UNSAT', 0.15153193473815918, -1, -1, -1, (8, 1))","('UNSAT', 0.14045381546020508, -1, -1, -1, (8, 1))","('UNSAT', 0.14041972160339355, -1, -1, -1, (8, 1))","('UNSAT', 0.14064311981201172, -1, -1, -1, (8, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.5353236198425293, -1, -1, -1, (1, 2))","('UNSAT', 0.5113022327423096, -1, -1, -1, (1, 2))","('UNSAT', 0.49701642990112305, -1, -1, -1, (1, 2))","('UNSAT', 0.49544286727905273, -1, -1, -1, (1, 2))","('UNSAT', 0.4948277473449707, -1, -1, -1, (1, 2))","('UNSAT', 0.5244739055633545, -1, -1, -1, (1, 2))"
