iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 3.25156831741333, 23.465, 0.089545, 8.317658284795e-06, (0, 1))","('SAT', 2.5624940395355225, 7.5088, 0.040805, 1.8396174255029999e-06, (0, 1))","('UNSAT', 0.016988277435302734, -1, -1, -1, (0, 1))","('UNSAT', 0.0166168212890625, -1, -1, -1, (0, 1))","('UNSAT', 0.016576290130615234, -1, -1, -1, (0, 1))","('UNSAT', 0.01658344268798828, -1, -1, -1, (0, 1))","('UNSAT', 0.017451047897338867, -1, -1, -1, (0, 1))","('UNSAT', 0.01655292510986328, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06718206405639648, -1, -1, -1, (1, 1))","('UNSAT', 0.06765556335449219, -1, -1, -1, (1, 1))","('UNSAT', 0.06711912155151367, -1, -1, -1, (1, 1))","('UNSAT', 0.07286930084228516, -1, -1, -1, (1, 1))","('UNSAT', 0.06888604164123535, -1, -1, -1, (1, 1))","('UNSAT', 0.06735777854919434, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7343223094940186, -1, -1, -1, (2, 1))","('UNSAT', 0.7329576015472412, -1, -1, -1, (2, 1))","('UNSAT', 0.7361960411071777, -1, -1, -1, (2, 1))","('UNSAT', 0.7678139209747314, -1, -1, -1, (2, 1))","('UNSAT', 0.7345104217529297, -1, -1, -1, (2, 1))","('UNSAT', 0.7328269481658936, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.6301708221435547, -1, -1, -1, (3, 1))","('UNSAT', 0.636091947555542, -1, -1, -1, (3, 1))","('UNSAT', 0.6420814990997314, -1, -1, -1, (3, 1))","('UNSAT', 0.6661474704742432, -1, -1, -1, (3, 1))","('UNSAT', 0.6593742370605469, -1, -1, -1, (3, 1))","('UNSAT', 0.6641325950622559, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7522423267364502, -1, -1, -1, (4, 1))","('UNSAT', 0.737368106842041, -1, -1, -1, (4, 1))","('UNSAT', 0.7354252338409424, -1, -1, -1, (4, 1))","('UNSAT', 0.7320923805236816, -1, -1, -1, (4, 1))","('UNSAT', 0.731126070022583, -1, -1, -1, (4, 1))","('UNSAT', 0.7334227561950684, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.6270031929016113, -1, -1, -1, (5, 1))","('UNSAT', 0.6275711059570312, -1, -1, -1, (5, 1))","('UNSAT', 0.6308228969573975, -1, -1, -1, (5, 1))","('UNSAT', 0.6278212070465088, -1, -1, -1, (5, 1))","('UNSAT', 0.626309871673584, -1, -1, -1, (5, 1))","('UNSAT', 0.6475257873535156, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.9076037406921387, -1, -1, -1, (6, 1))","('UNSAT', 0.9057414531707764, -1, -1, -1, (6, 1))","('UNSAT', 0.9114582538604736, -1, -1, -1, (6, 1))","('UNSAT', 0.9063143730163574, -1, -1, -1, (6, 1))","('UNSAT', 0.9059281349182129, -1, -1, -1, (6, 1))","('UNSAT', 0.880316972732544, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.8787784576416016, -1, -1, -1, (7, 1))","('UNSAT', 0.8786628246307373, -1, -1, -1, (7, 1))","('UNSAT', 0.8801753520965576, -1, -1, -1, (7, 1))","('UNSAT', 0.8763833045959473, -1, -1, -1, (7, 1))","('UNSAT', 0.8751087188720703, -1, -1, -1, (7, 1))","('UNSAT', 0.8835184574127197, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7737267017364502, -1, -1, -1, (8, 1))","('UNSAT', 0.7601361274719238, -1, -1, -1, (8, 1))","('UNSAT', 0.7617285251617432, -1, -1, -1, (8, 1))","('UNSAT', 0.7667171955108643, -1, -1, -1, (8, 1))","('UNSAT', 0.7667572498321533, -1, -1, -1, (8, 1))","('UNSAT', 0.7380721569061279, -1, -1, -1, (8, 1))"
