iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.013242006301879883, -1, -1, -1, (0, 1))","('UNSAT', 0.013553142547607422, -1, -1, -1, (0, 1))","('UNSAT', 0.01398777961730957, -1, -1, -1, (0, 1))","('UNSAT', 0.013498067855834961, -1, -1, -1, (0, 1))","('UNSAT', 0.014002561569213867, -1, -1, -1, (0, 1))","('UNSAT', 0.01239013671875, -1, -1, -1, (0, 1))","('UNSAT', 0.01467752456665039, -1, -1, -1, (0, 1))","('UNSAT', 0.015038728713989258, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.020520448684692383, -1, -1, -1, (1, 1))","('UNSAT', 0.017467021942138672, -1, -1, -1, (1, 1))","('UNSAT', 0.016931772232055664, -1, -1, -1, (1, 1))","('UNSAT', 0.017439842224121094, -1, -1, -1, (1, 1))","('UNSAT', 0.021900415420532227, -1, -1, -1, (1, 1))","('UNSAT', 0.016373395919799805, -1, -1, -1, (1, 1))","('UNSAT', 0.014227628707885742, -1, -1, -1, (1, 1))","('UNSAT', 0.023230314254760742, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.032495975494384766, -1, -1, -1, (2, 1))","('SAT', -1, 11.7325, 0.050388, 1.7181251905639999e-06, (2, 1))","('UNSAT', 0.02930593490600586, -1, -1, -1, (2, 1))","('UNSAT', 0.03036022186279297, -1, -1, -1, (2, 1))","('SAT', -1, 11.7325, 0.050388, 1.718125304251e-06, (2, 1))","('UNSAT', 0.026254653930664062, -1, -1, -1, (2, 1))","('UNSAT', 0.033078670501708984, -1, -1, -1, (2, 1))","('UNSAT', 0.03282761573791504, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.029126405715942383, -1, -1, -1, (3, 1))","('UNSAT', 0.0314488410949707, -1, -1, -1, (3, 1))","('UNSAT', 0.030180692672729492, -1, -1, -1, (3, 1))","('UNSAT', 0.030892372131347656, -1, -1, -1, (3, 1))","('UNSAT', 0.0283966064453125, -1, -1, -1, (3, 1))","('UNSAT', 0.02646660804748535, -1, -1, -1, (3, 1))","('UNSAT', 0.03184199333190918, -1, -1, -1, (3, 1))","('UNSAT', 0.03601717948913574, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.031088590621948242, -1, -1, -1, (4, 1))","('UNSAT', 0.030255794525146484, -1, -1, -1, (4, 1))","('UNSAT', 0.03150606155395508, -1, -1, -1, (4, 1))","('UNSAT', 0.031245946884155273, -1, -1, -1, (4, 1))","('UNSAT', 0.017421245574951172, -1, -1, -1, (4, 1))","('UNSAT', 0.02559804916381836, -1, -1, -1, (4, 1))","('UNSAT', 0.031917572021484375, -1, -1, -1, (4, 1))","('UNSAT', 0.036097049713134766, -1, -1, -1, (4, 1))"
(1X2),"('UNSAT', 0.03586912155151367, -1, -1, -1, (1, 2))","('UNSAT', 0.035984039306640625, -1, -1, -1, (1, 2))","('UNSAT', 0.0377044677734375, -1, -1, -1, (1, 2))","('UNSAT', 0.03100419044494629, -1, -1, -1, (1, 2))","('UNSAT', 0.03944873809814453, -1, -1, -1, (1, 2))","('UNSAT', 0.023833751678466797, -1, -1, -1, (1, 2))","('UNSAT', 0.027817487716674805, -1, -1, -1, (1, 2))","('UNSAT', 0.04064226150512695, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.03581881523132324, -1, -1, -1, (2, 2))","('UNSAT', 0.06051182746887207, -1, -1, -1, (2, 2))","('UNSAT', 0.059764862060546875, -1, -1, -1, (2, 2))","('UNSAT', 0.054931640625, -1, -1, -1, (2, 2))","('UNSAT', 0.05758953094482422, -1, -1, -1, (2, 2))","('UNSAT', 0.045746564865112305, -1, -1, -1, (2, 2))","('SAT', 0.09106659889221191, 16.8948, 0.085112, 3.268612772445e-06, (2, 2))","('SAT', 0.10772037506103516, 16.8948, 0.085112, 3.467614533292e-06, (2, 2))"
(3X2),"('UNSAT', 0.06422710418701172, -1, -1, -1, (3, 2))","('UNSAT', 0.061917781829833984, -1, -1, -1, (3, 2))","('UNSAT', 0.05939030647277832, -1, -1, -1, (3, 2))","('UNSAT', 0.06156563758850098, -1, -1, -1, (3, 2))","('UNSAT', 0.056939125061035156, -1, -1, -1, (3, 2))","('UNSAT', 0.04740571975708008, -1, -1, -1, (3, 2))","('SAT', -1, 14.079, 0.054324, 2.6381273983129997e-06, (3, 2))","('SAT', -1, 14.079, 0.054324, 2.6381273983129997e-06, (3, 2))"
(4X2),"('SAT', -1, 15.0176, 0.050388, 2.096164735121e-06, (4, 2))","('SAT', 0.08543586730957031, 16.8948, 0.049728, 2.470563913448e-06, (4, 2))","('SAT', 0.08489823341369629, 25.3422, 0.101208, 5.840070571139e-06, (4, 2))","('SAT', -1, 11.7325, 0.098509, 2.4193768695109997e-06, (4, 2))","('UNSAT', 0.03937983512878418, -1, -1, -1, (4, 2))","('SAT', -1, 15.9562, 0.085786, 2.725977765294e-06, (4, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', -1, 11.7325, 0.050388, 1.718125304251e-06, (1, 3))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04081130027770996, -1, -1, -1, (1, 3))","('UNSAT', 0.03741598129272461, -1, -1, -1, (1, 3))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
