iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.012624502182006836, -1, -1, -1, (0, 1))","('UNSAT', 0.010221004486083984, -1, -1, -1, (0, 1))","('UNSAT', 0.010816574096679688, -1, -1, -1, (0, 1))","('UNSAT', 0.010500669479370117, -1, -1, -1, (0, 1))","('UNSAT', 0.010837554931640625, -1, -1, -1, (0, 1))","('UNSAT', 0.010303258895874023, -1, -1, -1, (0, 1))","('UNSAT', 0.010001897811889648, -1, -1, -1, (0, 1))","('UNSAT', 0.010206222534179688, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.01708674430847168, -1, -1, -1, (1, 1))","('UNSAT', 0.020188570022583008, -1, -1, -1, (1, 1))","('UNSAT', 0.021081924438476562, -1, -1, -1, (1, 1))","('UNSAT', 0.020528554916381836, -1, -1, -1, (1, 1))","('UNSAT', 0.020990610122680664, -1, -1, -1, (1, 1))","('UNSAT', 0.034485578536987305, -1, -1, -1, (1, 1))","('UNSAT', 0.02083444595336914, -1, -1, -1, (1, 1))","('UNSAT', 0.020452022552490234, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.016296863555908203, -1, -1, -1, (2, 1))","('UNSAT', 0.02066802978515625, -1, -1, -1, (2, 1))","('UNSAT', 0.02089095115661621, -1, -1, -1, (2, 1))","('UNSAT', 0.021025657653808594, -1, -1, -1, (2, 1))","('UNSAT', 0.020938396453857422, -1, -1, -1, (2, 1))","('UNSAT', 0.019974231719970703, -1, -1, -1, (2, 1))","('UNSAT', 0.020778894424438477, -1, -1, -1, (2, 1))","('UNSAT', 0.02061152458190918, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.016475915908813477, -1, -1, -1, (3, 1))","('UNSAT', 0.020627260208129883, -1, -1, -1, (3, 1))","('UNSAT', 0.02035999298095703, -1, -1, -1, (3, 1))","('UNSAT', 0.02007150650024414, -1, -1, -1, (3, 1))","('UNSAT', 0.02129960060119629, -1, -1, -1, (3, 1))","('UNSAT', 0.019741296768188477, -1, -1, -1, (3, 1))","('UNSAT', 0.020726919174194336, -1, -1, -1, (3, 1))","('UNSAT', 0.02101421356201172, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.017222166061401367, -1, -1, -1, (4, 1))","('UNSAT', 0.020537614822387695, -1, -1, -1, (4, 1))","('UNSAT', 0.020674467086791992, -1, -1, -1, (4, 1))","('UNSAT', 0.020880937576293945, -1, -1, -1, (4, 1))","('UNSAT', 0.020722150802612305, -1, -1, -1, (4, 1))","('UNSAT', 0.019999027252197266, -1, -1, -1, (4, 1))","('UNSAT', 0.020848512649536133, -1, -1, -1, (4, 1))","('UNSAT', 0.021592140197753906, -1, -1, -1, (4, 1))"
(1X2),"('UNSAT', 0.021982669830322266, -1, -1, -1, (1, 2))","('UNSAT', 0.018703699111938477, -1, -1, -1, (1, 2))","('UNSAT', 0.01854252815246582, -1, -1, -1, (1, 2))","('UNSAT', 0.018621206283569336, -1, -1, -1, (1, 2))","('UNSAT', 0.01840686798095703, -1, -1, -1, (1, 2))","('UNSAT', 0.018782854080200195, -1, -1, -1, (1, 2))","('UNSAT', 0.019144773483276367, -1, -1, -1, (1, 2))","('UNSAT', 0.019762277603149414, -1, -1, -1, (1, 2))"
(2X2),"('SAT', -1, 7.5088, 0.049381, 1.2467749002099999e-06, (2, 2))","('SAT', -1, 6.1009, 0.065265, 1.767579306033e-06, (2, 2))","('SAT', -1, 6.1009, 0.065265, 1.767579306033e-06, (2, 2))","('SAT', -1, 6.1009, 0.065265, 1.767579306033e-06, (2, 2))","('SAT', -1, 6.1009, 0.065265, 1.767579306033e-06, (2, 2))","('SAT', -1, 6.1009, 0.065265, 1.767579306033e-06, (2, 2))","('SAT', -1, 6.1009, 0.063716, 1.7685221109789999e-06, (2, 2))","('SAT', -1, 6.1009, 0.063716, 1.7685221109789999e-06, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
