iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.012728691101074219, -1, -1, -1, (0, 1))","('UNSAT', 0.013399839401245117, -1, -1, -1, (0, 1))","('UNSAT', 0.0139312744140625, -1, -1, -1, (0, 1))","('UNSAT', 0.013460159301757812, -1, -1, -1, (0, 1))","('UNSAT', 0.013737678527832031, -1, -1, -1, (0, 1))","('UNSAT', 0.013804435729980469, -1, -1, -1, (0, 1))","('UNSAT', 0.013883352279663086, -1, -1, -1, (0, 1))","('UNSAT', 0.014042377471923828, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.020499706268310547, -1, -1, -1, (1, 1))","('UNSAT', 0.022112369537353516, -1, -1, -1, (1, 1))","('UNSAT', 0.017778635025024414, -1, -1, -1, (1, 1))","('UNSAT', 0.018273353576660156, -1, -1, -1, (1, 1))","('UNSAT', 0.01831650733947754, -1, -1, -1, (1, 1))","('UNSAT', 0.018219947814941406, -1, -1, -1, (1, 1))","('UNSAT', 0.017603158950805664, -1, -1, -1, (1, 1))","('UNSAT', 0.017389297485351562, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.024919986724853516, -1, -1, -1, (2, 1))","('UNSAT', 0.014459371566772461, -1, -1, -1, (2, 1))","('UNSAT', 0.013844013214111328, -1, -1, -1, (2, 1))","('UNSAT', 0.014220952987670898, -1, -1, -1, (2, 1))","('UNSAT', 0.014552593231201172, -1, -1, -1, (2, 1))","('UNSAT', 0.014351129531860352, -1, -1, -1, (2, 1))","('UNSAT', 0.014049291610717773, -1, -1, -1, (2, 1))","('UNSAT', 0.013971567153930664, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.021077871322631836, -1, -1, -1, (3, 1))","('UNSAT', 0.015097379684448242, -1, -1, -1, (3, 1))","('UNSAT', 0.014705896377563477, -1, -1, -1, (3, 1))","('UNSAT', 0.013729333877563477, -1, -1, -1, (3, 1))","('UNSAT', 0.014709234237670898, -1, -1, -1, (3, 1))","('UNSAT', 0.014169931411743164, -1, -1, -1, (3, 1))","('UNSAT', 0.014750242233276367, -1, -1, -1, (3, 1))","('UNSAT', 0.014339208602905273, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.021591901779174805, -1, -1, -1, (4, 1))","('UNSAT', 0.014618635177612305, -1, -1, -1, (4, 1))","('UNSAT', 0.014937639236450195, -1, -1, -1, (4, 1))","('UNSAT', 0.013409137725830078, -1, -1, -1, (4, 1))","('UNSAT', 0.014226913452148438, -1, -1, -1, (4, 1))","('UNSAT', 0.013678312301635742, -1, -1, -1, (4, 1))","('UNSAT', 0.014272689819335938, -1, -1, -1, (4, 1))","('UNSAT', 0.013805389404296875, -1, -1, -1, (4, 1))"
(1X2),"('UNSAT', 0.03136587142944336, -1, -1, -1, (1, 2))","('UNSAT', 0.014770746231079102, -1, -1, -1, (1, 2))","('UNSAT', 0.01519632339477539, -1, -1, -1, (1, 2))","('UNSAT', 0.014497756958007812, -1, -1, -1, (1, 2))","('UNSAT', 0.014731407165527344, -1, -1, -1, (1, 2))","('UNSAT', 0.015172243118286133, -1, -1, -1, (1, 2))","('UNSAT', 0.014351367950439453, -1, -1, -1, (1, 2))","('UNSAT', 0.014947175979614258, -1, -1, -1, (1, 2))"
(2X2),"('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('SAT', -1, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
