iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', -1, 11.7325, 0.098509, 2.4193768695109997e-06, (0, 1))","('UNSAT', 0.011693477630615234, -1, -1, -1, (0, 1))","('UNSAT', 0.011132955551147461, -1, -1, -1, (0, 1))","('SAT', 0.04019331932067871, 6.5702, 0.040836, 8.852812243276e-07, (0, 1))","('UNSAT', 0.01134943962097168, -1, -1, -1, (0, 1))","('SAT', 0.039746999740600586, 6.5702, 0.040836, 8.852812243276e-07, (0, 1))","('UNSAT', 0.019185543060302734, -1, -1, -1, (0, 1))","('UNSAT', 0.019178390502929688, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.015613317489624023, -1, -1, -1, (1, 1))","('UNSAT', 0.016017913818359375, -1, -1, -1, (1, 1))","('UNSAT', 0.012434720993041992, -1, -1, -1, (1, 1))","('UNSAT', 0.017351627349853516, -1, -1, -1, (1, 1))","('UNSAT', 0.012223482131958008, -1, -1, -1, (1, 1))","('UNSAT', 0.01993417739868164, -1, -1, -1, (1, 1))","('UNSAT', 0.019069671630859375, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))","('SAT', -1, 2.8158, 0.031935, 3.976805658112e-07, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02981114387512207, -1, -1, -1, (3, 1))","('UNSAT', 0.02325725555419922, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.023117780685424805, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02439713478088379, -1, -1, -1, (3, 1))","('UNSAT', 0.02483677864074707, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03039836883544922, -1, -1, -1, (4, 1))","('UNSAT', 0.02776622772216797, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02323460578918457, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02478623390197754, -1, -1, -1, (4, 1))","('UNSAT', 0.024749755859375, -1, -1, -1, (4, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.037375450134277344, -1, -1, -1, (1, 2))","('UNSAT', 0.017644643783569336, -1, -1, -1, (1, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.01795053482055664, -1, -1, -1, (1, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.014255762100219727, -1, -1, -1, (1, 2))","('UNSAT', 0.013581991195678711, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.045545101165771484, -1, -1, -1, (2, 2))","('UNSAT', 0.019253015518188477, -1, -1, -1, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.018996238708496094, -1, -1, -1, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.023743629455566406, -1, -1, -1, (2, 2))","('UNSAT', 0.023106813430786133, -1, -1, -1, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03774595260620117, -1, -1, -1, (3, 2))","('SAT', 0.04937291145324707, 11.2632, 0.049728, 1.666537855272e-06, (3, 2))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.04984426498413086, 9.386, 0.040836, 1.307455363531e-06, (3, 2))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.04174232482910156, 6.5702, 0.040836, 8.852812243276e-07, (3, 2))","('SAT', 0.04388546943664551, 6.5702, 0.040836, 8.852812243276e-07, (3, 2))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.030461788177490234, -1, -1, -1, (4, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
