iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.08556056022644043, -1, -1, -1, (0, 1))","('UNSAT', 7.12874436378479, -1, -1, -1, (0, 1))","('UNSAT', 0.05531167984008789, -1, -1, -1, (0, 1))","('UNSAT', 0.05410122871398926, -1, -1, -1, (0, 1))","('UNSAT', 0.05508065223693848, -1, -1, -1, (0, 1))","('UNSAT', 0.05354571342468262, -1, -1, -1, (0, 1))","('UNSAT', 0.054479360580444336, -1, -1, -1, (0, 1))","('UNSAT', 0.05227375030517578, -1, -1, -1, (0, 1))","('UNSAT', 0.05343222618103027, -1, -1, -1, (0, 1))","('UNSAT', 0.0522918701171875, -1, -1, -1, (0, 1))","('UNSAT', 0.0529177188873291, -1, -1, -1, (0, 1))","('UNSAT', 0.05128216743469238, -1, -1, -1, (0, 1))","('UNSAT', 0.055191755294799805, -1, -1, -1, (0, 1))","('UNSAT', 0.05376076698303223, -1, -1, -1, (0, 1))","('UNSAT', 0.05528616905212402, -1, -1, -1, (0, 1))","('UNSAT', 0.05364036560058594, -1, -1, -1, (0, 1))","('UNSAT', 0.05492544174194336, -1, -1, -1, (0, 1))","('UNSAT', 0.051848649978637695, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 44.18482494354248, 85.4126, 0.376738, 3.7733658246000004e-05, (1, 1))","('SAT', 32.45325946807861, 73.6801, 0.357798, 2.6681167582860004e-05, (1, 1))","('UNSAT', 0.06694531440734863, -1, -1, -1, (1, 1))","('UNSAT', 0.10508465766906738, -1, -1, -1, (1, 1))","('UNSAT', 0.0657801628112793, -1, -1, -1, (1, 1))","('UNSAT', 0.1035621166229248, -1, -1, -1, (1, 1))","('UNSAT', 0.06440234184265137, -1, -1, -1, (1, 1))","('UNSAT', 0.0959312915802002, -1, -1, -1, (1, 1))","('UNSAT', 0.06440258026123047, -1, -1, -1, (1, 1))","('UNSAT', 0.09609436988830566, -1, -1, -1, (1, 1))","('UNSAT', 0.06364035606384277, -1, -1, -1, (1, 1))","('UNSAT', 0.09347200393676758, -1, -1, -1, (1, 1))","('UNSAT', 0.0721883773803711, -1, -1, -1, (1, 1))","('UNSAT', 0.10410881042480469, -1, -1, -1, (1, 1))","('UNSAT', 0.06625628471374512, -1, -1, -1, (1, 1))","('UNSAT', 0.10399508476257324, -1, -1, -1, (1, 1))","('UNSAT', 0.06594109535217285, -1, -1, -1, (1, 1))","('UNSAT', 0.09404873847961426, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06615591049194336, -1, -1, -1, (2, 1))","('UNSAT', 0.5963938236236572, -1, -1, -1, (2, 1))","('UNSAT', 0.06949496269226074, -1, -1, -1, (2, 1))","('UNSAT', 0.5993442535400391, -1, -1, -1, (2, 1))","('UNSAT', 0.0637967586517334, -1, -1, -1, (2, 1))","('UNSAT', 0.5323679447174072, -1, -1, -1, (2, 1))","('UNSAT', 0.06342172622680664, -1, -1, -1, (2, 1))","('UNSAT', 0.541755199432373, -1, -1, -1, (2, 1))","('UNSAT', 0.06427407264709473, -1, -1, -1, (2, 1))","('UNSAT', 0.5370633602142334, -1, -1, -1, (2, 1))","('UNSAT', 0.07338500022888184, -1, -1, -1, (2, 1))","('UNSAT', 0.6010150909423828, -1, -1, -1, (2, 1))","('UNSAT', 0.06708431243896484, -1, -1, -1, (2, 1))","('UNSAT', 0.5968790054321289, -1, -1, -1, (2, 1))","('UNSAT', 0.06748342514038086, -1, -1, -1, (2, 1))","('UNSAT', 0.5141069889068604, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06626009941101074, -1, -1, -1, (3, 1))","('UNSAT', 0.6027698516845703, -1, -1, -1, (3, 1))","('UNSAT', 0.06622028350830078, -1, -1, -1, (3, 1))","('UNSAT', 0.5966978073120117, -1, -1, -1, (3, 1))","('UNSAT', 0.06385684013366699, -1, -1, -1, (3, 1))","('UNSAT', 0.552405595779419, -1, -1, -1, (3, 1))","('UNSAT', 0.06316542625427246, -1, -1, -1, (3, 1))","('UNSAT', 0.5302176475524902, -1, -1, -1, (3, 1))","('UNSAT', 0.06272673606872559, -1, -1, -1, (3, 1))","('UNSAT', 0.5368807315826416, -1, -1, -1, (3, 1))","('UNSAT', 0.07036399841308594, -1, -1, -1, (3, 1))","('UNSAT', 0.6011261940002441, -1, -1, -1, (3, 1))","('UNSAT', 0.06568312644958496, -1, -1, -1, (3, 1))","('UNSAT', 0.599285364151001, -1, -1, -1, (3, 1))","('UNSAT', 0.06647634506225586, -1, -1, -1, (3, 1))","('UNSAT', 0.5313205718994141, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06619143486022949, -1, -1, -1, (4, 1))","('UNSAT', 0.6006271839141846, -1, -1, -1, (4, 1))","('UNSAT', 0.0669853687286377, -1, -1, -1, (4, 1))","('UNSAT', 0.5976953506469727, -1, -1, -1, (4, 1))","('UNSAT', 0.06331777572631836, -1, -1, -1, (4, 1))","('UNSAT', 0.5368402004241943, -1, -1, -1, (4, 1))","('UNSAT', 0.0631866455078125, -1, -1, -1, (4, 1))","('UNSAT', 0.5440127849578857, -1, -1, -1, (4, 1))","('UNSAT', 0.06344747543334961, -1, -1, -1, (4, 1))","('UNSAT', 0.5325133800506592, -1, -1, -1, (4, 1))","('UNSAT', 0.06518173217773438, -1, -1, -1, (4, 1))","('UNSAT', 0.5955007076263428, -1, -1, -1, (4, 1))","('UNSAT', 0.06589841842651367, -1, -1, -1, (4, 1))","('UNSAT', 0.6027932167053223, -1, -1, -1, (4, 1))","('UNSAT', 0.0660390853881836, -1, -1, -1, (4, 1))","('UNSAT', 0.5217146873474121, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06630420684814453, -1, -1, -1, (5, 1))","('UNSAT', 0.6070878505706787, -1, -1, -1, (5, 1))","('UNSAT', 0.06632447242736816, -1, -1, -1, (5, 1))","('UNSAT', 0.6015090942382812, -1, -1, -1, (5, 1))","('UNSAT', 0.06319117546081543, -1, -1, -1, (5, 1))","('UNSAT', 0.5337734222412109, -1, -1, -1, (5, 1))","('UNSAT', 0.06328320503234863, -1, -1, -1, (5, 1))","('UNSAT', 0.5367007255554199, -1, -1, -1, (5, 1))","('UNSAT', 0.0623629093170166, -1, -1, -1, (5, 1))","('UNSAT', 0.5386061668395996, -1, -1, -1, (5, 1))","('UNSAT', 0.06995201110839844, -1, -1, -1, (5, 1))","('UNSAT', 0.6020622253417969, -1, -1, -1, (5, 1))","('UNSAT', 0.06579828262329102, -1, -1, -1, (5, 1))","('UNSAT', 0.6005122661590576, -1, -1, -1, (5, 1))","('UNSAT', 0.06918501853942871, -1, -1, -1, (5, 1))","('UNSAT', 0.5145361423492432, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06659889221191406, -1, -1, -1, (6, 1))","('UNSAT', 0.6025550365447998, -1, -1, -1, (6, 1))","('UNSAT', 0.0662083625793457, -1, -1, -1, (6, 1))","('UNSAT', 0.5826945304870605, -1, -1, -1, (6, 1))","('UNSAT', 0.06466174125671387, -1, -1, -1, (6, 1))","('UNSAT', 0.5365161895751953, -1, -1, -1, (6, 1))","('UNSAT', 0.06329464912414551, -1, -1, -1, (6, 1))","('UNSAT', 0.5298993587493896, -1, -1, -1, (6, 1))","('UNSAT', 0.0664522647857666, -1, -1, -1, (6, 1))","('UNSAT', 0.4913623332977295, -1, -1, -1, (6, 1))","('UNSAT', 0.06542754173278809, -1, -1, -1, (6, 1))","('UNSAT', 0.5939562320709229, -1, -1, -1, (6, 1))","('UNSAT', 0.0656275749206543, -1, -1, -1, (6, 1))","('UNSAT', 0.6087751388549805, -1, -1, -1, (6, 1))","('UNSAT', 0.06612920761108398, -1, -1, -1, (6, 1))","('UNSAT', 0.5285706520080566, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0712592601776123, -1, -1, -1, (7, 1))","('UNSAT', 0.602001428604126, -1, -1, -1, (7, 1))","('UNSAT', 0.0661325454711914, -1, -1, -1, (7, 1))","('UNSAT', 0.5345096588134766, -1, -1, -1, (7, 1))","('UNSAT', 0.06340146064758301, -1, -1, -1, (7, 1))","('UNSAT', 0.5344338417053223, -1, -1, -1, (7, 1))","('UNSAT', 0.06444668769836426, -1, -1, -1, (7, 1))","('UNSAT', 0.5485811233520508, -1, -1, -1, (7, 1))","('UNSAT', 0.06331849098205566, -1, -1, -1, (7, 1))","('UNSAT', 0.501683235168457, -1, -1, -1, (7, 1))","('UNSAT', 0.07126522064208984, -1, -1, -1, (7, 1))","('UNSAT', 0.5998334884643555, -1, -1, -1, (7, 1))","('UNSAT', 0.06712031364440918, -1, -1, -1, (7, 1))","('UNSAT', 0.6003766059875488, -1, -1, -1, (7, 1))","('UNSAT', 0.06700444221496582, -1, -1, -1, (7, 1))","('UNSAT', 0.5190718173980713, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0658864974975586, -1, -1, -1, (8, 1))","('UNSAT', 0.6054131984710693, -1, -1, -1, (8, 1))","('UNSAT', 0.06616449356079102, -1, -1, -1, (8, 1))","('UNSAT', 0.5448479652404785, -1, -1, -1, (8, 1))","('UNSAT', 0.06308579444885254, -1, -1, -1, (8, 1))","('UNSAT', 0.5409388542175293, -1, -1, -1, (8, 1))","('UNSAT', 0.06330418586730957, -1, -1, -1, (8, 1))","('UNSAT', 0.5376393795013428, -1, -1, -1, (8, 1))","('UNSAT', 0.06474995613098145, -1, -1, -1, (8, 1))","('UNSAT', 0.532689094543457, -1, -1, -1, (8, 1))","('UNSAT', 0.07240700721740723, -1, -1, -1, (8, 1))","('UNSAT', 0.5983870029449463, -1, -1, -1, (8, 1))","('UNSAT', 0.06642794609069824, -1, -1, -1, (8, 1))","('UNSAT', 0.6015653610229492, -1, -1, -1, (8, 1))","('UNSAT', 0.06573796272277832, -1, -1, -1, (8, 1))","('UNSAT', 0.5132136344909668, -1, -1, -1, (8, 1))"
