iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.43137359619140625, 20.1799, 0.079457, 4.362781965027999e-06, (0, 1))","('SAT', 0.3491079807281494, 8.9167, 0.050388, 1.2490473864089998e-06, (0, 1))","('UNSAT', 0.21129393577575684, -1, -1, -1, (0, 1))","('UNSAT', 0.2132282257080078, -1, -1, -1, (0, 1))","('UNSAT', 0.20873475074768066, -1, -1, -1, (0, 1))","('UNSAT', 0.2072136402130127, -1, -1, -1, (0, 1))","('UNSAT', 0.20259356498718262, -1, -1, -1, (0, 1))","('UNSAT', 0.20632505416870117, -1, -1, -1, (0, 1))","('UNSAT', 0.20544934272766113, -1, -1, -1, (0, 1))","('UNSAT', 0.20736932754516602, -1, -1, -1, (0, 1))","('UNSAT', 0.2149813175201416, -1, -1, -1, (0, 1))","('UNSAT', 0.20829486846923828, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.20582246780395508, -1, -1, -1, (1, 1))","('UNSAT', 0.20567989349365234, -1, -1, -1, (1, 1))","('UNSAT', 0.20166277885437012, -1, -1, -1, (1, 1))","('UNSAT', 0.20307278633117676, -1, -1, -1, (1, 1))","('UNSAT', 0.1978309154510498, -1, -1, -1, (1, 1))","('UNSAT', 0.2020573616027832, -1, -1, -1, (1, 1))","('UNSAT', 0.2270805835723877, -1, -1, -1, (1, 1))","('UNSAT', 0.2028501033782959, -1, -1, -1, (1, 1))","('UNSAT', 0.20460009574890137, -1, -1, -1, (1, 1))","('UNSAT', 0.20255017280578613, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.3305823802947998, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.33391451835632324, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.327913761138916, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.3238070011138916, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.32288146018981934, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.33632469177246094, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.327242374420166, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.32930803298950195, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.33663368225097656, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))","('SAT', 0.32840776443481445, 8.9167, 0.048976, 1.249465526598e-06, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
