iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.0926351547241211, -1, -1, -1, (0, 1))","('UNSAT', 4.098790168762207, -1, -1, -1, (0, 1))","('UNSAT', 0.25766658782958984, -1, -1, -1, (0, 1))","('UNSAT', 0.18313002586364746, -1, -1, -1, (0, 1))","('UNSAT', 2.648995876312256, -1, -1, -1, (0, 1))","('UNSAT', 0.1146543025970459, -1, -1, -1, (0, 1))","('UNSAT', 0.08445596694946289, -1, -1, -1, (0, 1))","('UNSAT', 0.047220706939697266, -1, -1, -1, (0, 1))","('UNSAT', 0.5366947650909424, -1, -1, -1, (0, 1))","('UNSAT', 0.4150371551513672, -1, -1, -1, (0, 1))","('UNSAT', 0.18543243408203125, -1, -1, -1, (0, 1))","('UNSAT', 0.8077139854431152, -1, -1, -1, (0, 1))","('UNSAT', 0.677175760269165, -1, -1, -1, (0, 1))","('UNSAT', 0.10874223709106445, -1, -1, -1, (0, 1))","('UNSAT', 0.22841525077819824, -1, -1, -1, (0, 1))","('UNSAT', 0.18687033653259277, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.7283692359924316, -1, -1, -1, (1, 1))","('UNSAT', 6.143833875656128, -1, -1, -1, (1, 1))","('UNSAT', 1.8904807567596436, -1, -1, -1, (1, 1))","('UNSAT', 4.746973276138306, -1, -1, -1, (1, 1))","('UNSAT', 0.788163423538208, -1, -1, -1, (1, 1))","('UNSAT', 3.2903215885162354, -1, -1, -1, (1, 1))","('UNSAT', 3.9621431827545166, -1, -1, -1, (1, 1))","('UNSAT', 0.05877685546875, -1, -1, -1, (1, 1))","('UNSAT', 2.16565203666687, -1, -1, -1, (1, 1))","('UNSAT', 2.0446348190307617, -1, -1, -1, (1, 1))","('UNSAT', 2.548846483230591, -1, -1, -1, (1, 1))","('UNSAT', 3.083998441696167, -1, -1, -1, (1, 1))","('UNSAT', 1.1168503761291504, -1, -1, -1, (1, 1))","('UNSAT', 1.390775442123413, -1, -1, -1, (1, 1))","('UNSAT', 0.6367683410644531, -1, -1, -1, (1, 1))","('UNSAT', 2.1249537467956543, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 6.046963453292847, -1, -1, -1, (2, 1))","('SAT', 14.825384378433228, 97.6144, 0.430333, 4.730027285405e-05, (2, 1))","('UNSAT', 2.311525583267212, -1, -1, -1, (2, 1))","('UNSAT', 5.726445436477661, -1, -1, -1, (2, 1))","('UNSAT', 2.3834567070007324, -1, -1, -1, (2, 1))","('SAT', 11.347736597061157, 36.6054, 0.138211, 6.552858394571e-06, (2, 1))","('UNSAT', 5.505475997924805, -1, -1, -1, (2, 1))","('UNSAT', 0.5070400238037109, -1, -1, -1, (2, 1))","('UNSAT', 0.1903061866760254, -1, -1, -1, (2, 1))","('UNSAT', 2.517265558242798, -1, -1, -1, (2, 1))","('UNSAT', 3.122175693511963, -1, -1, -1, (2, 1))","('UNSAT', 3.138427257537842, -1, -1, -1, (2, 1))","('UNSAT', 2.6440818309783936, -1, -1, -1, (2, 1))","('UNSAT', 5.306162118911743, -1, -1, -1, (2, 1))","('UNSAT', 3.94120192527771, -1, -1, -1, (2, 1))","('UNSAT', 2.0617430210113525, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 5.981797933578491, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 4.070722341537476, -1, -1, -1, (3, 1))","('UNSAT', 6.882887363433838, -1, -1, -1, (3, 1))","('UNSAT', 2.842449426651001, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.3730385303497314, -1, -1, -1, (3, 1))","('UNSAT', 1.0866813659667969, -1, -1, -1, (3, 1))","('UNSAT', 1.3648490905761719, -1, -1, -1, (3, 1))","('UNSAT', 1.7525343894958496, -1, -1, -1, (3, 1))","('UNSAT', 3.1092677116394043, -1, -1, -1, (3, 1))","('UNSAT', 5.030641317367554, -1, -1, -1, (3, 1))","('UNSAT', 3.860208034515381, -1, -1, -1, (3, 1))","('UNSAT', 2.057004690170288, -1, -1, -1, (3, 1))","('UNSAT', 3.382995128631592, -1, -1, -1, (3, 1))","('UNSAT', 3.6340906620025635, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 5.961702108383179, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.1456184387207031, -1, -1, -1, (4, 1))","('UNSAT', 4.072593927383423, -1, -1, -1, (4, 1))","('UNSAT', 3.4702091217041016, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.372976303100586, -1, -1, -1, (4, 1))","('UNSAT', 0.5253164768218994, -1, -1, -1, (4, 1))","('UNSAT', 1.128866195678711, -1, -1, -1, (4, 1))","('UNSAT', 0.9070289134979248, -1, -1, -1, (4, 1))","('UNSAT', 2.55094838142395, -1, -1, -1, (4, 1))","('UNSAT', 5.462857723236084, -1, -1, -1, (4, 1))","('UNSAT', 4.622630596160889, -1, -1, -1, (4, 1))","('UNSAT', 3.5661323070526123, -1, -1, -1, (4, 1))","('UNSAT', 4.768420934677124, -1, -1, -1, (4, 1))","('UNSAT', 3.764238119125366, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 4.97422981262207, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 4.1477484703063965, -1, -1, -1, (5, 1))","('UNSAT', 4.69218635559082, -1, -1, -1, (5, 1))","('UNSAT', 0.8183989524841309, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.6994593143463135, -1, -1, -1, (5, 1))","('UNSAT', 0.6357007026672363, -1, -1, -1, (5, 1))","('UNSAT', 2.085536241531372, -1, -1, -1, (5, 1))","('UNSAT', 0.9161524772644043, -1, -1, -1, (5, 1))","('UNSAT', 2.548158884048462, -1, -1, -1, (5, 1))","('UNSAT', 6.123401165008545, -1, -1, -1, (5, 1))","('UNSAT', 5.551915407180786, -1, -1, -1, (5, 1))","('UNSAT', 3.603505849838257, -1, -1, -1, (5, 1))","('UNSAT', 4.222697973251343, -1, -1, -1, (5, 1))","('UNSAT', 3.903189182281494, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 4.849131107330322, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.9611284732818604, -1, -1, -1, (6, 1))","('UNSAT', 3.790830612182617, -1, -1, -1, (6, 1))","('UNSAT', 0.9747962951660156, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.237871885299683, -1, -1, -1, (6, 1))","('UNSAT', 1.0865752696990967, -1, -1, -1, (6, 1))","('UNSAT', 2.1266286373138428, -1, -1, -1, (6, 1))","('UNSAT', 0.9077205657958984, -1, -1, -1, (6, 1))","('UNSAT', 2.5479700565338135, -1, -1, -1, (6, 1))","('UNSAT', 6.133678913116455, -1, -1, -1, (6, 1))","('UNSAT', 5.475827217102051, -1, -1, -1, (6, 1))","('UNSAT', 3.575075387954712, -1, -1, -1, (6, 1))","('UNSAT', 4.1030189990997314, -1, -1, -1, (6, 1))","('UNSAT', 3.6969943046569824, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 3.9762489795684814, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.5727436542510986, -1, -1, -1, (7, 1))","('UNSAT', 6.767408609390259, -1, -1, -1, (7, 1))","('UNSAT', 1.2474970817565918, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.258253335952759, -1, -1, -1, (7, 1))","('UNSAT', 1.0860724449157715, -1, -1, -1, (7, 1))","('UNSAT', 2.124199390411377, -1, -1, -1, (7, 1))","('UNSAT', 0.8940906524658203, -1, -1, -1, (7, 1))","('UNSAT', 2.561981201171875, -1, -1, -1, (7, 1))","('UNSAT', 6.259446620941162, -1, -1, -1, (7, 1))","('UNSAT', 5.883305311203003, -1, -1, -1, (7, 1))","('UNSAT', 3.5514020919799805, -1, -1, -1, (7, 1))","('UNSAT', 4.0186767578125, -1, -1, -1, (7, 1))","('UNSAT', 3.608288288116455, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 3.328831434249878, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.5619595050811768, -1, -1, -1, (8, 1))","('UNSAT', 5.630398273468018, -1, -1, -1, (8, 1))","('UNSAT', 2.3273582458496094, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.250577926635742, -1, -1, -1, (8, 1))","('UNSAT', 1.0816118717193604, -1, -1, -1, (8, 1))","('UNSAT', 2.1382687091827393, -1, -1, -1, (8, 1))","('UNSAT', 0.8965866565704346, -1, -1, -1, (8, 1))","('UNSAT', 2.524121046066284, -1, -1, -1, (8, 1))","('UNSAT', 4.414203643798828, -1, -1, -1, (8, 1))","('UNSAT', 4.6635048389434814, -1, -1, -1, (8, 1))","('UNSAT', 3.8538782596588135, -1, -1, -1, (8, 1))","('UNSAT', 4.867584466934204, -1, -1, -1, (8, 1))","('UNSAT', 3.6745259761810303, -1, -1, -1, (8, 1))"
