iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 414.9888722896576, 260.4615, 0.770335, 0.0001879324117908, (0, 1))","('SAT', 378.8752021789551, 242.1588, 0.748696, 0.0001573749468662, (0, 1))","('SAT', 376.9401926994324, 237.4658, 0.709717, 0.00014637400454380002, (0, 1))","('UNSAT', 0.39089441299438477, -1, -1, -1, (0, 1))","('UNSAT', 44.4206063747406, -1, -1, -1, (0, 1))","('UNSAT', 0.34589719772338867, -1, -1, -1, (0, 1))","('UNSAT', 0.2910294532775879, -1, -1, -1, (0, 1))","('SAT', 376.7602562904358, 231.3649, 0.709717, 0.00014376461331270003, (0, 1))","('SAT', 364.9225606918335, 226.6719, 0.709717, 0.0001432141143596, (0, 1))","('SAT', 360.05811166763306, 173.641, 0.586358, 0.0001107032439904, (0, 1))","('SAT', 335.4018371105194, 169.4173, 0.530382, 0.0001083118550014, (0, 1))","('UNSAT', 80.09934973716736, -1, -1, -1, (0, 1))","('UNSAT', 80.40975761413574, -1, -1, -1, (0, 1))","('UNSAT', 80.1284556388855, -1, -1, -1, (0, 1))","('UNSAT', 79.75103211402893, -1, -1, -1, (0, 1))","('UNSAT', 79.74602913856506, -1, -1, -1, (0, 1))","('UNSAT', 80.8493812084198, -1, -1, -1, (0, 1))","('UNSAT', 79.40771889686584, -1, -1, -1, (0, 1))","('UNSAT', 79.29942107200623, -1, -1, -1, (0, 1))","('UNSAT', 79.28592348098755, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.711824893951416, -1, -1, -1, (1, 1))","('UNSAT', 44.43331336975098, -1, -1, -1, (1, 1))","('UNSAT', 19.834522008895874, -1, -1, -1, (1, 1))","('UNSAT', 0.31598544120788574, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.454137325286865, -1, -1, -1, (1, 1))","('UNSAT', 52.21484899520874, -1, -1, -1, (1, 1))","('UNSAT', 52.301910161972046, -1, -1, -1, (1, 1))","('UNSAT', 52.19705271720886, -1, -1, -1, (1, 1))","('UNSAT', 52.53382205963135, -1, -1, -1, (1, 1))","('UNSAT', 52.7434868812561, -1, -1, -1, (1, 1))","('UNSAT', 51.92388963699341, -1, -1, -1, (1, 1))","('UNSAT', 51.961642265319824, -1, -1, -1, (1, 1))","('UNSAT', 51.90611243247986, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.719892978668213, -1, -1, -1, (2, 1))","('UNSAT', 44.33441519737244, -1, -1, -1, (2, 1))","('UNSAT', 19.790148973464966, -1, -1, -1, (2, 1))","('UNSAT', 0.31589579582214355, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.47787070274353, -1, -1, -1, (2, 1))","('UNSAT', 12.433553695678711, -1, -1, -1, (2, 1))","('UNSAT', 12.361338376998901, -1, -1, -1, (2, 1))","('UNSAT', 12.39380669593811, -1, -1, -1, (2, 1))","('UNSAT', 12.416086912155151, -1, -1, -1, (2, 1))","('UNSAT', 12.582109212875366, -1, -1, -1, (2, 1))","('UNSAT', 12.361700773239136, -1, -1, -1, (2, 1))","('UNSAT', 12.279374361038208, -1, -1, -1, (2, 1))","('UNSAT', 12.266316413879395, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.71239972114563, -1, -1, -1, (3, 1))","('UNSAT', 151.2118604183197, -1, -1, -1, (3, 1))","('UNSAT', 19.852654457092285, -1, -1, -1, (3, 1))","('UNSAT', 0.3134593963623047, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.394625663757324, -1, -1, -1, (3, 1))","('UNSAT', 12.46520185470581, -1, -1, -1, (3, 1))","('UNSAT', 12.486253499984741, -1, -1, -1, (3, 1))","('UNSAT', 12.39413571357727, -1, -1, -1, (3, 1))","('UNSAT', 12.43786358833313, -1, -1, -1, (3, 1))","('UNSAT', 12.58323049545288, -1, -1, -1, (3, 1))","('UNSAT', 12.280852317810059, -1, -1, -1, (3, 1))","('UNSAT', 12.324385166168213, -1, -1, -1, (3, 1))","('UNSAT', 12.271646499633789, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.709655523300171, -1, -1, -1, (4, 1))","('UNSAT', 44.532472133636475, -1, -1, -1, (4, 1))","('UNSAT', 19.87620210647583, -1, -1, -1, (4, 1))","('UNSAT', 0.3233513832092285, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.404364347457886, -1, -1, -1, (4, 1))","('UNSAT', 12.410375356674194, -1, -1, -1, (4, 1))","('UNSAT', 12.399620056152344, -1, -1, -1, (4, 1))","('UNSAT', 12.486934423446655, -1, -1, -1, (4, 1))","('UNSAT', 12.443089723587036, -1, -1, -1, (4, 1))","('UNSAT', 12.54253101348877, -1, -1, -1, (4, 1))","('UNSAT', 12.341752767562866, -1, -1, -1, (4, 1))","('UNSAT', 12.308566331863403, -1, -1, -1, (4, 1))","('UNSAT', 12.279373168945312, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.7014927864074707, -1, -1, -1, (5, 1))","('UNSAT', 151.59754133224487, -1, -1, -1, (5, 1))","('UNSAT', 20.03691005706787, -1, -1, -1, (5, 1))","('UNSAT', 0.3134777545928955, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.457109928131104, -1, -1, -1, (5, 1))","('UNSAT', 12.441507339477539, -1, -1, -1, (5, 1))","('UNSAT', 12.444565534591675, -1, -1, -1, (5, 1))","('UNSAT', 12.467167615890503, -1, -1, -1, (5, 1))","('UNSAT', 12.398447751998901, -1, -1, -1, (5, 1))","('UNSAT', 12.51185917854309, -1, -1, -1, (5, 1))","('UNSAT', 12.24467134475708, -1, -1, -1, (5, 1))","('UNSAT', 12.32962417602539, -1, -1, -1, (5, 1))","('UNSAT', 12.327577352523804, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.7128989696502686, -1, -1, -1, (6, 1))","('UNSAT', 152.05046153068542, -1, -1, -1, (6, 1))","('UNSAT', 19.894245386123657, -1, -1, -1, (6, 1))","('UNSAT', 0.31491851806640625, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.458295345306396, -1, -1, -1, (6, 1))","('UNSAT', 12.422312259674072, -1, -1, -1, (6, 1))","('UNSAT', 12.41572380065918, -1, -1, -1, (6, 1))","('UNSAT', 12.396381616592407, -1, -1, -1, (6, 1))","('UNSAT', 12.436005115509033, -1, -1, -1, (6, 1))","('UNSAT', 12.592108488082886, -1, -1, -1, (6, 1))","('UNSAT', 12.405693769454956, -1, -1, -1, (6, 1))","('UNSAT', 12.273927927017212, -1, -1, -1, (6, 1))","('UNSAT', 12.304385900497437, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.7319393157958984, -1, -1, -1, (7, 1))","('UNSAT', 151.8445975780487, -1, -1, -1, (7, 1))","('UNSAT', 19.897310733795166, -1, -1, -1, (7, 1))","('UNSAT', 0.31237101554870605, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.433091163635254, -1, -1, -1, (7, 1))","('UNSAT', 12.441200017929077, -1, -1, -1, (7, 1))","('UNSAT', 12.334349393844604, -1, -1, -1, (7, 1))","('UNSAT', 12.440083980560303, -1, -1, -1, (7, 1))","('UNSAT', 12.414562225341797, -1, -1, -1, (7, 1))","('UNSAT', 12.521229028701782, -1, -1, -1, (7, 1))","('UNSAT', 12.344846487045288, -1, -1, -1, (7, 1))","('UNSAT', 12.255188465118408, -1, -1, -1, (7, 1))","('UNSAT', 12.284988403320312, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 2.7086708545684814, -1, -1, -1, (8, 1))","('UNSAT', 44.59210824966431, -1, -1, -1, (8, 1))","('UNSAT', 19.87514853477478, -1, -1, -1, (8, 1))","('UNSAT', 0.31293320655822754, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.43735384941101, -1, -1, -1, (8, 1))","('UNSAT', 12.390174865722656, -1, -1, -1, (8, 1))","('UNSAT', 12.487895488739014, -1, -1, -1, (8, 1))","('UNSAT', 12.446955442428589, -1, -1, -1, (8, 1))","('UNSAT', 12.382688045501709, -1, -1, -1, (8, 1))","('UNSAT', 12.503332376480103, -1, -1, -1, (8, 1))","('UNSAT', 12.320922374725342, -1, -1, -1, (8, 1))","('UNSAT', 12.294514894485474, -1, -1, -1, (8, 1))","('UNSAT', 12.360013723373413, -1, -1, -1, (8, 1))"
