iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.09968137741088867, -1, -1, -1, (0, 1))","('UNSAT', 0.10105562210083008, -1, -1, -1, (0, 1))","('UNSAT', 0.0979914665222168, -1, -1, -1, (0, 1))","('UNSAT', 0.09862494468688965, -1, -1, -1, (0, 1))","('UNSAT', 0.10134100914001465, -1, -1, -1, (0, 1))","('UNSAT', 0.16801929473876953, -1, -1, -1, (0, 1))","('UNSAT', 0.10141897201538086, -1, -1, -1, (0, 1))","('UNSAT', 0.1010439395904541, -1, -1, -1, (0, 1))","('UNSAT', 0.17040205001831055, -1, -1, -1, (0, 1))","('UNSAT', 0.10132956504821777, -1, -1, -1, (0, 1))","('UNSAT', 0.09950494766235352, -1, -1, -1, (0, 1))","('UNSAT', 0.1697697639465332, -1, -1, -1, (0, 1))","('UNSAT', 0.09930920600891113, -1, -1, -1, (0, 1))","('UNSAT', 0.10120987892150879, -1, -1, -1, (0, 1))","('UNSAT', 0.16563129425048828, -1, -1, -1, (0, 1))","('UNSAT', 0.1145634651184082, -1, -1, -1, (0, 1))","('UNSAT', 0.13441753387451172, -1, -1, -1, (0, 1))","('UNSAT', 0.176849365234375, -1, -1, -1, (0, 1))","('UNSAT', 0.1151571273803711, -1, -1, -1, (0, 1))","('UNSAT', 0.10005354881286621, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.13764095306396484, -1, -1, -1, (1, 1))","('UNSAT', 0.12410640716552734, -1, -1, -1, (1, 1))","('UNSAT', 0.11065340042114258, -1, -1, -1, (1, 1))","('UNSAT', 0.1108546257019043, -1, -1, -1, (1, 1))","('UNSAT', 0.17604970932006836, -1, -1, -1, (1, 1))","('UNSAT', 0.17023468017578125, -1, -1, -1, (1, 1))","('UNSAT', 0.5497262477874756, -1, -1, -1, (1, 1))","('UNSAT', 0.1730945110321045, -1, -1, -1, (1, 1))","('UNSAT', 0.1712954044342041, -1, -1, -1, (1, 1))","('UNSAT', 0.5545873641967773, -1, -1, -1, (1, 1))","('UNSAT', 0.16643667221069336, -1, -1, -1, (1, 1))","('UNSAT', 0.17023897171020508, -1, -1, -1, (1, 1))","('UNSAT', 0.5131161212921143, -1, -1, -1, (1, 1))","('UNSAT', 1.1010100841522217, -1, -1, -1, (1, 1))","('UNSAT', 0.16530609130859375, -1, -1, -1, (1, 1))","('UNSAT', 0.13581085205078125, -1, -1, -1, (1, 1))","('UNSAT', 0.8393380641937256, -1, -1, -1, (1, 1))","('UNSAT', 0.17427277565002441, -1, -1, -1, (1, 1))","('UNSAT', 0.11570191383361816, -1, -1, -1, (1, 1))","('UNSAT', 3.314875841140747, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.13799333572387695, -1, -1, -1, (2, 1))","('UNSAT', 0.1164858341217041, -1, -1, -1, (2, 1))","('UNSAT', 0.11150646209716797, -1, -1, -1, (2, 1))","('UNSAT', 0.11195087432861328, -1, -1, -1, (2, 1))","('UNSAT', 0.17618680000305176, -1, -1, -1, (2, 1))","('UNSAT', 0.21342062950134277, -1, -1, -1, (2, 1))","('UNSAT', 0.5485658645629883, -1, -1, -1, (2, 1))","('UNSAT', 0.17522692680358887, -1, -1, -1, (2, 1))","('UNSAT', 0.2095623016357422, -1, -1, -1, (2, 1))","('UNSAT', 0.5511600971221924, -1, -1, -1, (2, 1))","('SAT', 203.60721635818481, 132.8119, 0.486608, 0.0001087991258828, (2, 1))","('UNSAT', 0.21813201904296875, -1, -1, -1, (2, 1))","('UNSAT', 0.502690315246582, -1, -1, -1, (2, 1))","('UNSAT', 1.0954124927520752, -1, -1, -1, (2, 1))","('UNSAT', 0.20803070068359375, -1, -1, -1, (2, 1))","('UNSAT', 0.11408376693725586, -1, -1, -1, (2, 1))","('UNSAT', 0.8256309032440186, -1, -1, -1, (2, 1))","('UNSAT', 0.2174243927001953, -1, -1, -1, (2, 1))","('UNSAT', 0.11588835716247559, -1, -1, -1, (2, 1))","('UNSAT', 3.3006064891815186, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.13802409172058105, -1, -1, -1, (3, 1))","('UNSAT', 0.11628413200378418, -1, -1, -1, (3, 1))","('UNSAT', 0.11063575744628906, -1, -1, -1, (3, 1))","('UNSAT', 0.1115715503692627, -1, -1, -1, (3, 1))","('UNSAT', 0.17524242401123047, -1, -1, -1, (3, 1))","('UNSAT', 0.20761394500732422, -1, -1, -1, (3, 1))","('UNSAT', 0.5407540798187256, -1, -1, -1, (3, 1))","('UNSAT', 0.17335772514343262, -1, -1, -1, (3, 1))","('UNSAT', 0.2129199504852295, -1, -1, -1, (3, 1))","('UNSAT', 0.5514781475067139, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.21085524559020996, -1, -1, -1, (3, 1))","('UNSAT', 0.5048379898071289, -1, -1, -1, (3, 1))","('UNSAT', 1.099489450454712, -1, -1, -1, (3, 1))","('UNSAT', 0.20487403869628906, -1, -1, -1, (3, 1))","('UNSAT', 0.11464524269104004, -1, -1, -1, (3, 1))","('UNSAT', 0.8334677219390869, -1, -1, -1, (3, 1))","('UNSAT', 0.2182910442352295, -1, -1, -1, (3, 1))","('UNSAT', 0.11467623710632324, -1, -1, -1, (3, 1))","('UNSAT', 3.263704538345337, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.1380162239074707, -1, -1, -1, (4, 1))","('UNSAT', 0.11674976348876953, -1, -1, -1, (4, 1))","('UNSAT', 0.11056089401245117, -1, -1, -1, (4, 1))","('UNSAT', 0.11126518249511719, -1, -1, -1, (4, 1))","('UNSAT', 0.18351149559020996, -1, -1, -1, (4, 1))","('UNSAT', 0.20955228805541992, -1, -1, -1, (4, 1))","('UNSAT', 0.5421791076660156, -1, -1, -1, (4, 1))","('UNSAT', 0.17316532135009766, -1, -1, -1, (4, 1))","('UNSAT', 0.21258878707885742, -1, -1, -1, (4, 1))","('UNSAT', 0.5555458068847656, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.21030712127685547, -1, -1, -1, (4, 1))","('UNSAT', 0.5083115100860596, -1, -1, -1, (4, 1))","('UNSAT', 1.0914733409881592, -1, -1, -1, (4, 1))","('UNSAT', 0.208251953125, -1, -1, -1, (4, 1))","('UNSAT', 0.1143190860748291, -1, -1, -1, (4, 1))","('UNSAT', 0.8199479579925537, -1, -1, -1, (4, 1))","('UNSAT', 0.2188706398010254, -1, -1, -1, (4, 1))","('UNSAT', 0.11554622650146484, -1, -1, -1, (4, 1))","('UNSAT', 3.3294970989227295, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.13796734809875488, -1, -1, -1, (5, 1))","('UNSAT', 0.11630082130432129, -1, -1, -1, (5, 1))","('UNSAT', 0.1112673282623291, -1, -1, -1, (5, 1))","('UNSAT', 0.11160635948181152, -1, -1, -1, (5, 1))","('UNSAT', 0.17484617233276367, -1, -1, -1, (5, 1))","('UNSAT', 0.2087712287902832, -1, -1, -1, (5, 1))","('UNSAT', 0.5406315326690674, -1, -1, -1, (5, 1))","('UNSAT', 0.17342901229858398, -1, -1, -1, (5, 1))","('UNSAT', 0.2107100486755371, -1, -1, -1, (5, 1))","('UNSAT', 0.551504373550415, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.21033191680908203, -1, -1, -1, (5, 1))","('UNSAT', 0.49402713775634766, -1, -1, -1, (5, 1))","('UNSAT', 1.089442253112793, -1, -1, -1, (5, 1))","('UNSAT', 0.20691728591918945, -1, -1, -1, (5, 1))","('UNSAT', 0.11425185203552246, -1, -1, -1, (5, 1))","('UNSAT', 0.8216485977172852, -1, -1, -1, (5, 1))","('UNSAT', 0.21871209144592285, -1, -1, -1, (5, 1))","('UNSAT', 0.11558985710144043, -1, -1, -1, (5, 1))","('UNSAT', 3.286261558532715, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.1389293670654297, -1, -1, -1, (6, 1))","('UNSAT', 0.1161813735961914, -1, -1, -1, (6, 1))","('UNSAT', 0.11126446723937988, -1, -1, -1, (6, 1))","('UNSAT', 0.11173367500305176, -1, -1, -1, (6, 1))","('UNSAT', 0.17427635192871094, -1, -1, -1, (6, 1))","('UNSAT', 0.21321344375610352, -1, -1, -1, (6, 1))","('UNSAT', 0.5437660217285156, -1, -1, -1, (6, 1))","('UNSAT', 0.17305421829223633, -1, -1, -1, (6, 1))","('UNSAT', 0.21071195602416992, -1, -1, -1, (6, 1))","('UNSAT', 0.5544726848602295, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.21089959144592285, -1, -1, -1, (6, 1))","('UNSAT', 0.49816036224365234, -1, -1, -1, (6, 1))","('UNSAT', 1.0857899188995361, -1, -1, -1, (6, 1))","('UNSAT', 0.20733141899108887, -1, -1, -1, (6, 1))","('UNSAT', 0.11454987525939941, -1, -1, -1, (6, 1))","('UNSAT', 0.8171319961547852, -1, -1, -1, (6, 1))","('UNSAT', 0.21480917930603027, -1, -1, -1, (6, 1))","('UNSAT', 0.11534714698791504, -1, -1, -1, (6, 1))","('UNSAT', 3.235459566116333, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.1378161907196045, -1, -1, -1, (7, 1))","('UNSAT', 0.11638188362121582, -1, -1, -1, (7, 1))","('UNSAT', 0.11092925071716309, -1, -1, -1, (7, 1))","('UNSAT', 0.11133766174316406, -1, -1, -1, (7, 1))","('UNSAT', 0.17528414726257324, -1, -1, -1, (7, 1))","('UNSAT', 0.2108478546142578, -1, -1, -1, (7, 1))","('UNSAT', 0.5428013801574707, -1, -1, -1, (7, 1))","('UNSAT', 0.17288756370544434, -1, -1, -1, (7, 1))","('UNSAT', 0.21146941184997559, -1, -1, -1, (7, 1))","('UNSAT', 0.5548672676086426, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.2106931209564209, -1, -1, -1, (7, 1))","('UNSAT', 0.4982457160949707, -1, -1, -1, (7, 1))","('UNSAT', 1.0977540016174316, -1, -1, -1, (7, 1))","('UNSAT', 0.20481562614440918, -1, -1, -1, (7, 1))","('UNSAT', 0.11502218246459961, -1, -1, -1, (7, 1))","('UNSAT', 0.821638822555542, -1, -1, -1, (7, 1))","('UNSAT', 0.2165975570678711, -1, -1, -1, (7, 1))","('UNSAT', 0.11439919471740723, -1, -1, -1, (7, 1))","('UNSAT', 3.2065837383270264, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.13693594932556152, -1, -1, -1, (8, 1))","('UNSAT', 0.11652755737304688, -1, -1, -1, (8, 1))","('UNSAT', 0.11037230491638184, -1, -1, -1, (8, 1))","('UNSAT', 0.11287307739257812, -1, -1, -1, (8, 1))","('UNSAT', 0.17569375038146973, -1, -1, -1, (8, 1))","('UNSAT', 0.21579265594482422, -1, -1, -1, (8, 1))","('UNSAT', 0.5397429466247559, -1, -1, -1, (8, 1))","('UNSAT', 0.1724238395690918, -1, -1, -1, (8, 1))","('UNSAT', 0.21858620643615723, -1, -1, -1, (8, 1))","('UNSAT', 0.5541763305664062, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.22649526596069336, -1, -1, -1, (8, 1))","('UNSAT', 0.4945697784423828, -1, -1, -1, (8, 1))","('UNSAT', 1.0936355590820312, -1, -1, -1, (8, 1))","('UNSAT', 0.21227097511291504, -1, -1, -1, (8, 1))","('UNSAT', 0.11409807205200195, -1, -1, -1, (8, 1))","('UNSAT', 0.8330948352813721, -1, -1, -1, (8, 1))","('UNSAT', 0.22211647033691406, -1, -1, -1, (8, 1))","('UNSAT', 0.11449670791625977, -1, -1, -1, (8, 1))","('UNSAT', 3.2143988609313965, -1, -1, -1, (8, 1))"
