iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 418.45254158973694, 269.3782, 0.583892, 0.00019001134205610002, (0, 1))","('SAT', 386.3270788192749, 226.6719, 0.432258, 0.00012146327208030002, (0, 1))","('SAT', 371.5766067504883, 173.1717, 0.375989, 7.105641998351001e-05, (0, 1))","('SAT', 336.9346628189087, 158.1541, 0.370075, 6.02488835284e-05, (0, 1))","('SAT', 320.2309515476227, 127.1803, 0.316848, 5.1333863666510004e-05, (0, 1))","('SAT', 306.1743116378784, 105.1232, 0.301538, 3.853984162561e-05, (0, 1))","('SAT', 290.16904401779175, 99.4916, 0.366459, 3.754870340344e-05, (0, 1))","('UNSAT', 0.17180490493774414, -1, -1, -1, (0, 1))","('UNSAT', 0.17256593704223633, -1, -1, -1, (0, 1))","('UNSAT', 0.16870617866516113, -1, -1, -1, (0, 1))","('UNSAT', 0.18338632583618164, -1, -1, -1, (0, 1))","('UNSAT', 0.1680605411529541, -1, -1, -1, (0, 1))","('UNSAT', 0.17132210731506348, -1, -1, -1, (0, 1))","('UNSAT', 0.16850709915161133, -1, -1, -1, (0, 1))","('UNSAT', 0.17541193962097168, -1, -1, -1, (0, 1))","('UNSAT', 0.16747355461120605, -1, -1, -1, (0, 1))","('UNSAT', 0.16918087005615234, -1, -1, -1, (0, 1))","('UNSAT', 0.17630290985107422, -1, -1, -1, (0, 1))","('UNSAT', 0.16775178909301758, -1, -1, -1, (0, 1))","('UNSAT', 0.17532610893249512, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.9509899616241455, -1, -1, -1, (1, 1))","('UNSAT', 0.2546842098236084, -1, -1, -1, (1, 1))","('UNSAT', 1.942213535308838, -1, -1, -1, (1, 1))","('UNSAT', 0.24502015113830566, -1, -1, -1, (1, 1))","('UNSAT', 1.5460562705993652, -1, -1, -1, (1, 1))","('UNSAT', 0.19417762756347656, -1, -1, -1, (1, 1))","('UNSAT', 10.98469877243042, -1, -1, -1, (1, 1))","('UNSAT', 2.94206166267395, -1, -1, -1, (1, 1))","('UNSAT', 0.18451380729675293, -1, -1, -1, (1, 1))","('UNSAT', 2.909710168838501, -1, -1, -1, (1, 1))","('UNSAT', 1.5430209636688232, -1, -1, -1, (1, 1))","('UNSAT', 0.21015548706054688, -1, -1, -1, (1, 1))","('UNSAT', 1.9363274574279785, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.288549900054932, -1, -1, -1, (2, 1))","('UNSAT', 0.21149802207946777, -1, -1, -1, (2, 1))","('UNSAT', 5.316153287887573, -1, -1, -1, (2, 1))","('UNSAT', 0.215620756149292, -1, -1, -1, (2, 1))","('UNSAT', 1.5531091690063477, -1, -1, -1, (2, 1))","('UNSAT', 0.672128438949585, -1, -1, -1, (2, 1))","('UNSAT', 39.681291341781616, -1, -1, -1, (2, 1))","('UNSAT', 2.9483869075775146, -1, -1, -1, (2, 1))","('UNSAT', 0.1932966709136963, -1, -1, -1, (2, 1))","('UNSAT', 2.928300142288208, -1, -1, -1, (2, 1))","('UNSAT', 1.5479962825775146, -1, -1, -1, (2, 1))","('UNSAT', 1.6108152866363525, -1, -1, -1, (2, 1))","('UNSAT', 5.244936227798462, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.325310468673706, -1, -1, -1, (3, 1))","('UNSAT', 0.237030029296875, -1, -1, -1, (3, 1))","('UNSAT', 5.259568214416504, -1, -1, -1, (3, 1))","('UNSAT', 0.21099519729614258, -1, -1, -1, (3, 1))","('UNSAT', 1.5652449131011963, -1, -1, -1, (3, 1))","('UNSAT', 0.6938917636871338, -1, -1, -1, (3, 1))","('UNSAT', 25.478749990463257, -1, -1, -1, (3, 1))","('UNSAT', 2.926985025405884, -1, -1, -1, (3, 1))","('UNSAT', 0.18438935279846191, -1, -1, -1, (3, 1))","('UNSAT', 2.9128036499023438, -1, -1, -1, (3, 1))","('UNSAT', 1.5501539707183838, -1, -1, -1, (3, 1))","('UNSAT', 1.604116439819336, -1, -1, -1, (3, 1))","('UNSAT', 5.254601955413818, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.289608478546143, -1, -1, -1, (4, 1))","('UNSAT', 0.2106325626373291, -1, -1, -1, (4, 1))","('UNSAT', 5.288553237915039, -1, -1, -1, (4, 1))","('UNSAT', 0.2114720344543457, -1, -1, -1, (4, 1))","('UNSAT', 1.573714017868042, -1, -1, -1, (4, 1))","('UNSAT', 0.6744120121002197, -1, -1, -1, (4, 1))","('UNSAT', 39.624231576919556, -1, -1, -1, (4, 1))","('UNSAT', 2.9415628910064697, -1, -1, -1, (4, 1))","('UNSAT', 0.1842503547668457, -1, -1, -1, (4, 1))","('UNSAT', 2.9362993240356445, -1, -1, -1, (4, 1))","('UNSAT', 1.572225570678711, -1, -1, -1, (4, 1))","('UNSAT', 1.600266933441162, -1, -1, -1, (4, 1))","('UNSAT', 5.244091272354126, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.328573942184448, -1, -1, -1, (5, 1))","('UNSAT', 0.2108142375946045, -1, -1, -1, (5, 1))","('UNSAT', 5.264435052871704, -1, -1, -1, (5, 1))","('UNSAT', 0.22145366668701172, -1, -1, -1, (5, 1))","('UNSAT', 1.57364821434021, -1, -1, -1, (5, 1))","('UNSAT', 0.7013242244720459, -1, -1, -1, (5, 1))","('UNSAT', 25.57650923728943, -1, -1, -1, (5, 1))","('UNSAT', 2.9291257858276367, -1, -1, -1, (5, 1))","('UNSAT', 0.18526434898376465, -1, -1, -1, (5, 1))","('UNSAT', 2.921722888946533, -1, -1, -1, (5, 1))","('UNSAT', 1.5701549053192139, -1, -1, -1, (5, 1))","('UNSAT', 1.6083133220672607, -1, -1, -1, (5, 1))","('UNSAT', 5.2681965827941895, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.280540943145752, -1, -1, -1, (6, 1))","('UNSAT', 0.21651363372802734, -1, -1, -1, (6, 1))","('UNSAT', 5.273221015930176, -1, -1, -1, (6, 1))","('UNSAT', 0.2114107608795166, -1, -1, -1, (6, 1))","('UNSAT', 1.5706698894500732, -1, -1, -1, (6, 1))","('UNSAT', 0.7009751796722412, -1, -1, -1, (6, 1))","('UNSAT', 25.403056621551514, -1, -1, -1, (6, 1))","('UNSAT', 2.9522504806518555, -1, -1, -1, (6, 1))","('UNSAT', 0.18474793434143066, -1, -1, -1, (6, 1))","('UNSAT', 2.9163825511932373, -1, -1, -1, (6, 1))","('UNSAT', 1.577327013015747, -1, -1, -1, (6, 1))","('UNSAT', 1.6068766117095947, -1, -1, -1, (6, 1))","('UNSAT', 5.252948045730591, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.296241998672485, -1, -1, -1, (7, 1))","('UNSAT', 0.21029281616210938, -1, -1, -1, (7, 1))","('UNSAT', 5.267181158065796, -1, -1, -1, (7, 1))","('UNSAT', 0.21037697792053223, -1, -1, -1, (7, 1))","('UNSAT', 1.5677566528320312, -1, -1, -1, (7, 1))","('UNSAT', 0.6962926387786865, -1, -1, -1, (7, 1))","('UNSAT', 25.51545786857605, -1, -1, -1, (7, 1))","('UNSAT', 2.925135850906372, -1, -1, -1, (7, 1))","('UNSAT', 0.18486738204956055, -1, -1, -1, (7, 1))","('UNSAT', 2.8891706466674805, -1, -1, -1, (7, 1))","('UNSAT', 1.5867769718170166, -1, -1, -1, (7, 1))","('UNSAT', 1.6129987239837646, -1, -1, -1, (7, 1))","('UNSAT', 5.268989324569702, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.296637296676636, -1, -1, -1, (8, 1))","('UNSAT', 0.2110128402709961, -1, -1, -1, (8, 1))","('UNSAT', 5.270702123641968, -1, -1, -1, (8, 1))","('UNSAT', 0.21560049057006836, -1, -1, -1, (8, 1))","('UNSAT', 1.5626630783081055, -1, -1, -1, (8, 1))","('UNSAT', 0.669424295425415, -1, -1, -1, (8, 1))","('UNSAT', 39.65738272666931, -1, -1, -1, (8, 1))","('UNSAT', 2.9469892978668213, -1, -1, -1, (8, 1))","('UNSAT', 0.18398833274841309, -1, -1, -1, (8, 1))","('UNSAT', 2.9112303256988525, -1, -1, -1, (8, 1))","('UNSAT', 1.56791090965271, -1, -1, -1, (8, 1))","('UNSAT', 1.5979869365692139, -1, -1, -1, (8, 1))","('UNSAT', 5.243338108062744, -1, -1, -1, (8, 1))"
