iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 400.4342255592346, 299.8827, 0.660083, 0.0001869167463155, (0, 1))","('SAT', 392.9531919956207, 262.3387, 0.574863, 0.0001414235157426, (0, 1))","('UNSAT', 0.3220055103302002, -1, -1, -1, (0, 1))","('UNSAT', 0.3061215877532959, -1, -1, -1, (0, 1))","('UNSAT', 0.3325159549713135, -1, -1, -1, (0, 1))","('UNSAT', 0.2985243797302246, -1, -1, -1, (0, 1))","('SAT', 358.45981550216675, 195.6981, 0.637419, 8.874019840732001e-05, (0, 1))","('UNSAT', 118.49218106269836, -1, -1, -1, (0, 1))","('UNSAT', 0.6794493198394775, -1, -1, -1, (0, 1))","('UNSAT', 2.886714220046997, -1, -1, -1, (0, 1))","('UNSAT', 1.3255300521850586, -1, -1, -1, (0, 1))","('UNSAT', 21.132949352264404, -1, -1, -1, (0, 1))","('UNSAT', 0.2594001293182373, -1, -1, -1, (0, 1))","('UNSAT', 1.3494670391082764, -1, -1, -1, (0, 1))","('UNSAT', 1.3126132488250732, -1, -1, -1, (0, 1))","('UNSAT', 9.018166065216064, -1, -1, -1, (0, 1))","('UNSAT', 0.23650240898132324, -1, -1, -1, (0, 1))","('UNSAT', 28.750542640686035, -1, -1, -1, (0, 1))","('UNSAT', 0.28170108795166016, -1, -1, -1, (0, 1))","('UNSAT', 2.931635618209839, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.055201292037964, -1, -1, -1, (1, 1))","('UNSAT', 0.6910114288330078, -1, -1, -1, (1, 1))","('SAT', 374.2233724594116, 256.7071, 0.627009, 0.00011994127999060001, (1, 1))","('SAT', 369.8593466281891, 221.9789, 0.572795, 0.0001019080591504, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 118.5847373008728, -1, -1, -1, (1, 1))","('UNSAT', 1.6224262714385986, -1, -1, -1, (1, 1))","('UNSAT', 10.375742673873901, -1, -1, -1, (1, 1))","('UNSAT', 15.13870644569397, -1, -1, -1, (1, 1))","('UNSAT', 92.33114695549011, -1, -1, -1, (1, 1))","('UNSAT', 194.1687240600586, -1, -1, -1, (1, 1))","('UNSAT', 0.40998053550720215, -1, -1, -1, (1, 1))","('UNSAT', 12.74849820137024, -1, -1, -1, (1, 1))","('UNSAT', 152.20988011360168, -1, -1, -1, (1, 1))","('UNSAT', 0.25933003425598145, -1, -1, -1, (1, 1))","('UNSAT', 80.28375625610352, -1, -1, -1, (1, 1))","('UNSAT', 0.6898674964904785, -1, -1, -1, (1, 1))","('UNSAT', 14.79703402519226, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.25448656082153, -1, -1, -1, (2, 1))","('UNSAT', 0.6824877262115479, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 93.02686667442322, -1, -1, -1, (2, 1))","('UNSAT', 1.0767459869384766, -1, -1, -1, (2, 1))","('UNSAT', 8.787128925323486, -1, -1, -1, (2, 1))","('UNSAT', 21.14149236679077, -1, -1, -1, (2, 1))","('UNSAT', 61.01851940155029, -1, -1, -1, (2, 1))","('UNSAT', 151.45066690444946, -1, -1, -1, (2, 1))","('UNSAT', 12.849555730819702, -1, -1, -1, (2, 1))","('UNSAT', 80.23442888259888, -1, -1, -1, (2, 1))","('UNSAT', 91.30658221244812, -1, -1, -1, (2, 1))","('UNSAT', 21.164612293243408, -1, -1, -1, (2, 1))","('UNSAT', 135.38372087478638, -1, -1, -1, (2, 1))","('UNSAT', 1.0601208209991455, -1, -1, -1, (2, 1))","('UNSAT', 0.32819294929504395, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.550620555877686, -1, -1, -1, (3, 1))","('UNSAT', 0.6818420886993408, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 134.55061221122742, -1, -1, -1, (3, 1))","('UNSAT', 1.0620346069335938, -1, -1, -1, (3, 1))","('UNSAT', 8.811438083648682, -1, -1, -1, (3, 1))","('UNSAT', 7.451935291290283, -1, -1, -1, (3, 1))","('UNSAT', 151.41026329994202, -1, -1, -1, (3, 1))","('UNSAT', 150.52233362197876, -1, -1, -1, (3, 1))","('UNSAT', 12.906270742416382, -1, -1, -1, (3, 1))","('UNSAT', 45.955482721328735, -1, -1, -1, (3, 1))","('UNSAT', 170.13306260108948, -1, -1, -1, (3, 1))","('UNSAT', 21.041975736618042, -1, -1, -1, (3, 1))","('UNSAT', 60.29538321495056, -1, -1, -1, (3, 1))","('UNSAT', 1.0200693607330322, -1, -1, -1, (3, 1))","('UNSAT', 0.34967851638793945, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.4056077003479, -1, -1, -1, (4, 1))","('UNSAT', 0.699413537979126, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 193.5823118686676, -1, -1, -1, (4, 1))","('UNSAT', 1.0453777313232422, -1, -1, -1, (4, 1))","('UNSAT', 8.803823471069336, -1, -1, -1, (4, 1))","('UNSAT', 7.4748756885528564, -1, -1, -1, (4, 1))","('UNSAT', 61.27338624000549, -1, -1, -1, (4, 1))","('UNSAT', 134.03419876098633, -1, -1, -1, (4, 1))","('UNSAT', 12.982958555221558, -1, -1, -1, (4, 1))","('UNSAT', 80.15055537223816, -1, -1, -1, (4, 1))","('UNSAT', 78.75743913650513, -1, -1, -1, (4, 1))","('UNSAT', 21.17790460586548, -1, -1, -1, (4, 1))","('UNSAT', 135.38944578170776, -1, -1, -1, (4, 1))","('UNSAT', 1.0407638549804688, -1, -1, -1, (4, 1))","('UNSAT', 0.33033323287963867, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.65563225746155, -1, -1, -1, (5, 1))","('UNSAT', 0.7028195858001709, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 134.2995057106018, -1, -1, -1, (5, 1))","('UNSAT', 1.0631678104400635, -1, -1, -1, (5, 1))","('UNSAT', 8.811724662780762, -1, -1, -1, (5, 1))","('UNSAT', 7.459671497344971, -1, -1, -1, (5, 1))","('UNSAT', 151.07731986045837, -1, -1, -1, (5, 1))","('UNSAT', 150.55148792266846, -1, -1, -1, (5, 1))","('UNSAT', 12.979123830795288, -1, -1, -1, (5, 1))","('UNSAT', 45.90483093261719, -1, -1, -1, (5, 1))","('UNSAT', 170.6493055820465, -1, -1, -1, (5, 1))","('UNSAT', 21.123367071151733, -1, -1, -1, (5, 1))","('UNSAT', 60.54704809188843, -1, -1, -1, (5, 1))","('UNSAT', 1.059544324874878, -1, -1, -1, (5, 1))","('UNSAT', 0.32780957221984863, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.69393730163574, -1, -1, -1, (6, 1))","('UNSAT', 0.7422935962677002, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 134.27695870399475, -1, -1, -1, (6, 1))","('UNSAT', 1.0737650394439697, -1, -1, -1, (6, 1))","('UNSAT', 8.853694677352905, -1, -1, -1, (6, 1))","('UNSAT', 7.478782892227173, -1, -1, -1, (6, 1))","('UNSAT', 151.37581181526184, -1, -1, -1, (6, 1))","('UNSAT', 150.92655038833618, -1, -1, -1, (6, 1))","('UNSAT', 12.873730897903442, -1, -1, -1, (6, 1))","('UNSAT', 45.93727946281433, -1, -1, -1, (6, 1))","('UNSAT', 170.10412693023682, -1, -1, -1, (6, 1))","('UNSAT', 21.083863973617554, -1, -1, -1, (6, 1))","('UNSAT', 60.52998757362366, -1, -1, -1, (6, 1))","('UNSAT', 1.0279247760772705, -1, -1, -1, (6, 1))","('UNSAT', 0.34243059158325195, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.596718549728394, -1, -1, -1, (7, 1))","('UNSAT', 0.6831510066986084, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 134.18119430541992, -1, -1, -1, (7, 1))","('UNSAT', 1.0515949726104736, -1, -1, -1, (7, 1))","('UNSAT', 8.842286348342896, -1, -1, -1, (7, 1))","('UNSAT', 7.5099828243255615, -1, -1, -1, (7, 1))","('UNSAT', 151.16187644004822, -1, -1, -1, (7, 1))","('UNSAT', 150.6370997428894, -1, -1, -1, (7, 1))","('UNSAT', 12.883136510848999, -1, -1, -1, (7, 1))","('UNSAT', 45.97438383102417, -1, -1, -1, (7, 1))","('UNSAT', 170.78566813468933, -1, -1, -1, (7, 1))","('UNSAT', 21.129124641418457, -1, -1, -1, (7, 1))","('UNSAT', 60.50548768043518, -1, -1, -1, (7, 1))","('UNSAT', 1.033508539199829, -1, -1, -1, (7, 1))","('UNSAT', 0.3278231620788574, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 52.29886078834534, -1, -1, -1, (8, 1))","('UNSAT', 0.6846253871917725, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 194.01423907279968, -1, -1, -1, (8, 1))","('UNSAT', 1.048126220703125, -1, -1, -1, (8, 1))","('UNSAT', 8.842835903167725, -1, -1, -1, (8, 1))","('UNSAT', 7.455644369125366, -1, -1, -1, (8, 1))","('UNSAT', 61.01463294029236, -1, -1, -1, (8, 1))","('UNSAT', 133.65590167045593, -1, -1, -1, (8, 1))","('UNSAT', 12.820664405822754, -1, -1, -1, (8, 1))","('UNSAT', 80.11943030357361, -1, -1, -1, (8, 1))","('UNSAT', 78.81739115715027, -1, -1, -1, (8, 1))","('UNSAT', 21.09083342552185, -1, -1, -1, (8, 1))","('UNSAT', 135.52963423728943, -1, -1, -1, (8, 1))","('UNSAT', 1.0490400791168213, -1, -1, -1, (8, 1))","('UNSAT', 0.32888340950012207, -1, -1, -1, (8, 1))"
