iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 12.37542986869812, 122.018, 0.439802, 5.889600288356001e-05, (0, 1))","('SAT', 10.721466541290283, 65.702, 0.21619, 2.5177856514350005e-05, (0, 1))","('SAT', 8.965261220932007, 40.8291, 0.172426, 1.333274303761e-05, (0, 1))","('UNSAT', 0.0495150089263916, -1, -1, -1, (0, 1))","('UNSAT', 0.07862186431884766, -1, -1, -1, (0, 1))","('UNSAT', 0.060274362564086914, -1, -1, -1, (0, 1))","('UNSAT', 0.05074000358581543, -1, -1, -1, (0, 1))","('UNSAT', 0.0603640079498291, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1667177677154541, -1, -1, -1, (1, 1))","('UNSAT', 0.1787712574005127, -1, -1, -1, (1, 1))","('UNSAT', 0.9565720558166504, -1, -1, -1, (1, 1))","('UNSAT', 0.09828567504882812, -1, -1, -1, (1, 1))","('UNSAT', 0.9700517654418945, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.22174739837646484, -1, -1, -1, (2, 1))","('UNSAT', 1.5533835887908936, -1, -1, -1, (2, 1))","('UNSAT', 0.46355366706848145, -1, -1, -1, (2, 1))","('UNSAT', 0.10097551345825195, -1, -1, -1, (2, 1))","('UNSAT', 0.46454501152038574, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10218548774719238, -1, -1, -1, (3, 1))","('UNSAT', 3.3050434589385986, -1, -1, -1, (3, 1))","('UNSAT', 0.4605541229248047, -1, -1, -1, (3, 1))","('UNSAT', 0.10183882713317871, -1, -1, -1, (3, 1))","('UNSAT', 0.4600551128387451, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1109468936920166, -1, -1, -1, (4, 1))","('UNSAT', 3.252911329269409, -1, -1, -1, (4, 1))","('UNSAT', 0.45934391021728516, -1, -1, -1, (4, 1))","('UNSAT', 0.09907317161560059, -1, -1, -1, (4, 1))","('UNSAT', 0.46779346466064453, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1007840633392334, -1, -1, -1, (5, 1))","('UNSAT', 3.2706055641174316, -1, -1, -1, (5, 1))","('UNSAT', 0.4631931781768799, -1, -1, -1, (5, 1))","('UNSAT', 0.10042357444763184, -1, -1, -1, (5, 1))","('UNSAT', 0.46484899520874023, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10147213935852051, -1, -1, -1, (6, 1))","('UNSAT', 3.2487564086914062, -1, -1, -1, (6, 1))","('UNSAT', 0.4637622833251953, -1, -1, -1, (6, 1))","('UNSAT', 0.0988764762878418, -1, -1, -1, (6, 1))","('UNSAT', 0.4610569477081299, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09963226318359375, -1, -1, -1, (7, 1))","('UNSAT', 3.2548635005950928, -1, -1, -1, (7, 1))","('UNSAT', 0.4563906192779541, -1, -1, -1, (7, 1))","('UNSAT', 0.09836435317993164, -1, -1, -1, (7, 1))","('UNSAT', 0.4681270122528076, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10103774070739746, -1, -1, -1, (8, 1))","('UNSAT', 3.2620813846588135, -1, -1, -1, (8, 1))","('UNSAT', 0.455841064453125, -1, -1, -1, (8, 1))","('UNSAT', 0.09896469116210938, -1, -1, -1, (8, 1))","('UNSAT', 0.4691581726074219, -1, -1, -1, (8, 1))"
