iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.16361665725708008, -1, -1, -1, (0, 1))","('UNSAT', 0.3505377769470215, -1, -1, -1, (0, 1))","('UNSAT', 0.3517928123474121, -1, -1, -1, (0, 1))","('UNSAT', 0.5919218063354492, -1, -1, -1, (0, 1))","('UNSAT', 0.25802183151245117, -1, -1, -1, (0, 1))","('UNSAT', 0.7141578197479248, -1, -1, -1, (0, 1))","('UNSAT', 0.32712888717651367, -1, -1, -1, (0, 1))","('UNSAT', 0.2807960510253906, -1, -1, -1, (0, 1))","('UNSAT', 0.6846492290496826, -1, -1, -1, (0, 1))","('UNSAT', 0.3618643283843994, -1, -1, -1, (0, 1))","('UNSAT', 0.2571883201599121, -1, -1, -1, (0, 1))","('UNSAT', 0.6588470935821533, -1, -1, -1, (0, 1))","('UNSAT', 0.3605639934539795, -1, -1, -1, (0, 1))","('UNSAT', 0.14128446578979492, -1, -1, -1, (0, 1))","('UNSAT', 0.7143986225128174, -1, -1, -1, (0, 1))","('UNSAT', 0.19992327690124512, -1, -1, -1, (0, 1))","('UNSAT', 3.8496007919311523, -1, -1, -1, (0, 1))","('UNSAT', 0.7242326736450195, -1, -1, -1, (0, 1))","('UNSAT', 0.2009286880493164, -1, -1, -1, (0, 1))","('UNSAT', 0.4218466281890869, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 1.032679557800293, -1, -1, -1, (1, 1))","('UNSAT', 0.9083681106567383, -1, -1, -1, (1, 1))","('UNSAT', 0.8941028118133545, -1, -1, -1, (1, 1))","('UNSAT', 2.5511016845703125, -1, -1, -1, (1, 1))","('UNSAT', 0.3270449638366699, -1, -1, -1, (1, 1))","('UNSAT', 46.36382079124451, -1, -1, -1, (1, 1))","('UNSAT', 0.6814365386962891, -1, -1, -1, (1, 1))","('UNSAT', 0.3452186584472656, -1, -1, -1, (1, 1))","('UNSAT', 42.549742221832275, -1, -1, -1, (1, 1))","('UNSAT', 0.7810924053192139, -1, -1, -1, (1, 1))","('UNSAT', 43.102636098861694, -1, -1, -1, (1, 1))","('UNSAT', 34.557841777801514, -1, -1, -1, (1, 1))","('UNSAT', 0.7678377628326416, -1, -1, -1, (1, 1))","('UNSAT', 0.4493095874786377, -1, -1, -1, (1, 1))","('UNSAT', 43.88620853424072, -1, -1, -1, (1, 1))","('UNSAT', 0.4054265022277832, -1, -1, -1, (1, 1))","('UNSAT', 19.21521234512329, -1, -1, -1, (1, 1))","('UNSAT', 37.543283224105835, -1, -1, -1, (1, 1))","('UNSAT', 0.4194457530975342, -1, -1, -1, (1, 1))","('UNSAT', 31.109562635421753, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 1.9497675895690918, -1, -1, -1, (2, 1))","('UNSAT', 2.471005439758301, -1, -1, -1, (2, 1))","('UNSAT', 1.1144545078277588, -1, -1, -1, (2, 1))","('UNSAT', 1.1377346515655518, -1, -1, -1, (2, 1))","('UNSAT', 0.32674169540405273, -1, -1, -1, (2, 1))","('UNSAT', 38.58170223236084, -1, -1, -1, (2, 1))","('UNSAT', 0.4125347137451172, -1, -1, -1, (2, 1))","('UNSAT', 0.3426933288574219, -1, -1, -1, (2, 1))","('UNSAT', 40.596086263656616, -1, -1, -1, (2, 1))","('UNSAT', 0.4577019214630127, -1, -1, -1, (2, 1))","('SAT', 207.90594673156738, 132.8119, 0.486608, 0.0001087991258828, (2, 1))","('UNSAT', 36.790178298950195, -1, -1, -1, (2, 1))","('UNSAT', 0.4579336643218994, -1, -1, -1, (2, 1))","('UNSAT', 0.1776714324951172, -1, -1, -1, (2, 1))","('UNSAT', 38.59835171699524, -1, -1, -1, (2, 1))","('UNSAT', 3.8732950687408447, -1, -1, -1, (2, 1))","('UNSAT', 39.560083866119385, -1, -1, -1, (2, 1))","('UNSAT', 29.566112518310547, -1, -1, -1, (2, 1))","('UNSAT', 3.948162794113159, -1, -1, -1, (2, 1))","('UNSAT', 61.50012493133545, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 1.9195351600646973, -1, -1, -1, (3, 1))","('UNSAT', 2.4539568424224854, -1, -1, -1, (3, 1))","('UNSAT', 0.21744084358215332, -1, -1, -1, (3, 1))","('UNSAT', 1.140000820159912, -1, -1, -1, (3, 1))","('UNSAT', 0.3256075382232666, -1, -1, -1, (3, 1))","('UNSAT', 17.7890887260437, -1, -1, -1, (3, 1))","('UNSAT', 0.4039294719696045, -1, -1, -1, (3, 1))","('UNSAT', 0.3458263874053955, -1, -1, -1, (3, 1))","('UNSAT', 15.838349103927612, -1, -1, -1, (3, 1))","('UNSAT', 0.46060872077941895, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 19.23575258255005, -1, -1, -1, (3, 1))","('UNSAT', 0.4497103691101074, -1, -1, -1, (3, 1))","('UNSAT', 0.17433595657348633, -1, -1, -1, (3, 1))","('UNSAT', 18.48653554916382, -1, -1, -1, (3, 1))","('UNSAT', 16.053403615951538, -1, -1, -1, (3, 1))","('UNSAT', 5.472596168518066, -1, -1, -1, (3, 1))","('UNSAT', 15.427669286727905, -1, -1, -1, (3, 1))","('UNSAT', 15.183515071868896, -1, -1, -1, (3, 1))","('UNSAT', 82.42027997970581, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 1.9882278442382812, -1, -1, -1, (4, 1))","('UNSAT', 2.484447479248047, -1, -1, -1, (4, 1))","('UNSAT', 0.21445465087890625, -1, -1, -1, (4, 1))","('UNSAT', 1.135136604309082, -1, -1, -1, (4, 1))","('UNSAT', 0.3356339931488037, -1, -1, -1, (4, 1))","('UNSAT', 37.92656636238098, -1, -1, -1, (4, 1))","('UNSAT', 0.4147298336029053, -1, -1, -1, (4, 1))","('UNSAT', 0.34210801124572754, -1, -1, -1, (4, 1))","('UNSAT', 34.35877513885498, -1, -1, -1, (4, 1))","('UNSAT', 0.4379703998565674, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 42.15789175033569, -1, -1, -1, (4, 1))","('UNSAT', 0.4467198848724365, -1, -1, -1, (4, 1))","('UNSAT', 0.17415499687194824, -1, -1, -1, (4, 1))","('UNSAT', 35.03745460510254, -1, -1, -1, (4, 1))","('UNSAT', 5.921663045883179, -1, -1, -1, (4, 1))","('UNSAT', 37.48333263397217, -1, -1, -1, (4, 1))","('UNSAT', 36.80442571640015, -1, -1, -1, (4, 1))","('UNSAT', 5.383956432342529, -1, -1, -1, (4, 1))","('UNSAT', 66.60680484771729, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 2.0561013221740723, -1, -1, -1, (5, 1))","('UNSAT', 2.4635720252990723, -1, -1, -1, (5, 1))","('UNSAT', 0.21440410614013672, -1, -1, -1, (5, 1))","('UNSAT', 1.1398851871490479, -1, -1, -1, (5, 1))","('UNSAT', 0.3276855945587158, -1, -1, -1, (5, 1))","('UNSAT', 20.872162103652954, -1, -1, -1, (5, 1))","('UNSAT', 0.4103705883026123, -1, -1, -1, (5, 1))","('UNSAT', 0.3421902656555176, -1, -1, -1, (5, 1))","('UNSAT', 16.971312046051025, -1, -1, -1, (5, 1))","('UNSAT', 0.4378213882446289, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 19.210901498794556, -1, -1, -1, (5, 1))","('UNSAT', 0.4492626190185547, -1, -1, -1, (5, 1))","('UNSAT', 0.17531251907348633, -1, -1, -1, (5, 1))","('UNSAT', 16.269529581069946, -1, -1, -1, (5, 1))","('UNSAT', 14.389645099639893, -1, -1, -1, (5, 1))","('UNSAT', 5.686533212661743, -1, -1, -1, (5, 1))","('UNSAT', 19.846379280090332, -1, -1, -1, (5, 1))","('UNSAT', 15.071990966796875, -1, -1, -1, (5, 1))","('UNSAT', 78.91276240348816, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 2.0109941959381104, -1, -1, -1, (6, 1))","('UNSAT', 2.4742841720581055, -1, -1, -1, (6, 1))","('UNSAT', 0.21381688117980957, -1, -1, -1, (6, 1))","('UNSAT', 1.1377198696136475, -1, -1, -1, (6, 1))","('UNSAT', 0.3238096237182617, -1, -1, -1, (6, 1))","('UNSAT', 20.071935892105103, -1, -1, -1, (6, 1))","('UNSAT', 0.4166734218597412, -1, -1, -1, (6, 1))","('UNSAT', 0.3435690402984619, -1, -1, -1, (6, 1))","('UNSAT', 16.166309118270874, -1, -1, -1, (6, 1))","('UNSAT', 0.4404146671295166, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 19.29193925857544, -1, -1, -1, (6, 1))","('UNSAT', 0.4456179141998291, -1, -1, -1, (6, 1))","('UNSAT', 0.17371726036071777, -1, -1, -1, (6, 1))","('UNSAT', 16.055811405181885, -1, -1, -1, (6, 1))","('UNSAT', 14.575879096984863, -1, -1, -1, (6, 1))","('UNSAT', 5.7836689949035645, -1, -1, -1, (6, 1))","('UNSAT', 15.767369508743286, -1, -1, -1, (6, 1))","('UNSAT', 15.003651142120361, -1, -1, -1, (6, 1))","('UNSAT', 80.92025470733643, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 1.9970676898956299, -1, -1, -1, (7, 1))","('UNSAT', 2.459127187728882, -1, -1, -1, (7, 1))","('UNSAT', 0.21687531471252441, -1, -1, -1, (7, 1))","('UNSAT', 1.1351730823516846, -1, -1, -1, (7, 1))","('UNSAT', 0.3298912048339844, -1, -1, -1, (7, 1))","('UNSAT', 18.185004472732544, -1, -1, -1, (7, 1))","('UNSAT', 0.43138623237609863, -1, -1, -1, (7, 1))","('UNSAT', 0.3436722755432129, -1, -1, -1, (7, 1))","('UNSAT', 18.131778240203857, -1, -1, -1, (7, 1))","('UNSAT', 0.4418978691101074, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 19.144593000411987, -1, -1, -1, (7, 1))","('UNSAT', 0.4493699073791504, -1, -1, -1, (7, 1))","('UNSAT', 0.17433619499206543, -1, -1, -1, (7, 1))","('UNSAT', 15.95069670677185, -1, -1, -1, (7, 1))","('UNSAT', 15.345096588134766, -1, -1, -1, (7, 1))","('UNSAT', 5.825607776641846, -1, -1, -1, (7, 1))","('UNSAT', 15.208754062652588, -1, -1, -1, (7, 1))","('UNSAT', 15.280146837234497, -1, -1, -1, (7, 1))","('UNSAT', 86.12933206558228, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 1.9667589664459229, -1, -1, -1, (8, 1))","('UNSAT', 2.481898069381714, -1, -1, -1, (8, 1))","('UNSAT', 0.2127997875213623, -1, -1, -1, (8, 1))","('UNSAT', 1.130589246749878, -1, -1, -1, (8, 1))","('UNSAT', 0.3233180046081543, -1, -1, -1, (8, 1))","('UNSAT', 18.3429057598114, -1, -1, -1, (8, 1))","('UNSAT', 0.4343874454498291, -1, -1, -1, (8, 1))","('UNSAT', 0.34305429458618164, -1, -1, -1, (8, 1))","('UNSAT', 19.720271110534668, -1, -1, -1, (8, 1))","('UNSAT', 0.4518544673919678, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 17.781219720840454, -1, -1, -1, (8, 1))","('UNSAT', 0.44835829734802246, -1, -1, -1, (8, 1))","('UNSAT', 0.17507386207580566, -1, -1, -1, (8, 1))","('UNSAT', 16.014081239700317, -1, -1, -1, (8, 1))","('UNSAT', 18.23503303527832, -1, -1, -1, (8, 1))","('UNSAT', 5.912444353103638, -1, -1, -1, (8, 1))","('UNSAT', 15.663193225860596, -1, -1, -1, (8, 1))","('UNSAT', 15.069315195083618, -1, -1, -1, (8, 1))","('UNSAT', 79.29907417297363, -1, -1, -1, (8, 1))"
