iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.07541966438293457, -1, -1, -1, (0, 1))","('UNSAT', 0.07514333724975586, -1, -1, -1, (0, 1))","('UNSAT', 0.07359886169433594, -1, -1, -1, (0, 1))","('UNSAT', 0.07895326614379883, -1, -1, -1, (0, 1))","('UNSAT', 0.07340526580810547, -1, -1, -1, (0, 1))","('UNSAT', 0.07464122772216797, -1, -1, -1, (0, 1))","('UNSAT', 0.0744626522064209, -1, -1, -1, (0, 1))","('UNSAT', 0.07285809516906738, -1, -1, -1, (0, 1))","('UNSAT', 0.0835118293762207, -1, -1, -1, (0, 1))","('UNSAT', 0.07446789741516113, -1, -1, -1, (0, 1))","('UNSAT', 0.07470321655273438, -1, -1, -1, (0, 1))","('UNSAT', 0.07441854476928711, -1, -1, -1, (0, 1))","('UNSAT', 0.07239532470703125, -1, -1, -1, (0, 1))","('UNSAT', 0.09031224250793457, -1, -1, -1, (0, 1))","('UNSAT', 0.07311153411865234, -1, -1, -1, (0, 1))","('UNSAT', 0.07478046417236328, -1, -1, -1, (0, 1))","('UNSAT', 0.07436347007751465, -1, -1, -1, (0, 1))","('UNSAT', 0.07314562797546387, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.10928082466125488, -1, -1, -1, (1, 1))","('UNSAT', 0.10974526405334473, -1, -1, -1, (1, 1))","('UNSAT', 0.10606026649475098, -1, -1, -1, (1, 1))","('UNSAT', 0.10742378234863281, -1, -1, -1, (1, 1))","('UNSAT', 0.1063385009765625, -1, -1, -1, (1, 1))","('UNSAT', 0.10842061042785645, -1, -1, -1, (1, 1))","('UNSAT', 0.10750722885131836, -1, -1, -1, (1, 1))","('UNSAT', 0.1017601490020752, -1, -1, -1, (1, 1))","('UNSAT', 0.10655641555786133, -1, -1, -1, (1, 1))","('UNSAT', 0.10546731948852539, -1, -1, -1, (1, 1))","('UNSAT', 0.10901570320129395, -1, -1, -1, (1, 1))","('UNSAT', 0.10821223258972168, -1, -1, -1, (1, 1))","('UNSAT', 0.10318565368652344, -1, -1, -1, (1, 1))","('UNSAT', 0.10261130332946777, -1, -1, -1, (1, 1))","('UNSAT', 0.10170722007751465, -1, -1, -1, (1, 1))","('UNSAT', 0.10798048973083496, -1, -1, -1, (1, 1))","('UNSAT', 0.10833573341369629, -1, -1, -1, (1, 1))","('UNSAT', 0.10277748107910156, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.10921025276184082, -1, -1, -1, (2, 1))","('UNSAT', 0.10900330543518066, -1, -1, -1, (2, 1))","('UNSAT', 0.10606622695922852, -1, -1, -1, (2, 1))","('UNSAT', 0.10519695281982422, -1, -1, -1, (2, 1))","('UNSAT', 0.1045229434967041, -1, -1, -1, (2, 1))","('UNSAT', 0.10795283317565918, -1, -1, -1, (2, 1))","('UNSAT', 0.10754227638244629, -1, -1, -1, (2, 1))","('UNSAT', 0.10095643997192383, -1, -1, -1, (2, 1))","('UNSAT', 0.1029665470123291, -1, -1, -1, (2, 1))","('UNSAT', 0.10620641708374023, -1, -1, -1, (2, 1))","('UNSAT', 0.10864973068237305, -1, -1, -1, (2, 1))","('UNSAT', 0.10813403129577637, -1, -1, -1, (2, 1))","('UNSAT', 0.10069680213928223, -1, -1, -1, (2, 1))","('UNSAT', 0.1030116081237793, -1, -1, -1, (2, 1))","('UNSAT', 0.1027994155883789, -1, -1, -1, (2, 1))","('UNSAT', 0.10758280754089355, -1, -1, -1, (2, 1))","('UNSAT', 0.10767817497253418, -1, -1, -1, (2, 1))","('UNSAT', 0.1021580696105957, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.10923290252685547, -1, -1, -1, (3, 1))","('UNSAT', 0.11084580421447754, -1, -1, -1, (3, 1))","('UNSAT', 0.10537195205688477, -1, -1, -1, (3, 1))","('UNSAT', 0.10459661483764648, -1, -1, -1, (3, 1))","('UNSAT', 0.10503721237182617, -1, -1, -1, (3, 1))","('UNSAT', 0.11489462852478027, -1, -1, -1, (3, 1))","('UNSAT', 0.10681748390197754, -1, -1, -1, (3, 1))","('UNSAT', 0.10350871086120605, -1, -1, -1, (3, 1))","('UNSAT', 0.10087752342224121, -1, -1, -1, (3, 1))","('UNSAT', 0.10559558868408203, -1, -1, -1, (3, 1))","('UNSAT', 0.1092529296875, -1, -1, -1, (3, 1))","('UNSAT', 0.10912418365478516, -1, -1, -1, (3, 1))","('UNSAT', 0.10461592674255371, -1, -1, -1, (3, 1))","('UNSAT', 0.10466480255126953, -1, -1, -1, (3, 1))","('UNSAT', 0.1020357608795166, -1, -1, -1, (3, 1))","('UNSAT', 0.10831809043884277, -1, -1, -1, (3, 1))","('UNSAT', 0.10727977752685547, -1, -1, -1, (3, 1))","('UNSAT', 0.1021575927734375, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.11310219764709473, -1, -1, -1, (4, 1))","('UNSAT', 0.10963582992553711, -1, -1, -1, (4, 1))","('UNSAT', 0.10415315628051758, -1, -1, -1, (4, 1))","('UNSAT', 0.10367774963378906, -1, -1, -1, (4, 1))","('UNSAT', 0.1037285327911377, -1, -1, -1, (4, 1))","('UNSAT', 0.1078639030456543, -1, -1, -1, (4, 1))","('UNSAT', 0.1084747314453125, -1, -1, -1, (4, 1))","('UNSAT', 0.10322856903076172, -1, -1, -1, (4, 1))","('UNSAT', 0.10183525085449219, -1, -1, -1, (4, 1))","('UNSAT', 0.1071321964263916, -1, -1, -1, (4, 1))","('UNSAT', 0.10865592956542969, -1, -1, -1, (4, 1))","('UNSAT', 0.1082909107208252, -1, -1, -1, (4, 1))","('UNSAT', 0.10036802291870117, -1, -1, -1, (4, 1))","('UNSAT', 0.10705232620239258, -1, -1, -1, (4, 1))","('UNSAT', 0.10127401351928711, -1, -1, -1, (4, 1))","('UNSAT', 0.1079871654510498, -1, -1, -1, (4, 1))","('UNSAT', 0.10961389541625977, -1, -1, -1, (4, 1))","('UNSAT', 0.10143828392028809, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.10931849479675293, -1, -1, -1, (5, 1))","('UNSAT', 0.10911965370178223, -1, -1, -1, (5, 1))","('UNSAT', 0.10450005531311035, -1, -1, -1, (5, 1))","('UNSAT', 0.10365533828735352, -1, -1, -1, (5, 1))","('UNSAT', 0.10520815849304199, -1, -1, -1, (5, 1))","('UNSAT', 0.10742926597595215, -1, -1, -1, (5, 1))","('UNSAT', 0.10956573486328125, -1, -1, -1, (5, 1))","('UNSAT', 0.1017143726348877, -1, -1, -1, (5, 1))","('UNSAT', 0.10236930847167969, -1, -1, -1, (5, 1))","('UNSAT', 0.10723328590393066, -1, -1, -1, (5, 1))","('UNSAT', 0.1085968017578125, -1, -1, -1, (5, 1))","('UNSAT', 0.10856389999389648, -1, -1, -1, (5, 1))","('UNSAT', 0.10762333869934082, -1, -1, -1, (5, 1))","('UNSAT', 0.10245513916015625, -1, -1, -1, (5, 1))","('UNSAT', 0.10273957252502441, -1, -1, -1, (5, 1))","('UNSAT', 0.10774421691894531, -1, -1, -1, (5, 1))","('UNSAT', 0.10861325263977051, -1, -1, -1, (5, 1))","('UNSAT', 0.10241293907165527, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.10883927345275879, -1, -1, -1, (6, 1))","('UNSAT', 0.11282944679260254, -1, -1, -1, (6, 1))","('UNSAT', 0.10453271865844727, -1, -1, -1, (6, 1))","('UNSAT', 0.10598421096801758, -1, -1, -1, (6, 1))","('UNSAT', 0.10120820999145508, -1, -1, -1, (6, 1))","('UNSAT', 0.10798335075378418, -1, -1, -1, (6, 1))","('UNSAT', 0.11450886726379395, -1, -1, -1, (6, 1))","('UNSAT', 0.10323953628540039, -1, -1, -1, (6, 1))","('UNSAT', 0.10287094116210938, -1, -1, -1, (6, 1))","('UNSAT', 0.1041257381439209, -1, -1, -1, (6, 1))","('UNSAT', 0.10823798179626465, -1, -1, -1, (6, 1))","('UNSAT', 0.10874104499816895, -1, -1, -1, (6, 1))","('UNSAT', 0.10109400749206543, -1, -1, -1, (6, 1))","('UNSAT', 0.10328054428100586, -1, -1, -1, (6, 1))","('UNSAT', 0.10337185859680176, -1, -1, -1, (6, 1))","('UNSAT', 0.10739946365356445, -1, -1, -1, (6, 1))","('UNSAT', 0.10802602767944336, -1, -1, -1, (6, 1))","('UNSAT', 0.10273265838623047, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.10881805419921875, -1, -1, -1, (7, 1))","('UNSAT', 0.10926032066345215, -1, -1, -1, (7, 1))","('UNSAT', 0.10884547233581543, -1, -1, -1, (7, 1))","('UNSAT', 0.1077573299407959, -1, -1, -1, (7, 1))","('UNSAT', 0.10465764999389648, -1, -1, -1, (7, 1))","('UNSAT', 0.1111454963684082, -1, -1, -1, (7, 1))","('UNSAT', 0.11417913436889648, -1, -1, -1, (7, 1))","('UNSAT', 0.10264897346496582, -1, -1, -1, (7, 1))","('UNSAT', 0.10312533378601074, -1, -1, -1, (7, 1))","('UNSAT', 0.12292671203613281, -1, -1, -1, (7, 1))","('UNSAT', 0.10797810554504395, -1, -1, -1, (7, 1))","('UNSAT', 0.10845351219177246, -1, -1, -1, (7, 1))","('UNSAT', 0.10113930702209473, -1, -1, -1, (7, 1))","('UNSAT', 0.10285234451293945, -1, -1, -1, (7, 1))","('UNSAT', 0.10447168350219727, -1, -1, -1, (7, 1))","('UNSAT', 0.1076664924621582, -1, -1, -1, (7, 1))","('UNSAT', 0.10803556442260742, -1, -1, -1, (7, 1))","('UNSAT', 0.1016850471496582, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.10921812057495117, -1, -1, -1, (8, 1))","('UNSAT', 0.10993170738220215, -1, -1, -1, (8, 1))","('UNSAT', 0.10369634628295898, -1, -1, -1, (8, 1))","('UNSAT', 0.10402822494506836, -1, -1, -1, (8, 1))","('UNSAT', 0.10205078125, -1, -1, -1, (8, 1))","('UNSAT', 0.10923385620117188, -1, -1, -1, (8, 1))","('UNSAT', 0.10891151428222656, -1, -1, -1, (8, 1))","('UNSAT', 0.10728073120117188, -1, -1, -1, (8, 1))","('UNSAT', 0.10269761085510254, -1, -1, -1, (8, 1))","('UNSAT', 0.10579252243041992, -1, -1, -1, (8, 1))","('UNSAT', 0.1092677116394043, -1, -1, -1, (8, 1))","('UNSAT', 0.11018109321594238, -1, -1, -1, (8, 1))","('UNSAT', 0.10304856300354004, -1, -1, -1, (8, 1))","('UNSAT', 0.10563182830810547, -1, -1, -1, (8, 1))","('UNSAT', 0.10197639465332031, -1, -1, -1, (8, 1))","('UNSAT', 0.10767531394958496, -1, -1, -1, (8, 1))","('UNSAT', 0.10795426368713379, -1, -1, -1, (8, 1))","('UNSAT', 0.10602235794067383, -1, -1, -1, (8, 1))"
