iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 34.755510568618774, 110.2855, 0.4047, 7.058127084747002e-05, (0, 1))","('SAT', 39.03028464317322, 76.4959, 0.271496, 4.021372296847e-05, (0, 1))","('UNSAT', 0.06841063499450684, -1, -1, -1, (0, 1))","('UNSAT', 1.3680148124694824, -1, -1, -1, (0, 1))","('UNSAT', 1.230809211730957, -1, -1, -1, (0, 1))","('UNSAT', 1.3159043788909912, -1, -1, -1, (0, 1))","('UNSAT', 0.05821418762207031, -1, -1, -1, (0, 1))","('UNSAT', 7.172567129135132, -1, -1, -1, (0, 1))","('UNSAT', 0.829913854598999, -1, -1, -1, (0, 1))","('UNSAT', 0.8495473861694336, -1, -1, -1, (0, 1))","('UNSAT', 0.4017510414123535, -1, -1, -1, (0, 1))","('UNSAT', 0.49611330032348633, -1, -1, -1, (0, 1))","('UNSAT', 0.44348788261413574, -1, -1, -1, (0, 1))","('UNSAT', 0.9010403156280518, -1, -1, -1, (0, 1))","('UNSAT', 0.43413567543029785, -1, -1, -1, (0, 1))","('UNSAT', 0.40668535232543945, -1, -1, -1, (0, 1))","('UNSAT', 0.8238108158111572, -1, -1, -1, (0, 1))","('UNSAT', 0.3988666534423828, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 34.12664246559143, 56.7853, 0.278483, 2.0057532310600002e-05, (1, 1))","('UNSAT', 10.074985980987549, -1, -1, -1, (1, 1))","('UNSAT', 9.201672315597534, -1, -1, -1, (1, 1))","('UNSAT', 9.46705675125122, -1, -1, -1, (1, 1))","('UNSAT', 0.7439582347869873, -1, -1, -1, (1, 1))","('UNSAT', 5.41698694229126, -1, -1, -1, (1, 1))","('UNSAT', 3.19586443901062, -1, -1, -1, (1, 1))","('UNSAT', 3.1938223838806152, -1, -1, -1, (1, 1))","('UNSAT', 2.5693228244781494, -1, -1, -1, (1, 1))","('UNSAT', 3.0397279262542725, -1, -1, -1, (1, 1))","('UNSAT', 2.8353023529052734, -1, -1, -1, (1, 1))","('UNSAT', 3.43410325050354, -1, -1, -1, (1, 1))","('UNSAT', 2.6460299491882324, -1, -1, -1, (1, 1))","('UNSAT', 2.61788010597229, -1, -1, -1, (1, 1))","('UNSAT', 3.177342176437378, -1, -1, -1, (1, 1))","('UNSAT', 2.533720016479492, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.509031534194946, -1, -1, -1, (2, 1))","('UNSAT', 5.060665130615234, -1, -1, -1, (2, 1))","('UNSAT', 5.180222034454346, -1, -1, -1, (2, 1))","('UNSAT', 8.6198570728302, -1, -1, -1, (2, 1))","('UNSAT', 5.5338051319122314, -1, -1, -1, (2, 1))","('UNSAT', 2.7544918060302734, -1, -1, -1, (2, 1))","('UNSAT', 2.6724464893341064, -1, -1, -1, (2, 1))","('UNSAT', 3.6082022190093994, -1, -1, -1, (2, 1))","('UNSAT', 4.231216907501221, -1, -1, -1, (2, 1))","('UNSAT', 3.8941638469696045, -1, -1, -1, (2, 1))","('UNSAT', 2.879215717315674, -1, -1, -1, (2, 1))","('UNSAT', 3.7189159393310547, -1, -1, -1, (2, 1))","('UNSAT', 3.7090158462524414, -1, -1, -1, (2, 1))","('UNSAT', 2.6808998584747314, -1, -1, -1, (2, 1))","('UNSAT', 3.5392487049102783, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.403114557266235, -1, -1, -1, (3, 1))","('UNSAT', 6.809369087219238, -1, -1, -1, (3, 1))","('UNSAT', 6.947456359863281, -1, -1, -1, (3, 1))","('UNSAT', 6.388020038604736, -1, -1, -1, (3, 1))","('UNSAT', 4.038259267807007, -1, -1, -1, (3, 1))","('UNSAT', 2.7825233936309814, -1, -1, -1, (3, 1))","('UNSAT', 2.6276328563690186, -1, -1, -1, (3, 1))","('UNSAT', 3.5847179889678955, -1, -1, -1, (3, 1))","('UNSAT', 4.428046226501465, -1, -1, -1, (3, 1))","('UNSAT', 3.9077677726745605, -1, -1, -1, (3, 1))","('UNSAT', 2.8877112865448, -1, -1, -1, (3, 1))","('UNSAT', 3.723209857940674, -1, -1, -1, (3, 1))","('UNSAT', 3.6168181896209717, -1, -1, -1, (3, 1))","('UNSAT', 2.659231185913086, -1, -1, -1, (3, 1))","('UNSAT', 3.6649229526519775, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.593173503875732, -1, -1, -1, (4, 1))","('UNSAT', 5.097954273223877, -1, -1, -1, (4, 1))","('UNSAT', 5.00133752822876, -1, -1, -1, (4, 1))","('UNSAT', 8.617526054382324, -1, -1, -1, (4, 1))","('UNSAT', 6.396195411682129, -1, -1, -1, (4, 1))","('UNSAT', 2.757341146469116, -1, -1, -1, (4, 1))","('UNSAT', 2.7220346927642822, -1, -1, -1, (4, 1))","('UNSAT', 3.5780887603759766, -1, -1, -1, (4, 1))","('UNSAT', 4.3283281326293945, -1, -1, -1, (4, 1))","('UNSAT', 3.954969882965088, -1, -1, -1, (4, 1))","('UNSAT', 2.9287362098693848, -1, -1, -1, (4, 1))","('UNSAT', 3.7211742401123047, -1, -1, -1, (4, 1))","('UNSAT', 3.693023681640625, -1, -1, -1, (4, 1))","('UNSAT', 2.630002021789551, -1, -1, -1, (4, 1))","('UNSAT', 3.6105597019195557, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.449381351470947, -1, -1, -1, (5, 1))","('UNSAT', 6.828111410140991, -1, -1, -1, (5, 1))","('UNSAT', 6.7996885776519775, -1, -1, -1, (5, 1))","('UNSAT', 6.4288036823272705, -1, -1, -1, (5, 1))","('UNSAT', 4.001463413238525, -1, -1, -1, (5, 1))","('UNSAT', 2.6701037883758545, -1, -1, -1, (5, 1))","('UNSAT', 2.673799991607666, -1, -1, -1, (5, 1))","('UNSAT', 3.651761770248413, -1, -1, -1, (5, 1))","('UNSAT', 4.34509015083313, -1, -1, -1, (5, 1))","('UNSAT', 3.8927290439605713, -1, -1, -1, (5, 1))","('UNSAT', 2.8796207904815674, -1, -1, -1, (5, 1))","('UNSAT', 3.7445485591888428, -1, -1, -1, (5, 1))","('UNSAT', 3.6136374473571777, -1, -1, -1, (5, 1))","('UNSAT', 2.7074148654937744, -1, -1, -1, (5, 1))","('UNSAT', 3.5788142681121826, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.373063087463379, -1, -1, -1, (6, 1))","('UNSAT', 6.729250192642212, -1, -1, -1, (6, 1))","('UNSAT', 6.733601093292236, -1, -1, -1, (6, 1))","('UNSAT', 6.399254560470581, -1, -1, -1, (6, 1))","('UNSAT', 4.028158903121948, -1, -1, -1, (6, 1))","('UNSAT', 2.741593599319458, -1, -1, -1, (6, 1))","('UNSAT', 2.658677339553833, -1, -1, -1, (6, 1))","('UNSAT', 3.685380220413208, -1, -1, -1, (6, 1))","('UNSAT', 3.8679277896881104, -1, -1, -1, (6, 1))","('UNSAT', 3.949488878250122, -1, -1, -1, (6, 1))","('UNSAT', 2.873237371444702, -1, -1, -1, (6, 1))","('UNSAT', 3.7390224933624268, -1, -1, -1, (6, 1))","('UNSAT', 3.696199893951416, -1, -1, -1, (6, 1))","('UNSAT', 2.685342788696289, -1, -1, -1, (6, 1))","('UNSAT', 3.857280731201172, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.047230005264282, -1, -1, -1, (7, 1))","('UNSAT', 6.7593512535095215, -1, -1, -1, (7, 1))","('UNSAT', 6.824721574783325, -1, -1, -1, (7, 1))","('UNSAT', 6.344160079956055, -1, -1, -1, (7, 1))","('UNSAT', 4.027040481567383, -1, -1, -1, (7, 1))","('UNSAT', 2.665487051010132, -1, -1, -1, (7, 1))","('UNSAT', 2.7343862056732178, -1, -1, -1, (7, 1))","('UNSAT', 3.737006425857544, -1, -1, -1, (7, 1))","('UNSAT', 3.9561562538146973, -1, -1, -1, (7, 1))","('UNSAT', 3.9407434463500977, -1, -1, -1, (7, 1))","('UNSAT', 2.8797478675842285, -1, -1, -1, (7, 1))","('UNSAT', 3.639749765396118, -1, -1, -1, (7, 1))","('UNSAT', 3.7036447525024414, -1, -1, -1, (7, 1))","('UNSAT', 2.665386915206909, -1, -1, -1, (7, 1))","('UNSAT', 3.73896861076355, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 5.06831693649292, -1, -1, -1, (8, 1))","('UNSAT', 4.990767478942871, -1, -1, -1, (8, 1))","('UNSAT', 5.021472692489624, -1, -1, -1, (8, 1))","('UNSAT', 8.775508403778076, -1, -1, -1, (8, 1))","('UNSAT', 6.204585075378418, -1, -1, -1, (8, 1))","('UNSAT', 2.707929849624634, -1, -1, -1, (8, 1))","('UNSAT', 2.822878122329712, -1, -1, -1, (8, 1))","('UNSAT', 3.6331193447113037, -1, -1, -1, (8, 1))","('UNSAT', 3.965785026550293, -1, -1, -1, (8, 1))","('UNSAT', 3.948625087738037, -1, -1, -1, (8, 1))","('UNSAT', 2.8993868827819824, -1, -1, -1, (8, 1))","('UNSAT', 3.6918394565582275, -1, -1, -1, (8, 1))","('UNSAT', 3.6247127056121826, -1, -1, -1, (8, 1))","('UNSAT', 2.6016108989715576, -1, -1, -1, (8, 1))","('UNSAT', 3.881394624710083, -1, -1, -1, (8, 1))"
