iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.028419971466064453, -1, -1, -1, (0, 1))","('UNSAT', 0.02434539794921875, -1, -1, -1, (0, 1))","('UNSAT', 0.10412740707397461, -1, -1, -1, (0, 1))","('UNSAT', 0.04207277297973633, -1, -1, -1, (0, 1))","('UNSAT', 0.05762434005737305, -1, -1, -1, (0, 1))","('UNSAT', 0.05646467208862305, -1, -1, -1, (0, 1))","('UNSAT', 0.03249216079711914, -1, -1, -1, (0, 1))","('UNSAT', 0.055635929107666016, -1, -1, -1, (0, 1))","('UNSAT', 0.0547032356262207, -1, -1, -1, (0, 1))","('UNSAT', 0.02509164810180664, -1, -1, -1, (0, 1))","('UNSAT', 0.07354927062988281, -1, -1, -1, (0, 1))","('UNSAT', 0.024502277374267578, -1, -1, -1, (0, 1))","('UNSAT', 0.028861522674560547, -1, -1, -1, (0, 1))","('UNSAT', 0.022413253784179688, -1, -1, -1, (0, 1))","('UNSAT', 0.0275421142578125, -1, -1, -1, (0, 1))","('UNSAT', 0.027533531188964844, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.10100555419921875, -1, -1, -1, (1, 1))","('UNSAT', 0.09235358238220215, -1, -1, -1, (1, 1))","('UNSAT', 0.5733981132507324, -1, -1, -1, (1, 1))","('UNSAT', 1.1451222896575928, -1, -1, -1, (1, 1))","('UNSAT', 0.08480715751647949, -1, -1, -1, (1, 1))","('UNSAT', 0.06497454643249512, -1, -1, -1, (1, 1))","('UNSAT', 0.18484711647033691, -1, -1, -1, (1, 1))","('UNSAT', 0.059816598892211914, -1, -1, -1, (1, 1))","('UNSAT', 0.049446821212768555, -1, -1, -1, (1, 1))","('UNSAT', 0.08122825622558594, -1, -1, -1, (1, 1))","('UNSAT', 0.11173057556152344, -1, -1, -1, (1, 1))","('UNSAT', 0.10912871360778809, -1, -1, -1, (1, 1))","('UNSAT', 0.07092523574829102, -1, -1, -1, (1, 1))","('UNSAT', 0.03073406219482422, -1, -1, -1, (1, 1))","('UNSAT', 0.08872008323669434, -1, -1, -1, (1, 1))","('UNSAT', 0.08945298194885254, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.1627507209777832, -1, -1, -1, (2, 1))","('UNSAT', 0.16625571250915527, -1, -1, -1, (2, 1))","('UNSAT', 1.091493844985962, -1, -1, -1, (2, 1))","('UNSAT', 1.595080852508545, -1, -1, -1, (2, 1))","('UNSAT', 0.07158017158508301, -1, -1, -1, (2, 1))","('UNSAT', 0.07152557373046875, -1, -1, -1, (2, 1))","('UNSAT', 0.08269858360290527, -1, -1, -1, (2, 1))","('UNSAT', 0.1356041431427002, -1, -1, -1, (2, 1))","('UNSAT', 0.10900521278381348, -1, -1, -1, (2, 1))","('UNSAT', 0.04532623291015625, -1, -1, -1, (2, 1))","('UNSAT', 0.06409955024719238, -1, -1, -1, (2, 1))","('UNSAT', 0.13000011444091797, -1, -1, -1, (2, 1))","('UNSAT', 0.0892486572265625, -1, -1, -1, (2, 1))","('UNSAT', 0.11095857620239258, -1, -1, -1, (2, 1))","('UNSAT', 0.19994688034057617, -1, -1, -1, (2, 1))","('UNSAT', 0.1215050220489502, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.264040470123291, -1, -1, -1, (3, 1))","('UNSAT', 0.309894323348999, -1, -1, -1, (3, 1))","('UNSAT', 1.1639602184295654, -1, -1, -1, (3, 1))","('UNSAT', 1.7996397018432617, -1, -1, -1, (3, 1))","('UNSAT', 0.10773158073425293, -1, -1, -1, (3, 1))","('UNSAT', 0.24549126625061035, -1, -1, -1, (3, 1))","('UNSAT', 0.07711005210876465, -1, -1, -1, (3, 1))","('UNSAT', 0.1104743480682373, -1, -1, -1, (3, 1))","('UNSAT', 0.149186372756958, -1, -1, -1, (3, 1))","('UNSAT', 0.22233271598815918, -1, -1, -1, (3, 1))","('UNSAT', 0.047310829162597656, -1, -1, -1, (3, 1))","('UNSAT', 0.16935253143310547, -1, -1, -1, (3, 1))","('UNSAT', 0.14696979522705078, -1, -1, -1, (3, 1))","('UNSAT', 0.11473584175109863, -1, -1, -1, (3, 1))","('UNSAT', 0.12495279312133789, -1, -1, -1, (3, 1))","('UNSAT', 0.40537548065185547, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.1659224033355713, -1, -1, -1, (4, 1))","('UNSAT', 0.45165586471557617, -1, -1, -1, (4, 1))","('UNSAT', 0.9251432418823242, -1, -1, -1, (4, 1))","('UNSAT', 1.9015963077545166, -1, -1, -1, (4, 1))","('UNSAT', 0.07985401153564453, -1, -1, -1, (4, 1))","('UNSAT', 0.10216975212097168, -1, -1, -1, (4, 1))","('UNSAT', 0.07868576049804688, -1, -1, -1, (4, 1))","('UNSAT', 0.042937278747558594, -1, -1, -1, (4, 1))","('UNSAT', 0.06059527397155762, -1, -1, -1, (4, 1))","('UNSAT', 0.08122086524963379, -1, -1, -1, (4, 1))","('UNSAT', 0.05086207389831543, -1, -1, -1, (4, 1))","('UNSAT', 0.15685296058654785, -1, -1, -1, (4, 1))","('UNSAT', 0.07243609428405762, -1, -1, -1, (4, 1))","('UNSAT', 0.08615279197692871, -1, -1, -1, (4, 1))","('UNSAT', 0.05285763740539551, -1, -1, -1, (4, 1))","('UNSAT', 0.04021716117858887, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.3490757942199707, -1, -1, -1, (5, 1))","('UNSAT', 0.15825676918029785, -1, -1, -1, (5, 1))","('UNSAT', 1.8207981586456299, -1, -1, -1, (5, 1))","('UNSAT', 1.88028883934021, -1, -1, -1, (5, 1))","('UNSAT', 0.24341917037963867, -1, -1, -1, (5, 1))","('UNSAT', 0.047388315200805664, -1, -1, -1, (5, 1))","('UNSAT', 0.3505520820617676, -1, -1, -1, (5, 1))","('UNSAT', 0.06212449073791504, -1, -1, -1, (5, 1))","('UNSAT', 0.08758258819580078, -1, -1, -1, (5, 1))","('UNSAT', 0.06614828109741211, -1, -1, -1, (5, 1))","('UNSAT', 0.026749610900878906, -1, -1, -1, (5, 1))","('UNSAT', 0.15759491920471191, -1, -1, -1, (5, 1))","('UNSAT', 0.19179129600524902, -1, -1, -1, (5, 1))","('UNSAT', 0.14532113075256348, -1, -1, -1, (5, 1))","('UNSAT', 0.0779416561126709, -1, -1, -1, (5, 1))","('UNSAT', 0.0936427116394043, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.24632740020751953, -1, -1, -1, (6, 1))","('UNSAT', 0.2508964538574219, -1, -1, -1, (6, 1))","('UNSAT', 0.620410680770874, -1, -1, -1, (6, 1))","('UNSAT', 1.824531078338623, -1, -1, -1, (6, 1))","('UNSAT', 0.10395550727844238, -1, -1, -1, (6, 1))","('UNSAT', 0.08463001251220703, -1, -1, -1, (6, 1))","('UNSAT', 0.1300060749053955, -1, -1, -1, (6, 1))","('UNSAT', 0.04748201370239258, -1, -1, -1, (6, 1))","('UNSAT', 0.1752939224243164, -1, -1, -1, (6, 1))","('UNSAT', 0.03777313232421875, -1, -1, -1, (6, 1))","('UNSAT', 0.11256170272827148, -1, -1, -1, (6, 1))","('UNSAT', 0.09934115409851074, -1, -1, -1, (6, 1))","('UNSAT', 0.15127182006835938, -1, -1, -1, (6, 1))","('UNSAT', 0.054692983627319336, -1, -1, -1, (6, 1))","('UNSAT', 0.11502385139465332, -1, -1, -1, (6, 1))","('UNSAT', 0.19306182861328125, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.11460256576538086, -1, -1, -1, (7, 1))","('UNSAT', 0.12723040580749512, -1, -1, -1, (7, 1))","('UNSAT', 1.5332911014556885, -1, -1, -1, (7, 1))","('UNSAT', 1.9004542827606201, -1, -1, -1, (7, 1))","('UNSAT', 0.1090555191040039, -1, -1, -1, (7, 1))","('UNSAT', 0.05996417999267578, -1, -1, -1, (7, 1))","('UNSAT', 0.13747501373291016, -1, -1, -1, (7, 1))","('UNSAT', 0.06173086166381836, -1, -1, -1, (7, 1))","('UNSAT', 0.08145666122436523, -1, -1, -1, (7, 1))","('UNSAT', 0.10804271697998047, -1, -1, -1, (7, 1))","('UNSAT', 0.1107323169708252, -1, -1, -1, (7, 1))","('UNSAT', 0.08718347549438477, -1, -1, -1, (7, 1))","('UNSAT', 0.19414210319519043, -1, -1, -1, (7, 1))","('UNSAT', 0.05434679985046387, -1, -1, -1, (7, 1))","('UNSAT', 0.07270979881286621, -1, -1, -1, (7, 1))","('UNSAT', 0.0527036190032959, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.2528347969055176, -1, -1, -1, (8, 1))","('UNSAT', 0.19653654098510742, -1, -1, -1, (8, 1))","('UNSAT', 1.2869830131530762, -1, -1, -1, (8, 1))","('UNSAT', 1.402752161026001, -1, -1, -1, (8, 1))","('UNSAT', 0.0894927978515625, -1, -1, -1, (8, 1))","('UNSAT', 0.2359020709991455, -1, -1, -1, (8, 1))","('UNSAT', 0.13743114471435547, -1, -1, -1, (8, 1))","('UNSAT', 0.04635810852050781, -1, -1, -1, (8, 1))","('UNSAT', 0.14081525802612305, -1, -1, -1, (8, 1))","('UNSAT', 0.1077280044555664, -1, -1, -1, (8, 1))","('UNSAT', 0.18210577964782715, -1, -1, -1, (8, 1))","('UNSAT', 0.06142687797546387, -1, -1, -1, (8, 1))","('UNSAT', 0.11420321464538574, -1, -1, -1, (8, 1))","('UNSAT', 0.0550384521484375, -1, -1, -1, (8, 1))","('UNSAT', 0.2536137104034424, -1, -1, -1, (8, 1))","('UNSAT', 0.16035938262939453, -1, -1, -1, (8, 1))"
