iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 399.52584648132324, 269.3782, 0.583892, 0.00019001134205610002, (0, 1))","('SAT', 379.1032016277313, 226.6719, 0.432258, 0.00012146327208030002, (0, 1))","('SAT', 366.9879426956177, 202.2683, 0.501716, 8.975085074781e-05, (0, 1))","('SAT', 340.4879448413849, 175.9875, 0.340918, 7.138281216612002e-05, (0, 1))","('SAT', 333.6833634376526, 158.1541, 0.369624, 6.0535436205100004e-05, (0, 1))","('SAT', 322.2621285915375, 123.8952, 0.366733, 4.690949208452001e-05, (0, 1))","('UNSAT', 138.14861965179443, -1, -1, -1, (0, 1))","('SAT', 295.55087661743164, 97.6144, 0.292886, 3.1775223760630006e-05, (0, 1))","('UNSAT', 0.18743300437927246, -1, -1, -1, (0, 1))","('UNSAT', 0.17974305152893066, -1, -1, -1, (0, 1))","('UNSAT', 0.16972613334655762, -1, -1, -1, (0, 1))","('UNSAT', 0.1747748851776123, -1, -1, -1, (0, 1))","('SAT', 276.7935378551483, 70.8643, 0.182939, 2.283803587488e-05, (0, 1))","('UNSAT', 0.15536713600158691, -1, -1, -1, (0, 1))","('UNSAT', 0.1984574794769287, -1, -1, -1, (0, 1))","('UNSAT', 0.20180773735046387, -1, -1, -1, (0, 1))","('UNSAT', 175.15461087226868, -1, -1, -1, (0, 1))","('UNSAT', 0.16602277755737305, -1, -1, -1, (0, 1))","('UNSAT', 0.18792271614074707, -1, -1, -1, (0, 1))","('UNSAT', 0.16634273529052734, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 303.66464734077454, 114.9785, 0.347564, 4.030411218992e-05, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1878507137298584, -1, -1, -1, (1, 1))","('UNSAT', 0.17912507057189941, -1, -1, -1, (1, 1))","('UNSAT', 0.1705188751220703, -1, -1, -1, (1, 1))","('UNSAT', 188.33076643943787, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.20917010307312012, -1, -1, -1, (1, 1))","('UNSAT', 20.49508571624756, -1, -1, -1, (1, 1))","('UNSAT', 20.44955539703369, -1, -1, -1, (1, 1))","('SAT', 266.56019949913025, 66.1713, 0.186195, 1.9414655980650002e-05, (1, 1))","('UNSAT', 170.86109566688538, -1, -1, -1, (1, 1))","('UNSAT', 7.256463289260864, -1, -1, -1, (1, 1))","('UNSAT', 172.90235829353333, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.4007701873779297, -1, -1, -1, (2, 1))","('UNSAT', 0.6911358833312988, -1, -1, -1, (2, 1))","('UNSAT', 0.170579195022583, -1, -1, -1, (2, 1))","('UNSAT', 210.5944631099701, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17306137084960938, -1, -1, -1, (2, 1))","('UNSAT', 20.399122953414917, -1, -1, -1, (2, 1))","('UNSAT', 20.421846628189087, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 260.6700370311737, 66.1713, 0.186195, 1.9414655980650002e-05, (2, 1))","('SAT', 263.3391103744507, 66.1713, 0.186195, 1.9414655980650002e-05, (2, 1))","('SAT', 262.76223635673523, 66.1713, 0.186195, 1.9414655980650002e-05, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.388756513595581, -1, -1, -1, (3, 1))","('UNSAT', 0.7235393524169922, -1, -1, -1, (3, 1))","('UNSAT', 0.17511916160583496, -1, -1, -1, (3, 1))","('UNSAT', 208.25011587142944, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17310166358947754, -1, -1, -1, (3, 1))","('UNSAT', 31.93570613861084, -1, -1, -1, (3, 1))","('UNSAT', 31.896257638931274, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.388643503189087, -1, -1, -1, (4, 1))","('UNSAT', 0.6994256973266602, -1, -1, -1, (4, 1))","('UNSAT', 0.17050814628601074, -1, -1, -1, (4, 1))","('UNSAT', 207.49676418304443, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17303705215454102, -1, -1, -1, (4, 1))","('UNSAT', 20.324259519577026, -1, -1, -1, (4, 1))","('UNSAT', 20.348072290420532, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.355881929397583, -1, -1, -1, (5, 1))","('UNSAT', 0.7194650173187256, -1, -1, -1, (5, 1))","('UNSAT', 0.1708698272705078, -1, -1, -1, (5, 1))","('UNSAT', 208.7199046611786, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1732163429260254, -1, -1, -1, (5, 1))","('UNSAT', 31.95159339904785, -1, -1, -1, (5, 1))","('UNSAT', 32.114830493927, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.3764493465423584, -1, -1, -1, (6, 1))","('UNSAT', 0.7027859687805176, -1, -1, -1, (6, 1))","('UNSAT', 0.17443203926086426, -1, -1, -1, (6, 1))","('UNSAT', 208.33868837356567, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17328500747680664, -1, -1, -1, (6, 1))","('UNSAT', 31.8338303565979, -1, -1, -1, (6, 1))","('UNSAT', 31.921098232269287, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.377431869506836, -1, -1, -1, (7, 1))","('UNSAT', 0.713141918182373, -1, -1, -1, (7, 1))","('UNSAT', 0.17068147659301758, -1, -1, -1, (7, 1))","('UNSAT', 208.6183521747589, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17404842376708984, -1, -1, -1, (7, 1))","('UNSAT', 31.843805074691772, -1, -1, -1, (7, 1))","('UNSAT', 31.91410517692566, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.3942797183990479, -1, -1, -1, (8, 1))","('UNSAT', 0.691676139831543, -1, -1, -1, (8, 1))","('UNSAT', 0.16983270645141602, -1, -1, -1, (8, 1))","('UNSAT', 207.53108310699463, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1820383071899414, -1, -1, -1, (8, 1))","('UNSAT', 20.415979623794556, -1, -1, -1, (8, 1))","('UNSAT', 20.310229301452637, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
