iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 405.62158489227295, 269.3782, 0.583892, 0.00019001134205610002, (0, 1))","('SAT', 383.5530753135681, 230.8956, 0.540369, 0.0001320244628005, (0, 1))","('SAT', 360.5315124988556, 198.9832, 0.438839, 9.138141467702001e-05, (0, 1))","('SAT', 338.1766085624695, 149.2374, 0.368515, 5.5790525948400005e-05, (0, 1))","('SAT', 303.1504182815552, 128.1189, 0.367019, 4.53269094578e-05, (0, 1))","('SAT', 292.9097638130188, 102.3074, 0.368085, 3.7960078770990004e-05, (0, 1))","('UNSAT', 0.17862534523010254, -1, -1, -1, (0, 1))","('UNSAT', 0.16452980041503906, -1, -1, -1, (0, 1))","('UNSAT', 0.16620230674743652, -1, -1, -1, (0, 1))","('UNSAT', 0.16727232933044434, -1, -1, -1, (0, 1))","('UNSAT', 0.16741299629211426, -1, -1, -1, (0, 1))","('UNSAT', 0.16317224502563477, -1, -1, -1, (0, 1))","('UNSAT', 0.1665964126586914, -1, -1, -1, (0, 1))","('UNSAT', 0.16878247261047363, -1, -1, -1, (0, 1))","('UNSAT', 0.16730403900146484, -1, -1, -1, (0, 1))","('UNSAT', 0.16382598876953125, -1, -1, -1, (0, 1))","('UNSAT', 0.16501712799072266, -1, -1, -1, (0, 1))","('UNSAT', 0.16755962371826172, -1, -1, -1, (0, 1))","('UNSAT', 0.16665196418762207, -1, -1, -1, (0, 1))","('UNSAT', 0.16298866271972656, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 271.65248346328735, 97.1451, 0.344982, 3.3858766983030005e-05, (1, 1))","('UNSAT', 0.8907232284545898, -1, -1, -1, (1, 1))","('UNSAT', 2.890730619430542, -1, -1, -1, (1, 1))","('UNSAT', 5.200733661651611, -1, -1, -1, (1, 1))","('UNSAT', 0.2097797393798828, -1, -1, -1, (1, 1))","('UNSAT', 0.28734493255615234, -1, -1, -1, (1, 1))","('UNSAT', 10.418270826339722, -1, -1, -1, (1, 1))","('UNSAT', 1.605959177017212, -1, -1, -1, (1, 1))","('UNSAT', 0.28718113899230957, -1, -1, -1, (1, 1))","('UNSAT', 0.2116680145263672, -1, -1, -1, (1, 1))","('UNSAT', 10.376067161560059, -1, -1, -1, (1, 1))","('UNSAT', 1.6352274417877197, -1, -1, -1, (1, 1))","('UNSAT', 0.2873358726501465, -1, -1, -1, (1, 1))","('UNSAT', 0.2160508632659912, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.095496654510498, -1, -1, -1, (2, 1))","('UNSAT', 27.444234132766724, -1, -1, -1, (2, 1))","('UNSAT', 32.12407398223877, -1, -1, -1, (2, 1))","('UNSAT', 6.163365840911865, -1, -1, -1, (2, 1))","('UNSAT', 14.584100246429443, -1, -1, -1, (2, 1))","('UNSAT', 14.803941011428833, -1, -1, -1, (2, 1))","('UNSAT', 32.39816164970398, -1, -1, -1, (2, 1))","('UNSAT', 14.655676364898682, -1, -1, -1, (2, 1))","('UNSAT', 55.54133319854736, -1, -1, -1, (2, 1))","('UNSAT', 14.729305744171143, -1, -1, -1, (2, 1))","('UNSAT', 32.08302426338196, -1, -1, -1, (2, 1))","('UNSAT', 14.648205995559692, -1, -1, -1, (2, 1))","('UNSAT', 32.27654528617859, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.075143337249756, -1, -1, -1, (3, 1))","('UNSAT', 32.47941017150879, -1, -1, -1, (3, 1))","('UNSAT', 42.354371070861816, -1, -1, -1, (3, 1))","('UNSAT', 6.170783758163452, -1, -1, -1, (3, 1))","('UNSAT', 17.169997930526733, -1, -1, -1, (3, 1))","('UNSAT', 10.29891848564148, -1, -1, -1, (3, 1))","('UNSAT', 17.46606421470642, -1, -1, -1, (3, 1))","('UNSAT', 23.645775079727173, -1, -1, -1, (3, 1))","('UNSAT', 23.329756021499634, -1, -1, -1, (3, 1))","('UNSAT', 10.306407690048218, -1, -1, -1, (3, 1))","('UNSAT', 17.48403525352478, -1, -1, -1, (3, 1))","('UNSAT', 23.69655203819275, -1, -1, -1, (3, 1))","('UNSAT', 64.78680610656738, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.079524517059326, -1, -1, -1, (4, 1))","('UNSAT', 84.94978761672974, -1, -1, -1, (4, 1))","('UNSAT', 31.811482191085815, -1, -1, -1, (4, 1))","('UNSAT', 6.175964117050171, -1, -1, -1, (4, 1))","('UNSAT', 14.597631454467773, -1, -1, -1, (4, 1))","('UNSAT', 10.277520418167114, -1, -1, -1, (4, 1))","('UNSAT', 32.343727588653564, -1, -1, -1, (4, 1))","('UNSAT', 14.569475650787354, -1, -1, -1, (4, 1))","('UNSAT', 55.324116468429565, -1, -1, -1, (4, 1))","('UNSAT', 10.272317886352539, -1, -1, -1, (4, 1))","('UNSAT', 32.026501417160034, -1, -1, -1, (4, 1))","('UNSAT', 14.677209854125977, -1, -1, -1, (4, 1))","('UNSAT', 32.116530656814575, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.08687162399292, -1, -1, -1, (5, 1))","('UNSAT', 32.4063503742218, -1, -1, -1, (5, 1))","('UNSAT', 42.25292372703552, -1, -1, -1, (5, 1))","('UNSAT', 6.218945741653442, -1, -1, -1, (5, 1))","('UNSAT', 17.126993417739868, -1, -1, -1, (5, 1))","('UNSAT', 10.313633918762207, -1, -1, -1, (5, 1))","('UNSAT', 17.52646780014038, -1, -1, -1, (5, 1))","('UNSAT', 23.670706272125244, -1, -1, -1, (5, 1))","('UNSAT', 23.401116847991943, -1, -1, -1, (5, 1))","('UNSAT', 10.281116724014282, -1, -1, -1, (5, 1))","('UNSAT', 17.425718784332275, -1, -1, -1, (5, 1))","('UNSAT', 23.72854447364807, -1, -1, -1, (5, 1))","('UNSAT', 64.69801068305969, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.076583862304688, -1, -1, -1, (6, 1))","('UNSAT', 32.390527963638306, -1, -1, -1, (6, 1))","('UNSAT', 42.479557275772095, -1, -1, -1, (6, 1))","('UNSAT', 6.187664270401001, -1, -1, -1, (6, 1))","('UNSAT', 17.143160343170166, -1, -1, -1, (6, 1))","('UNSAT', 10.276633977890015, -1, -1, -1, (6, 1))","('UNSAT', 17.58269739151001, -1, -1, -1, (6, 1))","('UNSAT', 23.623079299926758, -1, -1, -1, (6, 1))","('UNSAT', 23.375821352005005, -1, -1, -1, (6, 1))","('UNSAT', 10.260966777801514, -1, -1, -1, (6, 1))","('UNSAT', 17.43645477294922, -1, -1, -1, (6, 1))","('UNSAT', 23.632800817489624, -1, -1, -1, (6, 1))","('UNSAT', 64.49075984954834, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.10998010635376, -1, -1, -1, (7, 1))","('UNSAT', 32.16959261894226, -1, -1, -1, (7, 1))","('UNSAT', 42.12584948539734, -1, -1, -1, (7, 1))","('UNSAT', 6.2103893756866455, -1, -1, -1, (7, 1))","('UNSAT', 17.04846692085266, -1, -1, -1, (7, 1))","('UNSAT', 10.347326755523682, -1, -1, -1, (7, 1))","('UNSAT', 17.661691665649414, -1, -1, -1, (7, 1))","('UNSAT', 23.693883180618286, -1, -1, -1, (7, 1))","('UNSAT', 23.386533737182617, -1, -1, -1, (7, 1))","('UNSAT', 10.272162675857544, -1, -1, -1, (7, 1))","('UNSAT', 17.501585721969604, -1, -1, -1, (7, 1))","('UNSAT', 23.98665499687195, -1, -1, -1, (7, 1))","('UNSAT', 64.49675512313843, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 12.065497636795044, -1, -1, -1, (8, 1))","('UNSAT', 84.61275339126587, -1, -1, -1, (8, 1))","('UNSAT', 32.09809994697571, -1, -1, -1, (8, 1))","('UNSAT', 6.207842588424683, -1, -1, -1, (8, 1))","('UNSAT', 14.645045280456543, -1, -1, -1, (8, 1))","('UNSAT', 10.334730386734009, -1, -1, -1, (8, 1))","('UNSAT', 32.40188670158386, -1, -1, -1, (8, 1))","('UNSAT', 14.581532001495361, -1, -1, -1, (8, 1))","('UNSAT', 55.57101559638977, -1, -1, -1, (8, 1))","('UNSAT', 10.244038105010986, -1, -1, -1, (8, 1))","('UNSAT', 32.22033166885376, -1, -1, -1, (8, 1))","('UNSAT', 14.862874507904053, -1, -1, -1, (8, 1))","('UNSAT', 32.44426870346069, -1, -1, -1, (8, 1))"
