iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.020179271697998047, -1, -1, -1, (0, 1))","('UNSAT', 0.04463768005371094, -1, -1, -1, (0, 1))","('UNSAT', 0.024115800857543945, -1, -1, -1, (0, 1))","('UNSAT', 0.04373002052307129, -1, -1, -1, (0, 1))","('UNSAT', 0.019169092178344727, -1, -1, -1, (0, 1))","('UNSAT', 0.018970727920532227, -1, -1, -1, (0, 1))","('UNSAT', 0.019456863403320312, -1, -1, -1, (0, 1))","('UNSAT', 0.019016265869140625, -1, -1, -1, (0, 1))","('UNSAT', 0.019408464431762695, -1, -1, -1, (0, 1))","('UNSAT', 0.019515514373779297, -1, -1, -1, (0, 1))","('UNSAT', 0.019504070281982422, -1, -1, -1, (0, 1))","('UNSAT', 0.019049882888793945, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.029222488403320312, -1, -1, -1, (1, 1))","('UNSAT', 0.11054086685180664, -1, -1, -1, (1, 1))","('UNSAT', 0.05624127388000488, -1, -1, -1, (1, 1))","('UNSAT', 0.08211040496826172, -1, -1, -1, (1, 1))","('UNSAT', 0.13334369659423828, -1, -1, -1, (1, 1))","('UNSAT', 0.06530141830444336, -1, -1, -1, (1, 1))","('UNSAT', 0.14228320121765137, -1, -1, -1, (1, 1))","('UNSAT', 0.10656571388244629, -1, -1, -1, (1, 1))","('UNSAT', 0.13309144973754883, -1, -1, -1, (1, 1))","('UNSAT', 0.06615686416625977, -1, -1, -1, (1, 1))","('UNSAT', 0.13552045822143555, -1, -1, -1, (1, 1))","('UNSAT', 0.06682181358337402, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.139357328414917, -1, -1, -1, (2, 1))","('UNSAT', 0.13897395133972168, -1, -1, -1, (2, 1))","('UNSAT', 0.1015009880065918, -1, -1, -1, (2, 1))","('UNSAT', 0.027368783950805664, -1, -1, -1, (2, 1))","('UNSAT', 0.13611960411071777, -1, -1, -1, (2, 1))","('UNSAT', 0.14970135688781738, -1, -1, -1, (2, 1))","('UNSAT', 0.0904991626739502, -1, -1, -1, (2, 1))","('UNSAT', 0.08695554733276367, -1, -1, -1, (2, 1))","('UNSAT', 0.13786935806274414, -1, -1, -1, (2, 1))","('UNSAT', 0.15062642097473145, -1, -1, -1, (2, 1))","('UNSAT', 0.1394665241241455, -1, -1, -1, (2, 1))","('UNSAT', 0.14895963668823242, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.1425914764404297, -1, -1, -1, (3, 1))","('UNSAT', 0.10558104515075684, -1, -1, -1, (3, 1))","('UNSAT', 0.10578083992004395, -1, -1, -1, (3, 1))","('UNSAT', 0.1073915958404541, -1, -1, -1, (3, 1))","('UNSAT', 0.11029338836669922, -1, -1, -1, (3, 1))","('UNSAT', 0.14219903945922852, -1, -1, -1, (3, 1))","('UNSAT', 0.13826608657836914, -1, -1, -1, (3, 1))","('UNSAT', 0.14128732681274414, -1, -1, -1, (3, 1))","('UNSAT', 0.10991740226745605, -1, -1, -1, (3, 1))","('UNSAT', 0.14275145530700684, -1, -1, -1, (3, 1))","('UNSAT', 0.11126470565795898, -1, -1, -1, (3, 1))","('UNSAT', 0.1419215202331543, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.18085241317749023, -1, -1, -1, (4, 1))","('UNSAT', 0.14527487754821777, -1, -1, -1, (4, 1))","('UNSAT', 0.13048005104064941, -1, -1, -1, (4, 1))","('UNSAT', 0.08271121978759766, -1, -1, -1, (4, 1))","('UNSAT', 0.08361458778381348, -1, -1, -1, (4, 1))","('UNSAT', 0.11381077766418457, -1, -1, -1, (4, 1))","('UNSAT', 0.14890336990356445, -1, -1, -1, (4, 1))","('UNSAT', 0.10907816886901855, -1, -1, -1, (4, 1))","('UNSAT', 0.08478307723999023, -1, -1, -1, (4, 1))","('UNSAT', 0.10971999168395996, -1, -1, -1, (4, 1))","('UNSAT', 0.08828234672546387, -1, -1, -1, (4, 1))","('UNSAT', 0.11052489280700684, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.18266081809997559, -1, -1, -1, (5, 1))","('UNSAT', 0.08651947975158691, -1, -1, -1, (5, 1))","('UNSAT', 0.07920646667480469, -1, -1, -1, (5, 1))","('UNSAT', 0.13573241233825684, -1, -1, -1, (5, 1))","('UNSAT', 0.08085012435913086, -1, -1, -1, (5, 1))","('UNSAT', 0.11147928237915039, -1, -1, -1, (5, 1))","('UNSAT', 0.14783334732055664, -1, -1, -1, (5, 1))","('UNSAT', 0.14450693130493164, -1, -1, -1, (5, 1))","('UNSAT', 0.08447980880737305, -1, -1, -1, (5, 1))","('UNSAT', 0.12912583351135254, -1, -1, -1, (5, 1))","('UNSAT', 0.08365035057067871, -1, -1, -1, (5, 1))","('UNSAT', 0.11428356170654297, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.14940762519836426, -1, -1, -1, (6, 1))","('UNSAT', 0.08371281623840332, -1, -1, -1, (6, 1))","('UNSAT', 0.07996010780334473, -1, -1, -1, (6, 1))","('UNSAT', 0.13564467430114746, -1, -1, -1, (6, 1))","('UNSAT', 0.07944846153259277, -1, -1, -1, (6, 1))","('UNSAT', 0.11268210411071777, -1, -1, -1, (6, 1))","('UNSAT', 0.14682340621948242, -1, -1, -1, (6, 1))","('UNSAT', 0.14070701599121094, -1, -1, -1, (6, 1))","('UNSAT', 0.08387327194213867, -1, -1, -1, (6, 1))","('UNSAT', 0.10840678215026855, -1, -1, -1, (6, 1))","('UNSAT', 0.08028411865234375, -1, -1, -1, (6, 1))","('UNSAT', 0.10671567916870117, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.06276559829711914, -1, -1, -1, (1, 2))","('UNSAT', 0.20319271087646484, -1, -1, -1, (1, 2))","('UNSAT', 0.2016911506652832, -1, -1, -1, (1, 2))","('UNSAT', 0.03857064247131348, -1, -1, -1, (1, 2))","('UNSAT', 0.09117436408996582, -1, -1, -1, (1, 2))","('UNSAT', 0.1197812557220459, -1, -1, -1, (1, 2))","('UNSAT', 0.09331297874450684, -1, -1, -1, (1, 2))","('UNSAT', 0.1855916976928711, -1, -1, -1, (1, 2))","('UNSAT', 0.09374523162841797, -1, -1, -1, (1, 2))","('UNSAT', 0.11581635475158691, -1, -1, -1, (1, 2))","('UNSAT', 0.0923151969909668, -1, -1, -1, (1, 2))","('UNSAT', 0.11311459541320801, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.26256752014160156, -1, -1, -1, (2, 2))","('SAT', 0.3171260356903076, 21.1185, 0.097659, 3.6798717246709996e-06, (2, 2))","('SAT', 0.30123162269592285, 22.5264, 0.112735, 3.748442622964e-06, (2, 2))","('SAT', 0.30850791931152344, 22.5264, 0.112735, 3.748376684598e-06, (2, 2))","('SAT', 0.29578661918640137, 23.465, 0.112695, 4.050838924741e-06, (2, 2))","('SAT', 0.29523301124572754, 22.5264, 0.112735, 3.748376684598e-06, (2, 2))","('SAT', 0.30061841011047363, 21.5878, 0.114877, 4.101994818484e-06, (2, 2))","('SAT', 0.2955799102783203, 22.5264, 0.112735, 3.748376684598e-06, (2, 2))","('SAT', 0.29841017723083496, 23.465, 0.112695, 4.050838924741e-06, (2, 2))","('SAT', 0.2923769950866699, 22.5264, 0.112735, 3.748376684598e-06, (2, 2))","('SAT', 0.29538846015930176, 23.465, 0.112695, 4.050838924741e-06, (2, 2))","('SAT', 0.2926459312438965, 22.5264, 0.112735, 3.748376684598e-06, (2, 2))"
