iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.036942481994628906, -1, -1, -1, (0, 1))","('UNSAT', 0.035709381103515625, -1, -1, -1, (0, 1))","('UNSAT', 0.452472448348999, -1, -1, -1, (0, 1))","('UNSAT', 0.0668189525604248, -1, -1, -1, (0, 1))","('UNSAT', 0.11998105049133301, -1, -1, -1, (0, 1))","('UNSAT', 0.08967828750610352, -1, -1, -1, (0, 1))","('UNSAT', 0.09063863754272461, -1, -1, -1, (0, 1))","('UNSAT', 0.08706378936767578, -1, -1, -1, (0, 1))","('UNSAT', 0.09133028984069824, -1, -1, -1, (0, 1))","('UNSAT', 0.0873568058013916, -1, -1, -1, (0, 1))","('UNSAT', 0.08830881118774414, -1, -1, -1, (0, 1))","('UNSAT', 0.08962512016296387, -1, -1, -1, (0, 1))","('UNSAT', 0.0886380672454834, -1, -1, -1, (0, 1))","('UNSAT', 0.08835029602050781, -1, -1, -1, (0, 1))","('UNSAT', 0.08866214752197266, -1, -1, -1, (0, 1))","('UNSAT', 0.08761477470397949, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.06592583656311035, -1, -1, -1, (1, 1))","('UNSAT', 0.8645761013031006, -1, -1, -1, (1, 1))","('SAT', 5.929687023162842, 62.4169, 0.258002, 2.013221092056e-05, (1, 1))","('UNSAT', 0.1187894344329834, -1, -1, -1, (1, 1))","('UNSAT', 0.3398439884185791, -1, -1, -1, (1, 1))","('UNSAT', 0.09276294708251953, -1, -1, -1, (1, 1))","('UNSAT', 0.09523773193359375, -1, -1, -1, (1, 1))","('UNSAT', 0.09287333488464355, -1, -1, -1, (1, 1))","('UNSAT', 0.09361720085144043, -1, -1, -1, (1, 1))","('UNSAT', 0.09275245666503906, -1, -1, -1, (1, 1))","('UNSAT', 0.09315800666809082, -1, -1, -1, (1, 1))","('UNSAT', 0.09239602088928223, -1, -1, -1, (1, 1))","('UNSAT', 0.09423398971557617, -1, -1, -1, (1, 1))","('UNSAT', 0.09427475929260254, -1, -1, -1, (1, 1))","('UNSAT', 0.0930323600769043, -1, -1, -1, (1, 1))","('UNSAT', 0.09347653388977051, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.30733323097229004, -1, -1, -1, (2, 1))","('UNSAT', 0.043270111083984375, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08686065673828125, -1, -1, -1, (2, 1))","('UNSAT', 0.26688432693481445, -1, -1, -1, (2, 1))","('UNSAT', 0.2108912467956543, -1, -1, -1, (2, 1))","('UNSAT', 0.21237421035766602, -1, -1, -1, (2, 1))","('UNSAT', 0.20957684516906738, -1, -1, -1, (2, 1))","('UNSAT', 0.2124042510986328, -1, -1, -1, (2, 1))","('UNSAT', 0.21135330200195312, -1, -1, -1, (2, 1))","('UNSAT', 0.21131324768066406, -1, -1, -1, (2, 1))","('UNSAT', 0.2096412181854248, -1, -1, -1, (2, 1))","('UNSAT', 0.21229791641235352, -1, -1, -1, (2, 1))","('UNSAT', 0.2111959457397461, -1, -1, -1, (2, 1))","('UNSAT', 0.20952916145324707, -1, -1, -1, (2, 1))","('UNSAT', 0.21043181419372559, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.3125789165496826, -1, -1, -1, (3, 1))","('UNSAT', 0.36971211433410645, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08760809898376465, -1, -1, -1, (3, 1))","('UNSAT', 0.4458954334259033, -1, -1, -1, (3, 1))","('UNSAT', 0.2769744396209717, -1, -1, -1, (3, 1))","('UNSAT', 0.2808036804199219, -1, -1, -1, (3, 1))","('UNSAT', 0.27495312690734863, -1, -1, -1, (3, 1))","('UNSAT', 0.2789125442504883, -1, -1, -1, (3, 1))","('UNSAT', 0.2754228115081787, -1, -1, -1, (3, 1))","('UNSAT', 0.27968621253967285, -1, -1, -1, (3, 1))","('UNSAT', 0.27593183517456055, -1, -1, -1, (3, 1))","('UNSAT', 0.2790956497192383, -1, -1, -1, (3, 1))","('UNSAT', 0.28377318382263184, -1, -1, -1, (3, 1))","('UNSAT', 0.2760193347930908, -1, -1, -1, (3, 1))","('UNSAT', 0.2771739959716797, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.31287455558776855, -1, -1, -1, (4, 1))","('UNSAT', 0.31729769706726074, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0898740291595459, -1, -1, -1, (4, 1))","('UNSAT', 0.44592976570129395, -1, -1, -1, (4, 1))","('UNSAT', 0.2768256664276123, -1, -1, -1, (4, 1))","('UNSAT', 0.27802443504333496, -1, -1, -1, (4, 1))","('UNSAT', 0.27525925636291504, -1, -1, -1, (4, 1))","('UNSAT', 0.2790367603302002, -1, -1, -1, (4, 1))","('UNSAT', 0.28070521354675293, -1, -1, -1, (4, 1))","('UNSAT', 0.2793304920196533, -1, -1, -1, (4, 1))","('UNSAT', 0.2786264419555664, -1, -1, -1, (4, 1))","('UNSAT', 0.2821476459503174, -1, -1, -1, (4, 1))","('UNSAT', 0.2830202579498291, -1, -1, -1, (4, 1))","('UNSAT', 0.28474998474121094, -1, -1, -1, (4, 1))","('UNSAT', 0.2783970832824707, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.310727596282959, -1, -1, -1, (5, 1))","('UNSAT', 0.3096756935119629, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08747315406799316, -1, -1, -1, (5, 1))","('UNSAT', 0.450542688369751, -1, -1, -1, (5, 1))","('UNSAT', 0.27386927604675293, -1, -1, -1, (5, 1))","('UNSAT', 0.2767446041107178, -1, -1, -1, (5, 1))","('UNSAT', 0.27979373931884766, -1, -1, -1, (5, 1))","('UNSAT', 0.2765932083129883, -1, -1, -1, (5, 1))","('UNSAT', 0.27737903594970703, -1, -1, -1, (5, 1))","('UNSAT', 0.27993178367614746, -1, -1, -1, (5, 1))","('UNSAT', 0.2788679599761963, -1, -1, -1, (5, 1))","('UNSAT', 0.2791097164154053, -1, -1, -1, (5, 1))","('UNSAT', 0.2821066379547119, -1, -1, -1, (5, 1))","('UNSAT', 0.27886056900024414, -1, -1, -1, (5, 1))","('UNSAT', 0.277972936630249, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.3103644847869873, -1, -1, -1, (6, 1))","('UNSAT', 0.35742616653442383, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0879204273223877, -1, -1, -1, (6, 1))","('UNSAT', 0.4460029602050781, -1, -1, -1, (6, 1))","('UNSAT', 0.2804274559020996, -1, -1, -1, (6, 1))","('UNSAT', 0.27675557136535645, -1, -1, -1, (6, 1))","('UNSAT', 0.27848291397094727, -1, -1, -1, (6, 1))","('UNSAT', 0.276705265045166, -1, -1, -1, (6, 1))","('UNSAT', 0.2796590328216553, -1, -1, -1, (6, 1))","('UNSAT', 0.2834510803222656, -1, -1, -1, (6, 1))","('UNSAT', 0.27637600898742676, -1, -1, -1, (6, 1))","('UNSAT', 0.2766408920288086, -1, -1, -1, (6, 1))","('UNSAT', 0.282670259475708, -1, -1, -1, (6, 1))","('UNSAT', 0.27855801582336426, -1, -1, -1, (6, 1))","('UNSAT', 0.2795674800872803, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.3096632957458496, -1, -1, -1, (7, 1))","('UNSAT', 0.35829901695251465, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08733868598937988, -1, -1, -1, (7, 1))","('UNSAT', 0.4464297294616699, -1, -1, -1, (7, 1))","('UNSAT', 0.2768561840057373, -1, -1, -1, (7, 1))","('UNSAT', 0.27659106254577637, -1, -1, -1, (7, 1))","('UNSAT', 0.28304100036621094, -1, -1, -1, (7, 1))","('UNSAT', 0.2771620750427246, -1, -1, -1, (7, 1))","('UNSAT', 0.277113676071167, -1, -1, -1, (7, 1))","('UNSAT', 0.27875280380249023, -1, -1, -1, (7, 1))","('UNSAT', 0.283581018447876, -1, -1, -1, (7, 1))","('UNSAT', 0.2781338691711426, -1, -1, -1, (7, 1))","('UNSAT', 0.28102636337280273, -1, -1, -1, (7, 1))","('UNSAT', 0.277895450592041, -1, -1, -1, (7, 1))","('UNSAT', 0.27629613876342773, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.31555628776550293, -1, -1, -1, (8, 1))","('UNSAT', 0.3713352680206299, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08751058578491211, -1, -1, -1, (8, 1))","('UNSAT', 0.4463801383972168, -1, -1, -1, (8, 1))","('UNSAT', 0.27459716796875, -1, -1, -1, (8, 1))","('UNSAT', 0.2764272689819336, -1, -1, -1, (8, 1))","('UNSAT', 0.27921032905578613, -1, -1, -1, (8, 1))","('UNSAT', 0.27776169776916504, -1, -1, -1, (8, 1))","('UNSAT', 0.2802619934082031, -1, -1, -1, (8, 1))","('UNSAT', 0.27782130241394043, -1, -1, -1, (8, 1))","('UNSAT', 0.2816181182861328, -1, -1, -1, (8, 1))","('UNSAT', 0.27738022804260254, -1, -1, -1, (8, 1))","('UNSAT', 0.28112125396728516, -1, -1, -1, (8, 1))","('UNSAT', 0.2828865051269531, -1, -1, -1, (8, 1))","('UNSAT', 0.27712488174438477, -1, -1, -1, (8, 1))"
