iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.02590322494506836, -1, -1, -1, (0, 1))","('UNSAT', 0.026647090911865234, -1, -1, -1, (0, 1))","('UNSAT', 0.026480913162231445, -1, -1, -1, (0, 1))","('UNSAT', 0.02603912353515625, -1, -1, -1, (0, 1))","('UNSAT', 0.02596759796142578, -1, -1, -1, (0, 1))","('UNSAT', 0.02532958984375, -1, -1, -1, (0, 1))","('UNSAT', 0.025203466415405273, -1, -1, -1, (0, 1))","('UNSAT', 0.025020837783813477, -1, -1, -1, (0, 1))","('UNSAT', 0.025008201599121094, -1, -1, -1, (0, 1))","('UNSAT', 0.024335384368896484, -1, -1, -1, (0, 1))","('UNSAT', 0.025187969207763672, -1, -1, -1, (0, 1))","('UNSAT', 0.02610635757446289, -1, -1, -1, (0, 1))","('UNSAT', 0.026082992553710938, -1, -1, -1, (0, 1))","('UNSAT', 0.02605748176574707, -1, -1, -1, (0, 1))","('UNSAT', 0.02602243423461914, -1, -1, -1, (0, 1))","('UNSAT', 0.027209997177124023, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.026496410369873047, -1, -1, -1, (1, 1))","('UNSAT', 0.026407241821289062, -1, -1, -1, (1, 1))","('UNSAT', 0.02663898468017578, -1, -1, -1, (1, 1))","('UNSAT', 0.026192188262939453, -1, -1, -1, (1, 1))","('UNSAT', 0.0260012149810791, -1, -1, -1, (1, 1))","('UNSAT', 0.02548360824584961, -1, -1, -1, (1, 1))","('UNSAT', 0.02537226676940918, -1, -1, -1, (1, 1))","('UNSAT', 0.025133609771728516, -1, -1, -1, (1, 1))","('UNSAT', 0.02515125274658203, -1, -1, -1, (1, 1))","('UNSAT', 0.024524211883544922, -1, -1, -1, (1, 1))","('UNSAT', 0.0257875919342041, -1, -1, -1, (1, 1))","('UNSAT', 0.025858640670776367, -1, -1, -1, (1, 1))","('UNSAT', 0.02665853500366211, -1, -1, -1, (1, 1))","('UNSAT', 0.026317358016967773, -1, -1, -1, (1, 1))","('UNSAT', 0.026761770248413086, -1, -1, -1, (1, 1))","('UNSAT', 0.027452707290649414, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.15133070945739746, -1, -1, -1, (2, 1))","('UNSAT', 0.047063589096069336, -1, -1, -1, (2, 1))","('UNSAT', 0.04783773422241211, -1, -1, -1, (2, 1))","('UNSAT', 0.04694390296936035, -1, -1, -1, (2, 1))","('UNSAT', 0.04685616493225098, -1, -1, -1, (2, 1))","('UNSAT', 0.044054508209228516, -1, -1, -1, (2, 1))","('UNSAT', 0.04418039321899414, -1, -1, -1, (2, 1))","('UNSAT', 0.04272627830505371, -1, -1, -1, (2, 1))","('UNSAT', 0.043244123458862305, -1, -1, -1, (2, 1))","('UNSAT', 0.042287588119506836, -1, -1, -1, (2, 1))","('UNSAT', 0.04434466361999512, -1, -1, -1, (2, 1))","('UNSAT', 0.04557013511657715, -1, -1, -1, (2, 1))","('UNSAT', 0.04564213752746582, -1, -1, -1, (2, 1))","('UNSAT', 0.04697370529174805, -1, -1, -1, (2, 1))","('UNSAT', 0.04702186584472656, -1, -1, -1, (2, 1))","('UNSAT', 0.048924922943115234, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.15355277061462402, -1, -1, -1, (3, 1))","('UNSAT', 0.046686410903930664, -1, -1, -1, (3, 1))","('UNSAT', 0.047205209732055664, -1, -1, -1, (3, 1))","('UNSAT', 0.04669189453125, -1, -1, -1, (3, 1))","('UNSAT', 0.046758413314819336, -1, -1, -1, (3, 1))","('UNSAT', 0.043554067611694336, -1, -1, -1, (3, 1))","('UNSAT', 0.042105674743652344, -1, -1, -1, (3, 1))","('UNSAT', 0.04387640953063965, -1, -1, -1, (3, 1))","('UNSAT', 0.04292154312133789, -1, -1, -1, (3, 1))","('UNSAT', 0.0437932014465332, -1, -1, -1, (3, 1))","('UNSAT', 0.04545474052429199, -1, -1, -1, (3, 1))","('UNSAT', 0.04589486122131348, -1, -1, -1, (3, 1))","('UNSAT', 0.04592609405517578, -1, -1, -1, (3, 1))","('UNSAT', 0.04677534103393555, -1, -1, -1, (3, 1))","('UNSAT', 0.047239065170288086, -1, -1, -1, (3, 1))","('UNSAT', 0.048130035400390625, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.1514449119567871, -1, -1, -1, (4, 1))","('UNSAT', 0.04770922660827637, -1, -1, -1, (4, 1))","('UNSAT', 0.047981977462768555, -1, -1, -1, (4, 1))","('UNSAT', 0.046903133392333984, -1, -1, -1, (4, 1))","('UNSAT', 0.0470128059387207, -1, -1, -1, (4, 1))","('UNSAT', 0.04201650619506836, -1, -1, -1, (4, 1))","('UNSAT', 0.0445713996887207, -1, -1, -1, (4, 1))","('UNSAT', 0.04359602928161621, -1, -1, -1, (4, 1))","('UNSAT', 0.04299044609069824, -1, -1, -1, (4, 1))","('UNSAT', 0.044066429138183594, -1, -1, -1, (4, 1))","('UNSAT', 0.044237613677978516, -1, -1, -1, (4, 1))","('UNSAT', 0.04678153991699219, -1, -1, -1, (4, 1))","('UNSAT', 0.04688572883605957, -1, -1, -1, (4, 1))","('UNSAT', 0.04671144485473633, -1, -1, -1, (4, 1))","('UNSAT', 0.047124385833740234, -1, -1, -1, (4, 1))","('UNSAT', 0.04924464225769043, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.15104961395263672, -1, -1, -1, (5, 1))","('UNSAT', 0.047617197036743164, -1, -1, -1, (5, 1))","('UNSAT', 0.0476984977722168, -1, -1, -1, (5, 1))","('UNSAT', 0.046457529067993164, -1, -1, -1, (5, 1))","('UNSAT', 0.04666328430175781, -1, -1, -1, (5, 1))","('UNSAT', 0.043665170669555664, -1, -1, -1, (5, 1))","('UNSAT', 0.04414010047912598, -1, -1, -1, (5, 1))","('UNSAT', 0.04322218894958496, -1, -1, -1, (5, 1))","('UNSAT', 0.042963504791259766, -1, -1, -1, (5, 1))","('UNSAT', 0.04306459426879883, -1, -1, -1, (5, 1))","('UNSAT', 0.04368925094604492, -1, -1, -1, (5, 1))","('UNSAT', 0.04655170440673828, -1, -1, -1, (5, 1))","('UNSAT', 0.04634499549865723, -1, -1, -1, (5, 1))","('UNSAT', 0.0466768741607666, -1, -1, -1, (5, 1))","('UNSAT', 0.04689764976501465, -1, -1, -1, (5, 1))","('UNSAT', 0.04900550842285156, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.15052413940429688, -1, -1, -1, (6, 1))","('UNSAT', 0.0472109317779541, -1, -1, -1, (6, 1))","('UNSAT', 0.04770064353942871, -1, -1, -1, (6, 1))","('UNSAT', 0.04722952842712402, -1, -1, -1, (6, 1))","('UNSAT', 0.04593706130981445, -1, -1, -1, (6, 1))","('UNSAT', 0.04428458213806152, -1, -1, -1, (6, 1))","('UNSAT', 0.04482150077819824, -1, -1, -1, (6, 1))","('UNSAT', 0.044281721115112305, -1, -1, -1, (6, 1))","('UNSAT', 0.043709754943847656, -1, -1, -1, (6, 1))","('UNSAT', 0.04338240623474121, -1, -1, -1, (6, 1))","('UNSAT', 0.044489145278930664, -1, -1, -1, (6, 1))","('UNSAT', 0.045807600021362305, -1, -1, -1, (6, 1))","('UNSAT', 0.04569649696350098, -1, -1, -1, (6, 1))","('UNSAT', 0.04716968536376953, -1, -1, -1, (6, 1))","('UNSAT', 0.046977996826171875, -1, -1, -1, (6, 1))","('UNSAT', 0.04912233352661133, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.15242528915405273, -1, -1, -1, (7, 1))","('UNSAT', 0.04792308807373047, -1, -1, -1, (7, 1))","('UNSAT', 0.04697728157043457, -1, -1, -1, (7, 1))","('UNSAT', 0.04683995246887207, -1, -1, -1, (7, 1))","('UNSAT', 0.04666328430175781, -1, -1, -1, (7, 1))","('UNSAT', 0.04372096061706543, -1, -1, -1, (7, 1))","('UNSAT', 0.044057607650756836, -1, -1, -1, (7, 1))","('UNSAT', 0.04284858703613281, -1, -1, -1, (7, 1))","('UNSAT', 0.04363656044006348, -1, -1, -1, (7, 1))","('UNSAT', 0.04300403594970703, -1, -1, -1, (7, 1))","('UNSAT', 0.04526877403259277, -1, -1, -1, (7, 1))","('UNSAT', 0.046180009841918945, -1, -1, -1, (7, 1))","('UNSAT', 0.046697378158569336, -1, -1, -1, (7, 1))","('UNSAT', 0.04714536666870117, -1, -1, -1, (7, 1))","('UNSAT', 0.04744076728820801, -1, -1, -1, (7, 1))","('UNSAT', 0.050014495849609375, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.15192914009094238, -1, -1, -1, (8, 1))","('UNSAT', 0.04791760444641113, -1, -1, -1, (8, 1))","('UNSAT', 0.046987056732177734, -1, -1, -1, (8, 1))","('UNSAT', 0.04674077033996582, -1, -1, -1, (8, 1))","('UNSAT', 0.046956777572631836, -1, -1, -1, (8, 1))","('UNSAT', 0.04445028305053711, -1, -1, -1, (8, 1))","('UNSAT', 0.0437774658203125, -1, -1, -1, (8, 1))","('UNSAT', 0.04316067695617676, -1, -1, -1, (8, 1))","('UNSAT', 0.042340755462646484, -1, -1, -1, (8, 1))","('UNSAT', 0.042977094650268555, -1, -1, -1, (8, 1))","('UNSAT', 0.04352235794067383, -1, -1, -1, (8, 1))","('UNSAT', 0.04591107368469238, -1, -1, -1, (8, 1))","('UNSAT', 0.045780181884765625, -1, -1, -1, (8, 1))","('UNSAT', 0.046321868896484375, -1, -1, -1, (8, 1))","('UNSAT', 0.046514272689819336, -1, -1, -1, (8, 1))","('UNSAT', 0.0490262508392334, -1, -1, -1, (8, 1))"
