iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.2599031925201416, 13.6097, 0.083222, 2.977315034514e-06, (0, 1))","('SAT', 0.18939852714538574, 3.2851, 0.038257, 3.567429303075e-07, (0, 1))","('UNSAT', 0.011490821838378906, -1, -1, -1, (0, 1))","('UNSAT', 0.01194620132446289, -1, -1, -1, (0, 1))","('UNSAT', 0.011297941207885742, -1, -1, -1, (0, 1))","('UNSAT', 0.011294841766357422, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.034082651138305664, -1, -1, -1, (1, 1))","('UNSAT', 0.03433656692504883, -1, -1, -1, (1, 1))","('UNSAT', 0.03300952911376953, -1, -1, -1, (1, 1))","('UNSAT', 0.03499770164489746, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09523701667785645, -1, -1, -1, (2, 1))","('UNSAT', 0.09682273864746094, -1, -1, -1, (2, 1))","('UNSAT', 0.09155511856079102, -1, -1, -1, (2, 1))","('UNSAT', 0.09298229217529297, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09425878524780273, -1, -1, -1, (3, 1))","('UNSAT', 0.0950613021850586, -1, -1, -1, (3, 1))","('UNSAT', 0.0914299488067627, -1, -1, -1, (3, 1))","('UNSAT', 0.09549832344055176, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09159684181213379, -1, -1, -1, (4, 1))","('UNSAT', 0.0936727523803711, -1, -1, -1, (4, 1))","('UNSAT', 0.09953618049621582, -1, -1, -1, (4, 1))","('UNSAT', 0.08970236778259277, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09845495223999023, -1, -1, -1, (5, 1))","('UNSAT', 0.09543752670288086, -1, -1, -1, (5, 1))","('UNSAT', 0.10949873924255371, -1, -1, -1, (5, 1))","('UNSAT', 0.09145450592041016, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.095947265625, -1, -1, -1, (6, 1))","('UNSAT', 0.09472966194152832, -1, -1, -1, (6, 1))","('UNSAT', 0.09482574462890625, -1, -1, -1, (6, 1))","('UNSAT', 0.09878253936767578, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.035210371017456055, -1, -1, -1, (1, 2))","('UNSAT', 0.03559994697570801, -1, -1, -1, (1, 2))","('UNSAT', 0.035979270935058594, -1, -1, -1, (1, 2))","('UNSAT', 0.034996986389160156, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.18158888816833496, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.19035077095031738, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.18918466567993164, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.18842649459838867, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))"
