iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.09909629821777344, -1, -1, -1, (0, 1))","('UNSAT', 0.09153556823730469, -1, -1, -1, (0, 1))","('UNSAT', 0.09202814102172852, -1, -1, -1, (0, 1))","('UNSAT', 0.09778928756713867, -1, -1, -1, (0, 1))","('UNSAT', 0.08962702751159668, -1, -1, -1, (0, 1))","('UNSAT', 0.09400153160095215, -1, -1, -1, (0, 1))","('UNSAT', 0.09342551231384277, -1, -1, -1, (0, 1))","('UNSAT', 0.09027528762817383, -1, -1, -1, (0, 1))","('UNSAT', 0.09238433837890625, -1, -1, -1, (0, 1))","('UNSAT', 0.0909881591796875, -1, -1, -1, (0, 1))","('UNSAT', 0.09140515327453613, -1, -1, -1, (0, 1))","('UNSAT', 0.08911681175231934, -1, -1, -1, (0, 1))","('UNSAT', 0.09495663642883301, -1, -1, -1, (0, 1))","('UNSAT', 0.09216070175170898, -1, -1, -1, (0, 1))","('UNSAT', 0.09030771255493164, -1, -1, -1, (0, 1))","('UNSAT', 0.0899209976196289, -1, -1, -1, (0, 1))","('UNSAT', 0.09321904182434082, -1, -1, -1, (0, 1))","('UNSAT', 0.09041905403137207, -1, -1, -1, (0, 1))","('UNSAT', 0.09467172622680664, -1, -1, -1, (0, 1))","('UNSAT', 0.09025955200195312, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.11778688430786133, -1, -1, -1, (1, 1))","('UNSAT', 0.10630345344543457, -1, -1, -1, (1, 1))","('UNSAT', 0.10613822937011719, -1, -1, -1, (1, 1))","('UNSAT', 0.1025848388671875, -1, -1, -1, (1, 1))","('UNSAT', 0.10640883445739746, -1, -1, -1, (1, 1))","('UNSAT', 0.10623884201049805, -1, -1, -1, (1, 1))","('UNSAT', 0.10555911064147949, -1, -1, -1, (1, 1))","('UNSAT', 0.10480284690856934, -1, -1, -1, (1, 1))","('UNSAT', 0.10611152648925781, -1, -1, -1, (1, 1))","('UNSAT', 0.1049036979675293, -1, -1, -1, (1, 1))","('UNSAT', 0.10567355155944824, -1, -1, -1, (1, 1))","('UNSAT', 0.10143637657165527, -1, -1, -1, (1, 1))","('UNSAT', 0.10206985473632812, -1, -1, -1, (1, 1))","('UNSAT', 0.11234474182128906, -1, -1, -1, (1, 1))","('UNSAT', 0.10354351997375488, -1, -1, -1, (1, 1))","('UNSAT', 0.10230660438537598, -1, -1, -1, (1, 1))","('UNSAT', 0.10519075393676758, -1, -1, -1, (1, 1))","('UNSAT', 0.1020808219909668, -1, -1, -1, (1, 1))","('UNSAT', 0.10550451278686523, -1, -1, -1, (1, 1))","('UNSAT', 0.10344648361206055, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.1161508560180664, -1, -1, -1, (2, 1))","('UNSAT', 0.10631179809570312, -1, -1, -1, (2, 1))","('UNSAT', 0.10657167434692383, -1, -1, -1, (2, 1))","('UNSAT', 0.10270881652832031, -1, -1, -1, (2, 1))","('UNSAT', 0.10365438461303711, -1, -1, -1, (2, 1))","('UNSAT', 0.10744810104370117, -1, -1, -1, (2, 1))","('UNSAT', 0.11021018028259277, -1, -1, -1, (2, 1))","('UNSAT', 0.10375022888183594, -1, -1, -1, (2, 1))","('UNSAT', 0.10652947425842285, -1, -1, -1, (2, 1))","('UNSAT', 0.10524201393127441, -1, -1, -1, (2, 1))","('UNSAT', 0.1052854061126709, -1, -1, -1, (2, 1))","('UNSAT', 0.10442471504211426, -1, -1, -1, (2, 1))","('UNSAT', 0.10379290580749512, -1, -1, -1, (2, 1))","('UNSAT', 0.12484550476074219, -1, -1, -1, (2, 1))","('UNSAT', 0.10331010818481445, -1, -1, -1, (2, 1))","('UNSAT', 0.10180258750915527, -1, -1, -1, (2, 1))","('UNSAT', 0.1058797836303711, -1, -1, -1, (2, 1))","('UNSAT', 0.10245990753173828, -1, -1, -1, (2, 1))","('UNSAT', 0.10561966896057129, -1, -1, -1, (2, 1))","('UNSAT', 0.10232686996459961, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.11712360382080078, -1, -1, -1, (3, 1))","('UNSAT', 0.10632610321044922, -1, -1, -1, (3, 1))","('UNSAT', 0.10694456100463867, -1, -1, -1, (3, 1))","('UNSAT', 0.10238528251647949, -1, -1, -1, (3, 1))","('UNSAT', 0.10298466682434082, -1, -1, -1, (3, 1))","('UNSAT', 0.10612249374389648, -1, -1, -1, (3, 1))","('UNSAT', 0.10711050033569336, -1, -1, -1, (3, 1))","('UNSAT', 0.10651683807373047, -1, -1, -1, (3, 1))","('UNSAT', 0.10531234741210938, -1, -1, -1, (3, 1))","('UNSAT', 0.10472249984741211, -1, -1, -1, (3, 1))","('UNSAT', 0.1062173843383789, -1, -1, -1, (3, 1))","('UNSAT', 0.10303187370300293, -1, -1, -1, (3, 1))","('UNSAT', 0.1028587818145752, -1, -1, -1, (3, 1))","('UNSAT', 0.10481834411621094, -1, -1, -1, (3, 1))","('UNSAT', 0.1040184497833252, -1, -1, -1, (3, 1))","('UNSAT', 0.10225248336791992, -1, -1, -1, (3, 1))","('UNSAT', 0.10565829277038574, -1, -1, -1, (3, 1))","('UNSAT', 0.10320234298706055, -1, -1, -1, (3, 1))","('UNSAT', 0.10594582557678223, -1, -1, -1, (3, 1))","('UNSAT', 0.10243678092956543, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.11704587936401367, -1, -1, -1, (4, 1))","('UNSAT', 0.1052696704864502, -1, -1, -1, (4, 1))","('UNSAT', 0.10647821426391602, -1, -1, -1, (4, 1))","('UNSAT', 0.11485648155212402, -1, -1, -1, (4, 1))","('UNSAT', 0.10342812538146973, -1, -1, -1, (4, 1))","('UNSAT', 0.11004400253295898, -1, -1, -1, (4, 1))","('UNSAT', 0.10785317420959473, -1, -1, -1, (4, 1))","('UNSAT', 0.10335755348205566, -1, -1, -1, (4, 1))","('UNSAT', 0.10597777366638184, -1, -1, -1, (4, 1))","('UNSAT', 0.10417628288269043, -1, -1, -1, (4, 1))","('UNSAT', 0.10626864433288574, -1, -1, -1, (4, 1))","('UNSAT', 0.11595869064331055, -1, -1, -1, (4, 1))","('UNSAT', 0.10246753692626953, -1, -1, -1, (4, 1))","('UNSAT', 0.1051325798034668, -1, -1, -1, (4, 1))","('UNSAT', 0.10368680953979492, -1, -1, -1, (4, 1))","('UNSAT', 0.1020200252532959, -1, -1, -1, (4, 1))","('UNSAT', 0.10559320449829102, -1, -1, -1, (4, 1))","('UNSAT', 0.10237622261047363, -1, -1, -1, (4, 1))","('UNSAT', 0.10551953315734863, -1, -1, -1, (4, 1))","('UNSAT', 0.1020498275756836, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.11713910102844238, -1, -1, -1, (5, 1))","('UNSAT', 0.10522103309631348, -1, -1, -1, (5, 1))","('UNSAT', 0.10656595230102539, -1, -1, -1, (5, 1))","('UNSAT', 0.10438656806945801, -1, -1, -1, (5, 1))","('UNSAT', 0.10235214233398438, -1, -1, -1, (5, 1))","('UNSAT', 0.10599756240844727, -1, -1, -1, (5, 1))","('UNSAT', 0.1044313907623291, -1, -1, -1, (5, 1))","('UNSAT', 0.1030724048614502, -1, -1, -1, (5, 1))","('UNSAT', 0.10725188255310059, -1, -1, -1, (5, 1))","('UNSAT', 0.10529589653015137, -1, -1, -1, (5, 1))","('UNSAT', 0.10696601867675781, -1, -1, -1, (5, 1))","('UNSAT', 0.10463929176330566, -1, -1, -1, (5, 1))","('UNSAT', 0.10385537147521973, -1, -1, -1, (5, 1))","('UNSAT', 0.10525894165039062, -1, -1, -1, (5, 1))","('UNSAT', 0.10728859901428223, -1, -1, -1, (5, 1))","('UNSAT', 0.10283493995666504, -1, -1, -1, (5, 1))","('UNSAT', 0.10578536987304688, -1, -1, -1, (5, 1))","('UNSAT', 0.10379314422607422, -1, -1, -1, (5, 1))","('UNSAT', 0.10657978057861328, -1, -1, -1, (5, 1))","('UNSAT', 0.10429978370666504, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.11600136756896973, -1, -1, -1, (6, 1))","('UNSAT', 0.10654425621032715, -1, -1, -1, (6, 1))","('UNSAT', 0.10617566108703613, -1, -1, -1, (6, 1))","('UNSAT', 0.10273361206054688, -1, -1, -1, (6, 1))","('UNSAT', 0.10269951820373535, -1, -1, -1, (6, 1))","('UNSAT', 0.10673904418945312, -1, -1, -1, (6, 1))","('UNSAT', 0.10865092277526855, -1, -1, -1, (6, 1))","('UNSAT', 0.10427427291870117, -1, -1, -1, (6, 1))","('UNSAT', 0.11657977104187012, -1, -1, -1, (6, 1))","('UNSAT', 0.10282063484191895, -1, -1, -1, (6, 1))","('UNSAT', 0.10574102401733398, -1, -1, -1, (6, 1))","('UNSAT', 0.10245895385742188, -1, -1, -1, (6, 1))","('UNSAT', 0.10269927978515625, -1, -1, -1, (6, 1))","('UNSAT', 0.10522866249084473, -1, -1, -1, (6, 1))","('UNSAT', 0.10330677032470703, -1, -1, -1, (6, 1))","('UNSAT', 0.10352921485900879, -1, -1, -1, (6, 1))","('UNSAT', 0.10594844818115234, -1, -1, -1, (6, 1))","('UNSAT', 0.10314106941223145, -1, -1, -1, (6, 1))","('UNSAT', 0.10553932189941406, -1, -1, -1, (6, 1))","('UNSAT', 0.11050534248352051, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.11671328544616699, -1, -1, -1, (7, 1))","('UNSAT', 0.10611820220947266, -1, -1, -1, (7, 1))","('UNSAT', 0.11272954940795898, -1, -1, -1, (7, 1))","('UNSAT', 0.10282206535339355, -1, -1, -1, (7, 1))","('UNSAT', 0.10276150703430176, -1, -1, -1, (7, 1))","('UNSAT', 0.12403035163879395, -1, -1, -1, (7, 1))","('UNSAT', 0.10742998123168945, -1, -1, -1, (7, 1))","('UNSAT', 0.10270214080810547, -1, -1, -1, (7, 1))","('UNSAT', 0.10819864273071289, -1, -1, -1, (7, 1))","('UNSAT', 0.10325479507446289, -1, -1, -1, (7, 1))","('UNSAT', 0.10644745826721191, -1, -1, -1, (7, 1))","('UNSAT', 0.1021115779876709, -1, -1, -1, (7, 1))","('UNSAT', 0.12281012535095215, -1, -1, -1, (7, 1))","('UNSAT', 0.10478687286376953, -1, -1, -1, (7, 1))","('UNSAT', 0.10332536697387695, -1, -1, -1, (7, 1))","('UNSAT', 0.10195398330688477, -1, -1, -1, (7, 1))","('UNSAT', 0.10611963272094727, -1, -1, -1, (7, 1))","('UNSAT', 0.10242128372192383, -1, -1, -1, (7, 1))","('UNSAT', 0.10995721817016602, -1, -1, -1, (7, 1))","('UNSAT', 0.10221195220947266, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.11779952049255371, -1, -1, -1, (8, 1))","('UNSAT', 0.10618901252746582, -1, -1, -1, (8, 1))","('UNSAT', 0.10649371147155762, -1, -1, -1, (8, 1))","('UNSAT', 0.10351037979125977, -1, -1, -1, (8, 1))","('UNSAT', 0.10308098793029785, -1, -1, -1, (8, 1))","('UNSAT', 0.10647869110107422, -1, -1, -1, (8, 1))","('UNSAT', 0.1037752628326416, -1, -1, -1, (8, 1))","('UNSAT', 0.10341858863830566, -1, -1, -1, (8, 1))","('UNSAT', 0.1076040267944336, -1, -1, -1, (8, 1))","('UNSAT', 0.1031789779663086, -1, -1, -1, (8, 1))","('UNSAT', 0.1056220531463623, -1, -1, -1, (8, 1))","('UNSAT', 0.1029820442199707, -1, -1, -1, (8, 1))","('UNSAT', 0.10329675674438477, -1, -1, -1, (8, 1))","('UNSAT', 0.10471892356872559, -1, -1, -1, (8, 1))","('UNSAT', 0.10450577735900879, -1, -1, -1, (8, 1))","('UNSAT', 0.10166025161743164, -1, -1, -1, (8, 1))","('UNSAT', 0.10594391822814941, -1, -1, -1, (8, 1))","('UNSAT', 0.10230636596679688, -1, -1, -1, (8, 1))","('UNSAT', 0.1053459644317627, -1, -1, -1, (8, 1))","('UNSAT', 0.10302162170410156, -1, -1, -1, (8, 1))"
