iterations,1
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.019210338592529297, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.01663827896118164, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.02613973617553711, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.019539833068847656, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.0204164981842041, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.019678831100463867, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.019536972045898438, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.019306421279907227, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.019528627395629883, -1, -1, -1, (8, 1))"
(1X2),"('UNSAT', 0.04865074157714844, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.028641939163208008, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.02985095977783203, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.04668307304382324, -1, -1, -1, (4, 2))"
(5X2),"('UNSAT', 0.034094810485839844, -1, -1, -1, (5, 2))"
(6X2),"('UNSAT', 0.03952169418334961, -1, -1, -1, (6, 2))"
(7X2),"('UNSAT', 0.029297828674316406, -1, -1, -1, (7, 2))"
(8X2),"('UNSAT', 0.03223586082458496, -1, -1, -1, (8, 2))"
(1X3),"('UNSAT', 0.06136655807495117, -1, -1, -1, (1, 3))"
(2X3),"('UNSAT', 0.08647632598876953, -1, -1, -1, (2, 3))"
(3X3),"('UNSAT', 0.05559182167053223, -1, -1, -1, (3, 3))"
(4X3),"('UNSAT', 0.06291389465332031, -1, -1, -1, (4, 3))"
(5X3),"('UNSAT', 0.05625009536743164, -1, -1, -1, (5, 3))"
(6X3),"('UNSAT', 0.08649563789367676, -1, -1, -1, (6, 3))"
(7X3),"('UNSAT', 0.0447077751159668, -1, -1, -1, (7, 3))"
(8X3),"('UNSAT', 0.05796217918395996, -1, -1, -1, (8, 3))"
(1X4),"('UNSAT', 0.06761741638183594, -1, -1, -1, (1, 4))"
(2X4),"('UNSAT', 0.143326997756958, -1, -1, -1, (2, 4))"
(3X4),"('UNSAT', 0.15285444259643555, -1, -1, -1, (3, 4))"
(4X4),"('UNSAT', 0.15509939193725586, -1, -1, -1, (4, 4))"
(5X4),"('UNSAT', 0.09242725372314453, -1, -1, -1, (5, 4))"
(6X4),"('UNSAT', 0.12839841842651367, -1, -1, -1, (6, 4))"
(7X4),"('UNSAT', 0.10074448585510254, -1, -1, -1, (7, 4))"
(8X4),"('UNSAT', 0.09371185302734375, -1, -1, -1, (8, 4))"
(1X5),"('UNSAT', 0.17424726486206055, -1, -1, -1, (1, 5))"
(2X5),"('UNSAT', 0.19908404350280762, -1, -1, -1, (2, 5))"
(3X5),"('UNSAT', 0.21192598342895508, -1, -1, -1, (3, 5))"
(4X5),"('UNSAT', 0.12699460983276367, -1, -1, -1, (4, 5))"
(5X5),"('UNSAT', 0.2699446678161621, -1, -1, -1, (5, 5))"
(6X5),"('UNSAT', 0.12389683723449707, -1, -1, -1, (6, 5))"
(7X5),"('UNSAT', 0.29636406898498535, -1, -1, -1, (7, 5))"
(8X5),"('UNSAT', 0.1547679901123047, -1, -1, -1, (8, 5))"
(1X6),"('UNSAT', 0.2149500846862793, -1, -1, -1, (1, 6))"
(2X6),"('UNSAT', 0.5580198764801025, -1, -1, -1, (2, 6))"
(3X6),"('UNSAT', 0.6532762050628662, -1, -1, -1, (3, 6))"
(4X6),"('UNSAT', 0.3713512420654297, -1, -1, -1, (4, 6))"
(5X6),"('UNSAT', 0.3935978412628174, -1, -1, -1, (5, 6))"
(6X6),"('UNSAT', 0.7199809551239014, -1, -1, -1, (6, 6))"
(7X6),"('UNSAT', 0.3793051242828369, -1, -1, -1, (7, 6))"
(8X6),"('UNSAT', 0.4301929473876953, -1, -1, -1, (8, 6))"
(1X7),"('UNSAT', 0.1410825252532959, -1, -1, -1, (1, 7))"
(2X7),"('UNSAT', 0.32508397102355957, -1, -1, -1, (2, 7))"
(3X7),"('UNSAT', 1.2474207878112793, -1, -1, -1, (3, 7))"
(4X7),"('UNSAT', 1.600074291229248, -1, -1, -1, (4, 7))"
(5X7),"('UNSAT', 1.0996041297912598, -1, -1, -1, (5, 7))"
(6X7),"('UNSAT', 1.2795648574829102, -1, -1, -1, (6, 7))"
(7X7),"('UNSAT', 1.359175443649292, -1, -1, -1, (7, 7))"
(8X7),"('UNSAT', 0.6421506404876709, -1, -1, -1, (8, 7))"
(1X8),"('UNSAT', 0.1515793800354004, -1, -1, -1, (1, 8))"
(2X8),"('UNSAT', 0.9198784828186035, -1, -1, -1, (2, 8))"
(3X8),"('UNSAT', 9.085032939910889, -1, -1, -1, (3, 8))"
(4X8),"('UNSAT', 5.047203540802002, -1, -1, -1, (4, 8))"
(5X8),"('UNSAT', 6.48384952545166, -1, -1, -1, (5, 8))"
(6X8),"('UNSAT', 4.618241786956787, -1, -1, -1, (6, 8))"
(7X8),"('UNSAT', 3.303208351135254, -1, -1, -1, (7, 8))"
(8X8),"('UNSAT', 2.107604503631592, -1, -1, -1, (8, 8))"
(1X9),"('UNSAT', 0.15681219100952148, -1, -1, -1, (1, 9))"
(2X9),"('UNSAT', 4.849546194076538, -1, -1, -1, (2, 9))"
(3X9),"('UNSAT', 7.82550048828125, -1, -1, -1, (3, 9))"
(4X9),"('UNSAT', 5.826961278915405, -1, -1, -1, (4, 9))"
(5X9),"('UNSAT', 9.428704738616943, -1, -1, -1, (5, 9))"
(6X9),"('UNSAT', 7.959612607955933, -1, -1, -1, (6, 9))"
(7X9),"('UNSAT', 22.958486080169678, -1, -1, -1, (7, 9))"
(8X9),"('UNSAT', 11.258229494094849, -1, -1, -1, (8, 9))"
(1X10),"('UNSAT', 0.33252882957458496, -1, -1, -1, (1, 10))"
(2X10),"('UNSAT', 11.337742567062378, -1, -1, -1, (2, 10))"
(3X10),"('UNSAT', 27.1892409324646, -1, -1, -1, (3, 10))"
(4X10),"('UNSAT', 83.66470050811768, -1, -1, -1, (4, 10))"
(5X10),"('UNSAT', 41.705026388168335, -1, -1, -1, (5, 10))"
(6X10),"('UNSAT', 37.17231631278992, -1, -1, -1, (6, 10))"
(7X10),"('UNSAT', 68.42730212211609, -1, -1, -1, (7, 10))"
(8X10),"('UNSAT', 81.452561378479, -1, -1, -1, (8, 10))"
(1X11),"('UNSAT', 0.27402639389038086, -1, -1, -1, (1, 11))"
(2X11),"('UNSAT', 4.638187646865845, -1, -1, -1, (2, 11))"
(3X11),"('UNSAT', 32.751994371414185, -1, -1, -1, (3, 11))"
(4X11),"('UNSAT', 102.64845013618469, -1, -1, -1, (4, 11))"
(5X11),"('UNSAT', 109.56680607795715, -1, -1, -1, (5, 11))"
(6X11),"('UNSAT', 12.23650050163269, -1, -1, -1, (6, 11))"
(7X11),"('UNSAT', 108.90623879432678, -1, -1, -1, (7, 11))"
(8X11),"('UNSAT', 79.60454773902893, -1, -1, -1, (8, 11))"
(1X12),"('UNSAT', 0.21172809600830078, -1, -1, -1, (1, 12))"
(2X12),"('UNSAT', 2.5820960998535156, -1, -1, -1, (2, 12))"
(3X12),"('UNSAT', 36.892460107803345, -1, -1, -1, (3, 12))"
(4X12),"('UNSAT', 28.68858814239502, -1, -1, -1, (4, 12))"
(5X12),"('UNSAT', 130.74124574661255, -1, -1, -1, (5, 12))"
(6X12),"('UNSAT', 132.6673219203949, -1, -1, -1, (6, 12))"
(7X12),"('UNSAT', 156.68996787071228, -1, -1, -1, (7, 12))"
(8X12),"('UNSAT', 42.71408796310425, -1, -1, -1, (8, 12))"
(1X13),"('UNSAT', 0.3580465316772461, -1, -1, -1, (1, 13))"
(2X13),"('UNSAT', 20.49773120880127, -1, -1, -1, (2, 13))"
(3X13),"('UNSAT', 28.360612154006958, -1, -1, -1, (3, 13))"
(4X13),"('UNSAT', 127.348477602005, -1, -1, -1, (4, 13))"
(5X13),"('UNSAT', 880.8130528926849, -1, -1, -1, (5, 13))"
(6X13),"('UNSAT', 59.072970151901245, -1, -1, -1, (6, 13))"
(7X13),"('UNSAT', 669.8692402839661, -1, -1, -1, (7, 13))"
(8X13),"('UNSAT', 634.1624367237091, -1, -1, -1, (8, 13))"
(1X14),"('UNSAT', 0.22544574737548828, -1, -1, -1, (1, 14))"
(2X14),"('UNSAT', 0.708965539932251, -1, -1, -1, (2, 14))"
(3X14),"('UNSAT', 6.361591577529907, -1, -1, -1, (3, 14))"
(4X14),"('UNSAT', 1166.3517208099365, -1, -1, -1, (4, 14))"
(5X14),"('UNSAT', 1608.742322921753, -1, -1, -1, (5, 14))"
(6X14),"('UNSAT', 269.2819845676422, -1, -1, -1, (6, 14))"
(7X14),"('UNSAT', 873.8192672729492, -1, -1, -1, (7, 14))"
(8X14),"('UNSAT', 1556.8115413188934, -1, -1, -1, (8, 14))"
(1X15),"('UNSAT', 0.2339022159576416, -1, -1, -1, (1, 15))"
(2X15),"('UNSAT', 4.012336254119873, -1, -1, -1, (2, 15))"
(3X15),"('UNSAT', 57.70221400260925, -1, -1, -1, (3, 15))"
(4X15),"('UNSAT', 1328.649953842163, -1, -1, -1, (4, 15))"
(5X15),"('UNSAT', 802.2505581378937, -1, -1, -1, (5, 15))"
(6X15),"('UNSAT', 6904.160812139511, -1, -1, -1, (6, 15))"
(7X15),"('UNSAT', 804.7681331634521, -1, -1, -1, (7, 15))"
(8X15),"('UNSAT', 7460.621369361877, -1, -1, -1, (8, 15))"
(1X16),"('UNSAT', 0.26355600357055664, -1, -1, -1, (1, 16))"
(2X16),"('UNSAT', 5.7696802616119385, -1, -1, -1, (2, 16))"
(3X16),"('UNSAT', 2.594256639480591, -1, -1, -1, (3, 16))"
(4X16),"('UNSAT', 883.0577819347382, -1, -1, -1, (4, 16))"
(5X16),"('UNSAT', 1036.022868156433, -1, -1, -1, (5, 16))"
(6X16),"('UNSAT', 2417.458482027054, -1, -1, -1, (6, 16))"
(7X16),"('UNKNOWN', 10800.09714460373, -1, -1, -1, (7, 16))"
(8X16),"('UNSAT', 1201.8831667900085, -1, -1, -1, (8, 16))"
