iterations,1
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01950240135192871, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.020994901657104492, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.036820173263549805, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.027276039123535156, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.027019262313842773, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.02777242660522461, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.02777576446533203, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.02719855308532715, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.027390003204345703, -1, -1, -1, (8, 1))"
(1X2),"('UNSAT', 0.03873324394226074, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.06016230583190918, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.07580327987670898, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.052668094635009766, -1, -1, -1, (4, 2))"
(5X2),"('UNSAT', 0.14056921005249023, -1, -1, -1, (5, 2))"
(6X2),"('UNSAT', 0.07032942771911621, -1, -1, -1, (6, 2))"
(7X2),"('UNSAT', 0.040192365646362305, -1, -1, -1, (7, 2))"
(8X2),"('UNSAT', 0.039777517318725586, -1, -1, -1, (8, 2))"
(1X3),"('UNSAT', 0.38827943801879883, -1, -1, -1, (1, 3))"
(2X3),"('UNSAT', 0.3824944496154785, -1, -1, -1, (2, 3))"
(3X3),"('UNSAT', 0.2538108825683594, -1, -1, -1, (3, 3))"
(4X3),"('UNSAT', 0.23484325408935547, -1, -1, -1, (4, 3))"
(5X3),"('UNSAT', 0.35506105422973633, -1, -1, -1, (5, 3))"
(6X3),"('UNSAT', 0.19856643676757812, -1, -1, -1, (6, 3))"
(7X3),"('UNSAT', 0.368377685546875, -1, -1, -1, (7, 3))"
(8X3),"('UNSAT', 0.13986992835998535, -1, -1, -1, (8, 3))"
(1X4),"('UNSAT', 0.12508440017700195, -1, -1, -1, (1, 4))"
(2X4),"('UNSAT', 1.18290376663208, -1, -1, -1, (2, 4))"
(3X4),"('UNSAT', 0.97005295753479, -1, -1, -1, (3, 4))"
(4X4),"('UNSAT', 1.0914990901947021, -1, -1, -1, (4, 4))"
(5X4),"('UNSAT', 0.43759751319885254, -1, -1, -1, (5, 4))"
(6X4),"('UNSAT', 0.3791520595550537, -1, -1, -1, (6, 4))"
(7X4),"('UNSAT', 2.0067243576049805, -1, -1, -1, (7, 4))"
(8X4),"('UNSAT', 1.2369105815887451, -1, -1, -1, (8, 4))"
(1X5),"('UNSAT', 0.13548684120178223, -1, -1, -1, (1, 5))"
(2X5),"('UNSAT', 4.470303297042847, -1, -1, -1, (2, 5))"
(3X5),"('UNSAT', 3.658128023147583, -1, -1, -1, (3, 5))"
(4X5),"('UNSAT', 4.367705345153809, -1, -1, -1, (4, 5))"
(5X5),"('UNSAT', 5.366037845611572, -1, -1, -1, (5, 5))"
(6X5),"('UNSAT', 4.773924350738525, -1, -1, -1, (6, 5))"
(7X5),"('UNSAT', 4.122467517852783, -1, -1, -1, (7, 5))"
(8X5),"('UNSAT', 4.093752145767212, -1, -1, -1, (8, 5))"
(1X6),"('UNSAT', 0.18532347679138184, -1, -1, -1, (1, 6))"
(2X6),"('UNSAT', 10.365297555923462, -1, -1, -1, (2, 6))"
(3X6),"('UNSAT', 19.834981679916382, -1, -1, -1, (3, 6))"
(4X6),"('UNSAT', 18.76454448699951, -1, -1, -1, (4, 6))"
(5X6),"('UNSAT', 16.53434109687805, -1, -1, -1, (5, 6))"
(6X6),"('UNSAT', 23.295639276504517, -1, -1, -1, (6, 6))"
(7X6),"('UNSAT', 15.343201160430908, -1, -1, -1, (7, 6))"
(8X6),"('UNSAT', 13.904561281204224, -1, -1, -1, (8, 6))"
(1X7),"('UNSAT', 0.5513322353363037, -1, -1, -1, (1, 7))"
(2X7),"('UNSAT', 36.76412653923035, -1, -1, -1, (2, 7))"
(3X7),"('SAT', -1, 22.5264, 0.102697, 5.773484190286e-06, (3, 7))"
(4X7),"('Unexplored', None, None, None, None, (-1, -1))"
(5X7),"('Unexplored', None, None, None, None, (-1, -1))"
(6X7),"('Unexplored', None, None, None, None, (-1, -1))"
(7X7),"('Unexplored', None, None, None, None, (-1, -1))"
