iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.26720619201660156, 46.4607, 0.259278, 1.747132046148e-05, (0, 1))","('UNSAT', 0.019255399703979492, -1, -1, -1, (0, 1))","('SAT', 0.2512228488922119, 21.1185, 0.16609, 5.941404651821e-06, (0, 1))","('UNSAT', 0.012148380279541016, -1, -1, -1, (0, 1))","('UNSAT', 0.0343785285949707, -1, -1, -1, (0, 1))","('UNSAT', 0.034462928771972656, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0335693359375, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06339192390441895, -1, -1, -1, (1, 1))","('UNSAT', 0.03547239303588867, -1, -1, -1, (1, 1))","('UNSAT', 0.03620147705078125, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.26463961601257324, 38.0133, 0.220792, 1.6066798707470003e-05, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.2178354263305664, 11.7325, 0.097627, 3.7976346902719998e-06, (2, 1))","('UNSAT', 0.07846689224243164, -1, -1, -1, (2, 1))","('UNSAT', 0.08470320701599121, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07727718353271484, -1, -1, -1, (3, 1))","('UNSAT', 0.07898759841918945, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07721400260925293, -1, -1, -1, (4, 1))","('UNSAT', 0.0788726806640625, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08095622062683105, -1, -1, -1, (5, 1))","('UNSAT', 0.0777740478515625, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08418583869934082, -1, -1, -1, (6, 1))","('UNSAT', 0.07799649238586426, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.028583049774169922, -1, -1, -1, (1, 2))","('UNSAT', 0.028476476669311523, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.21246623992919922, 11.7325, 0.097627, 3.7976346902719998e-06, (2, 2))","('SAT', 0.21356892585754395, 11.7325, 0.097627, 3.7976346902719998e-06, (2, 2))"
