iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.026205062866210938, -1, -1, -1, (0, 1))","('UNSAT', 0.08688116073608398, -1, -1, -1, (0, 1))","('UNSAT', 0.015373468399047852, -1, -1, -1, (0, 1))","('UNSAT', 0.015749692916870117, -1, -1, -1, (0, 1))","('UNSAT', 0.01556086540222168, -1, -1, -1, (0, 1))","('UNSAT', 0.015790700912475586, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.29821181297302246, 23.465, 0.095502, 5.5815030464150005e-06, (1, 1))","('SAT', 0.23987865447998047, 12.2018, 0.084099, 1.890609723887e-06, (1, 1))","('UNSAT', 0.047831058502197266, -1, -1, -1, (1, 1))","('UNSAT', 0.09986138343811035, -1, -1, -1, (1, 1))","('UNSAT', 0.05069851875305176, -1, -1, -1, (1, 1))","('UNSAT', 0.10227274894714355, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1361846923828125, -1, -1, -1, (2, 1))","('UNSAT', 0.12189888954162598, -1, -1, -1, (2, 1))","('UNSAT', 0.08224821090698242, -1, -1, -1, (2, 1))","('UNSAT', 0.13575005531311035, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08761048316955566, -1, -1, -1, (3, 1))","('UNSAT', 0.12717628479003906, -1, -1, -1, (3, 1))","('UNSAT', 0.10614824295043945, -1, -1, -1, (3, 1))","('UNSAT', 0.1270740032196045, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11658668518066406, -1, -1, -1, (4, 1))","('UNSAT', 0.1075129508972168, -1, -1, -1, (4, 1))","('UNSAT', 0.0993490219116211, -1, -1, -1, (4, 1))","('UNSAT', 0.10693240165710449, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10489749908447266, -1, -1, -1, (5, 1))","('UNSAT', 0.11924004554748535, -1, -1, -1, (5, 1))","('UNSAT', 0.10130715370178223, -1, -1, -1, (5, 1))","('UNSAT', 0.10766434669494629, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.10486197471618652, -1, -1, -1, (6, 1))","('UNSAT', 0.11031723022460938, -1, -1, -1, (6, 1))","('UNSAT', 0.10386061668395996, -1, -1, -1, (6, 1))","('UNSAT', 0.10662245750427246, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06062030792236328, -1, -1, -1, (1, 2))","('UNSAT', 0.029404878616333008, -1, -1, -1, (1, 2))","('UNSAT', 0.04936051368713379, -1, -1, -1, (1, 2))","('UNSAT', 0.02876114845275879, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07787060737609863, -1, -1, -1, (2, 2))","('UNSAT', 0.0641322135925293, -1, -1, -1, (2, 2))","('UNSAT', 0.08575654029846191, -1, -1, -1, (2, 2))","('UNSAT', 0.06562304496765137, -1, -1, -1, (2, 2))"
