iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.25545382499694824, 13.6097, 0.083222, 2.977315034514e-06, (0, 1))","('SAT', 0.19614243507385254, 3.2851, 0.038257, 3.567429303075e-07, (0, 1))","('UNSAT', 0.011816740036010742, -1, -1, -1, (0, 1))","('UNSAT', 0.011871814727783203, -1, -1, -1, (0, 1))","('UNSAT', 0.01124262809753418, -1, -1, -1, (0, 1))","('UNSAT', 0.011242151260375977, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.035059452056884766, -1, -1, -1, (1, 1))","('UNSAT', 0.03496575355529785, -1, -1, -1, (1, 1))","('UNSAT', 0.03459048271179199, -1, -1, -1, (1, 1))","('UNSAT', 0.03533291816711426, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09624004364013672, -1, -1, -1, (2, 1))","('UNSAT', 0.09204435348510742, -1, -1, -1, (2, 1))","('UNSAT', 0.09728264808654785, -1, -1, -1, (2, 1))","('UNSAT', 0.09948396682739258, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.094940185546875, -1, -1, -1, (3, 1))","('UNSAT', 0.09272980690002441, -1, -1, -1, (3, 1))","('UNSAT', 0.09358811378479004, -1, -1, -1, (3, 1))","('UNSAT', 0.09359216690063477, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09627151489257812, -1, -1, -1, (4, 1))","('UNSAT', 0.090301513671875, -1, -1, -1, (4, 1))","('UNSAT', 0.09207296371459961, -1, -1, -1, (4, 1))","('UNSAT', 0.09082221984863281, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09766077995300293, -1, -1, -1, (5, 1))","('UNSAT', 0.09808659553527832, -1, -1, -1, (5, 1))","('UNSAT', 0.09956955909729004, -1, -1, -1, (5, 1))","('UNSAT', 0.09312915802001953, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09560966491699219, -1, -1, -1, (6, 1))","('UNSAT', 0.09439277648925781, -1, -1, -1, (6, 1))","('UNSAT', 0.09214639663696289, -1, -1, -1, (6, 1))","('UNSAT', 0.09555792808532715, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03559088706970215, -1, -1, -1, (1, 2))","('UNSAT', 0.03571796417236328, -1, -1, -1, (1, 2))","('UNSAT', 0.03378033638000488, -1, -1, -1, (1, 2))","('UNSAT', 0.03526735305786133, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.1872713565826416, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.18905901908874512, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.18801498413085938, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))","('SAT', 0.179976224899292, 3.2851, 0.038257, 3.567429303075e-07, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
