iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01799321174621582, -1, -1, -1, (0, 1))","('UNSAT', 0.029673099517822266, -1, -1, -1, (0, 1))","('UNSAT', 0.013278961181640625, -1, -1, -1, (0, 1))","('UNSAT', 0.013051986694335938, -1, -1, -1, (0, 1))","('UNSAT', 0.014151811599731445, -1, -1, -1, (0, 1))","('UNSAT', 0.013236284255981445, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.28288960456848145, 29.0966, 0.127498, 7.103680218278999e-06, (1, 1))","('UNSAT', 0.0911257266998291, -1, -1, -1, (1, 1))","('UNSAT', 0.03823232650756836, -1, -1, -1, (1, 1))","('UNSAT', 0.06625509262084961, -1, -1, -1, (1, 1))","('UNSAT', 0.06866216659545898, -1, -1, -1, (1, 1))","('UNSAT', 0.06762456893920898, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08859491348266602, -1, -1, -1, (2, 1))","('UNSAT', 0.06819558143615723, -1, -1, -1, (2, 1))","('UNSAT', 0.08820605278015137, -1, -1, -1, (2, 1))","('UNSAT', 0.0895230770111084, -1, -1, -1, (2, 1))","('UNSAT', 0.08756446838378906, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06949138641357422, -1, -1, -1, (3, 1))","('UNSAT', 0.12055754661560059, -1, -1, -1, (3, 1))","('UNSAT', 0.14061379432678223, -1, -1, -1, (3, 1))","('UNSAT', 0.14497661590576172, -1, -1, -1, (3, 1))","('UNSAT', 0.14015674591064453, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0870969295501709, -1, -1, -1, (4, 1))","('UNSAT', 0.08805322647094727, -1, -1, -1, (4, 1))","('UNSAT', 0.0915069580078125, -1, -1, -1, (4, 1))","('UNSAT', 0.08881521224975586, -1, -1, -1, (4, 1))","('UNSAT', 0.08783388137817383, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09366321563720703, -1, -1, -1, (5, 1))","('UNSAT', 0.08711957931518555, -1, -1, -1, (5, 1))","('UNSAT', 0.08623504638671875, -1, -1, -1, (5, 1))","('UNSAT', 0.0910959243774414, -1, -1, -1, (5, 1))","('UNSAT', 0.0892484188079834, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0887918472290039, -1, -1, -1, (6, 1))","('UNSAT', 0.08927726745605469, -1, -1, -1, (6, 1))","('UNSAT', 0.08784794807434082, -1, -1, -1, (6, 1))","('UNSAT', 0.0897359848022461, -1, -1, -1, (6, 1))","('UNSAT', 0.08897852897644043, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07803750038146973, -1, -1, -1, (1, 2))","('UNSAT', 0.032770633697509766, -1, -1, -1, (1, 2))","('UNSAT', 0.03261303901672363, -1, -1, -1, (1, 2))","('UNSAT', 0.033313751220703125, -1, -1, -1, (1, 2))","('UNSAT', 0.03397083282470703, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.17084336280822754, -1, -1, -1, (2, 2))","('UNSAT', 0.11945843696594238, -1, -1, -1, (2, 2))","('UNSAT', 0.09129834175109863, -1, -1, -1, (2, 2))","('UNSAT', 0.09175348281860352, -1, -1, -1, (2, 2))","('UNSAT', 0.09299826622009277, -1, -1, -1, (2, 2))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.16146063804626465, -1, -1, -1, (3, 2))","('SAT', 0.28513407707214355, 25.3422, 0.100197, 6.112528808443999e-06, (3, 2))","('SAT', 0.2315065860748291, 25.3422, 0.100197, 6.112528808443999e-06, (3, 2))","('SAT', 0.23737764358520508, 25.3422, 0.100197, 6.112528808443999e-06, (3, 2))","('SAT', 0.2401113510131836, 25.3422, 0.100197, 6.112528808443999e-06, (3, 2))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1550607681274414, -1, -1, -1, (4, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1520678997039795, -1, -1, -1, (5, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1505136489868164, -1, -1, -1, (6, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X3),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07582950592041016, -1, -1, -1, (1, 3))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X3),"('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.27752208709716797, 24.8729, 0.102179, 6.1493165048889995e-06, (2, 3))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
