iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01875162124633789, -1, -1, -1, (0, 1))","('SAT', 0.250382661819458, 17.3641, 0.108558, 4.452519078768e-06, (0, 1))","('SAT', 0.20480608940124512, 10.7939, 0.108558, 2.387742370047e-06, (0, 1))","('UNSAT', 0.01996445655822754, -1, -1, -1, (0, 1))","('UNSAT', 0.019016027450561523, -1, -1, -1, (0, 1))","('UNSAT', 0.020415544509887695, -1, -1, -1, (0, 1))"
(1X1),"('SAT', 0.2723734378814697, 38.4826, 0.227649, 1.537804928375e-05, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.12233138084411621, -1, -1, -1, (1, 1))","('UNSAT', 0.12550115585327148, -1, -1, -1, (1, 1))","('UNSAT', 0.027193546295166016, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09520339965820312, -1, -1, -1, (2, 1))","('UNSAT', 0.1320207118988037, -1, -1, -1, (2, 1))","('UNSAT', 0.12382197380065918, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0951540470123291, -1, -1, -1, (3, 1))","('UNSAT', 0.1248922348022461, -1, -1, -1, (3, 1))","('UNSAT', 0.12391471862792969, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09597635269165039, -1, -1, -1, (4, 1))","('UNSAT', 0.12522459030151367, -1, -1, -1, (4, 1))","('UNSAT', 0.12615585327148438, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09694504737854004, -1, -1, -1, (5, 1))","('UNSAT', 0.12504959106445312, -1, -1, -1, (5, 1))","('UNSAT', 0.12508821487426758, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.09929013252258301, -1, -1, -1, (6, 1))","('UNSAT', 0.12116217613220215, -1, -1, -1, (6, 1))","('UNSAT', 0.13006234169006348, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.21112680435180664, 10.7939, 0.108558, 2.387742370047e-06, (1, 2))","('SAT', 0.21020078659057617, 10.7939, 0.108558, 2.387742370047e-06, (1, 2))","('SAT', 0.2077617645263672, 10.7939, 0.108558, 2.387742370047e-06, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(1X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(2X3),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
