iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.07517361640930176, -1, -1, -1, (0, 1))","('UNSAT', 0.07464194297790527, -1, -1, -1, (0, 1))","('UNSAT', 0.07450461387634277, -1, -1, -1, (0, 1))","('UNSAT', 0.07510614395141602, -1, -1, -1, (0, 1))","('UNSAT', 0.07301044464111328, -1, -1, -1, (0, 1))","('UNSAT', 0.07366251945495605, -1, -1, -1, (0, 1))","('UNSAT', 0.0731191635131836, -1, -1, -1, (0, 1))","('UNSAT', 0.07294058799743652, -1, -1, -1, (0, 1))","('UNSAT', 0.07224392890930176, -1, -1, -1, (0, 1))","('UNSAT', 0.0746314525604248, -1, -1, -1, (0, 1))","('UNSAT', 0.07450199127197266, -1, -1, -1, (0, 1))","('UNSAT', 0.07494759559631348, -1, -1, -1, (0, 1))","('UNSAT', 0.07474040985107422, -1, -1, -1, (0, 1))","('UNSAT', 0.07308197021484375, -1, -1, -1, (0, 1))","('UNSAT', 0.07382321357727051, -1, -1, -1, (0, 1))","('UNSAT', 0.0783388614654541, -1, -1, -1, (0, 1))","('UNSAT', 0.07321858406066895, -1, -1, -1, (0, 1))","('UNSAT', 0.07303071022033691, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.0873713493347168, -1, -1, -1, (1, 1))","('UNSAT', 0.7343461513519287, -1, -1, -1, (1, 1))","('UNSAT', 0.13706254959106445, -1, -1, -1, (1, 1))","('UNSAT', 0.13733553886413574, -1, -1, -1, (1, 1))","('UNSAT', 0.6732196807861328, -1, -1, -1, (1, 1))","('UNSAT', 0.13317370414733887, -1, -1, -1, (1, 1))","('UNSAT', 0.6657464504241943, -1, -1, -1, (1, 1))","('UNSAT', 0.6676266193389893, -1, -1, -1, (1, 1))","('UNSAT', 0.6374218463897705, -1, -1, -1, (1, 1))","('UNSAT', 0.14993715286254883, -1, -1, -1, (1, 1))","('UNSAT', 0.13932514190673828, -1, -1, -1, (1, 1))","('UNSAT', 0.7287588119506836, -1, -1, -1, (1, 1))","('UNSAT', 0.7340874671936035, -1, -1, -1, (1, 1))","('UNSAT', 0.6763086318969727, -1, -1, -1, (1, 1))","('UNSAT', 0.6718955039978027, -1, -1, -1, (1, 1))","('UNSAT', 0.6578323841094971, -1, -1, -1, (1, 1))","('UNSAT', 0.6582069396972656, -1, -1, -1, (1, 1))","('UNSAT', 0.6646044254302979, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.08744215965270996, -1, -1, -1, (2, 1))","('UNSAT', 0.22262859344482422, -1, -1, -1, (2, 1))","('UNSAT', 0.13676762580871582, -1, -1, -1, (2, 1))","('UNSAT', 0.13634514808654785, -1, -1, -1, (2, 1))","('UNSAT', 0.2019648551940918, -1, -1, -1, (2, 1))","('UNSAT', 0.12763214111328125, -1, -1, -1, (2, 1))","('UNSAT', 0.20127463340759277, -1, -1, -1, (2, 1))","('UNSAT', 0.2012920379638672, -1, -1, -1, (2, 1))","('UNSAT', 0.19697356224060059, -1, -1, -1, (2, 1))","('UNSAT', 0.14985394477844238, -1, -1, -1, (2, 1))","('UNSAT', 0.13739943504333496, -1, -1, -1, (2, 1))","('UNSAT', 0.22098207473754883, -1, -1, -1, (2, 1))","('UNSAT', 0.21874022483825684, -1, -1, -1, (2, 1))","('UNSAT', 0.20170259475708008, -1, -1, -1, (2, 1))","('UNSAT', 0.20865345001220703, -1, -1, -1, (2, 1))","('UNSAT', 0.20260238647460938, -1, -1, -1, (2, 1))","('UNSAT', 0.208479642868042, -1, -1, -1, (2, 1))","('UNSAT', 0.20212316513061523, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.08842039108276367, -1, -1, -1, (3, 1))","('UNSAT', 0.21851539611816406, -1, -1, -1, (3, 1))","('UNSAT', 0.13790678977966309, -1, -1, -1, (3, 1))","('UNSAT', 0.1367807388305664, -1, -1, -1, (3, 1))","('UNSAT', 0.20061516761779785, -1, -1, -1, (3, 1))","('UNSAT', 0.12897658348083496, -1, -1, -1, (3, 1))","('UNSAT', 0.2014915943145752, -1, -1, -1, (3, 1))","('UNSAT', 0.20230627059936523, -1, -1, -1, (3, 1))","('UNSAT', 0.19849348068237305, -1, -1, -1, (3, 1))","('UNSAT', 0.13840627670288086, -1, -1, -1, (3, 1))","('UNSAT', 0.13663864135742188, -1, -1, -1, (3, 1))","('UNSAT', 0.22083044052124023, -1, -1, -1, (3, 1))","('UNSAT', 0.2196805477142334, -1, -1, -1, (3, 1))","('UNSAT', 0.2006676197052002, -1, -1, -1, (3, 1))","('UNSAT', 0.20261716842651367, -1, -1, -1, (3, 1))","('UNSAT', 0.20141220092773438, -1, -1, -1, (3, 1))","('UNSAT', 0.199446439743042, -1, -1, -1, (3, 1))","('UNSAT', 0.20300698280334473, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.08728170394897461, -1, -1, -1, (4, 1))","('UNSAT', 0.21964406967163086, -1, -1, -1, (4, 1))","('UNSAT', 0.13675284385681152, -1, -1, -1, (4, 1))","('UNSAT', 0.13758540153503418, -1, -1, -1, (4, 1))","('UNSAT', 0.20087456703186035, -1, -1, -1, (4, 1))","('UNSAT', 0.13190746307373047, -1, -1, -1, (4, 1))","('UNSAT', 0.2023482322692871, -1, -1, -1, (4, 1))","('UNSAT', 0.20735573768615723, -1, -1, -1, (4, 1))","('UNSAT', 0.19730925559997559, -1, -1, -1, (4, 1))","('UNSAT', 0.13332486152648926, -1, -1, -1, (4, 1))","('UNSAT', 0.1363835334777832, -1, -1, -1, (4, 1))","('UNSAT', 0.21669816970825195, -1, -1, -1, (4, 1))","('UNSAT', 0.2204298973083496, -1, -1, -1, (4, 1))","('UNSAT', 0.20027923583984375, -1, -1, -1, (4, 1))","('UNSAT', 0.20021677017211914, -1, -1, -1, (4, 1))","('UNSAT', 0.20017123222351074, -1, -1, -1, (4, 1))","('UNSAT', 0.19983339309692383, -1, -1, -1, (4, 1))","('UNSAT', 0.202392578125, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.0881803035736084, -1, -1, -1, (5, 1))","('UNSAT', 0.21843409538269043, -1, -1, -1, (5, 1))","('UNSAT', 0.13692426681518555, -1, -1, -1, (5, 1))","('UNSAT', 0.13136816024780273, -1, -1, -1, (5, 1))","('UNSAT', 0.20808744430541992, -1, -1, -1, (5, 1))","('UNSAT', 0.12739276885986328, -1, -1, -1, (5, 1))","('UNSAT', 0.2040553092956543, -1, -1, -1, (5, 1))","('UNSAT', 0.20041656494140625, -1, -1, -1, (5, 1))","('UNSAT', 0.19553899765014648, -1, -1, -1, (5, 1))","('UNSAT', 0.13036060333251953, -1, -1, -1, (5, 1))","('UNSAT', 0.1379408836364746, -1, -1, -1, (5, 1))","('UNSAT', 0.21988749504089355, -1, -1, -1, (5, 1))","('UNSAT', 0.21901392936706543, -1, -1, -1, (5, 1))","('UNSAT', 0.20352625846862793, -1, -1, -1, (5, 1))","('UNSAT', 0.20003962516784668, -1, -1, -1, (5, 1))","('UNSAT', 0.20046281814575195, -1, -1, -1, (5, 1))","('UNSAT', 0.2013556957244873, -1, -1, -1, (5, 1))","('UNSAT', 0.20871901512145996, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.08729004859924316, -1, -1, -1, (6, 1))","('UNSAT', 0.22090888023376465, -1, -1, -1, (6, 1))","('UNSAT', 0.13611841201782227, -1, -1, -1, (6, 1))","('UNSAT', 0.12615704536437988, -1, -1, -1, (6, 1))","('UNSAT', 0.2018280029296875, -1, -1, -1, (6, 1))","('UNSAT', 0.12782764434814453, -1, -1, -1, (6, 1))","('UNSAT', 0.2007160186767578, -1, -1, -1, (6, 1))","('UNSAT', 0.20154333114624023, -1, -1, -1, (6, 1))","('UNSAT', 0.19933462142944336, -1, -1, -1, (6, 1))","('UNSAT', 0.13030433654785156, -1, -1, -1, (6, 1))","('UNSAT', 0.13631033897399902, -1, -1, -1, (6, 1))","('UNSAT', 0.22121810913085938, -1, -1, -1, (6, 1))","('UNSAT', 0.21863603591918945, -1, -1, -1, (6, 1))","('UNSAT', 0.20601511001586914, -1, -1, -1, (6, 1))","('UNSAT', 0.20853757858276367, -1, -1, -1, (6, 1))","('UNSAT', 0.20418024063110352, -1, -1, -1, (6, 1))","('UNSAT', 0.20400190353393555, -1, -1, -1, (6, 1))","('UNSAT', 0.20269441604614258, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.08759045600891113, -1, -1, -1, (7, 1))","('UNSAT', 0.21914005279541016, -1, -1, -1, (7, 1))","('UNSAT', 0.13674426078796387, -1, -1, -1, (7, 1))","('UNSAT', 0.12750864028930664, -1, -1, -1, (7, 1))","('UNSAT', 0.20186424255371094, -1, -1, -1, (7, 1))","('UNSAT', 0.12825655937194824, -1, -1, -1, (7, 1))","('UNSAT', 0.20174360275268555, -1, -1, -1, (7, 1))","('UNSAT', 0.2003171443939209, -1, -1, -1, (7, 1))","('UNSAT', 0.19672155380249023, -1, -1, -1, (7, 1))","('UNSAT', 0.12941908836364746, -1, -1, -1, (7, 1))","('UNSAT', 0.13638591766357422, -1, -1, -1, (7, 1))","('UNSAT', 0.21927165985107422, -1, -1, -1, (7, 1))","('UNSAT', 0.2186594009399414, -1, -1, -1, (7, 1))","('UNSAT', 0.2017192840576172, -1, -1, -1, (7, 1))","('UNSAT', 0.19989824295043945, -1, -1, -1, (7, 1))","('UNSAT', 0.20080995559692383, -1, -1, -1, (7, 1))","('UNSAT', 0.20026111602783203, -1, -1, -1, (7, 1))","('UNSAT', 0.20245361328125, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.08874821662902832, -1, -1, -1, (8, 1))","('UNSAT', 0.21926474571228027, -1, -1, -1, (8, 1))","('UNSAT', 0.13847732543945312, -1, -1, -1, (8, 1))","('UNSAT', 0.12854385375976562, -1, -1, -1, (8, 1))","('UNSAT', 0.20119357109069824, -1, -1, -1, (8, 1))","('UNSAT', 0.12884926795959473, -1, -1, -1, (8, 1))","('UNSAT', 0.2016160488128662, -1, -1, -1, (8, 1))","('UNSAT', 0.2072908878326416, -1, -1, -1, (8, 1))","('UNSAT', 0.1957988739013672, -1, -1, -1, (8, 1))","('UNSAT', 0.13877606391906738, -1, -1, -1, (8, 1))","('UNSAT', 0.13584423065185547, -1, -1, -1, (8, 1))","('UNSAT', 0.21847295761108398, -1, -1, -1, (8, 1))","('UNSAT', 0.22140908241271973, -1, -1, -1, (8, 1))","('UNSAT', 0.2020246982574463, -1, -1, -1, (8, 1))","('UNSAT', 0.20012950897216797, -1, -1, -1, (8, 1))","('UNSAT', 0.20087838172912598, -1, -1, -1, (8, 1))","('UNSAT', 0.2008376121520996, -1, -1, -1, (8, 1))","('UNSAT', 0.20270609855651855, -1, -1, -1, (8, 1))"
