iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.10552000999450684, -1, -1, -1, (0, 1))","('UNSAT', 0.09144973754882812, -1, -1, -1, (0, 1))","('UNSAT', 0.09153366088867188, -1, -1, -1, (0, 1))","('UNSAT', 0.10169506072998047, -1, -1, -1, (0, 1))","('UNSAT', 0.09153342247009277, -1, -1, -1, (0, 1))","('UNSAT', 0.10343337059020996, -1, -1, -1, (0, 1))","('UNSAT', 0.0922095775604248, -1, -1, -1, (0, 1))","('UNSAT', 0.1009981632232666, -1, -1, -1, (0, 1))","('UNSAT', 0.09014630317687988, -1, -1, -1, (0, 1))","('UNSAT', 0.10223102569580078, -1, -1, -1, (0, 1))","('UNSAT', 0.09178948402404785, -1, -1, -1, (0, 1))","('UNSAT', 0.10319662094116211, -1, -1, -1, (0, 1))","('UNSAT', 0.09102129936218262, -1, -1, -1, (0, 1))","('UNSAT', 0.10133576393127441, -1, -1, -1, (0, 1))","('UNSAT', 0.09138345718383789, -1, -1, -1, (0, 1))","('UNSAT', 0.10110116004943848, -1, -1, -1, (0, 1))","('UNSAT', 0.09093594551086426, -1, -1, -1, (0, 1))","('UNSAT', 0.10063409805297852, -1, -1, -1, (0, 1))","('UNSAT', 0.08894515037536621, -1, -1, -1, (0, 1))","('UNSAT', 0.10298681259155273, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.10175204277038574, -1, -1, -1, (1, 1))","('UNSAT', 0.1193699836730957, -1, -1, -1, (1, 1))","('UNSAT', 0.11039090156555176, -1, -1, -1, (1, 1))","('UNSAT', 0.10165810585021973, -1, -1, -1, (1, 1))","('UNSAT', 0.10588479042053223, -1, -1, -1, (1, 1))","('UNSAT', 0.1031806468963623, -1, -1, -1, (1, 1))","('UNSAT', 0.10583066940307617, -1, -1, -1, (1, 1))","('UNSAT', 0.1013193130493164, -1, -1, -1, (1, 1))","('UNSAT', 0.10271668434143066, -1, -1, -1, (1, 1))","('UNSAT', 0.10155129432678223, -1, -1, -1, (1, 1))","('UNSAT', 0.11243343353271484, -1, -1, -1, (1, 1))","('UNSAT', 0.10694241523742676, -1, -1, -1, (1, 1))","('UNSAT', 0.10436820983886719, -1, -1, -1, (1, 1))","('UNSAT', 0.10072040557861328, -1, -1, -1, (1, 1))","('UNSAT', 0.1049799919128418, -1, -1, -1, (1, 1))","('UNSAT', 0.10058403015136719, -1, -1, -1, (1, 1))","('UNSAT', 0.10523271560668945, -1, -1, -1, (1, 1))","('UNSAT', 0.10141539573669434, -1, -1, -1, (1, 1))","('UNSAT', 0.10273861885070801, -1, -1, -1, (1, 1))","('UNSAT', 0.10355973243713379, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.10155224800109863, -1, -1, -1, (2, 1))","('UNSAT', 0.10540080070495605, -1, -1, -1, (2, 1))","('UNSAT', 0.10652542114257812, -1, -1, -1, (2, 1))","('UNSAT', 0.10139822959899902, -1, -1, -1, (2, 1))","('UNSAT', 0.10605549812316895, -1, -1, -1, (2, 1))","('UNSAT', 0.10378217697143555, -1, -1, -1, (2, 1))","('UNSAT', 0.10584473609924316, -1, -1, -1, (2, 1))","('UNSAT', 0.10095000267028809, -1, -1, -1, (2, 1))","('UNSAT', 0.1025536060333252, -1, -1, -1, (2, 1))","('UNSAT', 0.10117959976196289, -1, -1, -1, (2, 1))","('UNSAT', 0.10610270500183105, -1, -1, -1, (2, 1))","('UNSAT', 0.10251402854919434, -1, -1, -1, (2, 1))","('UNSAT', 0.10490798950195312, -1, -1, -1, (2, 1))","('UNSAT', 0.09992170333862305, -1, -1, -1, (2, 1))","('UNSAT', 0.10473489761352539, -1, -1, -1, (2, 1))","('UNSAT', 0.10070991516113281, -1, -1, -1, (2, 1))","('UNSAT', 0.1055455207824707, -1, -1, -1, (2, 1))","('UNSAT', 0.10083889961242676, -1, -1, -1, (2, 1))","('UNSAT', 0.10144734382629395, -1, -1, -1, (2, 1))","('UNSAT', 0.10355281829833984, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.10135531425476074, -1, -1, -1, (3, 1))","('UNSAT', 0.10787248611450195, -1, -1, -1, (3, 1))","('UNSAT', 0.11004972457885742, -1, -1, -1, (3, 1))","('UNSAT', 0.10150766372680664, -1, -1, -1, (3, 1))","('UNSAT', 0.10589742660522461, -1, -1, -1, (3, 1))","('UNSAT', 0.10077691078186035, -1, -1, -1, (3, 1))","('UNSAT', 0.10572481155395508, -1, -1, -1, (3, 1))","('UNSAT', 0.10127592086791992, -1, -1, -1, (3, 1))","('UNSAT', 0.10926413536071777, -1, -1, -1, (3, 1))","('UNSAT', 0.10109615325927734, -1, -1, -1, (3, 1))","('UNSAT', 0.10557389259338379, -1, -1, -1, (3, 1))","('UNSAT', 0.10403966903686523, -1, -1, -1, (3, 1))","('UNSAT', 0.1057121753692627, -1, -1, -1, (3, 1))","('UNSAT', 0.10228466987609863, -1, -1, -1, (3, 1))","('UNSAT', 0.10445713996887207, -1, -1, -1, (3, 1))","('UNSAT', 0.10073637962341309, -1, -1, -1, (3, 1))","('UNSAT', 0.10614323616027832, -1, -1, -1, (3, 1))","('UNSAT', 0.10547876358032227, -1, -1, -1, (3, 1))","('UNSAT', 0.10138654708862305, -1, -1, -1, (3, 1))","('UNSAT', 0.10365724563598633, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.10180306434631348, -1, -1, -1, (4, 1))","('UNSAT', 0.10542702674865723, -1, -1, -1, (4, 1))","('UNSAT', 0.12560081481933594, -1, -1, -1, (4, 1))","('UNSAT', 0.10215210914611816, -1, -1, -1, (4, 1))","('UNSAT', 0.11083269119262695, -1, -1, -1, (4, 1))","('UNSAT', 0.10545730590820312, -1, -1, -1, (4, 1))","('UNSAT', 0.10604119300842285, -1, -1, -1, (4, 1))","('UNSAT', 0.10110974311828613, -1, -1, -1, (4, 1))","('UNSAT', 0.10221552848815918, -1, -1, -1, (4, 1))","('UNSAT', 0.10065889358520508, -1, -1, -1, (4, 1))","('UNSAT', 0.1054234504699707, -1, -1, -1, (4, 1))","('UNSAT', 0.10271573066711426, -1, -1, -1, (4, 1))","('UNSAT', 0.10616326332092285, -1, -1, -1, (4, 1))","('UNSAT', 0.10090780258178711, -1, -1, -1, (4, 1))","('UNSAT', 0.11352825164794922, -1, -1, -1, (4, 1))","('UNSAT', 0.10051798820495605, -1, -1, -1, (4, 1))","('UNSAT', 0.10467886924743652, -1, -1, -1, (4, 1))","('UNSAT', 0.0994420051574707, -1, -1, -1, (4, 1))","('UNSAT', 0.10109686851501465, -1, -1, -1, (4, 1))","('UNSAT', 0.10347509384155273, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.10243868827819824, -1, -1, -1, (5, 1))","('UNSAT', 0.1057291030883789, -1, -1, -1, (5, 1))","('UNSAT', 0.10471177101135254, -1, -1, -1, (5, 1))","('UNSAT', 0.10114598274230957, -1, -1, -1, (5, 1))","('UNSAT', 0.10564470291137695, -1, -1, -1, (5, 1))","('UNSAT', 0.10193729400634766, -1, -1, -1, (5, 1))","('UNSAT', 0.10594320297241211, -1, -1, -1, (5, 1))","('UNSAT', 0.10071468353271484, -1, -1, -1, (5, 1))","('UNSAT', 0.10239100456237793, -1, -1, -1, (5, 1))","('UNSAT', 0.10065102577209473, -1, -1, -1, (5, 1))","('UNSAT', 0.10564899444580078, -1, -1, -1, (5, 1))","('UNSAT', 0.10487532615661621, -1, -1, -1, (5, 1))","('UNSAT', 0.11146092414855957, -1, -1, -1, (5, 1))","('UNSAT', 0.1027374267578125, -1, -1, -1, (5, 1))","('UNSAT', 0.10519766807556152, -1, -1, -1, (5, 1))","('UNSAT', 0.09944772720336914, -1, -1, -1, (5, 1))","('UNSAT', 0.10495805740356445, -1, -1, -1, (5, 1))","('UNSAT', 0.0993809700012207, -1, -1, -1, (5, 1))","('UNSAT', 0.1012723445892334, -1, -1, -1, (5, 1))","('UNSAT', 0.10317683219909668, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.10857939720153809, -1, -1, -1, (6, 1))","('UNSAT', 0.10596942901611328, -1, -1, -1, (6, 1))","('UNSAT', 0.10416793823242188, -1, -1, -1, (6, 1))","('UNSAT', 0.10244178771972656, -1, -1, -1, (6, 1))","('UNSAT', 0.10587692260742188, -1, -1, -1, (6, 1))","('UNSAT', 0.10319185256958008, -1, -1, -1, (6, 1))","('UNSAT', 0.1061563491821289, -1, -1, -1, (6, 1))","('UNSAT', 0.10091090202331543, -1, -1, -1, (6, 1))","('UNSAT', 0.10561299324035645, -1, -1, -1, (6, 1))","('UNSAT', 0.10765290260314941, -1, -1, -1, (6, 1))","('UNSAT', 0.1059415340423584, -1, -1, -1, (6, 1))","('UNSAT', 0.10265874862670898, -1, -1, -1, (6, 1))","('UNSAT', 0.10594558715820312, -1, -1, -1, (6, 1))","('UNSAT', 0.10189342498779297, -1, -1, -1, (6, 1))","('UNSAT', 0.10495758056640625, -1, -1, -1, (6, 1))","('UNSAT', 0.09935545921325684, -1, -1, -1, (6, 1))","('UNSAT', 0.1231837272644043, -1, -1, -1, (6, 1))","('UNSAT', 0.1010441780090332, -1, -1, -1, (6, 1))","('UNSAT', 0.10179305076599121, -1, -1, -1, (6, 1))","('UNSAT', 0.10505795478820801, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.10186886787414551, -1, -1, -1, (7, 1))","('UNSAT', 0.10543632507324219, -1, -1, -1, (7, 1))","('UNSAT', 0.10394406318664551, -1, -1, -1, (7, 1))","('UNSAT', 0.10184860229492188, -1, -1, -1, (7, 1))","('UNSAT', 0.10573935508728027, -1, -1, -1, (7, 1))","('UNSAT', 0.1031196117401123, -1, -1, -1, (7, 1))","('UNSAT', 0.1057729721069336, -1, -1, -1, (7, 1))","('UNSAT', 0.10064244270324707, -1, -1, -1, (7, 1))","('UNSAT', 0.10332131385803223, -1, -1, -1, (7, 1))","('UNSAT', 0.1015479564666748, -1, -1, -1, (7, 1))","('UNSAT', 0.1057119369506836, -1, -1, -1, (7, 1))","('UNSAT', 0.10121464729309082, -1, -1, -1, (7, 1))","('UNSAT', 0.10521817207336426, -1, -1, -1, (7, 1))","('UNSAT', 0.10117006301879883, -1, -1, -1, (7, 1))","('UNSAT', 0.10447025299072266, -1, -1, -1, (7, 1))","('UNSAT', 0.09994721412658691, -1, -1, -1, (7, 1))","('UNSAT', 0.10459113121032715, -1, -1, -1, (7, 1))","('UNSAT', 0.10079360008239746, -1, -1, -1, (7, 1))","('UNSAT', 0.10123133659362793, -1, -1, -1, (7, 1))","('UNSAT', 0.10379624366760254, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.10122466087341309, -1, -1, -1, (8, 1))","('UNSAT', 0.12014579772949219, -1, -1, -1, (8, 1))","('UNSAT', 0.11201143264770508, -1, -1, -1, (8, 1))","('UNSAT', 0.10157394409179688, -1, -1, -1, (8, 1))","('UNSAT', 0.10593175888061523, -1, -1, -1, (8, 1))","('UNSAT', 0.10150384902954102, -1, -1, -1, (8, 1))","('UNSAT', 0.10579347610473633, -1, -1, -1, (8, 1))","('UNSAT', 0.1011507511138916, -1, -1, -1, (8, 1))","('UNSAT', 0.10317349433898926, -1, -1, -1, (8, 1))","('UNSAT', 0.10143375396728516, -1, -1, -1, (8, 1))","('UNSAT', 0.10529637336730957, -1, -1, -1, (8, 1))","('UNSAT', 0.10251069068908691, -1, -1, -1, (8, 1))","('UNSAT', 0.10516762733459473, -1, -1, -1, (8, 1))","('UNSAT', 0.10138130187988281, -1, -1, -1, (8, 1))","('UNSAT', 0.10486102104187012, -1, -1, -1, (8, 1))","('UNSAT', 0.10639214515686035, -1, -1, -1, (8, 1))","('UNSAT', 0.10496091842651367, -1, -1, -1, (8, 1))","('UNSAT', 0.10094428062438965, -1, -1, -1, (8, 1))","('UNSAT', 0.10120511054992676, -1, -1, -1, (8, 1))","('UNSAT', 0.10352921485900879, -1, -1, -1, (8, 1))"
