iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.023845911026000977, -1, -1, -1, (0, 1))","('UNSAT', 0.02468395233154297, -1, -1, -1, (0, 1))","('UNSAT', 0.024977922439575195, -1, -1, -1, (0, 1))","('UNSAT', 0.023345232009887695, -1, -1, -1, (0, 1))","('UNSAT', 0.02329087257385254, -1, -1, -1, (0, 1))","('UNSAT', 0.023366689682006836, -1, -1, -1, (0, 1))","('UNSAT', 0.02533102035522461, -1, -1, -1, (0, 1))","('UNSAT', 0.024370431900024414, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.025290727615356445, -1, -1, -1, (1, 1))","('UNSAT', 0.025156736373901367, -1, -1, -1, (1, 1))","('UNSAT', 0.023460865020751953, -1, -1, -1, (1, 1))","('UNSAT', 0.023696184158325195, -1, -1, -1, (1, 1))","('UNSAT', 0.023558378219604492, -1, -1, -1, (1, 1))","('UNSAT', 0.02357625961303711, -1, -1, -1, (1, 1))","('UNSAT', 0.024889230728149414, -1, -1, -1, (1, 1))","('UNSAT', 0.024583101272583008, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.04535031318664551, -1, -1, -1, (2, 1))","('UNSAT', 0.03298759460449219, -1, -1, -1, (2, 1))","('UNSAT', 0.031085491180419922, -1, -1, -1, (2, 1))","('UNSAT', 0.031456708908081055, -1, -1, -1, (2, 1))","('UNSAT', 0.031592369079589844, -1, -1, -1, (2, 1))","('UNSAT', 0.031077146530151367, -1, -1, -1, (2, 1))","('UNSAT', 0.033086538314819336, -1, -1, -1, (2, 1))","('UNSAT', 0.03253436088562012, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.042469024658203125, -1, -1, -1, (3, 1))","('UNSAT', 0.032392263412475586, -1, -1, -1, (3, 1))","('UNSAT', 0.031450510025024414, -1, -1, -1, (3, 1))","('UNSAT', 0.0321502685546875, -1, -1, -1, (3, 1))","('UNSAT', 0.03514456748962402, -1, -1, -1, (3, 1))","('UNSAT', 0.031411170959472656, -1, -1, -1, (3, 1))","('UNSAT', 0.03362703323364258, -1, -1, -1, (3, 1))","('UNSAT', 0.03244590759277344, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.0432591438293457, -1, -1, -1, (4, 1))","('UNSAT', 0.032602787017822266, -1, -1, -1, (4, 1))","('UNSAT', 0.03133344650268555, -1, -1, -1, (4, 1))","('UNSAT', 0.033238887786865234, -1, -1, -1, (4, 1))","('UNSAT', 0.03334355354309082, -1, -1, -1, (4, 1))","('UNSAT', 0.03122735023498535, -1, -1, -1, (4, 1))","('UNSAT', 0.032562971115112305, -1, -1, -1, (4, 1))","('UNSAT', 0.03185319900512695, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.04259371757507324, -1, -1, -1, (5, 1))","('UNSAT', 0.032637596130371094, -1, -1, -1, (5, 1))","('UNSAT', 0.031262874603271484, -1, -1, -1, (5, 1))","('UNSAT', 0.03129887580871582, -1, -1, -1, (5, 1))","('UNSAT', 0.034105539321899414, -1, -1, -1, (5, 1))","('UNSAT', 0.03184080123901367, -1, -1, -1, (5, 1))","('UNSAT', 0.03247880935668945, -1, -1, -1, (5, 1))","('UNSAT', 0.03357291221618652, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.0424962043762207, -1, -1, -1, (6, 1))","('UNSAT', 0.032898664474487305, -1, -1, -1, (6, 1))","('UNSAT', 0.03307914733886719, -1, -1, -1, (6, 1))","('UNSAT', 0.03134918212890625, -1, -1, -1, (6, 1))","('UNSAT', 0.034050941467285156, -1, -1, -1, (6, 1))","('UNSAT', 0.031287193298339844, -1, -1, -1, (6, 1))","('UNSAT', 0.03130769729614258, -1, -1, -1, (6, 1))","('UNSAT', 0.031130552291870117, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.04242897033691406, -1, -1, -1, (7, 1))","('UNSAT', 0.03314518928527832, -1, -1, -1, (7, 1))","('UNSAT', 0.03270864486694336, -1, -1, -1, (7, 1))","('UNSAT', 0.031618356704711914, -1, -1, -1, (7, 1))","('UNSAT', 0.03319096565246582, -1, -1, -1, (7, 1))","('UNSAT', 0.03145575523376465, -1, -1, -1, (7, 1))","('UNSAT', 0.031864166259765625, -1, -1, -1, (7, 1))","('UNSAT', 0.03134942054748535, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.04294252395629883, -1, -1, -1, (8, 1))","('UNSAT', 0.03132462501525879, -1, -1, -1, (8, 1))","('UNSAT', 0.03285956382751465, -1, -1, -1, (8, 1))","('UNSAT', 0.0312345027923584, -1, -1, -1, (8, 1))","('UNSAT', 0.032871246337890625, -1, -1, -1, (8, 1))","('UNSAT', 0.0344998836517334, -1, -1, -1, (8, 1))","('UNSAT', 0.031193256378173828, -1, -1, -1, (8, 1))","('UNSAT', 0.031217336654663086, -1, -1, -1, (8, 1))"
(1X2),"('UNSAT', 0.04372429847717285, -1, -1, -1, (1, 2))","('UNSAT', 0.0339205265045166, -1, -1, -1, (1, 2))","('UNSAT', 0.036362648010253906, -1, -1, -1, (1, 2))","('UNSAT', 0.033822059631347656, -1, -1, -1, (1, 2))","('UNSAT', 0.03463864326477051, -1, -1, -1, (1, 2))","('UNSAT', 0.03571343421936035, -1, -1, -1, (1, 2))","('UNSAT', 0.03394460678100586, -1, -1, -1, (1, 2))","('UNSAT', 0.03362274169921875, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.04419374465942383, -1, -1, -1, (2, 2))","('UNSAT', 0.03325009346008301, -1, -1, -1, (2, 2))","('UNSAT', 0.03574180603027344, -1, -1, -1, (2, 2))","('UNSAT', 0.0325930118560791, -1, -1, -1, (2, 2))","('UNSAT', 0.03241848945617676, -1, -1, -1, (2, 2))","('UNSAT', 0.0340120792388916, -1, -1, -1, (2, 2))","('UNSAT', 0.03241419792175293, -1, -1, -1, (2, 2))","('UNSAT', 0.0326380729675293, -1, -1, -1, (2, 2))"
(3X2),"('UNSAT', 0.036015987396240234, -1, -1, -1, (3, 2))","('UNSAT', 0.07574701309204102, -1, -1, -1, (3, 2))","('UNSAT', 0.07926416397094727, -1, -1, -1, (3, 2))","('UNSAT', 0.07552886009216309, -1, -1, -1, (3, 2))","('UNSAT', 0.07595586776733398, -1, -1, -1, (3, 2))","('UNSAT', 0.07926559448242188, -1, -1, -1, (3, 2))","('UNSAT', 0.07796072959899902, -1, -1, -1, (3, 2))","('UNSAT', 0.07547855377197266, -1, -1, -1, (3, 2))"
(4X2),"('UNSAT', 0.04425406455993652, -1, -1, -1, (4, 2))","('UNSAT', 0.05838418006896973, -1, -1, -1, (4, 2))","('UNSAT', 0.0588536262512207, -1, -1, -1, (4, 2))","('UNSAT', 0.058302879333496094, -1, -1, -1, (4, 2))","('UNSAT', 0.05867815017700195, -1, -1, -1, (4, 2))","('UNSAT', 0.06093025207519531, -1, -1, -1, (4, 2))","('UNSAT', 0.06240105628967285, -1, -1, -1, (4, 2))","('UNSAT', 0.05857038497924805, -1, -1, -1, (4, 2))"
(5X2),"('UNSAT', 0.03427314758300781, -1, -1, -1, (5, 2))","('UNSAT', 0.07560849189758301, -1, -1, -1, (5, 2))","('UNSAT', 0.07570481300354004, -1, -1, -1, (5, 2))","('UNSAT', 0.0811164379119873, -1, -1, -1, (5, 2))","('UNSAT', 0.0756986141204834, -1, -1, -1, (5, 2))","('UNSAT', 0.0790548324584961, -1, -1, -1, (5, 2))","('UNSAT', 0.0761725902557373, -1, -1, -1, (5, 2))","('UNSAT', 0.0786275863647461, -1, -1, -1, (5, 2))"
(6X2),"('UNSAT', 0.034180641174316406, -1, -1, -1, (6, 2))","('UNSAT', 0.07546234130859375, -1, -1, -1, (6, 2))","('UNSAT', 0.07561707496643066, -1, -1, -1, (6, 2))","('UNSAT', 0.0832669734954834, -1, -1, -1, (6, 2))","('UNSAT', 0.08125114440917969, -1, -1, -1, (6, 2))","('UNSAT', 0.0767052173614502, -1, -1, -1, (6, 2))","('UNSAT', 0.07602381706237793, -1, -1, -1, (6, 2))","('UNSAT', 0.07927441596984863, -1, -1, -1, (6, 2))"
(7X2),"('UNSAT', 0.03419375419616699, -1, -1, -1, (7, 2))","('UNSAT', 0.07771468162536621, -1, -1, -1, (7, 2))","('UNSAT', 0.07575583457946777, -1, -1, -1, (7, 2))","('UNSAT', 0.07938289642333984, -1, -1, -1, (7, 2))","('UNSAT', 0.07583308219909668, -1, -1, -1, (7, 2))","('UNSAT', 0.07557439804077148, -1, -1, -1, (7, 2))","('UNSAT', 0.07621932029724121, -1, -1, -1, (7, 2))","('UNSAT', 0.07571673393249512, -1, -1, -1, (7, 2))"
(8X2),"('UNSAT', 0.034160614013671875, -1, -1, -1, (8, 2))","('UNSAT', 0.0807957649230957, -1, -1, -1, (8, 2))","('UNSAT', 0.07541942596435547, -1, -1, -1, (8, 2))","('UNSAT', 0.07895469665527344, -1, -1, -1, (8, 2))","('UNSAT', 0.07561755180358887, -1, -1, -1, (8, 2))","('UNSAT', 0.07563591003417969, -1, -1, -1, (8, 2))","('UNSAT', 0.07555246353149414, -1, -1, -1, (8, 2))","('UNSAT', 0.07561278343200684, -1, -1, -1, (8, 2))"
(1X3),"('UNSAT', 0.046524763107299805, -1, -1, -1, (1, 3))","('UNSAT', 0.03520917892456055, -1, -1, -1, (1, 3))","('UNSAT', 0.0362553596496582, -1, -1, -1, (1, 3))","('UNSAT', 0.03617596626281738, -1, -1, -1, (1, 3))","('UNSAT', 0.035405635833740234, -1, -1, -1, (1, 3))","('UNSAT', 0.036618947982788086, -1, -1, -1, (1, 3))","('UNSAT', 0.035533905029296875, -1, -1, -1, (1, 3))","('UNSAT', 0.03511643409729004, -1, -1, -1, (1, 3))"
(2X3),"('UNSAT', 0.1258859634399414, -1, -1, -1, (2, 3))","('UNSAT', 0.20397400856018066, -1, -1, -1, (2, 3))","('UNSAT', 0.20794034004211426, -1, -1, -1, (2, 3))","('UNSAT', 0.21193170547485352, -1, -1, -1, (2, 3))","('UNSAT', 0.2042555809020996, -1, -1, -1, (2, 3))","('UNSAT', 0.20346641540527344, -1, -1, -1, (2, 3))","('UNSAT', 0.2035074234008789, -1, -1, -1, (2, 3))","('UNSAT', 0.20279169082641602, -1, -1, -1, (2, 3))"
(3X3),"('UNSAT', 0.22147393226623535, -1, -1, -1, (3, 3))","('UNSAT', 1.5308282375335693, -1, -1, -1, (3, 3))","('UNSAT', 1.5070788860321045, -1, -1, -1, (3, 3))","('UNSAT', 1.5356643199920654, -1, -1, -1, (3, 3))","('UNSAT', 1.5545599460601807, -1, -1, -1, (3, 3))","('UNSAT', 1.5122506618499756, -1, -1, -1, (3, 3))","('UNSAT', 1.5192415714263916, -1, -1, -1, (3, 3))","('UNSAT', 1.5275545120239258, -1, -1, -1, (3, 3))"
(4X3),"('UNSAT', 1.3279716968536377, -1, -1, -1, (4, 3))","('UNSAT', 0.16178107261657715, -1, -1, -1, (4, 3))","('UNSAT', 0.1752629280090332, -1, -1, -1, (4, 3))","('UNSAT', 0.16642975807189941, -1, -1, -1, (4, 3))","('UNSAT', 0.1704723834991455, -1, -1, -1, (4, 3))","('UNSAT', 0.16286659240722656, -1, -1, -1, (4, 3))","('UNSAT', 0.1628880500793457, -1, -1, -1, (4, 3))","('UNSAT', 0.16162109375, -1, -1, -1, (4, 3))"
(5X3),"('UNSAT', 1.3044869899749756, -1, -1, -1, (5, 3))","('UNSAT', 1.306046962738037, -1, -1, -1, (5, 3))","('UNSAT', 1.3013279438018799, -1, -1, -1, (5, 3))","('UNSAT', 1.3447990417480469, -1, -1, -1, (5, 3))","('UNSAT', 1.3586318492889404, -1, -1, -1, (5, 3))","('UNSAT', 1.2989130020141602, -1, -1, -1, (5, 3))","('UNSAT', 1.3296937942504883, -1, -1, -1, (5, 3))","('UNSAT', 1.3253507614135742, -1, -1, -1, (5, 3))"
(6X3),"('UNSAT', 1.2765254974365234, -1, -1, -1, (6, 3))","('UNSAT', 1.3328213691711426, -1, -1, -1, (6, 3))","('UNSAT', 1.3300693035125732, -1, -1, -1, (6, 3))","('UNSAT', 1.3301959037780762, -1, -1, -1, (6, 3))","('UNSAT', 1.3042140007019043, -1, -1, -1, (6, 3))","('UNSAT', 1.3322384357452393, -1, -1, -1, (6, 3))","('UNSAT', 1.3655612468719482, -1, -1, -1, (6, 3))","('UNSAT', 1.380631685256958, -1, -1, -1, (6, 3))"
(7X3),"('UNSAT', 1.263615608215332, -1, -1, -1, (7, 3))","('UNSAT', 1.3744800090789795, -1, -1, -1, (7, 3))","('UNSAT', 1.3201267719268799, -1, -1, -1, (7, 3))","('UNSAT', 1.328080654144287, -1, -1, -1, (7, 3))","('UNSAT', 1.326366901397705, -1, -1, -1, (7, 3))","('UNSAT', 1.3254010677337646, -1, -1, -1, (7, 3))","('UNSAT', 1.3266046047210693, -1, -1, -1, (7, 3))","('UNSAT', 1.32086181640625, -1, -1, -1, (7, 3))"
(8X3),"('UNSAT', 1.2887599468231201, -1, -1, -1, (8, 3))","('UNSAT', 1.3174843788146973, -1, -1, -1, (8, 3))","('UNSAT', 1.3015570640563965, -1, -1, -1, (8, 3))","('UNSAT', 1.3484480381011963, -1, -1, -1, (8, 3))","('UNSAT', 1.3244779109954834, -1, -1, -1, (8, 3))","('UNSAT', 1.3833422660827637, -1, -1, -1, (8, 3))","('UNSAT', 1.3277294635772705, -1, -1, -1, (8, 3))","('UNSAT', 1.3262498378753662, -1, -1, -1, (8, 3))"
