iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.24144983291625977, 11.2632, 0.061174, 2.719208623603e-06, (0, 1))","('SAT', 0.19264936447143555, 6.5702, 0.061174, 1.2772717354889998e-06, (0, 1))","('SAT', 0.17253971099853516, 2.8158, 0.041962, 5.377947900341999e-07, (0, 1))","('UNSAT', 0.012816667556762695, -1, -1, -1, (0, 1))","('UNSAT', 0.01318812370300293, -1, -1, -1, (0, 1))","('UNSAT', 0.012836456298828125, -1, -1, -1, (0, 1))","('UNSAT', 0.012961864471435547, -1, -1, -1, (0, 1))","('UNSAT', 0.012897491455078125, -1, -1, -1, (0, 1))","('UNSAT', 0.013857841491699219, -1, -1, -1, (0, 1))","('UNSAT', 0.01463937759399414, -1, -1, -1, (0, 1))","('UNSAT', 0.013760805130004883, -1, -1, -1, (0, 1))","('UNSAT', 0.013535499572753906, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0513300895690918, -1, -1, -1, (1, 1))","('UNSAT', 0.05165505409240723, -1, -1, -1, (1, 1))","('UNSAT', 0.05140805244445801, -1, -1, -1, (1, 1))","('UNSAT', 0.051566362380981445, -1, -1, -1, (1, 1))","('UNSAT', 0.051784515380859375, -1, -1, -1, (1, 1))","('UNSAT', 0.05298042297363281, -1, -1, -1, (1, 1))","('UNSAT', 0.05598115921020508, -1, -1, -1, (1, 1))","('UNSAT', 0.053717613220214844, -1, -1, -1, (1, 1))","('UNSAT', 0.056699514389038086, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.052201032638549805, -1, -1, -1, (2, 1))","('UNSAT', 0.05445599555969238, -1, -1, -1, (2, 1))","('UNSAT', 0.05248141288757324, -1, -1, -1, (2, 1))","('UNSAT', 0.052016496658325195, -1, -1, -1, (2, 1))","('UNSAT', 0.05219078063964844, -1, -1, -1, (2, 1))","('UNSAT', 0.054941415786743164, -1, -1, -1, (2, 1))","('UNSAT', 0.05537819862365723, -1, -1, -1, (2, 1))","('UNSAT', 0.053856849670410156, -1, -1, -1, (2, 1))","('UNSAT', 0.05389213562011719, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05171942710876465, -1, -1, -1, (3, 1))","('UNSAT', 0.05492210388183594, -1, -1, -1, (3, 1))","('UNSAT', 0.051468610763549805, -1, -1, -1, (3, 1))","('UNSAT', 0.05208420753479004, -1, -1, -1, (3, 1))","('UNSAT', 0.054680824279785156, -1, -1, -1, (3, 1))","('UNSAT', 0.055249929428100586, -1, -1, -1, (3, 1))","('UNSAT', 0.05449819564819336, -1, -1, -1, (3, 1))","('UNSAT', 0.056282758712768555, -1, -1, -1, (3, 1))","('UNSAT', 0.05430102348327637, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05144190788269043, -1, -1, -1, (4, 1))","('UNSAT', 0.05242586135864258, -1, -1, -1, (4, 1))","('UNSAT', 0.052152395248413086, -1, -1, -1, (4, 1))","('UNSAT', 0.05282139778137207, -1, -1, -1, (4, 1))","('UNSAT', 0.05555915832519531, -1, -1, -1, (4, 1))","('UNSAT', 0.05446887016296387, -1, -1, -1, (4, 1))","('UNSAT', 0.05407524108886719, -1, -1, -1, (4, 1))","('UNSAT', 0.07709860801696777, -1, -1, -1, (4, 1))","('UNSAT', 0.05425715446472168, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.051535844802856445, -1, -1, -1, (5, 1))","('UNSAT', 0.05184793472290039, -1, -1, -1, (5, 1))","('UNSAT', 0.053830623626708984, -1, -1, -1, (5, 1))","('UNSAT', 0.051602840423583984, -1, -1, -1, (5, 1))","('UNSAT', 0.05224275588989258, -1, -1, -1, (5, 1))","('UNSAT', 0.053055763244628906, -1, -1, -1, (5, 1))","('UNSAT', 0.05466318130493164, -1, -1, -1, (5, 1))","('UNSAT', 0.05608534812927246, -1, -1, -1, (5, 1))","('UNSAT', 0.05352377891540527, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0703575611114502, -1, -1, -1, (6, 1))","('UNSAT', 0.05174899101257324, -1, -1, -1, (6, 1))","('UNSAT', 0.05521750450134277, -1, -1, -1, (6, 1))","('UNSAT', 0.052533864974975586, -1, -1, -1, (6, 1))","('UNSAT', 0.0524599552154541, -1, -1, -1, (6, 1))","('UNSAT', 0.05368924140930176, -1, -1, -1, (6, 1))","('UNSAT', 0.05594277381896973, -1, -1, -1, (6, 1))","('UNSAT', 0.05430340766906738, -1, -1, -1, (6, 1))","('UNSAT', 0.05425596237182617, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.05130577087402344, -1, -1, -1, (7, 1))","('UNSAT', 0.05243420600891113, -1, -1, -1, (7, 1))","('UNSAT', 0.051847219467163086, -1, -1, -1, (7, 1))","('UNSAT', 0.05169939994812012, -1, -1, -1, (7, 1))","('UNSAT', 0.05152440071105957, -1, -1, -1, (7, 1))","('UNSAT', 0.05668997764587402, -1, -1, -1, (7, 1))","('UNSAT', 0.05511069297790527, -1, -1, -1, (7, 1))","('UNSAT', 0.053836822509765625, -1, -1, -1, (7, 1))","('UNSAT', 0.05756711959838867, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.052987098693847656, -1, -1, -1, (8, 1))","('UNSAT', 0.05187654495239258, -1, -1, -1, (8, 1))","('UNSAT', 0.05147886276245117, -1, -1, -1, (8, 1))","('UNSAT', 0.05134749412536621, -1, -1, -1, (8, 1))","('UNSAT', 0.05139636993408203, -1, -1, -1, (8, 1))","('UNSAT', 0.054210662841796875, -1, -1, -1, (8, 1))","('UNSAT', 0.05684065818786621, -1, -1, -1, (8, 1))","('UNSAT', 0.05319333076477051, -1, -1, -1, (8, 1))","('UNSAT', 0.05800175666809082, -1, -1, -1, (8, 1))"
