iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 103.79965996742249, 57.2546, 0.248316, 2.5209872546840003e-05, (0, 1))","('SAT', 110.4549720287323, 47.3993, 0.205498, 2.012512413785e-05, (0, 1))","('SAT', 113.11429047584534, 39.8905, 0.152638, 1.394479022565e-05, (0, 1))","('SAT', 90.81069302558899, 37.544, 0.132354, 1.3100768228470003e-05, (0, 1))","('SAT', 107.14175748825073, 27.2194, 0.099083, 9.67764572124e-06, (0, 1))","('UNSAT', 1.8247296810150146, -1, -1, -1, (0, 1))","('SAT', 97.54384851455688, 22.9957, 0.076941, 6.822502655268e-06, (0, 1))","('SAT', 76.00556874275208, 15.4869, 0.040805, 4.127654847252e-06, (0, 1))","('SAT', 82.53257060050964, 12.6711, 0.040805, 2.877545284719e-06, (0, 1))","('UNSAT', 0.0290374755859375, -1, -1, -1, (0, 1))","('UNSAT', 0.2769622802734375, -1, -1, -1, (0, 1))","('UNSAT', 0.3023686408996582, -1, -1, -1, (0, 1))","('UNSAT', 0.2959873676300049, -1, -1, -1, (0, 1))","('UNSAT', 0.3122522830963135, -1, -1, -1, (0, 1))","('SAT', 76.88267683982849, 9.386, 0.040805, 2.0314441826489997e-06, (0, 1))","('UNSAT', 0.05538010597229004, -1, -1, -1, (0, 1))","('UNSAT', 0.026981115341186523, -1, -1, -1, (0, 1))","('UNSAT', 0.025460004806518555, -1, -1, -1, (0, 1))","('UNSAT', 0.026313066482543945, -1, -1, -1, (0, 1))","('UNSAT', 0.02715158462524414, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.533047914505005, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03903388977050781, -1, -1, -1, (1, 1))","('UNSAT', 4.592101335525513, -1, -1, -1, (1, 1))","('UNSAT', 4.867442846298218, -1, -1, -1, (1, 1))","('UNSAT', 4.472269535064697, -1, -1, -1, (1, 1))","('UNSAT', 4.947471380233765, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7542068958282471, -1, -1, -1, (1, 1))","('UNSAT', 0.5030035972595215, -1, -1, -1, (1, 1))","('UNSAT', 0.45677947998046875, -1, -1, -1, (1, 1))","('UNSAT', 0.49304890632629395, -1, -1, -1, (1, 1))","('UNSAT', 0.5075833797454834, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 1.2855031490325928, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 75.39850997924805, 12.6711, 0.040805, 2.877545284719e-06, (2, 1))","('UNSAT', 7.725464344024658, -1, -1, -1, (2, 1))","('UNSAT', 8.16642951965332, -1, -1, -1, (2, 1))","('UNSAT', 7.460779666900635, -1, -1, -1, (2, 1))","('UNSAT', 8.004371881484985, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7431561946868896, -1, -1, -1, (2, 1))","('SAT', 73.91012907028198, 9.386, 0.040805, 2.0314441826489997e-06, (2, 1))","('SAT', 67.49063205718994, 9.386, 0.040805, 2.0314441826489997e-06, (2, 1))","('SAT', 79.04151225090027, 9.386, 0.040805, 2.0314441826489997e-06, (2, 1))","('SAT', 79.49147939682007, 9.386, 0.040805, 2.0314441826489997e-06, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.9087510108947754, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.4619786739349365, -1, -1, -1, (3, 1))","('UNSAT', 3.8249847888946533, -1, -1, -1, (3, 1))","('UNSAT', 3.5625827312469482, -1, -1, -1, (3, 1))","('UNSAT', 3.743851900100708, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7464375495910645, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.9023489952087402, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.46809720993042, -1, -1, -1, (4, 1))","('UNSAT', 8.062870740890503, -1, -1, -1, (4, 1))","('UNSAT', 7.511085033416748, -1, -1, -1, (4, 1))","('UNSAT', 8.000794172286987, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7642505168914795, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.913581132888794, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.4868907928466797, -1, -1, -1, (5, 1))","('UNSAT', 3.803445816040039, -1, -1, -1, (5, 1))","('UNSAT', 3.3994970321655273, -1, -1, -1, (5, 1))","('UNSAT', 3.7278518676757812, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7568771839141846, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.9105627536773682, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.4995248317718506, -1, -1, -1, (6, 1))","('UNSAT', 3.7957403659820557, -1, -1, -1, (6, 1))","('UNSAT', 3.4084062576293945, -1, -1, -1, (6, 1))","('UNSAT', 3.7407047748565674, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7527718544006348, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.8721654415130615, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 3.425110101699829, -1, -1, -1, (7, 1))","('UNSAT', 3.7713942527770996, -1, -1, -1, (7, 1))","('UNSAT', 3.414844036102295, -1, -1, -1, (7, 1))","('UNSAT', 3.7747116088867188, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7515785694122314, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.8750672340393066, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 7.417484998703003, -1, -1, -1, (8, 1))","('UNSAT', 8.042361736297607, -1, -1, -1, (8, 1))","('UNSAT', 7.311821699142456, -1, -1, -1, (8, 1))","('UNSAT', 8.079603433609009, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.7493913173675537, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
