iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.07589983940124512, -1, -1, -1, (0, 1))","('UNSAT', 0.07271099090576172, -1, -1, -1, (0, 1))","('UNSAT', 0.07492804527282715, -1, -1, -1, (0, 1))","('UNSAT', 0.07458949089050293, -1, -1, -1, (0, 1))","('UNSAT', 0.07481002807617188, -1, -1, -1, (0, 1))","('UNSAT', 0.0745859146118164, -1, -1, -1, (0, 1))","('UNSAT', 0.07292604446411133, -1, -1, -1, (0, 1))","('UNSAT', 0.07209086418151855, -1, -1, -1, (0, 1))","('UNSAT', 0.0728306770324707, -1, -1, -1, (0, 1))","('UNSAT', 0.07364940643310547, -1, -1, -1, (0, 1))","('UNSAT', 0.07368159294128418, -1, -1, -1, (0, 1))","('UNSAT', 0.07368612289428711, -1, -1, -1, (0, 1))","('UNSAT', 0.07242465019226074, -1, -1, -1, (0, 1))","('UNSAT', 0.07170557975769043, -1, -1, -1, (0, 1))","('UNSAT', 0.07072305679321289, -1, -1, -1, (0, 1))","('UNSAT', 0.07240128517150879, -1, -1, -1, (0, 1))","('UNSAT', 0.07333803176879883, -1, -1, -1, (0, 1))","('UNSAT', 0.07301950454711914, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.08648538589477539, -1, -1, -1, (1, 1))","('UNSAT', 0.08448982238769531, -1, -1, -1, (1, 1))","('UNSAT', 0.09042835235595703, -1, -1, -1, (1, 1))","('UNSAT', 0.08761191368103027, -1, -1, -1, (1, 1))","('UNSAT', 0.08791851997375488, -1, -1, -1, (1, 1))","('UNSAT', 0.10257911682128906, -1, -1, -1, (1, 1))","('UNSAT', 0.08586835861206055, -1, -1, -1, (1, 1))","('UNSAT', 0.08501982688903809, -1, -1, -1, (1, 1))","('UNSAT', 0.08177804946899414, -1, -1, -1, (1, 1))","('UNSAT', 0.09707307815551758, -1, -1, -1, (1, 1))","('UNSAT', 0.0864565372467041, -1, -1, -1, (1, 1))","('UNSAT', 0.08689379692077637, -1, -1, -1, (1, 1))","('UNSAT', 0.08344888687133789, -1, -1, -1, (1, 1))","('UNSAT', 0.0851752758026123, -1, -1, -1, (1, 1))","('UNSAT', 0.09282183647155762, -1, -1, -1, (1, 1))","('UNSAT', 0.08649325370788574, -1, -1, -1, (1, 1))","('UNSAT', 0.08664798736572266, -1, -1, -1, (1, 1))","('UNSAT', 0.08658266067504883, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.13169097900390625, -1, -1, -1, (2, 1))","('UNSAT', 0.12956786155700684, -1, -1, -1, (2, 1))","('UNSAT', 0.12414336204528809, -1, -1, -1, (2, 1))","('UNSAT', 0.13840198516845703, -1, -1, -1, (2, 1))","('UNSAT', 0.13550472259521484, -1, -1, -1, (2, 1))","('UNSAT', 0.13741493225097656, -1, -1, -1, (2, 1))","('UNSAT', 0.12645769119262695, -1, -1, -1, (2, 1))","('UNSAT', 0.12517833709716797, -1, -1, -1, (2, 1))","('UNSAT', 0.11893153190612793, -1, -1, -1, (2, 1))","('UNSAT', 0.13518881797790527, -1, -1, -1, (2, 1))","('UNSAT', 0.13996076583862305, -1, -1, -1, (2, 1))","('UNSAT', 0.13599300384521484, -1, -1, -1, (2, 1))","('UNSAT', 0.1262061595916748, -1, -1, -1, (2, 1))","('UNSAT', 0.1217041015625, -1, -1, -1, (2, 1))","('UNSAT', 0.1250162124633789, -1, -1, -1, (2, 1))","('UNSAT', 0.1298985481262207, -1, -1, -1, (2, 1))","('UNSAT', 0.13295269012451172, -1, -1, -1, (2, 1))","('UNSAT', 0.1326456069946289, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.13257193565368652, -1, -1, -1, (3, 1))","('UNSAT', 0.12900471687316895, -1, -1, -1, (3, 1))","('UNSAT', 0.12654590606689453, -1, -1, -1, (3, 1))","('UNSAT', 0.13589930534362793, -1, -1, -1, (3, 1))","('UNSAT', 0.1365976333618164, -1, -1, -1, (3, 1))","('UNSAT', 0.1360330581665039, -1, -1, -1, (3, 1))","('UNSAT', 0.1262357234954834, -1, -1, -1, (3, 1))","('UNSAT', 0.12450003623962402, -1, -1, -1, (3, 1))","('UNSAT', 0.12535595893859863, -1, -1, -1, (3, 1))","('UNSAT', 0.13680291175842285, -1, -1, -1, (3, 1))","('UNSAT', 0.13489484786987305, -1, -1, -1, (3, 1))","('UNSAT', 0.13328957557678223, -1, -1, -1, (3, 1))","('UNSAT', 0.12625336647033691, -1, -1, -1, (3, 1))","('UNSAT', 0.12731170654296875, -1, -1, -1, (3, 1))","('UNSAT', 0.12032794952392578, -1, -1, -1, (3, 1))","('UNSAT', 0.1311330795288086, -1, -1, -1, (3, 1))","('UNSAT', 0.13416647911071777, -1, -1, -1, (3, 1))","('UNSAT', 0.13655734062194824, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.12506508827209473, -1, -1, -1, (4, 1))","('UNSAT', 0.1239621639251709, -1, -1, -1, (4, 1))","('UNSAT', 0.12347698211669922, -1, -1, -1, (4, 1))","('UNSAT', 0.13857507705688477, -1, -1, -1, (4, 1))","('UNSAT', 0.13598179817199707, -1, -1, -1, (4, 1))","('UNSAT', 0.13618087768554688, -1, -1, -1, (4, 1))","('UNSAT', 0.12686967849731445, -1, -1, -1, (4, 1))","('UNSAT', 0.12483096122741699, -1, -1, -1, (4, 1))","('UNSAT', 0.11921358108520508, -1, -1, -1, (4, 1))","('UNSAT', 0.13383722305297852, -1, -1, -1, (4, 1))","('UNSAT', 0.13661623001098633, -1, -1, -1, (4, 1))","('UNSAT', 0.13335275650024414, -1, -1, -1, (4, 1))","('UNSAT', 0.1257009506225586, -1, -1, -1, (4, 1))","('UNSAT', 0.12468457221984863, -1, -1, -1, (4, 1))","('UNSAT', 0.12061238288879395, -1, -1, -1, (4, 1))","('UNSAT', 0.13068795204162598, -1, -1, -1, (4, 1))","('UNSAT', 0.13324189186096191, -1, -1, -1, (4, 1))","('UNSAT', 0.1344912052154541, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.12587523460388184, -1, -1, -1, (5, 1))","('UNSAT', 0.12378668785095215, -1, -1, -1, (5, 1))","('UNSAT', 0.1254274845123291, -1, -1, -1, (5, 1))","('UNSAT', 0.13725018501281738, -1, -1, -1, (5, 1))","('UNSAT', 0.13655948638916016, -1, -1, -1, (5, 1))","('UNSAT', 0.13647818565368652, -1, -1, -1, (5, 1))","('UNSAT', 0.12732863426208496, -1, -1, -1, (5, 1))","('UNSAT', 0.12439179420471191, -1, -1, -1, (5, 1))","('UNSAT', 0.1223292350769043, -1, -1, -1, (5, 1))","('UNSAT', 0.13552093505859375, -1, -1, -1, (5, 1))","('UNSAT', 0.13399171829223633, -1, -1, -1, (5, 1))","('UNSAT', 0.13334441184997559, -1, -1, -1, (5, 1))","('UNSAT', 0.12923526763916016, -1, -1, -1, (5, 1))","('UNSAT', 0.12376117706298828, -1, -1, -1, (5, 1))","('UNSAT', 0.12143373489379883, -1, -1, -1, (5, 1))","('UNSAT', 0.1281414031982422, -1, -1, -1, (5, 1))","('UNSAT', 0.13312935829162598, -1, -1, -1, (5, 1))","('UNSAT', 0.13495588302612305, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.12507033348083496, -1, -1, -1, (6, 1))","('UNSAT', 0.1310572624206543, -1, -1, -1, (6, 1))","('UNSAT', 0.1255042552947998, -1, -1, -1, (6, 1))","('UNSAT', 0.1366281509399414, -1, -1, -1, (6, 1))","('UNSAT', 0.13633251190185547, -1, -1, -1, (6, 1))","('UNSAT', 0.13669538497924805, -1, -1, -1, (6, 1))","('UNSAT', 0.14241600036621094, -1, -1, -1, (6, 1))","('UNSAT', 0.1280825138092041, -1, -1, -1, (6, 1))","('UNSAT', 0.12384915351867676, -1, -1, -1, (6, 1))","('UNSAT', 0.13492321968078613, -1, -1, -1, (6, 1))","('UNSAT', 0.1348276138305664, -1, -1, -1, (6, 1))","('UNSAT', 0.12418913841247559, -1, -1, -1, (6, 1))","('UNSAT', 0.12549400329589844, -1, -1, -1, (6, 1))","('UNSAT', 0.12726783752441406, -1, -1, -1, (6, 1))","('UNSAT', 0.12104392051696777, -1, -1, -1, (6, 1))","('UNSAT', 0.12615966796875, -1, -1, -1, (6, 1))","('UNSAT', 0.1331179141998291, -1, -1, -1, (6, 1))","('UNSAT', 0.13352346420288086, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.13056278228759766, -1, -1, -1, (7, 1))","('UNSAT', 0.1281108856201172, -1, -1, -1, (7, 1))","('UNSAT', 0.1237480640411377, -1, -1, -1, (7, 1))","('UNSAT', 0.1364765167236328, -1, -1, -1, (7, 1))","('UNSAT', 0.13695430755615234, -1, -1, -1, (7, 1))","('UNSAT', 0.13597822189331055, -1, -1, -1, (7, 1))","('UNSAT', 0.1259143352508545, -1, -1, -1, (7, 1))","('UNSAT', 0.12659192085266113, -1, -1, -1, (7, 1))","('UNSAT', 0.11970210075378418, -1, -1, -1, (7, 1))","('UNSAT', 0.13586711883544922, -1, -1, -1, (7, 1))","('UNSAT', 0.13406944274902344, -1, -1, -1, (7, 1))","('UNSAT', 0.12366104125976562, -1, -1, -1, (7, 1))","('UNSAT', 0.12537360191345215, -1, -1, -1, (7, 1))","('UNSAT', 0.12335014343261719, -1, -1, -1, (7, 1))","('UNSAT', 0.12436985969543457, -1, -1, -1, (7, 1))","('UNSAT', 0.13000011444091797, -1, -1, -1, (7, 1))","('UNSAT', 0.1343843936920166, -1, -1, -1, (7, 1))","('UNSAT', 0.13414931297302246, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.12607765197753906, -1, -1, -1, (8, 1))","('UNSAT', 0.1261887550354004, -1, -1, -1, (8, 1))","('UNSAT', 0.12382316589355469, -1, -1, -1, (8, 1))","('UNSAT', 0.1370396614074707, -1, -1, -1, (8, 1))","('UNSAT', 0.13690829277038574, -1, -1, -1, (8, 1))","('UNSAT', 0.13432860374450684, -1, -1, -1, (8, 1))","('UNSAT', 0.12708163261413574, -1, -1, -1, (8, 1))","('UNSAT', 0.12422966957092285, -1, -1, -1, (8, 1))","('UNSAT', 0.12099599838256836, -1, -1, -1, (8, 1))","('UNSAT', 0.13376665115356445, -1, -1, -1, (8, 1))","('UNSAT', 0.1346890926361084, -1, -1, -1, (8, 1))","('UNSAT', 0.12252044677734375, -1, -1, -1, (8, 1))","('UNSAT', 0.12451648712158203, -1, -1, -1, (8, 1))","('UNSAT', 0.1226348876953125, -1, -1, -1, (8, 1))","('UNSAT', 0.12057161331176758, -1, -1, -1, (8, 1))","('UNSAT', 0.12964701652526855, -1, -1, -1, (8, 1))","('UNSAT', 0.13468718528747559, -1, -1, -1, (8, 1))","('UNSAT', 0.13381123542785645, -1, -1, -1, (8, 1))"
