iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.07312417030334473, -1, -1, -1, (0, 1))","('UNSAT', 0.0718388557434082, -1, -1, -1, (0, 1))","('UNSAT', 0.07180404663085938, -1, -1, -1, (0, 1))","('UNSAT', 0.07099628448486328, -1, -1, -1, (0, 1))","('UNSAT', 0.07084274291992188, -1, -1, -1, (0, 1))","('UNSAT', 0.07308340072631836, -1, -1, -1, (0, 1))","('UNSAT', 0.07337689399719238, -1, -1, -1, (0, 1))","('UNSAT', 0.0732731819152832, -1, -1, -1, (0, 1))","('UNSAT', 0.07193589210510254, -1, -1, -1, (0, 1))","('UNSAT', 0.07205510139465332, -1, -1, -1, (0, 1))","('UNSAT', 0.0724191665649414, -1, -1, -1, (0, 1))","('UNSAT', 0.07111310958862305, -1, -1, -1, (0, 1))","('UNSAT', 0.07239866256713867, -1, -1, -1, (0, 1))","('UNSAT', 0.07212591171264648, -1, -1, -1, (0, 1))","('UNSAT', 0.07153201103210449, -1, -1, -1, (0, 1))","('UNSAT', 0.07191205024719238, -1, -1, -1, (0, 1))","('UNSAT', 0.07271122932434082, -1, -1, -1, (0, 1))","('UNSAT', 0.07179498672485352, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.13367414474487305, -1, -1, -1, (1, 1))","('UNSAT', 0.12333440780639648, -1, -1, -1, (1, 1))","('UNSAT', 0.12279510498046875, -1, -1, -1, (1, 1))","('UNSAT', 0.12455034255981445, -1, -1, -1, (1, 1))","('UNSAT', 0.1208045482635498, -1, -1, -1, (1, 1))","('UNSAT', 0.13399004936218262, -1, -1, -1, (1, 1))","('UNSAT', 0.13348174095153809, -1, -1, -1, (1, 1))","('UNSAT', 0.13322925567626953, -1, -1, -1, (1, 1))","('UNSAT', 0.12583470344543457, -1, -1, -1, (1, 1))","('UNSAT', 0.13071155548095703, -1, -1, -1, (1, 1))","('UNSAT', 0.12339901924133301, -1, -1, -1, (1, 1))","('UNSAT', 0.12189698219299316, -1, -1, -1, (1, 1))","('UNSAT', 0.1292095184326172, -1, -1, -1, (1, 1))","('UNSAT', 0.12695002555847168, -1, -1, -1, (1, 1))","('UNSAT', 0.12187814712524414, -1, -1, -1, (1, 1))","('UNSAT', 0.12514305114746094, -1, -1, -1, (1, 1))","('UNSAT', 0.12650418281555176, -1, -1, -1, (1, 1))","('UNSAT', 0.12341976165771484, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.13350343704223633, -1, -1, -1, (2, 1))","('UNSAT', 0.12361383438110352, -1, -1, -1, (2, 1))","('UNSAT', 0.1259448528289795, -1, -1, -1, (2, 1))","('UNSAT', 0.12631487846374512, -1, -1, -1, (2, 1))","('UNSAT', 0.12248373031616211, -1, -1, -1, (2, 1))","('UNSAT', 0.13358235359191895, -1, -1, -1, (2, 1))","('UNSAT', 0.13449478149414062, -1, -1, -1, (2, 1))","('UNSAT', 0.13322734832763672, -1, -1, -1, (2, 1))","('UNSAT', 0.12322306632995605, -1, -1, -1, (2, 1))","('UNSAT', 0.12588238716125488, -1, -1, -1, (2, 1))","('UNSAT', 0.12379741668701172, -1, -1, -1, (2, 1))","('UNSAT', 0.12255644798278809, -1, -1, -1, (2, 1))","('UNSAT', 0.12755727767944336, -1, -1, -1, (2, 1))","('UNSAT', 0.1280355453491211, -1, -1, -1, (2, 1))","('UNSAT', 0.12418651580810547, -1, -1, -1, (2, 1))","('UNSAT', 0.12436199188232422, -1, -1, -1, (2, 1))","('UNSAT', 0.12612605094909668, -1, -1, -1, (2, 1))","('UNSAT', 0.12019920349121094, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.1367201805114746, -1, -1, -1, (3, 1))","('UNSAT', 0.12639689445495605, -1, -1, -1, (3, 1))","('UNSAT', 0.12317609786987305, -1, -1, -1, (3, 1))","('UNSAT', 0.12185811996459961, -1, -1, -1, (3, 1))","('UNSAT', 0.12501287460327148, -1, -1, -1, (3, 1))","('UNSAT', 0.13404011726379395, -1, -1, -1, (3, 1))","('UNSAT', 0.1354670524597168, -1, -1, -1, (3, 1))","('UNSAT', 0.1361992359161377, -1, -1, -1, (3, 1))","('UNSAT', 0.12575006484985352, -1, -1, -1, (3, 1))","('UNSAT', 0.1217498779296875, -1, -1, -1, (3, 1))","('UNSAT', 0.12710833549499512, -1, -1, -1, (3, 1))","('UNSAT', 0.12134885787963867, -1, -1, -1, (3, 1))","('UNSAT', 0.1270136833190918, -1, -1, -1, (3, 1))","('UNSAT', 0.1270289421081543, -1, -1, -1, (3, 1))","('UNSAT', 0.12652039527893066, -1, -1, -1, (3, 1))","('UNSAT', 0.12613177299499512, -1, -1, -1, (3, 1))","('UNSAT', 0.12955951690673828, -1, -1, -1, (3, 1))","('UNSAT', 0.1258859634399414, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.1340348720550537, -1, -1, -1, (4, 1))","('UNSAT', 0.12340807914733887, -1, -1, -1, (4, 1))","('UNSAT', 0.12330245971679688, -1, -1, -1, (4, 1))","('UNSAT', 0.12127327919006348, -1, -1, -1, (4, 1))","('UNSAT', 0.12185049057006836, -1, -1, -1, (4, 1))","('UNSAT', 0.1467602252960205, -1, -1, -1, (4, 1))","('UNSAT', 0.1332244873046875, -1, -1, -1, (4, 1))","('UNSAT', 0.1337592601776123, -1, -1, -1, (4, 1))","('UNSAT', 0.13089656829833984, -1, -1, -1, (4, 1))","('UNSAT', 0.12453293800354004, -1, -1, -1, (4, 1))","('UNSAT', 0.12296128273010254, -1, -1, -1, (4, 1))","('UNSAT', 0.12292122840881348, -1, -1, -1, (4, 1))","('UNSAT', 0.12616848945617676, -1, -1, -1, (4, 1))","('UNSAT', 0.1293931007385254, -1, -1, -1, (4, 1))","('UNSAT', 0.1297285556793213, -1, -1, -1, (4, 1))","('UNSAT', 0.12127494812011719, -1, -1, -1, (4, 1))","('UNSAT', 0.12804079055786133, -1, -1, -1, (4, 1))","('UNSAT', 0.1261756420135498, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.13460755348205566, -1, -1, -1, (5, 1))","('UNSAT', 0.1277778148651123, -1, -1, -1, (5, 1))","('UNSAT', 0.1227407455444336, -1, -1, -1, (5, 1))","('UNSAT', 0.12123227119445801, -1, -1, -1, (5, 1))","('UNSAT', 0.12193608283996582, -1, -1, -1, (5, 1))","('UNSAT', 0.13392376899719238, -1, -1, -1, (5, 1))","('UNSAT', 0.13407158851623535, -1, -1, -1, (5, 1))","('UNSAT', 0.13388848304748535, -1, -1, -1, (5, 1))","('UNSAT', 0.1264653205871582, -1, -1, -1, (5, 1))","('UNSAT', 0.1217188835144043, -1, -1, -1, (5, 1))","('UNSAT', 0.12348461151123047, -1, -1, -1, (5, 1))","('UNSAT', 0.1213531494140625, -1, -1, -1, (5, 1))","('UNSAT', 0.1243581771850586, -1, -1, -1, (5, 1))","('UNSAT', 0.1279313564300537, -1, -1, -1, (5, 1))","('UNSAT', 0.12675881385803223, -1, -1, -1, (5, 1))","('UNSAT', 0.12141847610473633, -1, -1, -1, (5, 1))","('UNSAT', 0.12682151794433594, -1, -1, -1, (5, 1))","('UNSAT', 0.12551283836364746, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.13297629356384277, -1, -1, -1, (6, 1))","('UNSAT', 0.12350583076477051, -1, -1, -1, (6, 1))","('UNSAT', 0.12277889251708984, -1, -1, -1, (6, 1))","('UNSAT', 0.12529373168945312, -1, -1, -1, (6, 1))","('UNSAT', 0.12323689460754395, -1, -1, -1, (6, 1))","('UNSAT', 0.1336064338684082, -1, -1, -1, (6, 1))","('UNSAT', 0.13391780853271484, -1, -1, -1, (6, 1))","('UNSAT', 0.13404250144958496, -1, -1, -1, (6, 1))","('UNSAT', 0.12637829780578613, -1, -1, -1, (6, 1))","('UNSAT', 0.12144207954406738, -1, -1, -1, (6, 1))","('UNSAT', 0.12582707405090332, -1, -1, -1, (6, 1))","('UNSAT', 0.12188887596130371, -1, -1, -1, (6, 1))","('UNSAT', 0.12615418434143066, -1, -1, -1, (6, 1))","('UNSAT', 0.12816309928894043, -1, -1, -1, (6, 1))","('UNSAT', 0.12603282928466797, -1, -1, -1, (6, 1))","('UNSAT', 0.1227271556854248, -1, -1, -1, (6, 1))","('UNSAT', 0.1275041103363037, -1, -1, -1, (6, 1))","('UNSAT', 0.12373709678649902, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.13338208198547363, -1, -1, -1, (7, 1))","('UNSAT', 0.12252306938171387, -1, -1, -1, (7, 1))","('UNSAT', 0.12586307525634766, -1, -1, -1, (7, 1))","('UNSAT', 0.1210334300994873, -1, -1, -1, (7, 1))","('UNSAT', 0.12191319465637207, -1, -1, -1, (7, 1))","('UNSAT', 0.13402318954467773, -1, -1, -1, (7, 1))","('UNSAT', 0.13620686531066895, -1, -1, -1, (7, 1))","('UNSAT', 0.13561415672302246, -1, -1, -1, (7, 1))","('UNSAT', 0.12716984748840332, -1, -1, -1, (7, 1))","('UNSAT', 0.12168717384338379, -1, -1, -1, (7, 1))","('UNSAT', 0.12043523788452148, -1, -1, -1, (7, 1))","('UNSAT', 0.12196087837219238, -1, -1, -1, (7, 1))","('UNSAT', 0.1250133514404297, -1, -1, -1, (7, 1))","('UNSAT', 0.12808585166931152, -1, -1, -1, (7, 1))","('UNSAT', 0.1249241828918457, -1, -1, -1, (7, 1))","('UNSAT', 0.1256580352783203, -1, -1, -1, (7, 1))","('UNSAT', 0.12951040267944336, -1, -1, -1, (7, 1))","('UNSAT', 0.1257627010345459, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.133514404296875, -1, -1, -1, (8, 1))","('UNSAT', 0.12593412399291992, -1, -1, -1, (8, 1))","('UNSAT', 0.12268781661987305, -1, -1, -1, (8, 1))","('UNSAT', 0.12129330635070801, -1, -1, -1, (8, 1))","('UNSAT', 0.12438130378723145, -1, -1, -1, (8, 1))","('UNSAT', 0.1343519687652588, -1, -1, -1, (8, 1))","('UNSAT', 0.13403964042663574, -1, -1, -1, (8, 1))","('UNSAT', 0.13454127311706543, -1, -1, -1, (8, 1))","('UNSAT', 0.126389741897583, -1, -1, -1, (8, 1))","('UNSAT', 0.12075114250183105, -1, -1, -1, (8, 1))","('UNSAT', 0.12137222290039062, -1, -1, -1, (8, 1))","('UNSAT', 0.12153363227844238, -1, -1, -1, (8, 1))","('UNSAT', 0.1249387264251709, -1, -1, -1, (8, 1))","('UNSAT', 0.12618517875671387, -1, -1, -1, (8, 1))","('UNSAT', 0.12251639366149902, -1, -1, -1, (8, 1))","('UNSAT', 0.12674593925476074, -1, -1, -1, (8, 1))","('UNSAT', 0.12696456909179688, -1, -1, -1, (8, 1))","('UNSAT', 0.12122058868408203, -1, -1, -1, (8, 1))"
