iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.01428985595703125, -1, -1, -1, (0, 1))","('UNSAT', 0.014810562133789062, -1, -1, -1, (0, 1))","('UNSAT', 0.01479482650756836, -1, -1, -1, (0, 1))","('UNSAT', 0.015038490295410156, -1, -1, -1, (0, 1))","('UNSAT', 0.015014171600341797, -1, -1, -1, (0, 1))","('UNSAT', 0.015673160552978516, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.01458883285522461, -1, -1, -1, (1, 1))","('UNSAT', 0.014806032180786133, -1, -1, -1, (1, 1))","('UNSAT', 0.015100240707397461, -1, -1, -1, (1, 1))","('UNSAT', 0.014811992645263672, -1, -1, -1, (1, 1))","('UNSAT', 0.014676094055175781, -1, -1, -1, (1, 1))","('UNSAT', 0.01510167121887207, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.020488977432250977, -1, -1, -1, (2, 1))","('UNSAT', 0.018954753875732422, -1, -1, -1, (2, 1))","('UNSAT', 0.019566059112548828, -1, -1, -1, (2, 1))","('UNSAT', 0.01972484588623047, -1, -1, -1, (2, 1))","('UNSAT', 0.0194089412689209, -1, -1, -1, (2, 1))","('UNSAT', 0.020092010498046875, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.019969940185546875, -1, -1, -1, (3, 1))","('UNSAT', 0.019375324249267578, -1, -1, -1, (3, 1))","('UNSAT', 0.019946575164794922, -1, -1, -1, (3, 1))","('UNSAT', 0.01978135108947754, -1, -1, -1, (3, 1))","('UNSAT', 0.019486427307128906, -1, -1, -1, (3, 1))","('UNSAT', 0.019620895385742188, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.018922805786132812, -1, -1, -1, (4, 1))","('UNSAT', 0.01938486099243164, -1, -1, -1, (4, 1))","('UNSAT', 0.01985025405883789, -1, -1, -1, (4, 1))","('UNSAT', 0.0198214054107666, -1, -1, -1, (4, 1))","('UNSAT', 0.020333290100097656, -1, -1, -1, (4, 1))","('UNSAT', 0.0194547176361084, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.018997669219970703, -1, -1, -1, (5, 1))","('UNSAT', 0.018911361694335938, -1, -1, -1, (5, 1))","('UNSAT', 0.019696712493896484, -1, -1, -1, (5, 1))","('UNSAT', 0.019669532775878906, -1, -1, -1, (5, 1))","('UNSAT', 0.02037644386291504, -1, -1, -1, (5, 1))","('UNSAT', 0.01945209503173828, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.01882195472717285, -1, -1, -1, (6, 1))","('UNSAT', 0.021416902542114258, -1, -1, -1, (6, 1))","('UNSAT', 0.01939535140991211, -1, -1, -1, (6, 1))","('UNSAT', 0.019565820693969727, -1, -1, -1, (6, 1))","('UNSAT', 0.019985675811767578, -1, -1, -1, (6, 1))","('UNSAT', 0.019644737243652344, -1, -1, -1, (6, 1))"
(1X2),"('UNSAT', 0.015786409378051758, -1, -1, -1, (1, 2))","('UNSAT', 0.018591880798339844, -1, -1, -1, (1, 2))","('UNSAT', 0.015080928802490234, -1, -1, -1, (1, 2))","('UNSAT', 0.01528310775756836, -1, -1, -1, (1, 2))","('UNSAT', 0.015403270721435547, -1, -1, -1, (1, 2))","('UNSAT', 0.0153350830078125, -1, -1, -1, (1, 2))"
(2X2),"('UNSAT', 0.16680335998535156, -1, -1, -1, (2, 2))","('UNSAT', 0.17890238761901855, -1, -1, -1, (2, 2))","('UNSAT', 0.16399836540222168, -1, -1, -1, (2, 2))","('UNSAT', 0.1740741729736328, -1, -1, -1, (2, 2))","('UNSAT', 0.1817626953125, -1, -1, -1, (2, 2))","('UNSAT', 0.1704416275024414, -1, -1, -1, (2, 2))"
