iterations,1,2,3,4,5,6
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.27816343307495117, 46.4607, 0.259278, 1.747132046148e-05, (0, 1))","('SAT', 0.2567863464355469, 30.9738, 0.213811, 1.1359997188260001e-05, (0, 1))","('UNSAT', 0.06907033920288086, -1, -1, -1, (0, 1))","('SAT', 0.24480414390563965, 21.1185, 0.16609, 5.941404651821e-06, (0, 1))","('UNSAT', 0.021350622177124023, -1, -1, -1, (0, 1))","('UNSAT', 0.012761592864990234, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08458352088928223, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11402225494384766, -1, -1, -1, (1, 1))","('UNSAT', 0.06836652755737305, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.24263334274291992, 30.9738, 0.213811, 1.1359997188260001e-05, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11458468437194824, -1, -1, -1, (2, 1))","('UNSAT', 0.07081723213195801, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11413240432739258, -1, -1, -1, (3, 1))","('UNSAT', 0.06619644165039062, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.11461949348449707, -1, -1, -1, (4, 1))","('UNSAT', 0.051979780197143555, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07281684875488281, -1, -1, -1, (5, 1))","('UNSAT', 0.06757998466491699, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08995246887207031, -1, -1, -1, (6, 1))","('UNSAT', 0.06784677505493164, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('SAT', 0.22990846633911133, 21.1185, 0.16609, 5.941404651821e-06, (1, 2))","('SAT', 0.23364496231079102, 21.1185, 0.16609, 5.941404651821e-06, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
